case,winding,y_reference,z_reference,y_displaced,z_displaced,all_rows_free
probe_core_plus_R10r7,1.0,0.38490017945975047,0.2721655269759087,0.3735778982531434,0.2652817544641179,True
probe_core_plus_R4r5,1.0,0.38490017945975047,0.2721655269759087,0.37270706956499305,0.2668394170827575,True
probe_core_plus_R8r5,1.0,0.38490017945975047,0.2721655269759087,0.3734713188599424,0.2656417187407147,True
probe_core_R4r5,1.0,-0.09622504486493766,0.5443310539518174,-0.09150240611249476,0.5432840452511348,True
probe_stationary_R10r7,1.0,0.38490017945975047,0.2721655269759087,0.37357789848068546,0.2652817550910577,True
