line_time_seconds,applied_shear_Pa,mean_bow_m,phase
1.0837193399529935e-07,-8245.893027850263,-2.4977321504098236e-10,cyclic
1.0841799091582433e-07,-8175.848131515841,-2.5027478080187023e-10,cyclic
1.0846404783634933e-07,-8104.571982525943,-2.507386561013519e-10,cyclic
1.0851010475687431e-07,-8032.075314806459,-2.5116477108151434e-10,cyclic
1.085561616773993e-07,-7958.3690460888365,-2.515530615710086e-10,cyclic
1.086022185979243e-07,-7883.464276266056,-2.5190346909471485e-10,cyclic
1.0864827551844928e-07,-7807.372285720952,-2.5221594088254964e-10,cyclic
1.0869433243897426e-07,-7730.104533627391,-2.524904298774104e-10,cyclic
1.0874038935949926e-07,-7651.672656224603,-2.527268947422644e-10,cyclic
1.0878644628002424e-07,-7572.088465064851,-2.529252998663731e-10,cyclic
1.0883250320054924e-07,-7491.363945234591,-2.5308561537065385e-10,cyclic
1.0887856012107422e-07,-7409.51125354958,-2.5320781711218226e-10,cyclic
1.0892461704159921e-07,-7326.542716724156,-2.5329188668782516e-10,cyclic
1.089706739621242e-07,-7242.470829514689,-2.533378114370132e-10,cyclic
1.0901673088264919e-07,-7157.308252838197,-2.5334558444364896e-10,cyclic
1.0906278780317419e-07,-7071.067811865477,-2.5331520453714556e-10,cyclic
1.0910884472369917e-07,-6983.762494089721,-2.5324667629260573e-10,cyclic
1.0915490164422415e-07,-6895.405447370678,-2.531400100301307e-10,cyclic
1.0920095856474915e-07,-6806.009977954555,-2.5299522181326687e-10,cyclic
1.0924701548527414e-07,-6715.5895484702,-2.5281233344658804e-10,cyclic
1.0929307240579913e-07,-6624.157775901725,-2.525913724724085e-10,cyclic
1.0933912932632412e-07,-6531.728429537764,-2.5233237216663915e-10,cyclic
1.093851862468491e-07,-6438.315428897929,-2.520353715337729e-10,cyclic
1.094312431673741e-07,-6343.93284163646,-2.517004153010124e-10,cyclic
1.0947730008789908e-07,-6248.594881423858,-2.5132755391153466e-10,cyclic
1.0952335700842408e-07,-6152.315905806253,-2.5091684351689303e-10,cyclic
1.0956941392894906e-07,-6055.110414043258,-2.5046834596856277e-10,cyclic
1.0961547084947405e-07,-5956.993044924354,-2.499821288086247e-10,cyclic
1.0966152776999904e-07,-5857.9785745643985,-2.494582652595941e-10,cyclic
1.0970758469052403e-07,-5758.081914178452,-2.4889683421339555e-10,cyclic
1.0975364161104902e-07,-5657.318107836121,-2.4829792021947836e-10,cyclic
1.0979969853157401e-07,-5555.70233019606,-2.476616134720883e-10,cyclic
1.0984575545209899e-07,-5453.249884220491,-2.4698800979668037e-10,cyclic
1.0989181237262399e-07,-5349.976198870988,-2.4627721063548976e-10,cyclic
1.0993786929314897e-07,-5245.896826784694,-2.455293230322568e-10,cyclic
1.0998392621367396e-07,-5141.027441932242,-2.447444596161031e-10,cyclic
1.1002998313419895e-07,-5035.383837257189,-2.4392273858457147e-10,cyclic
1.1007604005472394e-07,-4928.981922297842,-2.4306428368582786e-10,cyclic
1.1012209697524894e-07,-4821.83772079125,-2.421692242000214e-10,cyclic
1.1016815389577392e-07,-4713.967368259988,-2.412376949198193e-10,cyclic
1.102142108162989e-07,-4605.387109582432,-2.402698361301044e-10,cyclic
1.102602677368239e-07,-4496.113296546086,-2.392657935868497e-10,cyclic
1.1030632465734888e-07,-4386.162385385285,-2.382257184951701e-10,cyclic
1.1035238157787388e-07,-4275.550934302818,-2.371497674865475e-10,cyclic
1.1039843849839887e-07,-4164.2956009763575,-2.360381025952475e-10,cyclic
1.1044449541892385e-07,-4052.413140049937,-2.3489089123391316e-10,cyclic
1.1049055233944885e-07,-3939.920400610508,-2.3370830616835483e-10,cyclic
1.1053660925997383e-07,-3826.834323650912,-2.3249052549153502e-10,cyclic
1.1058266618049883e-07,-3713.171939518378,-2.3123773259674275e-10,cyclic
1.1062872310102381e-07,-3598.9503653498723,-2.2995011614998142e-10,cyclic
1.106747800215488e-07,-3484.186802494391,-2.286278700615509e-10,cyclic
1.1072083694207379e-07,-3368.898533922234,-2.272711934568479e-10,cyclic
1.1076689386259878e-07,-3253.1029216226502,-2.258802906463801e-10,cyclic
1.1081295078312377e-07,-3136.817403988924,-2.2445537109499323e-10,cyclic
1.1085900770364876e-07,-3020.0594931922774,-2.229966493903319e-10,cyclic
1.1090506462417374e-07,-2902.846772544642,-2.2150434521051856e-10,cyclic
1.1095112154469874e-07,-2785.1968938505374,-2.1997868329107288e-10,cyclic
1.1099717846522372e-07,-2667.1275747489776,-2.1841989339106948e-10,cyclic
1.1104323538574872e-07,-2548.656596045161,-2.1682821025853202e-10,cyclic
1.110892923062737e-07,-2429.801799032642,-2.1520387359508738e-10,cyclic
1.1113534922679869e-07,-2310.5810828067365,-2.1354712801986135e-10,cyclic
1.1118140614732368e-07,-2191.0124015687106,-2.1185822303264282e-10,cyclic
1.1122746306784867e-07,-2071.1137619221854,-2.1013741297631214e-10,cyclic
1.1127351998837365e-07,-1950.9032201613397,-2.0838495699853345e-10,cyclic
1.1131957690889865e-07,-1830.3988795513842,-2.0660111901273007e-10,cyclic
1.1136563382942363e-07,-1709.6188876030442,-2.0478616765834275e-10,cyclic
1.1141169074994863e-07,-1588.5814333386336,-2.0294037626036808e-10,cyclic
1.1145774767047361e-07,-1467.3047445536242,-2.0106402278820276e-10,cyclic
1.115038045909986e-07,-1345.8070850712909,-1.9915738981377729e-10,cyclic
1.115498615115236e-07,-1224.106751992143,-1.9722076446900336e-10,cyclic
1.1159591843204858e-07,-1102.2220729388694,-1.9525443840253621e-10,cyclic
1.1164197535257358e-07,-980.171403295632,-1.9325870773584715e-10,cyclic
1.1168803227309856e-07,-857.973123444412,-1.9123387301863527e-10,cyclic
1.1173408919362354e-07,-735.64563599671,-1.8918023918356035e-10,cyclic
1.1178014611414854e-07,-613.2073630220732,-1.87098115500323e-10,cyclic
1.1182620303467353e-07,-490.6767432741901,-1.8498781552909314e-10,cyclic
1.1187225995519852e-07,-368.0722294135854,-1.8284965707328243e-10,cyclic
1.119183168757235e-07,-245.41228522910703,-1.8068396213169123e-10,cyclic
1.1196437379624849e-07,-122.71538285724156,-1.784910568500109e-10,cyclic
1.1201043071677349e-07,6.12942380210265e-12,-1.7627127147170984e-10,cyclic
1.1205648763729847e-07,122.71538285718277,-1.7402494028830263e-10,cyclic
1.1210254455782347e-07,245.41228522911928,-1.7175240158900118e-10,cyclic
1.1214860147834845e-07,368.0722294135976,-1.6945399760977635e-10,cyclic
1.1219465839887344e-07,490.67674327413135,-1.6713007448181226e-10,cyclic
1.1224071531939843e-07,613.2073630221208,-1.64780982179383e-10,cyclic
1.1228677223992342e-07,735.6456359966512,-1.624070744671506e-10,cyclic
1.123328291604484e-07,857.9731234443534,-1.6000870884688362e-10,cyclic
1.123788860809734e-07,980.1714032956088,-1.5758624650362161e-10,cyclic
1.1242494300149838e-07,1102.222072938811,-1.5514005225128496e-10,cyclic
1.1247099992202338e-07,1224.1067519921903,-1.5267049447772817e-10,cyclic
1.1251705684254836e-07,1345.8070850712324,-1.5017794508927033e-10,cyclic
1.1256311376307335e-07,1467.3047445535658,-1.4766277945467988e-10,cyclic
1.1260917068359834e-07,1588.5814333386106,-1.4512537634864902e-10,cyclic
1.1265522760412333e-07,1709.6188876029864,-1.4256611789475404e-10,cyclic
1.1270128452464833e-07,1830.3988795513962,-1.399853895079026e-10,cyclic
1.1274734144517331e-07,1950.9032201612822,-1.3738357983629893e-10,cyclic
1.1279339836569829e-07,2071.1137619221277,-1.347610807029085e-10,cyclic
1.1283945528622329e-07,2191.012401568688,-1.321182870464534e-10,cyclic
1.1288551220674827e-07,2310.581082806679,-1.2945559686193942e-10,cyclic
1.1293156912727327e-07,2429.80179903262,-1.2677341114071209e-10,cyclic
1.1297762604779826e-07,2548.656596045139,-1.240721338100772e-10,cyclic
1.1302368296832324e-07,2667.1275747489553,-1.2135217167246376e-10,cyclic
1.1306973988884824e-07,2785.196893850549,-1.186139343441638e-10,cyclic
1.1311579680937322e-07,2902.846772544586,-1.1585783419364892e-10,cyclic
1.1316185372989822e-07,3020.059493192255,-1.1308428627946219e-10,cyclic
1.132079106504232e-07,3136.817403988902,-1.1029370828771934e-10,cyclic
1.1325396757094819e-07,3253.1029216225947,-1.0748652046920058e-10,cyclic
1.1330002449147318e-07,3368.898533922212,-1.0466314557606465e-10,cyclic
1.1334608141199817e-07,3484.1868024943356,-1.0182400879818724e-10,cyclic
1.1339213833252316e-07,3598.9503653498837,-9.896953769912201e-11,cyclic
1.1343819525304815e-07,3713.1719395183563,-9.610016215171883e-11,cyclic
1.1348425217357313e-07,3826.8343236508576,-9.321631427337983e-11,cyclic
1.1353030909409813e-07,3939.920400610486,-9.031842836098679e-11,cyclic
1.1357636601462311e-07,4052.413140049883,-8.740694082550087e-11,cyclic
1.136224229351481e-07,4164.295600976368,-8.448229012623462e-11,cyclic
1.1366847985567309e-07,4275.550934302829,-8.154491670482468e-11,cyclic
1.1371453677619808e-07,4386.1623853852325,-7.859526291890576e-11,cyclic
1.1376059369672307e-07,4496.113296546065,-7.563377297548637e-11,cyclic
1.1380665061724806e-07,4605.38710958238,-7.266089286406075e-11,cyclic
1.1385270753777304e-07,4713.967368259967,-6.967707028943755e-11,cyclic
1.1389876445829804e-07,4821.837720791229,-6.668275460432023e-11,cyclic
1.1394482137882302e-07,4928.981922297822,-6.367839674163888e-11,cyclic
1.1399087829934802e-07,5035.3838372572,-6.066444914663485e-11,cyclic
1.14036935219873e-07,5141.027441932191,-5.7641365708731684e-11,cyclic
1.1408299214039799e-07,5245.896826784674,-5.4609601693174395e-11,cyclic
1.1412904906092299e-07,5349.976198870968,-5.156961367247106e-11,cyclic
1.1417510598144797e-07,5453.249884220441,-4.852185945763757e-11,cyclic
1.1422116290197297e-07,5555.70233019604,-4.5466798029246204e-11,cyclic
1.1426721982249795e-07,5657.318107836131,-4.2404889468312635e-11,cyclic
1.1431327674302293e-07,5758.081914178433,-3.933659488700257e-11,cyclic
1.1435933366354793e-07,5857.978574564379,-3.6262376359192965e-11,cyclic
1.1440539058407292e-07,5956.993044924307,-3.318269685088812e-11,cyclic
1.1445144750459791e-07,6055.110414043266,-3.009802015049215e-11,cyclic
1.144975044251229e-07,6152.315905806263,-2.7008810798971657e-11,cyclic
1.1454356134564788e-07,6248.594881423868,-2.3915534019891054e-11,cyclic
1.1458961826617288e-07,6343.93284163647,-2.0818655649354382e-11,cyclic
1.1463567518669786e-07,6438.315428897884,-1.771864206585489e-11,cyclic
1.1468173210722286e-07,6531.728429537774,-1.4615960120033643e-11,cyclic
1.1472778902774784e-07,6624.157775901706,-1.1511077064380975e-11,cyclic
1.1477384594827283e-07,6715.589548470183,-8.40446048286347e-12,cyclic
1.1481990286879782e-07,6806.009977954539,-5.296578220510381e-12,cyclic
1.1486595978932281e-07,6895.405447370662,-2.1878983129605347e-12,cyclic
1.1491201670984779e-07,6983.762494089705,9.211110840275125e-13,cyclic
1.1495807363037279e-07,7071.0678118654605,4.029981765075304e-12,cyclic
1.1500413055089777e-07,7157.30825283818,7.1382455456918326e-12,cyclic
1.1505018747142277e-07,7242.470829514672,1.0245434332786586e-11,cyclic
1.1509624439194775e-07,7326.542716724116,1.3351080195155608e-11,cyclic
1.1514230131247274e-07,7409.511253549587,1.6454715433956378e-11,cyclic
1.1518835823299773e-07,7491.3639452346,1.9555872653138852e-11,cyclic
1.1523441515352272e-07,7572.088465064836,2.265408482983105e-11,cyclic
1.1528047207404772e-07,7651.6726562245885,2.5748885384677e-11,cyclic
1.153265289945727e-07,7730.104533627355,2.883980825209501e-11,cyclic
1.1537258591509768e-07,7807.372285720939,3.1926387950471406e-11,cyclic
1.1541864283562268e-07,7883.464276266063,3.500815965225779e-11,cyclic
1.1546469975614766e-07,7958.369046088801,3.80846592539698e-11,cyclic
1.1551075667667266e-07,8032.075314806466,4.1155423446085416e-11,cyclic
1.1555681359719764e-07,8104.57198252593,4.4219989782810745e-11,cyclic
1.1560287051772263e-07,8175.848131515827,4.7277896751728704e-11,cyclic
1.1564892743824763e-07,8245.89302785025,5.0328683843298425e-11,cyclic
1.1569498435877261e-07,8314.696123025436,5.337189162020396e-11,cyclic
1.1574104127929761e-07,8382.247055548392,5.6407061786549564e-11,cyclic
1.1578709819982259e-07,8448.535652497052,5.943373725687081e-11,cyclic
1.1583315512034757e-07,8513.551931052638,6.24514622249756e-11,cyclic
1.1587921204087257e-07,8577.286100002715,6.545978223258464e-11,cyclic
1.1592526896139756e-07,8639.72856121585,6.845824423776868e-11,cyclic
1.1597132588192255e-07,8700.869911087122,7.14463966831805e-11,cyclic
1.1601738280244754e-07,8760.70094195406,7.442378956405155e-11,cyclic
1.1606343972297252e-07,8819.212643483554,7.738997449596647e-11,cyclic
1.1610949664349752e-07,8876.396204028548,8.034450478238574e-11,cyclic
1.161555535640225e-07,8932.243011955134,8.328693548191438e-11,cyclic
1.1620161048454749e-07,8986.744656939525,8.621682347531283e-11,cyclic
1.1624766740507248e-07,9039.892931234426,8.9133727532227e-11,cyclic
1.1629372432559747e-07,9091.679830905223,9.203720837763378e-11,cyclic
1.1633978124612246e-07,9142.097557035311,9.492682875799903e-11,cyclic
1.1638583816664745e-07,9191.138516900559,9.780215350712088e-11,cyclic
1.1643189508717243e-07,9238.795325112855,1.0066274961166922e-10,cyclic
1.1647795200769743e-07,9285.060804732148,1.0350818627639343e-10,cyclic
1.1652400892822241e-07,9329.927988347386,1.0633803498899673e-10,cyclic
1.1657006584874741e-07,9373.39011912575,1.0915186958467339e-10,cyclic
1.166161227692724e-07,9415.440651830202,1.1194926631028208e-10,cyclic
1.1666217968979738e-07,9456.073253805213,1.147298038881662e-10,cyclic
1.1670823661032237e-07,9495.281805930357,1.1749306357959477e-10,cyclic
1.1675429353084736e-07,9533.060403541935,1.2023862924782108e-10,cyclic
1.1680035045137236e-07,9569.403357322088,1.2296608742075572e-10,cyclic
1.1684640737189734e-07,9604.305194155651,1.25675027353229e-10,cyclic
1.1689246429242232e-07,9637.760657954395,1.2836504108885199e-10,cyclic
1.1693852121294732e-07,9669.764710448522,1.3103572352145126e-10,cyclic
1.169845781334723e-07,9700.312531945443,1.3368667245607502e-10,cyclic
1.170306350539973e-07,9729.399522055608,1.3631748866956556e-10,cyclic
1.1707669197452229e-07,9757.021300385279,1.3892777597067708e-10,cyclic
1.1712274889504727e-07,9783.173707196273,1.415171412597439e-10,cyclic
1.1716880581557227e-07,9807.852804032304,1.4408519458787852e-10,cyclic
1.1721486273609725e-07,9831.054874312165,1.466315492156947e-10,cyclic
1.1726091965662225e-07,9852.776423889416,1.4915582167155272e-10,cyclic
1.1730697657714723e-07,9873.014181578577,1.516576318093047e-10,cyclic
1.1735303349767222e-07,9891.765099647806,1.5413660286554681e-10,cyclic
1.1739909041819721e-07,9909.0263542778,1.5659236151635683e-10,cyclic
1.174451473387222e-07,9924.7953459871,1.5902453793351405e-10,cyclic
1.1749120425924718e-07,9939.069700023558,1.6143276584019663e-10,cyclic
1.1753726117977218e-07,9951.847266721968,1.638166825661405e-10,cyclic
1.1758331810029716e-07,9963.12612182778,1.6617592910225463e-10,cyclic
1.1762937502082216e-07,9972.904566786901,1.6851015015468949e-10,cyclic
1.1767543194134714e-07,9981.181129001492,1.7081899419833967e-10,cyclic
1.1772148886187213e-07,9987.954562051724,1.7310211352978525e-10,cyclic
1.1776754578239712e-07,9993.223845883495,1.753591643196532e-10,cyclic
1.1781360270292211e-07,9996.988186962042,1.7758980666439592e-10,cyclic
1.178596596234471e-07,9999.247018391445,1.797937046374821e-10,cyclic
1.1790571654397209e-07,10000.0,1.8197052633998258e-10,cyclic
1.1795177346449707e-07,9999.247018391447,1.841199439505566e-10,cyclic
1.1799783038502207e-07,9996.988186962042,1.862416337748183e-10,cyclic
1.1804388730554705e-07,9993.223845883496,1.8833527629408373e-10,cyclic
1.1808994422607205e-07,9987.954562051724,1.904005562134912e-10,cyclic
1.1813600114659703e-07,9981.18112900149,1.9243716250948095e-10,cyclic
1.1818205806712202e-07,9972.904566786905,1.9444478847663626e-10,cyclic
1.1822811498764702e-07,9963.126121827781,1.9642313177387142e-10,cyclic
1.18274171908172e-07,9951.84726672197,1.983718944699622e-10,cyclic
1.18320228828697e-07,9939.069700023561,2.0029078308841525e-10,cyclic
1.1836628574922198e-07,9924.795345987102,2.021795086516623e-10,cyclic
1.1841234266974696e-07,9909.026354277803,2.0403778672458109e-10,cyclic
1.1845839959027196e-07,9891.76509964781,2.0586533745732942e-10,cyclic
1.1850445651079695e-07,9873.014181578583,2.0766188562748867e-10,cyclic
1.1855051343132193e-07,9852.77642388942,2.0942716068151277e-10,cyclic
1.1859657035184693e-07,9831.054874312169,2.1116089677547215e-10,cyclic
1.1864262727237191e-07,9807.852804032309,2.128628328150877e-10,cyclic
1.1868868419289691e-07,9783.173707196278,2.1453271249505257e-10,cyclic
1.1873474111342189e-07,9757.021300385284,2.1617028433762883e-10,cyclic
1.1878079803394688e-07,9729.399522055613,2.1777530173052067e-10,cyclic
1.1882685495447187e-07,9700.31253194545,2.1934752296401252e-10,cyclic
1.1887291187499686e-07,9669.764710448528,2.2088671126736953e-10,cyclic
1.1891896879552185e-07,9637.760657954403,2.2239263484449488e-10,cyclic
1.1896502571604684e-07,9604.305194155659,2.2386506690883705e-10,cyclic
1.1901108263657182e-07,9569.403357322095,2.2530378571754304e-10,cyclic
1.1905713955709682e-07,9533.06040354194,2.2670857460485259e-10,cyclic
1.191031964776218e-07,9495.281805930377,2.280792220147263e-10,cyclic
1.191492533981468e-07,9456.07325380522,2.2941552153270583e-10,cyclic
1.1919531031867178e-07,9415.44065183021,2.3071727191699918e-10,cyclic
1.1924136723919677e-07,9373.39011912576,2.319842771287866e-10,cyclic
1.1928742415972175e-07,9329.927988347396,2.332163463617437e-10,cyclic
1.1933348108024676e-07,9285.060804732144,2.344132940707755e-10,cyclic
1.1937953800077175e-07,9238.795325112864,2.3557493999996043e-10,cyclic
1.1942559492129673e-07,9191.138516900583,2.367011092096942e-10,cyclic
1.1947165184182171e-07,9142.097557035322,2.3779163210303607e-10,cyclic
1.195177087623467e-07,9091.679830905232,2.3884634445124953e-10,cyclic
1.195637656828717e-07,9039.892931234423,2.3986508741853414e-10,cyclic
1.196098226033967e-07,8986.744656939538,2.408477075859471e-10,cyclic
1.1965587952392168e-07,8932.243011955146,2.417940569745051e-10,cyclic
1.1970193644444666e-07,8876.396204028559,2.4270399306747113e-10,cyclic
1.1974799336497164e-07,8819.212643483565,2.435773788318167e-10,cyclic
1.1979405028549665e-07,8760.700941954057,2.444140827388577e-10,cyclic
1.1984010720602164e-07,8700.869911087115,2.4521397878406437e-10,cyclic
1.1988616412654662e-07,8639.728561215863,2.4597694650603415e-10,cyclic
1.199322210470716e-07,8577.286100002728,2.4670287100463433e-10,cyclic
1.199782779675966e-07,8513.551931052652,2.473916429583058e-10,cyclic
1.200243348881216e-07,8448.535652497045,2.480431586405249e-10,cyclic
1.2007039180864658e-07,8382.247055548387,2.4865731993542796e-10,cyclic
1.2011644872917157e-07,8314.696123025431,2.4923403435258234e-10,cyclic
1.2016250564969655e-07,8245.893027850265,2.4977321504091794e-10,cyclic
1.2020856257022154e-07,8175.848131515841,2.5027478080180643e-10,cyclic
1.2025461949074655e-07,8104.571982525945,2.507386561012884e-10,cyclic
1.2030067641127153e-07,8032.075314806437,2.5116477108145173e-10,cyclic
1.2034673333179651e-07,7958.369046088816,2.5155306157094674e-10,cyclic
1.203927902523215e-07,7883.464276266079,2.5190346909465395e-10,cyclic
1.2043884717284648e-07,7807.372285720952,2.522159408824893e-10,cyclic
1.2048490409337147e-07,7730.104533627415,2.5249042987735117e-10,cyclic
1.2053096101389648e-07,7651.67265622458,2.5272689474220496e-10,cyclic
1.2057701793442146e-07,7572.088465064829,2.5292529986631435e-10,cyclic
1.2062307485494644e-07,7491.363945234615,2.5308561537059616e-10,cyclic
1.2066913177547143e-07,7409.511253549605,2.5320781711212534e-10,cyclic
1.207151886959964e-07,7326.542716724181,2.5329188668776886e-10,cyclic
1.2076124561652142e-07,7242.470829514666,2.5333781143695695e-10,cyclic
1.208073025370464e-07,7157.308252838174,2.5334558444359343e-10,cyclic
1.208533594575714e-07,7071.067811865503,2.5331520453709107e-10,cyclic
1.2089941637809637e-07,6983.762494089747,2.532466762925519e-10,cyclic
1.2094547329862136e-07,6895.405447370679,2.531400100300776e-10,cyclic
1.2099153021914637e-07,6806.00997795453,2.5299522181321367e-10,cyclic
1.2103758713967135e-07,6715.589548470174,2.528123334465354e-10,cyclic
1.2108364406019634e-07,6624.157775901752,2.52591372472357e-10,cyclic
1.2112970098072132e-07,6531.728429537792,2.5233237216658833e-10,cyclic
1.211757579012463e-07,6438.315428897929,2.520353715337227e-10,cyclic
1.2122181482177131e-07,6343.932841636461,2.5170041530096197e-10,cyclic
1.212678717422963e-07,6248.594881423859,2.5132755391148503e-10,cyclic
1.2131392866282128e-07,6152.315905806254,2.5091684351684433e-10,cyclic
1.2135998558334627e-07,6055.110414043286,2.5046834596851474e-10,cyclic
1.2140604250387125e-07,5956.993044924355,2.499821288085772e-10,cyclic
1.2145209942439626e-07,5857.978574564399,2.4945826525954633e-10,cyclic
1.2149815634492124e-07,5758.081914178453,2.4889683421334835e-10,cyclic
1.2154421326544623e-07,5657.318107836122,2.482979202194323e-10,cyclic
1.215902701859712e-07,5555.702330196061,2.476616134720428e-10,cyclic
1.216363271064962e-07,5453.249884220492,2.469880097966355e-10,cyclic
1.216823840270212e-07,5349.97619887093,2.462772106354445e-10,cyclic
1.217284409475462e-07,5245.896826784695,2.4552932303221205e-10,cyclic
1.2177449786807117e-07,5141.027441932212,2.4474445961605883e-10,cyclic
1.2182055478859616e-07,5035.383837257221,2.4392273858452836e-10,cyclic
1.2186661170912114e-07,4928.981922297875,2.4306428368578547e-10,cyclic
1.2191266862964615e-07,4821.837720791188,2.421692241999785e-10,cyclic
1.2195872555017114e-07,4713.967368259989,2.4123769491977703e-10,cyclic
1.2200478247069612e-07,4605.3871095824015,2.4026983613006265e-10,cyclic
1.220508393912211e-07,4496.113296546118,2.3926579358680894e-10,cyclic
1.220968963117461e-07,4386.162385385318,2.382257184951299e-10,cyclic
1.221429532322711e-07,4275.550934302787,2.3714976748650667e-10,cyclic
1.2218901015279608e-07,4164.29560097639,2.3603810259520727e-10,cyclic
1.2223506707332107e-07,4052.4131400499055,2.348908912338734e-10,cyclic
1.2228112399384605e-07,3939.9204006105415,2.3370830616831627e-10,cyclic
1.2232718091437103e-07,3826.8343236509463,2.324905254914969e-10,cyclic
1.2237323783489604e-07,3713.171939518347,2.3123773259670416e-10,cyclic
1.2241929475542103e-07,3598.950365349907,2.2995011614994335e-10,cyclic
1.22465351675946e-07,3484.1868024943587,2.2862787006151333e-10,cyclic
1.22511408596471e-07,3368.898533922268,2.2727119345681144e-10,cyclic
1.2255746551699598e-07,3253.1029216226852,2.2588029064634404e-10,cyclic
1.22603522437521e-07,3136.8174039888913,2.244553710949566e-10,cyclic
1.2264957935804597e-07,3020.0594931923124,2.2299664939029587e-10,cyclic
1.2269563627857096e-07,2902.8467725446435,2.2150434521048294e-10,cyclic
1.2274169319909594e-07,2785.1968938505383,2.1997868329103838e-10,cyclic
1.2278775011962092e-07,2667.1275747489785,2.1841989339103543e-10,cyclic
1.2283380704014594e-07,2548.656596045128,2.1682821025849736e-10,cyclic
1.2287986396067092e-07,2429.8017990326775,2.1520387359505318e-10,cyclic
1.229259208811959e-07,2310.5810828067374,2.1354712801982757e-10,cyclic
1.229719778017209e-07,2191.012401568712,2.1185822303261022e-10,cyclic
1.2301803472224587e-07,2071.1137619221868,2.1013741297627999e-10,cyclic
1.2306409164277085e-07,1950.903220161341,2.0838495699850169e-10,cyclic
1.2311014856329587e-07,1830.3988795513853,2.0660111901269758e-10,cyclic
1.2315620548382085e-07,1709.6188876029753,2.0478616765831065e-10,cyclic
1.2320226240434583e-07,1588.581433338635,2.029403762603372e-10,cyclic
1.2324831932487082e-07,1467.3047445536251,2.010640227881723e-10,cyclic
1.232943762453958e-07,1345.8070850713273,1.9915738981374715e-10,cyclic
1.233404331659208e-07,1224.1067519921442,1.9722076446897245e-10,cyclic
1.233864900864458e-07,1102.2220729388,1.952544384025057e-10,cyclic
1.2343254700697078e-07,980.1714032956331,1.9325870773581779e-10,cyclic
1.2347860392749576e-07,857.9731234444132,1.912338730186063e-10,cyclic
1.2352466084802075e-07,735.6456359967466,1.8918023918353163e-10,cyclic
1.2357071776854576e-07,613.2073630220743,1.8709811550029358e-10,cyclic
1.2361677468907074e-07,490.6767432741558,1.8498781552906414e-10,cyclic
1.2366283160959572e-07,368.0722294136221,1.8284965707325465e-10,cyclic
1.237088885301207e-07,245.41228522914378,1.806839621316639e-10,cyclic
1.237549454506457e-07,122.7153828572783,1.784910568499839e-10,cyclic
1.238010023711707e-07,-4.904777002955296e-12,1.7627127147168206e-10,cyclic
1.238470592916957e-07,-122.71538285721707,1.7402494028827515e-10,cyclic
1.2389311621222067e-07,-245.41228522908253,1.7175240158897497e-10,cyclic
1.2393917313274565e-07,-368.07222941356093,1.6945399760975047e-10,cyclic
1.2398523005327064e-07,-490.6767432740947,1.6713007448178677e-10,cyclic
1.2403128697379565e-07,-613.2073630220841,1.6478098217935675e-10,cyclic
1.2407734389432063e-07,-735.6456359966855,1.6240707446712462e-10,cyclic
1.2412340081484562e-07,-857.9731234443522,1.6000870884685795e-10,cyclic
1.241694577353706e-07,-980.1714032955722,1.5758624650359719e-10,cyclic
1.2421551465589558e-07,-1102.2220729388096,1.5514005225126081e-10,cyclic
1.242615715764206e-07,-1224.106751992154,1.5267049447770326e-10,cyclic
1.2430762849694558e-07,-1345.8070850712663,1.5017794508924564e-10,cyclic
1.2435368541747056e-07,-1467.3047445535647,1.4766277945465553e-10,cyclic
1.2439974233799555e-07,-1588.5814333385745,1.451253763486258e-10,cyclic
1.2444579925852053e-07,-1709.618887602985,1.4256611789473116e-10,cyclic
1.2449185617904554e-07,-1830.398879551395,1.3998538950787889e-10,cyclic
1.2453791309957052e-07,-1950.9032201612808,1.3738357983627557e-10,cyclic
1.245839700200955e-07,-2071.1137619221963,1.347610807028853e-10,cyclic
1.246300269406205e-07,-2191.012401568721,1.3211828704643146e-10,cyclic
1.2467608386114548e-07,-2310.581082806678,1.294555968619177e-10,cyclic
1.247221407816705e-07,-2429.801799032618,1.267734111406896e-10,cyclic
1.2476819770219547e-07,-2548.6565960451376,1.24072133810055e-10,cyclic
1.2481425462272045e-07,-2667.127574748988,1.213521716724417e-10,cyclic
1.2486031154324544e-07,-2785.196893850548,1.1861393434414301e-10,cyclic
1.2490636846377042e-07,-2902.8467725445844,1.1585783419362843e-10,cyclic
1.2495242538429543e-07,-3020.059493192322,1.1308428627944076e-10,cyclic
1.2499848230482042e-07,-3136.817403988901,1.1029370828769821e-10,cyclic
1.250445392253454e-07,-3253.1029216226275,1.0748652046917966e-10,cyclic
1.2509059614587038e-07,-3368.8985339222104,1.0466314557604498e-10,cyclic
1.2513665306639537e-07,-3484.1868024943014,1.0182400879816785e-10,cyclic
1.2518270998692038e-07,-3598.9503653499155,9.896953769910177e-11,cyclic
1.2522876690744536e-07,-3713.1719395184214,9.610016215169881e-11,cyclic
1.2527482382797035e-07,-3826.83432365089,9.321631427336001e-11,cyclic
1.2532088074849533e-07,-3939.9204006104846,9.031842836096819e-11,cyclic
1.2536693766902031e-07,-4052.41314004985,8.74069408254825e-11,cyclic
1.254129945895453e-07,-4164.295600976335,8.448229012621651e-11,cyclic
1.254590515100703e-07,-4275.55093430286,8.154491670480572e-11,cyclic
1.255051084305953e-07,-4386.1623853852625,7.859526291888702e-11,cyclic
1.2555116535112028e-07,-4496.113296546064,7.563377297546881e-11,cyclic
