size,case,step,applied_shear_mpa,minimum_eigenvalue,eigen_residual,translation_gauge_eigenvalue,affine_strain_included
24,dipole,0,0.0,0.2527140135421694,1.2061928922069916e-08,1.0,True
24,dipole,4,50.0,0.2528354570953554,9.313916739246744e-09,1.0,True
24,dipole,8,-50.0,0.2525797268839856,3.1948564674582363e-08,1.0,True
