radius_over_L0,energy_eV_per_row_period,linear_reference_work_eV,quadratic_remainder_energy_eV,site_count,inside_free_disk
0.5,0.07512180725765605,-0.010435656757292612,0.08555746401494865,2,True
1.0,0.1330949024905399,-0.050903173191632414,0.1839980756821723,4,True
1.5,0.3185464692060891,-0.010033996114896339,0.32858046532098545,10,True
2.0,0.5111994461836633,-0.011874585331771898,0.5230740315154352,18,True
2.5,0.6158215381715326,-0.01696531496958771,0.6327868531411205,30,True
3.0,0.6962651462106151,0.0032671203716505854,0.6929980258389645,40,True
3.5,0.756198200366887,-0.006604376202200311,0.7628025765690873,56,True
4.0,0.8106277969096838,0.002003239385216262,0.8086245575244675,72,True
4.5,0.853826416367955,0.00048788487788516436,0.8533385314900697,90,True
5.0,0.8937129581376837,0.0013665786334854588,0.8923463795041983,112,True
5.5,0.9269323377159289,-0.00025024305015428246,0.9271825807660833,136,True
6.0,0.9531026826640354,-0.0002365871216886608,0.953339269785724,158,True
6.5,0.9830518917203332,-0.00026580087608927237,0.9833176925964227,188,True
7.0,1.01088855113169,-0.0002657486260915559,1.0111542997577816,220,True
7.5,1.0360830226422775,-1.610901876655281e-05,1.036099131661044,254,True
8.0,1.0561133108113432,-0.00024211837604066165,1.0563554291873838,286,True
8.5,1.0759391144931305,-7.340098659459329e-05,1.076012515479725,320,True
9.0,1.0958918135688744,-0.00013538025001175614,1.0960271938188861,360,True
9.5,1.1138091393917646,-0.00011433001422816525,1.1139234694059927,400,True
10.0,1.1318581528675753,-8.388656051842771e-05,1.1319420394280937,444,True
10.5,1.1493825690522765,-9.424443660543437e-05,1.149476813488882,492,True
11.0,1.1640043364190853,-0.00010863962491672752,1.1641129760440023,536,True
11.5,1.1796699970429616,-8.371303733362839e-05,1.1797537100802953,588,True
12.0,1.195204411320531,-9.512676076414012e-05,1.195299538081295,644,True
12.5,1.2088915831970062,-7.770185369580275e-05,1.208969285050702,698,True
13.0,1.220467661471174,-0.00011118185890531592,1.2205788433300793,748,True
13.5,1.2349657617705039,-9.802514282701482e-05,1.2350637869133307,814,True
14.0,1.2466181324775651,-8.441636897607227e-05,1.246702548846541,872,True
14.5,1.2585100382849275,-0.00010604531395214632,1.2586160835988798,936,True
15.0,1.2698076124813413,-9.035691195340492e-05,1.2698979693932948,1000,True
15.5,1.2809337677232735,-9.954262843157261e-05,1.281033310351705,1068,True
16.0,1.2919424352490427,-8.36788790614957e-05,1.2920261141281042,1140,True
16.5,1.3020222805890675,-9.33587943182275e-05,1.302115639383386,1210,True
17.0,1.3123577047133734,-8.080083986346329e-05,1.3124385055532368,1286,True
17.5,1.3220922113878193,-9.341222124648941e-05,1.3221856236090659,1362,True
18.0,1.3309702512589667,-7.201581151243704e-05,1.3310422670704791,1436,True
18.5,1.340837243445133,-6.6638889646597e-05,1.3409038823347794,1522,True
19.0,1.350065079600451,-0.00015079621435100995,1.350215875814802,1608,True
19.5,1.3603621468356963,0.0017504966776360877,1.3586116501580605,1690,True
20.0,1.3693194977515435,0.0027324439487303818,1.3665870538028133,1772,True
