opening_A,s_A,s_over_partial,energy_eV_cell,transverse_gradient_eV_A_cell,transverse_curvature_eV_A2_cell
0.0,0.0,0.0,3.552713678800501e-15,-9.226088504995882e-15,16.15299492653132
0.0,0.013857349766431404,0.00625,0.0015424712784524175,-6.106226635438361e-15,16.4166998933702
0.0,0.02771469953286281,0.0125,0.006136206086618579,-8.354428260304303e-15,16.68088146873577
0.0,0.041572049299294214,0.018750000000000003,0.013730686289885163,-5.2735593669694936e-15,16.9456891949068
0.0,0.05542939906572562,0.025,0.024275275515679873,-6.716849298982197e-15,17.211264023935488
0.0,0.06928674883215702,0.03125,0.037719074463211655,-6.772360450213455e-15,17.477738234866393
0.0,0.08314409859858843,0.037500000000000006,0.054010780844722106,-9.43689570931383e-15,17.745235327210654
0.0,0.09700144836501982,0.04375,0.07309855407540589,-5.662137425588298e-15,18.01386989223906
0.0,0.11085879813145123,0.05,0.09492988484131626,-7.66053886991358e-15,18.28374746370495
0.0,0.12471614789788264,0.05625,0.11945146968645837,-1.021405182655144e-14,18.5549643496603
0.0,0.13857349766431404,0.0625,0.14660909077103756,-9.2148511043888e-15,18.827607447084816
0.0,0.15243084743074545,0.06875,0.17634750096322804,-1.0325074129013956e-14,19.101754041107785
0.0,0.16628819719717686,0.07500000000000001,0.20861031443600453,-1.1102230246251565e-14,19.377471590665373
0.0,0.18014554696360827,0.08125,0.24333990294932928,-5.995204332975845e-15,19.65481750250205
0.0,0.19400289673003965,0.0875,0.28047729800544197,-9.325873406851315e-15,19.933838895491192
0.0,0.20786024649647106,0.09375,0.31996209907186124,-5.773159728050814e-15,20.21457235731843
0.0,0.22171759626290247,0.1,0.36173238807236263,-1.554312234475219e-14,20.497043695640453
0.0,0.23557494602933388,0.10625000000000001,0.40572465035086847,-6.439293542825908e-15,20.781267685898552
0.0,0.24943229579576529,0.1125,0.45187370231689705,-1.3322676295501878e-14,21.067247818034645
0.0,0.2632896455621967,0.11875000000000001,0.5001126259836255,-1.2878587085651816e-14,21.354976044421406
0.0,0.2771469953286281,0.125,0.5503727106110405,-1.021405182655144e-14,21.644432531380616
0.0,0.2910043450950595,0.13125,0.6025834016667613,-1.2434497875801753e-14,21.93558541672235
0.0,0.3048616948614909,0.1375,0.6566722573160533,-7.549516567451064e-15,22.228390575791945
0.0,0.3187190446279223,0.14375,0.7125649126500995,-1.1546319456101628e-14,22.522791398560614
0.0,0.3325763943943537,0.15000000000000002,0.7701850518580375,-1.176836406102666e-14,22.81871858033853
0.0,0.3464337441607851,0.15625,0.8294543885431374,-7.771561172376096e-15,23.11608992872606
0.0,0.36029109392721653,0.1625,0.890292654377093,-8.215650382226158e-15,23.414810189446595
0.0,0.3741484436936479,0.16875,0.9526175962786674,-1.0880185641326534e-14,23.7147708937263
0.0,0.3880057934600793,0.175,1.0163449822936554,-1.3766765505351941e-14,24.01585022989653
0.0,0.40186314322651073,0.18125000000000002,1.0813886163425344,-9.769962616701378e-15,24.317912941897607
0.0,0.4157204929929421,0.1875,1.1476603619900057,-1.8207657603852567e-14,24.62081025735397
0.0,0.42957784275937355,0.19375,1.215070175377245,-8.881784197001252e-15,24.924379847871986
0.0,0.44343519252580493,0.2,1.2835261474425987,-1.5987211554602254e-14,25.228445824181918
0.0,0.4572925422922363,0.20625,1.3529345555402972,-2.2648549702353193e-14,25.53281876870402
0.0,0.47114989205866775,0.21250000000000002,1.4231999245487783,-6.661338147750939e-15,25.837295808064436
0.0,0.48500724182509913,0.21875,1.4942250975413853,-7.993605777301127e-15,26.141660728023055
0.0,0.49886459159153057,0.225,1.5659113160717775,-7.993605777301127e-15,26.445684133195723
0.0,0.512721941357962,0.23125000000000004,1.6381583101047323,-8.43769498715119e-15,26.74912365386541
0.0,0.5265792911243934,0.23750000000000002,1.7108643976005053,-1.509903313490213e-14,27.05172420207387
0.0,0.5404366408908248,0.24375000000000002,1.7839265937371378,-1.3766765505351941e-14,27.35321827907131
0.0,0.5542939906572562,0.25,1.8572407297305564,-1.7763568394002505e-14,27.653326336073597
0.0,0.5681513404236875,0.25625,1.930701581187137,-1.4210854715202004e-14,27.951757190134725
0.0,0.582008690190119,0.2625,2.0042030058975993,-1.9984014443252818e-14,28.24820849678548
0.0,0.5958660399565504,0.26875000000000004,2.07763809095515,-1.3766765505351941e-14,28.542367280920026
0.0,0.6097233897229818,0.275,2.1508993090549913,-1.865174681370263e-14,28.83391052723418
0.0,0.6235807394894132,0.28125,2.223878683806538,-1.7319479184152442e-14,29.122505831339737
0.0,0.6374380892558446,0.2875,2.296467963865313,-1.4654943925052066e-14,29.407812112505848
0.0,0.651295439022276,0.29375,2.368558805667816,-1.7319479184152442e-14,29.68948038881949
0.0,0.6651527887887074,0.30000000000000004,2.4400429645312838,-1.2434497875801753e-14,29.967154615412092
0.0,0.6790101385551388,0.30625,2.510812493861399,-2.2648549702353193e-14,30.240472586268247
0.0,0.6928674883215702,0.3125,2.5807599521948825,-1.2434497875801753e-14,30.509066900005813
0.0,0.7067248380880016,0.31875,2.649778617793084,-1.554312234475219e-14,30.772565989883795
0.0,0.7205821878544331,0.325,2.7177627104957875,-1.5987211554602254e-14,31.03059521814275
0.0,0.7344395376208644,0.33125000000000004,2.78460762054483,-2.1316282072803006e-14,31.282778034601968
0.0,0.7482968873872958,0.3375,2.850210144094775,-1.1546319456101628e-14,31.528737199224892
0.0,0.7621542371537272,0.34375,2.9144687251442223,-1.2656542480726785e-14,31.768096068108587
0.0,0.7760115869201586,0.35,2.9772837036487365,-1.7985612998927536e-14,32.00047994206649
0.0,0.7898689366865901,0.35625,3.0385575696151825,-1.8207657603852567e-14,32.22551747664764
0.0,0.8037262864530215,0.36250000000000004,3.0981952230299448,-1.509903313490213e-14,32.44284215207832
0.0,0.8175836362194528,0.36875,3.1561042395392533,-1.887379141862766e-14,32.65209380141183
0.0,0.8314409859858842,0.375,3.212195141689015,-1.021405182655144e-14,32.8529202099205
0.0,0.8452983357523156,0.38125,3.266381670642157,-1.709743457922741e-14,33.04497906483384
0.0,0.8591556855187471,0.3875,3.318581010675159,-2.2648549702353193e-14,33.22794198172315
0.0,0.8730130352851785,0.39375000000000004,3.368713773950587,-2.6423307986078726e-14,33.40150463513625
0.0,0.8868703850516099,0.4,3.4167033715182193,-2.020605904817785e-14,33.565405378069926
0.0,0.9007277348180412,0.40625,3.462474455148303,-1.5987211554602254e-14,33.71944729209352
0.0,0.9145850845844726,0.4125,3.5059505275666827,-7.993605777301127e-15,33.863513030619245
