opening_A,s_A,s_over_partial,energy_eV_cell,transverse_gradient_eV_A_cell,transverse_curvature_eV_A2_cell
0.0,0.9284424343509041,0.41875,3.5470512983489186,-1.709743457922741e-14,33.99756441396153
0.0,0.9422997841173355,0.42500000000000004,3.585690556370053,-2.9753977059954195e-14,34.12162643351756
0.0,0.9561571338837669,0.43125,3.6217751629999,-1.4432899320127035e-14,34.23576166317471
0.0,0.9700144836501983,0.4375,3.65520541100578,-1.2878587085651816e-14,34.34004302272474
0.0,0.9838718334166296,0.44375,3.68587664657078,-2.19824158875781e-14,34.43453122051794
0.0,0.9977291831830611,0.45,3.713681830827956,-8.548717289613705e-15,34.519260182863334
0.0,1.0115865329494924,0.45625,3.73851463975074,-1.4432899320127035e-14,34.59423101438412
0.0,1.025443882715924,0.4625000000000001,3.7602727293494023,-2.4424906541753444e-14,34.659413231478275
0.0,1.0393012324823554,0.46875000000000006,3.7788608762300124,-1.7541523789077473e-14,34.714751192236896
0.0,1.0531585822487868,0.47500000000000003,3.794193800747072,-1.659783421814609e-14,34.760173535126306
0.0,1.0670159320152182,0.48125,3.8061985663701385,-1.7541523789077473e-14,34.79560371974419
0.0,1.0808732817816495,0.48750000000000004,3.814816513540567,-5.440092820663267e-15,34.82097019294379
0.0,1.094730631548081,0.49375,3.820004727407827,-1.466882171285988e-14,34.83621513444723
0.0,1.1085879813145123,0.5,3.821737059398572,-1.652145586945643e-14,34.841301097562976
0.0,1.1224453310809437,0.50625,3.8200047274078237,-2.400857290751901e-14,34.83621513444719
0.0,1.136302680847375,0.5125,3.8148165135405647,-1.0685896612017132e-14,34.82097019294376
0.0,1.1501600306138065,0.5187499999999999,3.8061985663701368,-2.220446049250313e-14,34.79560371974423
0.0,1.164017380380238,0.525,3.794193800747072,-1.965094753586527e-14,34.760173535126306
0.0,1.1778747301466694,0.53125,3.7788608762300124,-2.1649348980190553e-14,34.71475119223691
0.0,1.1917320799131008,0.5375000000000001,3.760272729349406,-2.6978419498391304e-14,34.65941323147828
0.0,1.2055894296795322,0.5437500000000001,3.73851463975074,-1.5210055437364645e-14,34.59423101438412
0.0,1.2194467794459636,0.55,3.713681830827956,-1.4099832412739488e-14,34.51926018286332
0.0,1.233304129212395,0.55625,3.6858766465707813,-1.27675647831893e-14,34.43453122051794
0.0,1.2471614789788263,0.5625,3.655205411005779,-2.375877272697835e-14,34.34004302272474
0.0,1.2610188287452577,0.56875,3.6217751629999038,-1.1546319456101628e-14,34.23576166317473
0.0,1.274876178511689,0.575,3.5856905563700523,-2.9976021664879227e-14,34.121626433517555
0.0,1.2887335282781205,0.5812499999999999,3.5470512983489204,-1.9095836023552692e-14,33.99756441396154
0.0,1.302590878044552,0.5875,3.5059505275666885,-1.354472090042691e-14,33.86351303061926
0.0,1.3164482278109835,0.59375,3.4624744551483015,-1.2434497875801753e-14,33.719447292093534
0.0,1.3303055775774149,0.6000000000000001,3.4167033715182153,-1.687538997430238e-14,33.565405378069926
0.0,1.3441629273438462,0.6062500000000001,3.368713773950587,-2.4424906541753444e-14,33.401504635136256
0.0,1.3580202771102776,0.6125,3.318581010675166,-1.9761969838327786e-14,33.2279419817232
0.0,1.371877626876709,0.61875,3.2663816706421596,-1.709743457922741e-14,33.04497906483384
0.0,1.3857349766431404,0.625,3.2121951416890204,-1.3322676295501878e-14,32.85292020992051
0.0,1.3995923264095718,0.63125,3.1561042395392533,-1.354472090042691e-14,32.65209380141181
0.0,1.4134496761760031,0.6375,3.098195223029948,-1.1546319456101628e-14,32.44284215207833
0.0,1.4273070259424345,0.6437499999999999,3.0385575696151856,-6.661338147750939e-15,32.22551747664765
0.0,1.4411643757088661,0.65,2.977283703648733,-1.1324274851176597e-14,32.00047994206648
0.0,1.4550217254752975,0.65625,2.914468725144226,-1.4210854715202004e-14,31.768096068108612
0.0,1.468879075241729,0.6625000000000001,2.850210144094776,-7.549516567451064e-15,31.528737199224885
0.0,1.4827364250081603,0.6687500000000001,2.784607620544834,-1.199040866595169e-14,31.282778034601954
0.0,1.4965937747745917,0.675,2.717762710495784,-1.3322676295501878e-14,31.03059521814273
0.0,1.510451124541023,0.68125,2.649778617793085,-1.687538997430238e-14,30.772565989883816
0.0,1.5243084743074544,0.6875,2.5807599521948834,-1.4210854715202004e-14,30.50906690000582
0.0,1.5381658240738858,0.69375,2.510812493861399,-1.5987211554602254e-14,30.24047258626824
0.0,1.5520231738403172,0.7,2.44004296453129,-1.3322676295501878e-14,29.96715461541212
0.0,1.5658805236067486,0.7062499999999999,2.3685588056678144,-1.6431300764452317e-14,29.6894803888195
0.0,1.5797378733731802,0.7125,2.296467963865317,-2.1316282072803006e-14,29.40781211250585
0.0,1.5935952231396115,0.71875,2.2238786838065416,-2.0872192862952943e-14,29.12250583133974
0.0,1.607452572906043,0.7250000000000001,2.1508993090549886,-9.769962616701378e-15,28.833910527234178
0.0,1.6213099226724743,0.7312500000000001,2.0776380909551477,-1.5987211554602254e-14,28.54236728092002
0.0,1.6351672724389057,0.7375,2.004203005897599,-2.1316282072803006e-14,28.248208496785477
0.0,1.649024622205337,0.74375,1.9307015811871424,-1.9539925233402755e-14,27.95175719013472
0.0,1.6628819719717685,0.75,1.8572407297305604,-1.554312234475219e-14,27.65332633607363
0.0,1.6767393217381998,0.75625,1.7839265937371387,-9.769962616701378e-15,27.35321827907131
0.0,1.6905966715046312,0.7625,1.7108643976005111,-6.661338147750939e-15,27.051724202073892
0.0,1.7044540212710626,0.7687499999999999,1.6381583101047341,-1.3766765505351941e-14,26.74912365386542
0.0,1.7183113710374942,0.775,1.565911316071778,-1.4654943925052066e-14,26.445684133195726
0.0,1.7321687208039256,0.78125,1.4942250975413853,-1.3322676295501878e-14,26.141660728023066
0.0,1.746026070570357,0.7875000000000001,1.4231999245487756,-1.1102230246251565e-14,25.837295808064436
0.0,1.7598834203367884,0.7937500000000001,1.3529345555402998,-1.4210854715202004e-14,25.53281876870401
0.0,1.7737407701032197,0.8,1.2835261474426019,-2.0872192862952943e-14,25.228445824181932
0.0,1.7875981198696511,0.80625,1.2150701753772433,-1.5987211554602254e-14,24.924379847871965
0.0,1.8014554696360825,0.8125,1.1476603619900088,-1.8207657603852567e-14,24.620810257353966
0.0,1.8153128194025139,0.81875,1.0813886163425366,-1.021405182655144e-14,24.317912941897625
0.0,1.8291701691689453,0.825,1.0163449822936546,-1.3766765505351941e-14,24.015850229896536
0.0,1.8430275189353769,0.83125,0.9526175962786669,-1.2878587085651816e-14,23.71477089372629
0.0,1.8568848687018082,0.8375,0.8902926543770948,-1.4876988529977098e-14,23.414810189446605
0.0,1.8707422184682396,0.84375,0.8294543885431387,-4.884981308350689e-15,23.11608992872604
0.0,1.884599568234671,0.8500000000000001,0.7701850518580384,-1.9984014443252818e-14,22.818718580338537
0.0,1.8984569180011024,0.8562500000000001,0.7125649126500995,-1.4876988529977098e-14,22.522791398560607
0.0,1.9123142677675338,0.8625,0.656672257316055,-2.1316282072803006e-14,22.228390575791973
0.0,1.9261716175339652,0.86875,0.6025834016667648,-1.3100631690576847e-14,21.93558541672236
0.0,1.9400289673003965,0.875,0.5503727106110405,-7.993605777301127e-15,21.64443253138061
0.0,1.953886317066828,0.88125,0.5001126259836246,-1.3322676295501878e-14,21.354976044421424
0.0,1.9677436668332593,0.8875,0.45187370231689883,-1.509903313490213e-14,21.067247818034648
0.0,1.981601016599691,0.89375,0.4057246503508649,-1.1546319456101628e-14,20.78126768589855
0.0,1.9954583663661223,0.9,0.3617323880723644,-9.992007221626409e-15,20.497043695640457
0.0,2.0093157161325537,0.90625,0.3199620990718639,-1.0658141036401503e-14,20.214572357318435
0.0,2.023173065898985,0.9125,0.28047729800544197,-8.881784197001252e-15,19.933838895491185
0.0,2.0370304156654164,0.9187500000000001,0.24333990294933017,-7.771561172376096e-15,19.654817502502063
0.0,2.050887765431848,0.9250000000000002,0.20861031443600275,-1.687538997430238e-14,19.37747159066535
0.0,2.064745115198279,0.93125,0.17634750096322716,-4.773959005888173e-15,19.10175404110778
0.0,2.078602464964711,0.9375000000000001,0.14660909077103668,-8.881784197001252e-15,18.82760744708483
0.0,2.092459814731142,0.94375,0.11945146968645659,-4.773959005888173e-15,18.554964349660303
0.0,2.1063171644975736,0.9500000000000001,0.09492988484131626,-1.2656542480726785e-14,18.283747463704948
0.0,2.1201745142640047,0.9562499999999999,0.07309855407540589,-1.509903313490213e-14,18.013869892239065
0.0,2.1340318640304363,0.9625,0.05401078084472477,-4.6629367034256575e-15,17.74523532721065
0.0,2.1478892137968675,0.96875,0.037719074463211655,-7.271960811294775e-15,17.4777382348664
0.0,2.161746563563299,0.9750000000000001,0.02427527551568165,-7.327471962526033e-15,17.211264023935502
0.0,2.1756039133297302,0.98125,0.01373068628988694,-1.071365218763276e-14,16.94568919490681
0.0,2.189461263096162,0.9875,0.006136206086621243,-1.124100812432971e-14,16.68088146873578
0.0,2.2033186128625935,0.9937500000000001,0.0015424712784515293,-8.756884106730922e-15,16.41669989337021
0.0,2.2171759626290246,1.0,4.440892098500626e-15,-8.88180665048062e-15,16.15299492653132
0.3,0.0,0.0,0.353043913937082,-4.668319431506364e-15,11.040429679990146
0.3,0.013857349766431404,0.00625,0.35409737095162175,-5.204170427930421e-15,11.245184280431523
0.3,0.02771469953286281,0.0125,0.35723138058051074,-3.6914915568786455e-15,11.449625353453085
0.3,0.041572049299294214,0.018750000000000003,0.3624061740334801,-2.3592239273284576e-15,11.653817291335628
0.3,0.05542939906572562,0.025,0.36958162723600285,-6.772360450213455e-15,11.857819212814167
0.3,0.06928674883215702,0.03125,0.37871719615166644,-5.218048215738236e-15,12.061684909727152
0.3,0.08314409859858843,0.037500000000000006,0.38977185420066807,-9.048317650695026e-15,12.265462786458322
0.3,0.09700144836501982,0.04375,0.40270403191532633,-5.995204332975845e-15,12.469195792838859
0.3,0.11085879813145123,0.05,0.4174715589756506,-5.162537064506978e-15,12.672921351213812
0.3,0.12471614789788264,0.05625,0.43403160876990654,-6.106226635438361e-15,12.87667127841313
0.3,0.13857349766431404,0.0625,0.4523406456268324,-5.995204332975845e-15,13.080471703405355
0.3,0.15243084743074545,0.06875,0.4723543748672929,-8.659739592076221e-15,13.284342981449141
0.3,0.16628819719717686,0.07500000000000001,0.4940276958243883,-7.66053886991358e-15,13.488299605595476
0.3,0.18014554696360827,0.08125,0.517314657981518,-1.0436096431476471e-14,13.692350116430617
0.3,0.19400289673003965,0.0875,0.5421684203783173,-4.551914400963142e-15,13.896497010987687
0.3,0.20786024649647106,0.09375,0.568541214434112,-6.106226635438361e-15,14.100736651790847
0.3,0.22171759626290247,0.1,0.5963843103381823,-9.547918011776346e-15,14.30505917703295
0.3,0.23557494602933388,0.10625000000000001,0.6256479871548786,-5.218048215738236e-15,14.509448412922834
0.3,0.24943229579576529,0.1125,0.6562815067903829,-9.103828801926284e-15,14.713881789272838
0.3,0.2632896455621967,0.11875000000000001,0.6882330919657629,-7.105427357601002e-15,14.918330259430835
0.3,0.2771469953286281,0.125,0.7214499083386103,-7.771561172376096e-15,15.122758225693357
0.3,0.2910043450950595,0.13125,0.7558780509124121,-4.218847493575595e-15,15.327123471366766
0.3,0.3048616948614909,0.1375,0.7914625348694391,-5.329070518200751e-15,15.531377100672916
0.3,0.3187190446279223,0.14375,0.8281472909586882,-6.8833827526759706e-15,15.73546348772344
0.3,0.3325763943943537,0.15000000000000002,0.8658751655659316,-6.217248937900877e-15,15.939320235811698
0.3,0.3464337441607851,0.15625,0.9045879255877356,-3.552713678800501e-15,16.142878148295797
0.3,0.36029109392721653,0.1625,0.944226268225707,-6.439293542825908e-15,16.34606121236794
0.3,0.3741484436936479,0.16875,0.9847298358110224,-9.325873406851315e-15,16.54878659702397
0.3,0.3880057934600793,0.175,1.0260372357628365,-7.549516567451064e-15,16.75096466656621
0.3,0.40186314322651073,0.18125000000000002,1.0680860657770923,-5.551115123125783e-15,16.952499010987037
0.3,0.4157204929929421,0.1875,1.1108129443349437,-5.773159728050814e-15,17.15328649459529
0.3,0.42957784275937355,0.19375,1.154153546612552,-6.439293542825908e-15,17.35321732425868
0.3,0.44343519252580493,0.2,1.1980426458660722,-1.1324274851176597e-14,17.552175138647367
0.3,0.4572925422922363,0.20625,1.2424141603581633,-6.217248937900877e-15,17.750037119870274
0.3,0.47114989205866775,0.21250000000000002,1.2872012058844353,-7.327471962526033e-15,17.946674128906356
0.3,0.48500724182509913,0.21875,1.3323361539511431,-1.1102230246251565e-14,18.14195086623779
0.3,0.49886459159153057,0.225,1.3777506956484729,-6.8833827526759706e-15,18.335726059099958
0.3,0.512721941357962,0.23125000000000004,1.4233759112577613,-1.2656542480726785e-14,18.527852676768624
0.3,0.5265792911243934,0.23750000000000002,1.4691423456261332,-8.659739592076221e-15,18.71817817531243
0.3,0.5404366408908248,0.24375000000000002,1.5149800893383412,-7.771561172376096e-15,18.90654477324563
0.3,0.5542939906572562,0.25,1.5608188657141762,-7.549516567451064e-15,19.09278975952484
0.3,0.5681513404236875,0.25625,1.6065881236603725,-8.43769498715119e-15,19.276745835344546
0.3,0.582008690190119,0.2625,1.6522171364096048,-3.552713678800501e-15,19.458241491196752
0.3,0.5958660399565504,0.26875000000000004,1.6976351061864183,-1.0436096431476471e-14,19.637101420674924
0.3,0.6097233897229818,0.275,1.7427712748513082,-1.021405182655144e-14,19.81314697251711
0.3,0.6235807394894132,0.28125,1.7875550405907914,-9.547918011776346e-15,19.986196642399246
0.3,0.6374380892558446,0.2875,1.8319160807437522,-1.2434497875801753e-14,20.15606660600492
0.3,0.651295439022276,0.29375,1.8757844808840245,-9.992007221626409e-15,20.32257129491176
0.3,0.6651527887887074,0.30000000000000004,1.9190908703164853,-6.8833827526759706e-15,20.485524016841527
0.3,0.6790101385551388,0.30625,1.9617665641907243,-8.43769498715119e-15,20.644737621818948
0.3,0.6928674883215702,0.3125,2.003743712493073,-1.354472090042691e-14,20.80002521576479
0.3,0.7067248380880016,0.31875,2.0449554562458374,-7.993605777301127e-15,20.951200923003853
0.3,0.7205821878544331,0.325,2.085336091322767,-8.43769498715119e-15,21.098080699085408
0.3,0.7344395376208644,0.33125000000000004,2.124821240382644,-8.43769498715119e-15,21.240483195175308
0.3,0.7482968873872958,0.3375,2.1633480335286106,-8.215650382226158e-15,21.378230675063605
0.3,0.7621542371537272,0.34375,2.2008552984191514,-8.215650382226158e-15,21.511149985509487
0.3,0.7760115869201586,0.35,2.237283760685476,-8.881784197001252e-15,21.639073580178405
0.3,0.7898689366865901,0.35625,2.2725762556470457,-6.8833827526759706e-15,21.7618405967646
0.3,0.8037262864530215,0.36250000000000004,2.306677952456601,-7.771561172376096e-15,21.87929798597298
0.3,0.8175836362194528,0.36875,2.339536591941062,-1.0436096431476471e-14,21.99130168977712
0.3,0.8314409859858842,0.375,2.3711027395232724,-8.326672684688674e-15,22.097717864674216
0.3,0.8452983357523156,0.38125,2.4013300546959564,-4.884981308350689e-15,22.198424143399418
0.3,0.8591556855187471,0.3875,2.430175578550697,-6.772360450213455e-15,22.293310925588685
0.3,0.8730130352851785,0.39375000000000004,2.4576000408115464,-1.1879386363489175e-14,22.38228268401142
0.3,0.8868703850516099,0.4,2.483568187644087,-1.0436096431476471e-14,22.46525926802208
0.3,0.9007277348180412,0.40625,2.5080491311448427,-3.774758283725532e-15,22.54217718060768
0.3,0.9145850845844726,0.4125,2.5310167201965963,-8.104628079763643e-15,22.612990840344214
0.3,0.9284424343509041,0.41875,2.552449921327547,-9.103828801926284e-15,22.677674302479993
0.3,0.9422997841173355,0.42500000000000004,2.572333135828249,-1.3877787807814457e-14,22.736225617267635
0.3,0.9561571338837669,0.43125,2.5906562261685595,-1.2545520178264269e-14,22.78867744673221
0.3,0.9700144836501983,0.4375,2.607413902278991,-1.4210854715202004e-14,22.835114363947497
0.3,0.9838718334166296,0.44375,2.6226042587132925,-1.5709655798445965e-14,22.875690443226194
0.3,0.9977291831830611,0.45,2.6362266514275894,-9.325873406851315e-15,22.910637647358513
0.3,1.0115865329494924,0.45625,2.64827946682614,-1.3933298959045715e-14,22.94025928847569
0.3,1.025443882715924,0.4625000000000001,2.6587584194448017,-8.770761894538737e-15,22.964909537535007
0.3,1.0393012324823554,0.46875000000000006,2.6676558157336143,-7.549516567451064e-15,22.98496465675111
0.3,1.0531585822487868,0.47500000000000003,2.67496089695382,-1.4432899320127035e-14,23.000792642549598
0.3,1.0670159320152182,0.48125,2.6806610823902917,-9.742207041085749e-15,23.01272633683005
0.3,1.0808732817816495,0.48750000000000004,2.6847437557932516,-8.257283745649602e-15,23.02104255073158
0.3,1.094730631548081,0.49375,2.6871981808697223,-1.5751289161869408e-14,23.02594759721014
0.3,1.1085879813145123,0.5,2.6880171654200633,-1.277628857103337e-14,23.027568355851784
0.3,1.1224453310809437,0.50625,2.6871981808697223,-1.6833756610878936e-14,23.02594759721014
0.3,1.136302680847375,0.5125,2.6847437557932485,-6.7307270867900115e-15,23.02104255073157
0.3,1.1501600306138065,0.5187499999999999,2.6806610823902908,-2.017830347256222e-14,23.012726336830035
0.3,1.164017380380238,0.525,2.67496089695382,-1.2823075934420558e-14,23.000792642549584
0.3,1.1778747301466694,0.53125,2.6676558157336125,-8.43769498715119e-15,22.9849646567511
0.3,1.1917320799131008,0.5375000000000001,2.658758419444802,-5.384581669432009e-15,22.964909537534986
0.3,1.2055894296795322,0.5437500000000001,2.6482794668261436,-1.2101430968414206e-14,22.9402592884757
0.3,1.2194467794459636,0.55,2.6362266514275903,-7.549516567451064e-15,22.910637647358506
0.3,1.233304129212395,0.55625,2.6226042587132965,-9.880984919163893e-15,22.87569044322621
0.3,1.2471614789788263,0.5625,2.607413902278993,-2.3037127760971998e-14,22.835114363947497
0.3,1.2610188287452577,0.56875,2.590656226168556,-1.3100631690576847e-14,22.788677446732205
0.3,1.274876178511689,0.575,2.572333135828247,-1.0547118733938987e-14,22.736225617267607
0.3,1.2887335282781205,0.5812499999999999,2.5524499213275464,-9.103828801926284e-15,22.677674302480007
0.3,1.302590878044552,0.5875,2.5310167201965976,-1.3433698597964394e-14,22.61299084034422
0.3,1.3164482278109835,0.59375,2.508049131144842,-9.325873406851315e-15,22.542177180607673
0.3,1.3303055775774149,0.6000000000000001,2.483568187644088,-8.104628079763643e-15,22.46525926802209
0.3,1.3441629273438462,0.6062500000000001,2.4576000408115464,-8.215650382226158e-15,22.382282684011415
0.3,1.3580202771102776,0.6125,2.430175578550695,-8.548717289613705e-15,22.29331092558865
0.3,1.371877626876709,0.61875,2.401330054695954,-9.880984919163893e-15,22.198424143399432
0.3,1.3857349766431404,0.625,2.371102739523275,-1.0436096431476471e-14,22.09771786467423
0.3,1.3995923264095718,0.63125,2.3395365919410636,-8.881784197001252e-15,21.991301689777117
0.3,1.4134496761760031,0.6375,2.3066779524566003,-6.8833827526759706e-15,21.879297985972983
0.3,1.4273070259424345,0.6437499999999999,2.272576255647048,-1.1324274851176597e-14,21.76184059676461
0.3,1.4411643757088661,0.65,2.237283760685478,-1.3100631690576847e-14,21.63907358017842
0.3,1.4550217254752975,0.65625,2.20085529841915,-2.042810365310288e-14,21.511149985509483
0.3,1.468879075241729,0.6625000000000001,2.163348033528611,-3.9968028886505635e-15,21.378230675063612
0.3,1.4827364250081603,0.6687500000000001,2.1248212403826447,-1.2434497875801753e-14,21.2404831951753
0.3,1.4965937747745917,0.675,2.0853360913227696,-1.7319479184152442e-14,21.098080699085404
0.3,1.510451124541023,0.68125,2.0449554562458383,-4.884981308350689e-15,20.95120092300385
0.3,1.5243084743074544,0.6875,2.003743712493075,-8.215650382226158e-15,20.800025215764798
0.3,1.5381658240738858,0.69375,1.961766564190727,-2.6645352591003757e-15,20.64473762181897
0.3,1.5520231738403172,0.7,1.9190908703164893,-1.199040866595169e-14,20.48552401684153
0.3,1.5658805236067486,0.7062499999999999,1.875784480884025,-8.659739592076221e-15,20.322571294911764
0.3,1.5797378733731802,0.7125,1.8319160807437527,-1.4654943925052066e-14,20.15606660600493
0.3,1.5935952231396115,0.71875,1.7875550405907918,-6.217248937900877e-15,19.986196642399236
0.3,1.607452572906043,0.7250000000000001,1.74277127485131,-1.2878587085651816e-14,19.81314697251711
0.3,1.6213099226724743,0.7312500000000001,1.6976351061864179,-1.1324274851176597e-14,19.637101420674902
0.3,1.6351672724389057,0.7375,1.652217136409607,-1.554312234475219e-14,19.458241491196766
0.3,1.649024622205337,0.74375,1.606588123660373,-1.176836406102666e-14,19.276745835344556
0.3,1.6628819719717685,0.75,1.5608188657141766,-1.021405182655144e-14,19.092789759524845
0.3,1.6767393217381998,0.75625,1.514980089338339,-1.4876988529977098e-14,18.906544773245635
0.3,1.6905966715046312,0.7625,1.4691423456261337,-1.1324274851176597e-14,18.718178175312453
0.3,1.7044540212710626,0.7687499999999999,1.423375911257763,-5.551115123125783e-15,18.52785267676864
0.3,1.7183113710374942,0.775,1.3777506956484729,-1.1102230246251565e-14,18.335726059099954
0.3,1.7321687208039256,0.78125,1.3323361539511462,-1.354472090042691e-14,18.141950866237785
0.3,1.746026070570357,0.7875000000000001,1.2872012058844384,-1.2434497875801753e-14,17.94667412890635
0.3,1.7598834203367884,0.7937500000000001,1.2424141603581647,-8.43769498715119e-15,17.750037119870278
