opening_A,slip_fraction,u1_A,u2_relaxed_A,clamped_energy_eV_cell,relaxed_energy_eV_cell,lowering_eV_cell,omitted_gradient_eV_A_cell,relaxed_gradient_residual_eV_A_cell,relaxed_H22_eV_A2_cell,retained_H11_clamped_at_relaxed_point,retained_H11_Schur_eV_A2_cell,du2_du1
0.0,0.0,0.0,0.0,4.440892098500626e-15,4.440892098500626e-15,0.0,3.2328123448839184e-17,3.2328123448839184e-17,1.271190284911396,1.2711902849113954,1.2711902849113954,3.883634698014369e-17
0.0,0.005,0.019201307082969524,0.0,0.00023433181862309027,0.00023433181862309027,0.0,1.382986476647697e-16,1.382986476647697e-16,1.2711265153548852,1.2709989607130285,1.2709989607130285,7.037235201114257e-17
0.0,0.01,0.03840261416593905,0.0,0.0009372567208201232,0.0009372567208201232,0.0,5.561014528466712e-17,5.561014528466712e-17,1.2709351135855136,1.270424522862557,1.270424522862557,-3.941062143195817e-17
0.0,0.015,0.05760392124890857,0.0,0.0021085628742500973,0.0021085628742500973,0.0,1.0091624476180285e-16,1.0091624476180285e-16,1.2706158010346982,1.2694655807076516,1.2694655807076516,-3.0786618422230206e-17
0.0,0.02,0.0768052283318781,0.0,0.003747896655609928,0.003747896655609928,0.0,-1.4784803393227298e-16,-1.4784803393227298e-16,1.2701681158522966,1.2681198334894257,1.2681198334894257,-7.763351317196282e-30
0.0,0.025,0.09600653541484762,0.0,0.005854761803166575,0.005854761803166575,0.0,8.527882837209371e-17,8.527882837209371e-17,1.2695914165330562,1.2663840956572874,1.2663840956572874,-6.796543992045196e-17
0.0,0.03,0.11520784249781714,0.0,0.008428518243361438,0.008428518243361438,0.0,2.1628694440471453e-16,2.1628694440471453e-16,1.2688848869543479,1.2642543319567063,1.2642543319567063,7.988085748836019e-18
0.0,0.035,0.13440914958078667,0.0,0.011468380604402917,0.011468380604402917,0.0,1.6022544092393566e-16,1.6022544092393566e-16,1.2680475427862874,1.2617257019419807,1.2617257019419807,1.0582953306107368e-16
0.0,0.04,0.1536104566637562,0.0,0.01497341643328376,0.01497341643328376,0.0,-1.3618390357288043e-16,-1.3618390357288043e-16,1.267078239224971,1.2587926134739584,1.2587926134739584,-1.2274684350838978e-16
0.0,0.045,0.1728117637467257,0.0,0.018942544135944317,0.018942544135944317,0.0,6.763442146167687e-17,6.763442146167687e-17,1.2659756799895727,1.2554487846758042,1.2554487846758042,-1.0465846720521225e-16
