opening_A,slip_fraction,u1_A,u2_relaxed_A,clamped_energy_eV_cell,relaxed_energy_eV_cell,lowering_eV_cell,omitted_gradient_eV_A_cell,relaxed_gradient_residual_eV_A_cell,relaxed_H22_eV_A2_cell,retained_H11_clamped_at_relaxed_point,retained_H11_Schur_eV_A2_cell,du2_du1
0.0,0.0,0.0,0.0,3.552713678800501e-15,3.552713678800501e-15,0.0,-6.7168184740629985e-15,-6.7168184740629985e-15,16.152994926531335,16.152994926531314,16.152994926531314,3.849801758044782e-16
0.0,0.005,0.019201307082969524,-0.00021705727676212038,0.0029777536642345837,0.0029773730771989193,3.8058703566434815e-07,0.0035066397679197467,-1.8535520340812184e-15,16.15742878214322,16.14977953321314,16.141518230408778,-0.022611956704091427
0.0,0.01,0.03840261416593905,-0.0008686157553825653,0.011911353745174047,0.01190525546219412,6.098282979927205e-06,0.014038996459800716,-4.566659550508945e-15,16.170734184107598,16.140040404765237,16.106909149995666,-0.04526411911081186
0.0,0.015,0.05760392124890857,-0.001955827619588811,0.026801818148395995,0.02677087066062178,3.09474877742133e-05,0.0316343746504498,5.108760636751697e-16,16.192922359258688,16.123498961935194,16.048631950714423,-0.06799588507466879
0.0,0.02,0.0768052283318781,-0.0034805873697549288,0.04765084546045717,0.04755270512672549,9.814033373167774e-05,0.05635492323664928,5.204170427930421e-16,16.22401109204526,16.0996918321438,15.965797957480717,-0.09084504355229445
0.0,0.025,0.09600653541484762,-0.005445493344291006,0.0744608178588475,0.07422018081950288,0.00024063703934462666,0.08828759700736628,8.743006318923108e-16,16.264023339719017,16.067972373697092,15.857172146499728,-0.11384698740016548
0.0,0.03,0.11520784249781714,-0.007853794318423014,0.1072348047744569,0.10673320016048571,0.000501604613971196,0.1275441021604879,-9.610368056911511e-16,16.312985305239643,16.027513077096618,15.721182899771541,-0.13703394754979012
0.0,0.035,0.13440914958078667,-0.010709321668367555,0.1459765668961044,0.14504156700495585,0.0009349998911485358,0.17426082507119667,-5.898059818321144e-16,16.370923980546443,15.977309104840014,15.555935424713256,-0.16043425676065934
0.0,0.04,0.1536104566637562,-0.01401640775389138,0.190690559990907,0.18908428859312032,0.001606271397786685,0.22859874339974684,-4.163336342344337e-16,16.437864177861645,15.916183296637499,15.359229450386684,-0.18407165195081682
0.0,0.045,0.1728117637467257,-0.01777979135321221,0.24138193789966955,0.23878876502705015,0.002593172872619398,0.29074331839502365,1.096345236817342e-15,16.513825072676845,15.84279302472769,15.128581893871733,-0.2079646249557683
0.0,0.05,0.19201307082969524,-0.02200451118125918,0.2980565539533382,0.2940698746531165,0.003986679300221674,0.36090436700184797,-6.938893903907228e-17,16.59881628916232,15.755639331319344,14.861255238376378,-0.23212583237502366
0.0,0.055,0.21121437791266476,-0.02669578873364898,0.3607209599453798,0.35482896583564916,0.005891994109730625,0.4393159121118403,9.575673587391975e-16,16.692833566990643,15.653078814063441,14.554292371637805,-0.25656157582632244
0.0,0.06,0.23041568499563428,-0.0318589019204408,0.42938240168591335,0.4209527679883296,0.00842963369758376,0.5262360090072573,-3.2474023470926037e-15,16.795854057975767,15.533338742479703,14.204558592234697,-0.281271364327464
0.0,0.065,0.2496169920786038,-0.03749905117970545,0.5040488100571343,0.4923122373694202,0.011736572687714109,0.6219465457312147,2.4008489025269816e-15,16.90783131139434,15.394535884802268,13.808791396589333,-0.30624757055066854
0.0,0.07,0.26881829916157335,-0.04362121998291979,0.5847287863867958,0.5687613560112021,0.015967430375593672,0.7267530147739926,-3.2726575075913087e-16,17.02869001817964,15.234699497130952,13.363658506179677,-0.33147519223684774
0.0,0.075,0.2880196062445428,-0.050230031851991826,0.6714315808566775,0.6501359051850883,0.021295675671589187,0.8409842530163684,-2.0811557208779482e-15,17.15832059604257,15.051798871678438,12.865824380573354,-0.35693172902449205
0.0,0.08,0.3072209133275124,-0.05732960618958541,0.7641670625526986,0.7362522379245755,0.027914824628123114,0.9649921448215775,-2.73211275951036e-15,17.29657370943618,14.843775755262065,12.312025188104517,-0.38258718326559943
0.0,0.085,0.3264222204104819,-0.06492341536688302,0.8629456794869985,0.8269060782358721,0.036039601251126374,1.0991512684175702,3.4543292289241503e-15,17.443254827923194,14.608581828193055,11.699151875754367,-0.40840419094784214
0.0,0.09,0.3456235274934514,-0.0730141455981678,0.9677784057650531,0.9218713776006662,0.045907028164386965,1.2438584074949905,-5.367213332493484e-16,17.598118924671112,14.344221263061883,11.02434059728394,-0.4343382852476572
0.0,0.095,0.36482483457642095,-0.081603564134324,1.0786766696687802,1.0208992620752606,0.05777740759351957,1.3995317382749377,4.256515344767255e-15,17.76086539034612,14.04879815030919,10.285069338676205,-0.4603382903167462
0.0,0.1,0.3840261416593905,-0.09069239521538623,1.1956522506122447,1.1237171055626418,0.07193514504960286,1.5666094325929332,1.5160628632154175e-15,17.931133208322112,13.72056833809202,9.479259172272794,-0.4863468384969167
0.0,0.105,0.40322744874236,-0.10028020707731256,1.318717128200233,1.230027766530069,0.08868936167016406,1.745547541318139,3.2195208315103315e-16,18.108496478728373,13.35799510731386,8.605378229426867,-0.5123010034009199
0.0,0.11,0.4224287558253295,-0.11036531218039539,1.4478832686029977,1.339509026438118,0.10837424216487967,1.9368173504018065,5.639026727192506e-15,18.292460523607854,12.95980809263475,7.662546179677733,-0.5381330430803093
0.0,0.115,0.44163006290829904,-0.12094468270743902,1.5831623445690934,1.4518132683231908,0.13134907624590264,2.1409027432228225,5.4331110854210745e-15,18.482458959322024,12.525064775489628,6.650636666948575,-0.5637712454499608
0.0,0.12,0.46083136999126856,-0.13201388314580348,1.7245654019239072,1.5665674332113295,0.15799796871257765,2.35829823582687,3.176862025516396e-15,18.67785214678771,12.053213542588178,5.5703747941239925,-0.5891408581695831
0.0,0.125,0.4800326770742381,-0.14356702128883095,1.8721025000425757,1.6833732902074705,0.18872920983510522,2.5895082025835188,4.01716137847738e-15,18.877927284091417,11.54415677663221,4.423426500538999,-0.6141650708167562
0.0,0.13,0.4992339841572076,-0.15559671825628252,2.025782360478387,1.801808053115483,0.22397430736290413,2.83504747181541,5.318643119103577e-15,19.081900172432256,10.998311949003858,3.2124766790823855,-0.6387660059552531
0.0,0.135,0.5184352912401772,-0.16809409725546343,2.1856120547630393,1.9214253723015053,0.264186682461534,3.0954431046450215,-3.380458305789788e-15,19.2889184878881,10.416668415204864,1.9412931648277976,-0.6628656725087007
