opening_A,slip_fraction,u1_A,u2_relaxed_A,clamped_energy_eV_cell,relaxed_energy_eV_cell,lowering_eV_cell,omitted_gradient_eV_A_cell,relaxed_gradient_residual_eV_A_cell,relaxed_H22_eV_A2_cell,retained_H11_clamped_at_relaxed_point,retained_H11_Schur_eV_A2_cell,du2_du1
0.0,0.14,0.5376365983231467,-0.1810487899429902,2.3515967514547818,2.0417567253196984,0.3098400261350833,3.3712369033643625,-3.564102883809282e-17,19.498066305634445,9.800837630317176,0.6147742299201902,-0.6863868392668615
0.0,0.145,0.5568379054061161,-0.19444895851277277,2.523739527908906,2.1623132237578315,0.36142630415107435,3.6629880809040856,7.784853660417358e-15,19.708369657958293,9.153094740282972,-0.76102215493108,-0.7092537944218825
0.0,0.15,0.5760392124890856,-0.20828133105551813,2.702041238080345,2.2825878470585947,0.4194533910217504,3.9712755480524677,5.756461320528643e-16,19.91880302523035,8.476409861942344,-2.178868346927729,-0.7313929643781039
0.0,0.155,0.5952405195720553,-0.22253124726454548,2.886500416792833,2.402058106983827,0.48444230980900604,4.296699393071927,-3.988219903796036e-15,20.128296812545887,7.77446776244027,-3.6303766686730876,-0.7527333688546132
0.0,0.16,0.6144418266550248,-0.2371827111210976,3.0771131946010692,2.5201891391828783,0.5569240554181909,4.639881286365926,-8.693003422947845e-15,20.335746020431905,7.051675057640289,-5.106028176944606,-0.7732068884890909
0.0,0.165,0.6336431337379943,-0.2522184466917854,3.2738731956055314,2.636437211301081,0.6374359843044504,5.001463698720051,-1.3159690215791206e-15,20.540020463539175,6.3131544814895655,-6.595219167863066,-0.7927483158976135
0.0,0.17,0.6528444408209638,-0.2676199525304524,3.476771392514822,2.7502536305576193,0.7265177619572025,5.382107949655924,-8.488999772766383e-15,20.7399770320851,5.564726267218506,-8.086322954636763,-0.8112951519004918
0.0,0.17500000000000002,0.6720457479039333,-0.28336754932251057,3.685795897715502,2.8610890281300083,0.8247068695854938,5.78249119192315,-4.8464328389211456e-15,20.93447464259579,4.812877263283571,-9.566763197939908,-0.8287870955910871
0.0,0.18,0.6912470549869028,-0.2994404142677753,3.9009316749394793,2.968397993467824,0.9325336814716554,6.203302489155039,1.7830077421020912e-15,21.12239270502857,4.06471910867364,-11.023093606985139,-0.8451651599321368
0.0,0.185,0.7104483620698724,-0.3158165941894162,4.122160162355867,3.0716440293606833,1.0505161329951833,6.645238162354138,-4.1079895155048465e-15,21.302654155650615,3.327937620359505,-12.441077172664228,-0.8603703233838355
0.0,0.19,0.7296496691528419,-0.33247298740404624,4.349458803872776,3.1703047988125608,1.179154005060215,7.108996575679947,-6.67748767792329e-15,21.4742543700392,2.6107364743885926,-13.805756320198729,-0.8743416031829389
0.0,0.195,0.7488509762358114,-0.34938528203948377,4.582800490705922,3.263877638163351,1.318922852542571,7.595272511522907,-9.790701371381952e-16,21.636297184278405,1.9217781831989496,-15.101506112453233,-0.8870134537469057
0.0,0.2,0.768052283318781,-0.3665278887334201,4.822152919666961,3.351885307011824,1.470267612655137,8.104751256325118,1.8329776037924114e-15,21.787931187048653,1.269824760459954,-16.312775644991298,-0.8983251437645857
0.0,0.20500000000000002,0.7872535904017505,-0.3838756416477572,5.067477878125909,3.433881338847351,1.633596539278558,8.63810248756534,-3.081604117933026e-15,21.926175149399267,0.6573970997786163,-17.439058222378026,-0.9084798893956981
0.0,0.21,0.80645489748472,-0.40141695495551794,5.318730468292944,3.509448434824863,1.8092820334680813,9.195974022537953,-6.0398946383059295e-15,22.03830340207274,0.058459072604587894,-18.54832045894537,-0.9188540354781736
0.0,0.215,0.8256562045676895,-0.41918040021074293,5.5758582854885965,3.5781729631080172,1.9976853223805793,9.778985463321103,6.350502467097029e-16,22.10155784329371,-0.5846041688924033,-19.785565787845524,-0.9320732552860438
0.0,0.22,0.844857511650659,-0.4372425185567333,5.838800566592423,3.639595059504436,2.199205507087987,10.387721750812654,2.612421557020555e-15,22.09964899151139,-1.3154006207536522,-21.265986125551173,-0.9501346029846811
0.0,0.225,0.8640588187336286,-0.45569821938391647,6.107487326037643,3.693169253353355,2.414318072684288,11.022726624291781,-2.9864941764176298e-15,22.036044369583767,-2.123596203557145,-22.978742444936344,-0.9728363748128118
0.0,0.23,0.8832601258165981,-0.47461730489528675,6.381838497692684,3.7382683608963707,2.643570136796313,11.684495971517869,-2.429292186791228e-15,21.931750464293557,-2.9477264474108678,-24.787412003676152,-0.9978988971077423
0.0,0.23500000000000001,0.9024614328995676,-0.49401406568360223,6.661763101847734,3.774231891524613,2.887531210323121,12.37347104752953,1.6964640565405144e-15,21.81501588357564,-3.7026019193099273,-26.48864153645266,-1.022013558296701
0.0,0.24,0.9216627399825371,-0.513837973412755,6.947158457376152,3.8004390621342403,3.1467193952419117,13.090031537587942,1.7063425782878677e-16,21.71216466665576,-4.305868291081175,-27.87487633256091,-1.041883332002644
0.0,0.245,0.9408640470655066,-0.5339809750258049,7.237909459995359,3.816383986716087,3.421525473279272,13.834488440703458,-6.172670546798948e-16,21.642778415162308,-4.693784512602,-28.777779042218093,-1.0548914040499868
0.0,0.25,0.9600653541484762,-0.5542939906572554,7.533887948390441,3.8217370593985773,3.7121508889918635,14.607076754618168,2.1636553524947067e-16,21.618397499476433,-4.827409696696728,-29.0907964119043,-1.0594097391365824
0.0,0.255,0.9792666612314457,-0.5746070062887059,7.834952180712418,3.8163839867160925,4.018568193996325,15.407947951088762,-4.304226032378664e-15,21.642778415162315,-4.693784512602001,-28.777779042218114,-1.054891404049987
0.0,0.26,0.9984679683144152,-0.5947500079017558,8.140946444351757,3.8004390621342403,4.340507382217517,16.237162265512257,5.83491255919127e-15,21.712164666655756,-4.305868291081204,-27.87487633256098,-1.041883332002645
0.0,0.265,1.0176692753973848,-0.6145739156309087,8.45170081670775,3.7742318915246216,4.677468925183128,17.09468148693823,1.1066474867965593e-15,21.815015883575644,-3.70260191930996,-26.488641536452736,-1.0220135582967018
0.0,0.27,1.0368705824803544,-0.6339706764192246,8.76703103449357,3.738268360896373,5.028762673597197,17.980367619514364,-7.479610938314167e-15,21.931750464293557,-2.9477264474109033,-24.78741200367626,-0.9978988971077439
0.0,0.275,1.0560718895633239,-0.652889761930595,9.086738188205205,3.6931692533533553,5.393568934851849,18.89400193540879,-1.842975980701801e-15,22.036044369583788,-2.123596203557169,-22.978742444936387,-0.9728363748128118
0.0,0.28,1.0752731966462934,-0.6713454627577776,9.410607633686126,3.639595059504437,5.77101257418169,19.835333420265776,7.454372744617778e-16,22.099648991511405,-1.3154006207536928,-21.265986125551247,-0.9501346029846816
0.0,0.28500000000000003,1.094474503729263,-0.689407581103768,9.73840664844714,3.5781729631080186,6.160233685339122,20.80413629278334,7.135804500188383e-15,22.101557843293715,-0.584604168892429,-19.78556578784559,-0.9320732552860447
0.0,0.29,1.1136758108122322,-0.7071710263589934,10.069881143638455,3.5094484348248676,6.560432708813587,21.800237340752727,-1.0557511828201797e-14,22.038303402072735,0.05845907260456568,-18.548320458945422,-0.9188540354781745
0.0,0.295,1.1328771178952017,-0.7247123396667535,10.40475251860883,3.4338813388473537,6.9708711797614775,22.823489487668294,1.1077158071012838e-16,21.926175149399292,0.657397099778599,-17.43905822237807,-0.9084798893956981
0.0,0.3,1.1520784249781713,-0.7420600925810905,10.742715868472612,3.351885307011827,7.390830561460785,23.87369890255686,2.107233319586198e-15,21.78793118704865,1.2698247604599155,-16.312775644991337,-0.8983251437645858
0.3,0.0,0.0,0.0,0.353043913937082,0.353043913937082,0.0,-2.9606075138216235e-15,-2.9606075138216235e-15,11.040429679990154,11.04042967999014,11.04042967999014,5.092220381706965e-16
0.3,0.005,0.019201307082969524,-0.0002469424848744116,0.355079129145599,0.35507879245660323,3.366889957945318e-07,0.0027267114018294574,2.6253413505650247e-15,11.043713829693122,11.035671272275508,11.028364303187072,-0.025722374846775153
0.3,0.01,0.03840261416593905,-0.0009878789589766075,0.36118436807698195,0.36117897683668243,5.3912402995237585e-06,0.010912377402100673,1.4373268200640332e-15,11.053562642931764,11.021344166266399,10.99207735510035,-0.05145606416672554
0.3,0.015,0.05760392124890857,-0.00222313176940886,0.3713584087452775,0.37133108009974514,2.7328645532342932e-05,0.024573578913884085,2.5587171270657905e-16,11.069965084989299,10.99729328128356,10.931297732733068,-0.07721189225471813
0.3,0.02,0.0768052283318781,-0.003953222520461905,0.38559920813639526,0.3855126796410593,8.652849533596907e-05,0.04373790250307295,9.380517196344584e-16,11.092902342461713,10.963262055484073,10.845578117984084,-0.10299970966648059
0.3,0.025,0.09600653541484762,-0.006178848834475074,0.40390389256112247,0.4036921525172401,0.000211740043882358,0.0684438677725476,8.838416110101832e-16,11.12234719513396,10.918895349431889,10.734301827037992,-0.12882792286640718
0.3,0.03,0.11520784249781714,-0.008900852260473444,0.42626874396883707,0.4258284483795034,0.0004402955893336724,0.09874082533541889,-2.6020852139652106e-17,11.158263147059298,10.863743598495716,10.596692532829161,-0.15470304361768233
0.3,0.035,0.13440914958078667,-0.012120177771633782,0.4526891820435317,0.4518708036400012,0.0008183784035304953,0.13468882501073193,1.4346163146328195e-15,11.20060332745722,10.797268297079688,10.431826982782075,-0.1806292645502916
0.3,0.04,0.1536104566637562,-0.015837825414854033,0.4831597418556557,0.4817584015645462,0.0014013402911094985,0.176358453767884,-2.42861286636753e-16,11.24930917529539,10.71884891508654,10.238650853181053,-0.2066080671902518
0.3,0.045,0.1728117637467257,-0.02005479479432442,0.5176740467979366,0.5154199841416238,0.002254062656312783,0.22383064283669868,7.268491364342822e-16,11.304308924807962,10.62779135960438,10.01599788909109,-0.23263786851026502
0.3,0.05,0.19201307082969524,-0.024772023184524154,0.5562247764903034,0.5527734227888272,0.003451353701476201,0.2771964432889967,-5.551115123125783e-17,11.365515912730306,10.523338101492307,9.762612472505225,-0.2587137117488099
0.3,0.055,0.21121437791266476,-0.02999031817453982,0.5988036293000292,0.5937252562211306,0.005078373078898579,0.33655676928386835,-3.95516952522712e-15,11.432826731689062,10.404680086236187,9.477175739401133,-0.2848270068211605
0.3,0.06,0.23041568499563428,-0.03571028584272248,0.6454012790880395,0.6381702051125586,0.0072310739754808395,0.402022108052827,7.7021722333370235e-16,11.5061192579552,10.270970540138297,9.15833532715347,-0.3109653250916618
0.3,0.065,0.2496169920786038,-0.04193225554578183,0.6960073257622237,0.6859906745196813,0.010016651242542363,0.4737121955826886,4.5102810375396984e-17,11.58525058561407,10.121340765698177,8.80473877636037,-0.3371122525725563
0.3,0.07,0.26881829916157335,-0.048656202476378224,0.7506102391940113,0.7370562563802379,0.013553982813773402,0.5517556568332165,2.418204525511669e-15,11.670054903095506,9.954917993246088,8.415070535468,-0.36324730474389855
0.3,0.075,0.2880196062445428,-0.05588166919483561,0.8091972960364608,0.7912232457257673,0.017974050310693546,0.6362896092034368,3.5492442318485473e-15,11.760341351906167,9.770845319094215,7.98809242343488,-0.3893459051374287
0.3,0.08,0.3072209133275124,-0.06360768737009928,0.8717545089716263,0.8483341855186022,0.02342032345302414,0.7274592278359618,3.6186331708876196e-15,11.855891911300041,9.568303713664507,7.522687297043952,-0.4153794285838584
0.3,0.085,0.3264222204104819,-0.07183270096881673,0.9382665479126819,0.9082174562015042,0.030049091711177756,0.8254172712221125,6.245004513516506e-16,11.956459356530107,9.346536026719166,7.017905548639437,-0.44131530857941104
0.3,0.09,0.3456235274934514,-0.08055449210544806,1.008716652694054,0.9706869270877219,0.03802972560633222,0.9303235654435644,-3.899658373995862e-15,12.061765342319775,9.104872852070379,6.473013931814418,-0.46711720657632816
0.3,0.095,0.36482483457642095,-0.08977011070658637,1.0830865368010119,1.0355416875736618,0.04754484922735003,1.042344445258668,-6.106226635438361e-15,12.17149866744115,8.84276004281542,5.887546083263574,-0.4927452391340351
0.3,0.1,0.3840261416593905,-0.09947580904487008,1.1613562817211451,1.1025658767777888,0.0587904049433563,1.161652150114275,-3.524958103184872e-15,12.285313781078685,8.559787592912187,5.261353986663934,-0.5181562567668285
0.3,0.105,0.40322744874236,-0.10966698205726974,1.24350422154476,1.171528630553642,0.07197559099111794,1.2884241730379964,2.067790383364354e-15,12.402829597459348,8.25571952539045,4.594659518760594,-0.5433041659606292
0.3,0.11,0.4224287558253295,-0.12033811417364748,1.3295068175017168,1.2421841648525516,0.08732265264916528,1.4228425602412897,-1.3322676295501878e-15,12.523628692748849,7.9305243563176795,3.888105140213379,-0.5681402831528256
0.3,0.115,0.44163006290829904,-0.1314827331374567,1.4193385222004502,1.3142720140952955,0.10506650810515472,1.5650931591421098,9.020562075079397e-16,12.647256968463946,7.584405642523415,3.142802757306975,-0.5926137063867964
0.3,0.12,0.46083136999126856,-0.1430933709922981,1.5129716334331635,1.3875174425381025,0.12545419089506105,1.7153648123969898,2.1718737919229625e-15,12.773223880055824,7.217832076895553,2.360379800194764,-0.6166716867254743
0.3,0.125,0.4800326770742381,-0.1551615320233665,1.6103761375318326,1.4616320455949658,0.14874409193686677,1.8738484954170997,5.134781488891349e-16,12.901003349801908,6.831566575848948,1.5430216556628276,-0.6402599771237559
0.3,0.13,0.4992339841572076,-0.16767766696432285,1.711519542406009,1.5363145567398107,0.17520498566619835,2.0407363947310704,-9.124645483638005e-16,13.03003551226156,6.426693818607796,0.6935097762805382,-0.6633231310103722
0.3,0.135,0.5184352912401772,-0.18063115218348066,1.8163667005680133,1.6112518740270305,0.2051148265409828,2.216220924448511,7.147060721024445e-16,13.15972948160114,6.004645757727089,-0.1847449155972889,-0.6858047158909276
0.3,0.14,0.5376365983231467,-0.1940102718146082,1.9248796226581826,1.6861203185474962,0.23875930411068635,2.40049367797233,-7.979727989493313e-17,13.289467387230033,5.5672247364002425,-1.0876732775680766,-0.707647398292245
0.3,0.145,0.5568379054061161,-0.20780219985118292,2.037017282226004,1.7605871354394917,0.27643014678651223,2.593744312002174,3.247402347028583e-15,13.418610002439102,5.116624032901919,-2.0105232042764465,-0.7287928446175007
0.3,0.15,0.5760392124890856,-0.22199297801780807,2.152735412806755,1.8343122466206898,0.31842316618606503,2.7961593597650456,2.112893193739751e-15,13.546504395874724,4.6554459182259915,-2.94783746250752,-0.7491813671492005
0.3,0.155,0.5952405195720553,-0.23656748369178646,2.271986298662792,1.9069502634871864,0.36503603517560546,3.0079209702977954,2.0105445086571194e-15,13.67249417373666,4.186717669818841,-3.893431682373925,-0.7687512246806999
0.3,0.16,0.6144418266550248,-0.2515093801798949,2.394718560939311,1.9781527678052688,0.4165657931340423,3.2292055704869984,1.249000902703301e-16,13.795933056656347,3.7139064367013033,-4.840368873759076,-0.7874374624457285
0.3,0.165,0.6336431337379943,-0.26680103916206016,2.520876941421861,2.0475708703458464,0.4733060710760144,3.460182446438562,1.7321213907628419e-15,13.916202750996703,3.2409343906648034,-5.780925440393656,-0.8051701462070029
0.3,0.17,0.6528444408209638,-0.2824234220112197,2.6504020865843634,2.1148580599919087,0.5355440265924547,3.701012240598236,-3.1872291264556374e-15,14.032736323446795,2.7721961901619965,-6.706542181495096,-0.8218718122164616
0.3,0.17500000000000002,0.6720457479039333,-0.2983559029630688,2.783230335187464,2.1796733616260053,0.6035569735614588,3.9518453608676762,-7.983197436445266e-15,14.145048547314165,2.3125813453138306,-7.607752445968174,-0.8374539231671233
0.3,0.18,0.6912470549869028,-0.31457601286281744,2.9192935133362097,2.2416848295501244,0.6776086837860853,4.212820297755692,-2.424276057677588e-15,14.252774904722527,1.8675044364151852,-8.474078933049128,-0.851812101156678
0.3,0.185,0.7104483620698724,-0.3310590778831239,3.058518741638565,2.3005734147247847,0.7579453269137804,4.484061845366471,1.2559397966072083e-15,14.355720991815858,1.4429459939205906,-9.293891540991625,-0.8648199235690587
0.3,0.19,0.7296496691528419,-0.3477777241787698,3.200828259930068,2.356037258353476,0.844791001576592,4.765679221759456,-3.1797481314654874e-15,14.453923783140084,1.045505657081088,-10.054222758041938,-0.87632115543876
0.3,0.195,0.7488509762358114,-0.36470121889065077,3.346139275948637,2.4077964796947433,0.9383427962538935,5.057764083928571,5.441827544139244e-15,14.547725222525646,0.6824661137678064,-10.740546968315014,-0.8861205172402182
0.3,0.2,0.768052283318781,-0.38179462377762063,3.494363845361011,2.4555985386963015,1.0387653066647093,5.360388432367268,2.4598378889351125e-15,14.637856372277398,0.36185994893368056,-11.336549579489333,-0.8939735501878022
0.3,0.20500000000000002,0.7872535904017505,-0.3990177558700144,3.6454087916563487,2.4992242567537026,1.146184534902646,5.673602399957138,-1.6653345369377348e-15,14.725526068270401,0.09252003603598047,-11.823946151018994,-0.8995769793338156
0.3,0.21,0.80645489748472,-0.41632398932206466,3.7991756756261688,2.538494558731026,1.2606811168951428,5.997431919823518,1.07032438467769e-15,14.812499092982884,-0.11592921555201573,-12.182476533357223,-0.9025626172670917
0.3,0.215,0.8256562045676895,-0.4336591746752443,3.955560825426124,2.5732779085852955,1.3822829168408286,6.331876266975668,1.5751289161869408e-15,14.900931992670039,-0.25380250105032176,-12.391666816295503,-0.9025357692893651
0.3,0.22,0.844857511650659,-0.45096453489565147,4.114455439532186,2.603497304022313,1.5109581355098731,6.676905469199083,-1.635844237846129e-15,14.990583461570527,-0.3197678538010724,-12.450632768390003,-0.899573420461262
0.3,0.225,0.8640588187336286,-0.4681969418022782,4.2757457762111954,2.6291289888916918,1.6466167873195037,7.0324575841115236,-3.382710778154774e-16,15.072201457908854,-0.3409908557392755,-12.424474075880276,-0.8953806950341362
0.3,0.23,0.8832601258165981,-0.48536054505764475,4.439313444341556,2.6501788576156136,1.7891345867259423,7.3984358419977365,-1.5317608292875207e-15,15.129938770866275,-0.3676333045798735,-12.429438769614187,-0.8928686503734836
0.3,0.23500000000000001,0.9024614328995676,-0.5025079022110298,4.605035811422805,2.666642737236359,1.9383930741864464,7.774705658676328,4.2674197509029455e-16,15.15522332351835,-0.43235151388684756,-12.538852658385336,-0.893774898689021
0.3,0.24,0.9216627399825371,-0.5197013363922682,4.7727865452244105,2.6784810778608765,2.094305467363534,8.161091530176394,-1.8175565219546996e-15,15.154338499358914,-0.5258504401079869,-12.728824049434493,-0.8973551180363327
0.3,0.245,0.9408640470655066,-0.5369701500933624,4.9424363054883385,2.6856267884981984,2.25680951699014,8.557373832724927,-2.7970247645781043e-15,15.143351185912572,-0.6090742091848383,-12.906988173058009,-0.9011658552607208
0.3,0.25,0.9600653541484762,-0.5542939906572554,5.113853601059935,2.688017165420061,2.425836435639874,8.963285569236657,-1.3981654874783904e-15,15.137634026308547,-0.6422346327778954,-12.979247857496171,-0.9027677048738421
0.3,0.255,0.9792666612314457,-0.5716178312211492,5.286905825284794,2.6856267884981997,2.6012790367865946,9.37850912946446,-4.971717482149529e-15,15.143351185912572,-0.6090742091848328,-12.906988173057998,-0.9011658552607208
0.3,0.26,0.9984679683144152,-0.5888866449222422,5.461460477817558,2.678481077860879,2.7829793999566785,9.80267316811569,2.5097111888694457e-15,15.154338499358907,-0.5258504401079929,-12.728824049434504,-0.8973551180363332
0.3,0.265,1.0176692753973848,-0.6060800791034813,5.637386573277923,2.666642737236359,2.970743836041564,10.235349757027615,-4.7253867485608225e-15,15.155223323518339,-0.43235151388686255,-12.538852658385348,-0.8937748986890212
0.3,0.27,1.0368705824803544,-0.6232274362568659,5.814556225366081,2.6501788576156184,3.1643773677504625,10.676052037709116,2.0964133207179714e-15,15.129938770866287,-0.36763330457987536,-12.429438769614208,-0.892868650373484
0.3,0.275,1.0560718895633239,-0.6403910395122322,5.992846377786452,2.6291289888916936,3.3637173888947585,11.124232692713202,2.9264785039728736e-15,15.072201457908857,-0.3409908557392749,-12.424474075880262,-0.8953806950341355
0.3,0.28,1.0752731966462934,-0.6576234464188593,6.172140629112257,2.6034973040223184,3.5686433250899388,11.57928367046051,5.59621793350118e-15,14.990583461570541,-0.3197678538010714,-12.450632768390005,-0.8995734204612617
0.3,0.28500000000000003,1.094474503729263,-0.6749288066392669,6.352331065964295,2.5732779085852955,3.7790531573789994,12.04053774565334,-3.731390196826112e-15,14.90093199267005,-0.25380250105032565,-12.391666816295498,-0.9025357692893645
0.3,0.29,1.1136758108122322,-0.6922639919924461,6.533319974135872,2.5384945587310286,3.9948254154048435,12.50727295767873,-2.9785202082521778e-15,14.81249909298289,-0.11592921555202527,-12.182476533357233,-0.9025626172670915
0.3,0.295,1.1328771178952017,-0.7095702254444964,6.71502121397654,2.499224256753704,4.215796957222835,12.978723833603052,9.992007221626409e-16,14.725526068270401,0.09252003603597098,-11.823946151019003,-0.8995769793338156
0.3,0.3,1.1520784249781713,-0.7267933575368908,6.897360837371508,2.455598538696306,4.441762298675203,13.454110494473513,-6.727257639838058e-15,14.63785637227739,0.36185994893367124,-11.336549579489349,-0.8939735501878027
0.75,0.0,0.0,0.0,1.9143872725710835,1.9143872725710835,0.0,-5.26819661478437e-16,-5.26819661478437e-16,5.629422101654418,5.62942210165442,5.62942210165442,-6.705348527292086e-17
0.75,0.005,0.019201307082969524,-0.0003254065336495027,1.9154249528939715,1.9154246547754066,2.981185649453266e-07,0.0018321084800342416,1.7403884323280439e-15,5.631830644678781,5.62371228290312,5.617243937435434,-0.033890018836851804
0.75,0.01,0.03840261416593905,-0.0013011441928856321,1.9185370810420328,1.9185323113010164,4.769741016374951e-06,0.007328808830107714,-2.0383000842727483e-16,5.639044843435073,5.606573842534079,5.580705643171651,-0.06772988302460588
