model,stretch,radius,qx,qy,qz,minimum_H,tail_bound,robust_margin,normalized_density,normalized_density_truncation
nested_range,0.99,12.0,0.32,0.08,0.08,8.956113772331385,0.00025862701161985166,8.955855145319765,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.32,0.16,0.0,7.808379553848518,0.0002586254401832342,7.808120928408335,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.32,0.16,0.08,8.444599152182727,0.00025862447108697997,8.44434052771164,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.32,0.16,0.16,9.808961392253426,0.0002586197487951934,9.808702772504631,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.32,0.24,0.0,7.5933418116420865,0.0002586166092249995,7.593083195032862,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.32,0.24,0.08,8.159180193464938,0.0002586147287193168,8.158921578736217,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.32,0.24,0.16,9.753501360248277,0.00025860799944769214,9.75324275224883,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.32,0.24,0.24,11.770252720714987,0.0002585945349824151,11.769994126180006,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.32,0.32,0.0,8.269505261345573,0.00025859792867521795,8.269246663416897,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.32,0.32,0.08,8.758144229054539,0.00025859554640064383,8.757885633508138,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.32,0.32,0.16,10.151919250162205,0.0002585878055218236,10.151660662356683,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.32,0.32,0.24,12.261009504703052,0.0002585737695618092,12.26075093093349,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.32,0.32,0.32,14.842378247445577,0.0002585534509490533,14.842119693994627,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.375,0.375,0.0,9.933053074774548,0.0002585616715169621,9.932794513103032,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.4,0.0,0.0,13.81699456224979,0.0002586155593080757,13.81673594669048,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.4,0.08,0.0,13.195565986961757,0.00025861338805789835,13.1953073735737,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.4,0.08,0.08,14.386629647455837,0.0002586111342229486,14.386371036321615,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.4,0.16,0.0,11.833758833870139,0.00025860599683657663,11.833500227873301,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.4,0.16,0.08,12.876655057322504,0.0002586035729973836,12.876396453749507,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.4,0.16,0.16,15.713351744138485,0.0002585956822104581,15.713093148456275,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.4,0.24,0.0,10.631957385329892,0.0002585918662307449,10.631698793463661,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.4,0.24,0.08,11.408074532400125,0.0002585893393159512,11.40781594306081,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.4,0.24,0.16,13.669891834555555,0.0002585813182186192,13.669633253237336,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.4,0.24,0.24,16.984564178109878,0.0002585671506348411,16.984305610959243,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.4,0.32,0.0,10.147985875970088,0.0002585706421674849,10.14772730532792,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.4,0.32,0.08,10.67818889429278,0.0002585681772991067,10.677930326115481,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.4,0.32,0.16,12.198782216408054,0.00025856045075771513,12.198523655957295,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.4,0.32,0.24,14.552714376058919,0.0002585470159639763,14.552455829042955,1.0356264383129798,4.52556902145815e-09
