radius_over_L0,energy_eV_per_row_period,site_count,inside_free_disk
1.0,0.3977842019275249,4,True
1.5,0.6162023142866028,10,True
2.0,0.7664457007165495,18,True
2.5,0.8043950600096592,30,True
3.0,0.8030647295434548,40,True
3.5,0.7927777382456828,56,True
4.0,0.7811501397368725,72,True
