       Step     Time          Energy          fmax
LBFGS:    0 04:09:45    -1164.404092        0.355679
LBFGS:    1 04:09:48    -1164.442456        0.366679
LBFGS:    2 04:09:52    -1164.563943        0.420942
LBFGS:    3 04:09:56    -1164.582185        0.442304
LBFGS:    4 04:10:00    -1164.657818        0.277373
LBFGS:    5 04:10:04    -1164.682018        0.257364
LBFGS:    6 04:10:08    -1164.712995        0.225811
LBFGS:    7 04:10:12    -1164.728725        0.160153
LBFGS:    8 04:10:15    -1164.754016        0.106601
LBFGS:    9 04:10:19    -1164.761457        0.081484
LBFGS:   10 04:10:23    -1164.766273        0.065741
LBFGS:   11 04:10:27    -1164.769715        0.064367
LBFGS:   12 04:10:31    -1164.774154        0.065301
LBFGS:   13 04:10:35    -1164.776966        0.059891
LBFGS:   14 04:10:39    -1164.778925        0.066800
LBFGS:   15 04:10:43    -1164.781057        0.053235
LBFGS:   16 04:10:47    -1164.782971        0.034536
LBFGS:   17 04:10:51    -1164.784042        0.023448
LBFGS:   18 04:10:54    -1164.784601        0.023773
LBFGS:   19 04:10:57    -1164.785074        0.022319
LBFGS:   20 04:10:59    -1164.785498        0.019843
LBFGS:   21 04:11:02    -1164.785750        0.013956
LBFGS:   22 04:11:05    -1164.785882        0.012712
LBFGS:   23 04:11:08    -1164.785988        0.012925
LBFGS:   24 04:11:11    -1164.786091        0.008636
LBFGS:   25 04:11:13    -1164.786163        0.007843
LBFGS:   26 04:11:16    -1164.786205        0.006186
LBFGS:   27 04:11:19    -1164.786237        0.005160
LBFGS:   28 04:11:23    -1164.786268        0.004259
LBFGS:   29 04:11:26    -1164.786291        0.004351
LBFGS:   30 04:11:28    -1164.786305        0.003504
LBFGS:   31 04:11:31    -1164.786315        0.002831
LBFGS:   32 04:11:34    -1164.786324        0.002370
LBFGS:   33 04:11:37    -1164.786330        0.001958
LBFGS:   34 04:11:39    -1164.786334        0.001471
LBFGS:   35 04:11:42    -1164.786337        0.001548
LBFGS:   36 04:11:45    -1164.786340        0.001458
LBFGS:   37 04:11:47    -1164.786343        0.001327
LBFGS:   38 04:11:50    -1164.786344        0.001187
LBFGS:   39 04:11:53    -1164.786346        0.001060
LBFGS:   40 04:11:56    -1164.786347        0.001088
LBFGS:   41 04:11:59    -1164.786348        0.000821
LBFGS:   42 04:12:02    -1164.786348        0.000648
LBFGS:   43 04:12:05    -1164.786349        0.000564
LBFGS:   44 04:12:08    -1164.786349        0.000610
LBFGS:   45 04:12:11    -1164.786349        0.000500
LBFGS:   46 04:12:14    -1164.786350        0.000556
LBFGS:   47 04:12:16    -1164.786350        0.000426
LBFGS:   48 04:12:19    -1164.786350        0.000405
LBFGS:   49 04:12:22    -1164.786351        0.000363
LBFGS:   50 04:12:25    -1164.786351        0.000409
LBFGS:   51 04:12:27    -1164.786351        0.000340
LBFGS:   52 04:12:30    -1164.786351        0.000329
LBFGS:   53 04:12:33    -1164.786351        0.000322
LBFGS:   54 04:12:36    -1164.786351        0.000340
LBFGS:   55 04:12:38    -1164.786351        0.000297
LBFGS:   56 04:12:41    -1164.786352        0.000276
LBFGS:   57 04:12:44    -1164.786352        0.000263
LBFGS:   58 04:12:46    -1164.786352        0.000323
LBFGS:   59 04:12:49    -1164.786352        0.000371
LBFGS:   60 04:12:52    -1164.786352        0.000380
LBFGS:   61 04:12:55    -1164.786352        0.000343
LBFGS:   62 04:12:58    -1164.786352        0.000281
LBFGS:   63 04:13:01    -1164.786352        0.000268
LBFGS:   64 04:13:03    -1164.786352        0.000244
LBFGS:   65 04:13:06    -1164.786352        0.000230
LBFGS:   66 04:13:09    -1164.786352        0.000227
LBFGS:   67 04:13:12    -1164.786353        0.000207
LBFGS:   68 04:13:15    -1164.786353        0.000169
