       Step     Time          Energy          fmax
LBFGS:    0 02:28:33    -1157.159595        2.153015
LBFGS:    1 02:28:39    -1158.283158        1.876030
LBFGS:    2 02:28:44    -1160.544845        1.170576
LBFGS:    3 02:28:50    -1161.885992        0.742379
LBFGS:    4 02:28:55    -1162.525668        0.982448
LBFGS:    5 02:29:00    -1162.812350        1.025739
LBFGS:    6 02:29:05    -1163.462370        0.971554
LBFGS:    7 02:29:11    -1163.939023        0.731066
LBFGS:    8 02:29:16    -1164.202462        0.360247
LBFGS:    9 02:29:22    -1164.287608        0.341788
LBFGS:   10 02:29:27    -1164.412545        0.214303
LBFGS:   11 02:29:32    -1164.456610        0.161963
LBFGS:   12 02:29:38    -1164.512710        0.185251
LBFGS:   13 02:29:43    -1164.539130        0.183967
LBFGS:   14 02:29:48    -1164.572604        0.173717
LBFGS:   15 02:29:51    -1164.613565        0.258765
LBFGS:   16 02:29:57    -1164.667544        0.420992
LBFGS:   17 02:30:03    -1164.722378        0.613955
LBFGS:   18 02:30:09    -1164.788622        0.788709
LBFGS:   19 02:30:14    -1164.867268        0.805762
LBFGS:   20 02:30:19    -1164.974472        0.651101
LBFGS:   21 02:30:25    -1165.082754        0.512804
LBFGS:   22 02:30:30    -1165.147432        0.382585
LBFGS:   23 02:30:35    -1165.190481        0.295306
LBFGS:   24 02:30:42    -1165.225446        0.199724
LBFGS:   25 02:30:47    -1165.257369        0.123763
LBFGS:   26 02:30:52    -1165.275352        0.115544
LBFGS:   27 02:30:58    -1165.287524        0.099144
LBFGS:   28 02:31:04    -1165.298298        0.086248
LBFGS:   29 02:31:09    -1165.307483        0.082848
LBFGS:   30 02:31:14    -1165.313417        0.054153
LBFGS:   31 02:31:19    -1165.317535        0.070600
LBFGS:   32 02:31:24    -1165.321564        0.071166
LBFGS:   33 02:31:27    -1165.325469        0.052533
LBFGS:   34 02:31:29    -1165.328163        0.047384
LBFGS:   35 02:31:31    -1165.329788        0.036764
LBFGS:   36 02:31:36    -1165.331032        0.029310
LBFGS:   37 02:31:44    -1165.332037        0.021687
LBFGS:   38 02:31:51    -1165.332630        0.016089
LBFGS:   39 02:31:57    -1165.332955        0.015149
LBFGS:   40 02:32:02    -1165.333223        0.013016
LBFGS:   41 02:32:08    -1165.333478        0.011017
LBFGS:   42 02:32:14    -1165.333646        0.009324
LBFGS:   43 02:32:19    -1165.333735        0.008258
LBFGS:   44 02:32:25    -1165.333794        0.005766
LBFGS:   45 02:32:30    -1165.333847        0.005163
LBFGS:   46 02:32:35    -1165.333884        0.004793
LBFGS:   47 02:32:41    -1165.333906        0.003710
LBFGS:   48 02:32:46    -1165.333921        0.002572
LBFGS:   49 02:32:50    -1165.333934        0.002411
LBFGS:   50 02:32:54    -1165.333944        0.002113
LBFGS:   51 02:32:59    -1165.333950        0.001802
LBFGS:   52 02:33:03    -1165.333954        0.001889
LBFGS:   53 02:33:08    -1165.333958        0.001894
LBFGS:   54 02:33:13    -1165.333960        0.001278
LBFGS:   55 02:33:17    -1165.333962        0.000894
LBFGS:   56 02:33:21    -1165.333963        0.000881
LBFGS:   57 02:33:26    -1165.333964        0.000930
LBFGS:   58 02:33:30    -1165.333965        0.000836
LBFGS:   59 02:33:35    -1165.333965        0.000809
LBFGS:   60 02:33:39    -1165.333966        0.000618
LBFGS:   61 02:33:44    -1165.333967        0.000632
LBFGS:   62 02:33:49    -1165.333967        0.000446
LBFGS:   63 02:33:53    -1165.333967        0.000464
LBFGS:   64 02:33:57    -1165.333968        0.000394
LBFGS:   65 02:34:02    -1165.333968        0.000317
LBFGS:   66 02:34:06    -1165.333968        0.000233
LBFGS:   67 02:34:10    -1165.333968        0.000256
LBFGS:   68 02:34:14    -1165.333968        0.000230
LBFGS:   69 02:34:18    -1165.333968        0.000248
LBFGS:   70 02:34:23    -1165.333968        0.000220
LBFGS:   71 02:34:27    -1165.333968        0.000202
LBFGS:   72 02:34:31    -1165.333968        0.000213
LBFGS:   73 02:34:35    -1165.333968        0.000200
LBFGS:   74 02:34:40    -1165.333968        0.000202
LBFGS:   75 02:34:44    -1165.333969        0.000211
LBFGS:   76 02:34:48    -1165.333969        0.000202
LBFGS:   77 02:34:52    -1165.333969        0.000180
