       Step     Time          Energy          fmax
LBFGS:    0 03:54:13    -1162.255952        1.603798
LBFGS:    1 03:54:18    -1163.334467        1.404984
LBFGS:    2 03:54:24    -1166.075691        0.753136
LBFGS:    3 03:54:28    -1167.374159        0.307310
LBFGS:    4 03:54:34    -1167.586486        0.285397
LBFGS:    5 03:54:40    -1167.694424        0.229684
LBFGS:    6 03:54:46    -1167.852108        0.146687
LBFGS:    7 03:54:52    -1167.888139        0.133304
LBFGS:    8 03:54:57    -1167.905044        0.114526
LBFGS:    9 03:55:02    -1167.922175        0.079890
LBFGS:   10 03:55:07    -1167.936699        0.086263
LBFGS:   11 03:55:12    -1167.945019        0.082692
LBFGS:   12 03:55:17    -1167.950302        0.066616
LBFGS:   13 03:55:22    -1167.955442        0.051648
LBFGS:   14 03:55:27    -1167.960047        0.048684
LBFGS:   15 03:55:32    -1167.962744        0.036228
LBFGS:   16 03:55:37    -1167.964286        0.034528
LBFGS:   17 03:55:42    -1167.965778        0.026280
LBFGS:   18 03:55:47    -1167.967405        0.033300
LBFGS:   19 03:55:51    -1167.968675        0.029530
LBFGS:   20 03:55:55    -1167.969493        0.026464
LBFGS:   21 03:55:59    -1167.970188        0.023962
LBFGS:   22 03:56:02    -1167.970983        0.021929
LBFGS:   23 03:56:05    -1167.971693        0.017919
LBFGS:   24 03:56:08    -1167.972138        0.014172
LBFGS:   25 03:56:12    -1167.972410        0.010980
LBFGS:   26 03:56:15    -1167.972633        0.009942
LBFGS:   27 03:56:18    -1167.972800        0.008536
LBFGS:   28 03:56:22    -1167.972887        0.007661
LBFGS:   29 03:56:25    -1167.972936        0.006303
LBFGS:   30 03:56:28    -1167.972986        0.006579
LBFGS:   31 03:56:32    -1167.973039        0.005690
LBFGS:   32 03:56:35    -1167.973075        0.005256
LBFGS:   33 03:56:39    -1167.973094        0.004615
LBFGS:   34 03:56:42    -1167.973107        0.003143
LBFGS:   35 03:56:46    -1167.973119        0.002154
LBFGS:   36 03:56:49    -1167.973127        0.002005
LBFGS:   37 03:56:53    -1167.973132        0.002178
LBFGS:   38 03:56:56    -1167.973135        0.001757
LBFGS:   39 03:57:00    -1167.973138        0.001334
LBFGS:   40 03:57:03    -1167.973141        0.001228
LBFGS:   41 03:57:06    -1167.973143        0.001161
LBFGS:   42 03:57:10    -1167.973145        0.000860
LBFGS:   43 03:57:13    -1167.973146        0.000826
LBFGS:   44 03:57:16    -1167.973147        0.000763
LBFGS:   45 03:57:19    -1167.973148        0.000812
LBFGS:   46 03:57:23    -1167.973148        0.000707
LBFGS:   47 03:57:26    -1167.973149        0.000584
LBFGS:   48 03:57:30    -1167.973150        0.000585
LBFGS:   49 03:57:33    -1167.973150        0.000511
LBFGS:   50 03:57:36    -1167.973150        0.000492
LBFGS:   51 03:57:40    -1167.973150        0.000391
LBFGS:   52 03:57:42    -1167.973151        0.000358
LBFGS:   53 03:57:45    -1167.973151        0.000391
LBFGS:   54 03:57:48    -1167.973151        0.000358
LBFGS:   55 03:57:51    -1167.973151        0.000276
LBFGS:   56 03:57:54    -1167.973151        0.000233
LBFGS:   57 03:57:58    -1167.973151        0.000186
