case,species,count,arrangement,chemical_concentration_cm3,opening_A,energy_eV,delta_energy_eV,area_A2,separation_work_J_m2,conjugate_force_eV_A,rigid_traction_GPa,affine_stress_zz_GPa,nonaffine_correction_GPa,total_force_norm_eV_A
B_08_bulk_spread,B,8,bulk_spread,1.8093721815259373e+21,0.0,-1167.9731512467563,0.0,155.52997112368598,0.0,2.357671399344307,2.4287319025318475,2.42916539805756,-0.0004334955257128598,1.9140939989712725e-15
B_08_bulk_spread,B,8,bulk_spread,1.8093721815259373e+21,0.03,-1167.8711561508737,0.10199509588255751,155.52997112368598,0.010506924049749055,4.399968209871548,4.532583787720781,2.628677402463235,1.9039063852575455,1.1271458564053878e-15
B_08_bulk_spread,B,8,bulk_spread,1.8093721815259373e+21,0.1,-1167.4197318541364,0.5534193926198441,155.52997112368598,0.057009952053090326,8.325725832011324,8.576664222827265,3.032094380583593,5.544569842243671,1.5463813074704608e-15
B_08_bulk_spread,B,8,bulk_spread,1.8093721815259373e+21,0.2,-1166.3659341166883,1.6072171300679656,155.52997112368598,0.165565885015925,12.532474316271006,12.91020461886823,3.4993741355351067,9.410830483333122,1.802716141139728e-15
B_08_bulk_spread,B,8,bulk_spread,1.8093721815259373e+21,0.35,-1164.1367911802104,3.8363600665459217,155.52997112368598,0.395198842629663,16.817210024125092,17.32408278292313,4.0196123520465505,13.304470430876579,3.5290498787403387e-15
B_08_bulk_spread,B,8,bulk_spread,1.8093721815259373e+21,0.5,-1161.4461490426897,6.527002204066548,155.52997112368598,0.6723726845615894,18.583548131531927,19.143658536062343,4.274095876732237,14.869562659330107,1.4464349919483088e-15
B_08_bulk_spread,B,8,bulk_spread,1.8093721815259373e+21,0.7,-1157.8518235297488,10.121327717007489,155.52997112368598,1.0426385767377264,16.650107925117148,17.151944206294726,4.112693348208784,13.039250858085941,2.3929291820661424e-15
B_08_bulk_spread,B,8,bulk_spread,1.8093721815259373e+21,0.9,-1154.9431400558879,13.030011190868436,155.52997112368598,1.3422737315475919,12.382495432608863,12.755705353382096,3.6310938249814813,9.124611528400614,9.72222097482031e-16
B_08_bulk_spread,B,8,bulk_spread,1.8093721815259373e+21,1.1,-1152.8304157147852,15.142735531971084,155.52997112368598,1.5599139425591277,9.021666177603134,9.293580295214598,3.2124977090808944,6.081082586133704,5.569369163437684e-16
B_08_bulk_spread,B,8,bulk_spread,1.8093721815259373e+21,1.4,-1150.5725184329845,17.400632813771836,155.52997112368598,1.7925090006522333,6.288096574300123,6.477620571064849,2.8283504729697677,3.649270098095081,1.4787488081722419e-15
B_08_bulk_spread,B,8,bulk_spread,1.8093721815259373e+21,1.8,-1148.626666844244,19.34648440251226,155.52997112368598,1.9929589799190848,3.527908864570647,3.6342404675183246,2.3928984794733497,1.2413419880449752,2.281973028041855e-15
B_08_bulk_spread,B,8,bulk_spread,1.8093721815259373e+21,2.3,-1147.4748304441716,20.498320802584658,155.52997112368598,2.1116142688678026,1.4314131498013294,1.4745561165109538,2.040158639405986,-0.565602522895032,7.251351629422261e-16
B_08_bulk_spread,B,8,bulk_spread,1.8093721815259373e+21,3.0,-1146.698892930259,21.274258316497253,155.52997112368598,2.191546705378458,0.7666295680715924,0.7897358766440105,1.8991165891924477,-1.1093807125484374,7.197336216386705e-16
B_08_bulk_spread,B,8,bulk_spread,1.8093721815259373e+21,4.0,-1146.4866188578076,21.486532388948717,155.52997112368598,2.213413909263894,4.440892098500626e-16,4.574741127338483e-16,1.7025657576781887,-1.702565757678188,2.2302360836583867e-15
B_08_bulk_spread,B,8,bulk_spread,1.8093721815259373e+21,6.0,-1146.4866188578076,21.486532388948717,155.52997112368598,2.213413909263894,1.7763568394002505e-15,1.8298964509353933e-15,1.6036601971148488,-1.6036601971148468,1.4468860586724032e-15
B_08_bulk_spread,B,8,bulk_spread,1.8093721815259373e+21,8.0,-1146.4866188578076,21.486532388948717,155.52997112368598,2.213413909263894,4.440892098500626e-16,4.574741127338483e-16,1.5156149925408504,-1.51561499254085,2.2302360836583867e-15
B_08_bulk_spread,B,8,bulk_spread,1.8093721815259373e+21,10.0,-1146.4866188578076,21.486532388948717,155.52997112368598,2.213413909263894,1.1102230246251565e-15,1.1436852818346208e-15,1.4367344546289547,-1.4367344546289536,2.2302360836583867e-15
