observable,role,validation_status,target,prediction,units,scale,normalized_residual
normal_strain_force_ev,exact,development_or_control,0.0,0.0,eV/strain,0.1,0.0
cohesive_ev_atom,exact,development_or_control,3.36,3.3600000000000008,eV/atom,0.0672,1.3216940769347102e-14
C11_GPa,exact,development_or_control,113.99999999999996,113.99999999999991,GPa,5.699999999999998,-7.479397218527373e-15
C12_GPa,exact,development_or_control,62.000000000000014,62.00000000000007,GPa,3.100000000000001,1.83365867292929e-14
C44_GPa,exact,development_or_control,32.0,31.99999999999985,GPa,1.6,-9.325873406851315e-14
perfect_Haa,fit,development_or_control,19.66091286328976,27.546524101623774,eV/L0^2,1.9660912863289761,4.010806259691929
perfect_Hxx,fit,development_or_control,4.393593035123306,4.522411350237564,eV/L0^2,0.43935930351233066,0.2931958287544099
saddle_energy_at_source_state,fit,development_or_control,0.07624909750742465,0.08827506753135364,eV/cell,0.007624909750742465,1.5771950642114791
saddle_normal_force_at_source_state,fit,development_or_control,1.4903612010162394e-15,0.1082118208974856,eV/L0,0.03173805605024358,3.4095289492896845
fault_energy_at_source_state,fit,development_or_control,0.06670794504308616,0.07798758176218859,eV/cell,0.006670794504308616,1.6908985446661553
fault_normal_force_at_source_state,fit,development_or_control,5.29078226360765e-15,-0.0975827790771118,eV/L0,0.03173805605024358,-3.0746299938041783
saddle_path_force_at_source_state,fit,development_or_control,2.296700476743968e-16,-0.023831316666210137,eV/L0,0.03173805605024358,-0.7508751206590508
opening_1.1h_energy,fit,development_or_control,0.05670265774764735,0.059080117321869526,eV/cell,0.005670265774764736,0.41928538602245996
opening_1.5h_energy,fit,development_or_control,0.4710312483934004,0.425253995298033,eV/cell,0.04710312483934004,-0.9718517243071465
opening_2h_energy,fit,development_or_control,0.7060534019484034,0.6503041887201659,eV/cell,0.07060534019484034,-0.7895891879338535
opening_40h_energy,fit,development_or_control,0.7719163228888833,0.8580851066980532,eV/cell,0.07719163228888834,1.1162969515489016
direct_quarter_energy,fit,development_or_control,0.117221996542065,0.1074470794425334,eV/cell,0.0117221996542065,-0.8338807892615854
direct_half_energy,fit,development_or_control,0.26732847628894163,0.2729206350233716,eV/cell,0.026732847628894163,0.2091867956627897
oblique_energy,fit,development_or_control,0.13339289745734875,0.12131187045124825,eV/cell,0.013339289745734876,-0.9056724335689094
opening_1.25h_energy,fit,development_or_control,0.24853683654490819,0.21549793286805308,eV/cell,0.02485368365449082,-1.3293362922033207
opening_3h_energy,fit,development_or_control,0.7719163228888833,0.807548474253289,eV/cell,0.07719163228888834,0.46160639836003164
saddle_Haa,fit,development_or_control,12.717337762538286,22.467696608881365,eV/L0^2,1.2717337762538286,7.6669811153910725
saddle_Hxx,fit,development_or_control,-0.18642463121762062,-0.062156261330442886,eV/L0^2,0.018642463121762064,6.6658772006427895
fault_Haa,fit,development_or_control,14.140554350039636,24.651651274809268,eV/L0^2,1.4140554350039638,7.4332990521974605
fault_Hxx,fit,development_or_control,2.4858929774856264,2.6667671571478713,eV/L0^2,0.24858929774856264,0.7276024402514354
saddle_normal_path_coupling,fit,development_or_control,1.2055891043737141,0.5972440629894259,eV/L0^2,0.12055891043737142,-5.04603964300353
opening_1.1h_normal_force,fit,development_or_control,1.2761663221727821,1.210437797026991,eV/L0,0.03173805605024358,-2.070968840742426
opening_1.3h_normal_force,fit,development_or_control,1.4139711872929317,1.1692699962338193,eV/L0,0.03173805605024358,-7.7100245418853985
opening_1.5h_normal_force,fit,development_or_control,0.6379256757978651,0.8103026609434157,eV/L0,0.03173805605024358,5.431239546387647
opening_2h_normal_force,fit,development_or_control,0.5548811295393773,0.3655577176333646,eV/L0,0.03173805605024358,-5.965186135102301
opening_2.5h_normal_force,fit,development_or_control,0.0005156382639574782,0.17668271235957336,eV/L0,0.03173805605024358,5.550657350177055
opening_3h_normal_force,fit,development_or_control,0.0,0.08547381980069285,eV/L0,0.03173805605024358,2.6931019236144067
shockley_0.15_energy,fit,development_or_control,0.013715574532912111,0.012249085168078593,eV/cell,0.004433026104653031,-0.3308099998089905
shockley_0.35_energy,fit,development_or_control,0.04820527408303389,0.04947902941482016,eV/cell,0.004820527408303389,0.26423567877494375
shockley_0.75_energy,fit,development_or_control,0.08334161260537679,0.099181688471215,eV/cell,0.00833416126053768,1.900620274872902
new_direct_017_energy,fit,development_or_control,0.05826439239193282,0.050883772461307306,eV/cell,0.0058264392391932825,-1.266746228292843
new_direct_017_normal_force,fit,development_or_control,-0.44118804525591643,-0.448631730397524,eV/L0,0.03173805605024358,-0.23453500522601994
new_direct_017_Haa,fit,development_or_control,26.109437232644353,27.066410463745058,eV/L0^2,2.6109437232644357,0.3665238827530954
new_direct_039_energy,fit,development_or_control,0.2262381941113307,0.22923517858847017,eV/cell,0.022623819411133072,0.13247031470135734
new_direct_039_normal_force,fit,development_or_control,-1.9685101248020884,-1.9573085779918742,eV/L0,0.03173805605024358,0.3529373945424193
new_direct_039_Haa,fit,development_or_control,36.31678531793335,46.6287626424147,eV/L0^2,3.6316785317933356,2.8394521250175897
new_raised_direct_energy,fit,development_or_control,0.11960599647825673,0.11962173642026308,eV/cell,0.011960599647825674,0.0013159826822905175
new_raised_direct_normal_force,fit,development_or_control,0.08783049166112324,0.16329261789927182,eV/L0,0.03173805605024358,2.3776543251006528
new_raised_direct_Haa,fit,development_or_control,20.00400949091716,17.593832735328785,eV/L0^2,2.000400949091716,-1.2048468366717768
new_off_path_positive_energy,fit,development_or_control,0.05360470506556986,0.05337730796675459,eV/cell,0.0053604705065569865,-0.042421108098087856
new_off_path_positive_normal_force,fit,development_or_control,0.35206897342006,0.41443570080055064,eV/L0,0.03173805605024358,1.9650455995716853
new_off_path_positive_Haa,fit,development_or_control,13.446420569551602,18.370065477467733,eV/L0^2,1.3446420569551603,3.6616770109551315
new_off_path_negative_energy,fit,development_or_control,0.21544733160917068,0.227500484123215,eV/cell,0.021544733160917068,0.5594477510591395
new_off_path_negative_normal_force,fit,development_or_control,-0.05312860042135701,-0.07016634401171429,eV/L0,0.03173805605024358,-0.5368237917087716
new_off_path_negative_Haa,fit,development_or_control,13.5831841481301,14.533880942497337,eV/L0^2,1.35831841481301,0.6999071675680059
new_shockley_058_energy,fit,development_or_control,0.07969505412787091,0.09221163817639945,eV/cell,0.007969505412787091,1.5705597022928988
new_shockley_058_normal_force,fit,development_or_control,-0.6123357455328253,-0.7974466998153295,eV/L0,0.03173805605024358,-5.8324603746826975
new_shockley_058_Haa,fit,development_or_control,23.107568998056017,35.078340594736744,eV/L0^2,2.3107568998056016,5.180454766872188
new_opening_1.17h_energy,fit,development_or_control,0.14263027381623705,0.13130062050590827,eV/cell,0.014263027381623706,-0.7943372053625698
new_opening_1.17h_normal_force,fit,development_or_control,1.6398229617729339,1.2987442696717417,eV/L0,0.03173805605024358,-10.746678736758184
new_opening_1.42h_energy,fit,development_or_control,0.4226003973463561,0.36822735882208724,eV/cell,0.042260039734635615,-1.2866300851985633
new_opening_1.42h_normal_force,fit,development_or_control,0.8686291067124379,0.9399370602500714,eV/L0,0.03173805605024358,2.2467650011313864
new_opening_1.78h_energy,fit,development_or_control,0.5953584311886578,0.5725470558737983,eV/cell,0.05953584311886578,-0.3831536452640083
new_opening_1.78h_normal_force,fit,development_or_control,0.5989965116849877,0.5092909591375029,eV/L0,0.03173805605024358,-2.8264350029968623
new_opening_2.23h_energy,fit,development_or_control,0.7765619947928292,0.7085829991078909,eV/cell,0.07765619947928293,-0.8753840149371932
new_opening_2.23h_normal_force,fit,development_or_control,0.15664558956102492,0.26122707594549255,eV/L0,0.03173805605024358,3.295144674863128
