model,state,component,a,s1,s2,energy_eV,normal_force_eV_L0,Haa,Hxx,total_Haa,source_Haa,evaluation_at_same_fixed_coordinate
nested_free_pair,source_fault,angular_rank3_quartic,0.8356612484876702,0.5,0.28867513459481275,0.026025048583701166,-0.22186842168082263,6.0643271239427525,0.8681030076258195,24.651651274809268,14.140554350039636,True
nested_free_pair,source_saddle,pair_6,0.8492922641076963,0.3714061259442337,0.2144314267925794,-0.010409790366334179,-0.40780172411493437,4.288445666614858,0.21443319251918452,22.467696608881365,12.717337762538286,True
nested_free_pair,source_saddle,pair_3,0.8492922641076963,0.3714061259442337,0.2144314267925794,0.04663674473885912,1.4805548737841094,-7.188858337766836,-0.2289471428756486,22.467696608881365,12.717337762538286,True
nested_free_pair,source_saddle,embedding,0.8492922641076963,0.3714061259442337,0.2144314267925794,-0.035779535115934014,-1.01619121140831,4.830033849908276,0.007214602798657146,22.467696608881365,12.717337762538286,True
nested_free_pair,source_saddle,angular_3,0.8492922641076963,0.3714061259442337,0.2144314267925794,0.049365608248502835,-0.15507108675427392,3.594199548348411,0.004346077004050385,22.467696608881365,12.717337762538286,True
nested_free_pair,source_saddle,angular_1,0.8492922641076963,0.3714061259442337,0.2144314267925794,0.005001972044835729,0.32310264463423927,9.715174938822445,-0.024532498369415897,22.467696608881365,12.717337762538286,True
nested_free_pair,source_saddle,angular_2,0.8492922641076963,0.3714061259442337,0.2144314267925794,0.001850722289218499,0.0010885613442908678,1.98062315916105,0.11565922483608745,22.467696608881365,12.717337762538286,True
nested_free_pair,source_saddle,angular_Eg_radial,0.8492922641076963,0.3714061259442337,0.2144314267925794,0.00472527350709355,0.052819308331602144,0.847795666036756,-0.15572546156073117,22.467696608881365,12.717337762538286,True
nested_free_pair,source_saddle,angular_rank3_quartic,0.8492922641076963,0.3714061259442337,0.2144314267925794,0.02688407218511258,-0.17028954491923703,4.400282117756409,0.005395744317373268,22.467696608881365,12.717337762538286,True
nested_free_pair,opening1.62,pair_6,1.3227244611029163,0.0,0.0,-0.05084232583184407,-0.005159795203280931,0.04050630668060015,0.0011053963610190751,-1.3427041475209893,-0.15582859326870177,True
nested_free_pair,opening1.62,pair_3,1.3227244611029163,0.0,0.0,0.3403033363761877,0.2153528358533532,-0.7161276734805307,-0.006705319628191356,-1.3427041475209893,-0.15582859326870177,True
nested_free_pair,opening1.62,embedding,1.3227244611029163,0.0,0.0,-0.17825506118392243,0.09234100743632245,0.7004961350875859,-0.00042307667877206887,-1.3427041475209893,-0.15582859326870177,True
nested_free_pair,opening1.62,angular_3,1.3227244611029163,0.0,0.0,0.019298762886277014,-0.0344031115298589,0.15097948131057876,0.05392006599032588,-1.3427041475209893,-0.15582859326870177,True
nested_free_pair,opening1.62,angular_1,1.3227244611029163,0.0,0.0,0.34415092927479884,0.40294201255449286,-1.6022225450144796,-0.0337635906025507,-1.3427041475209893,-0.15582859326870177,True
nested_free_pair,opening1.62,angular_2,1.3227244611029163,0.0,0.0,0.005266445306555756,0.00020956332796036886,-0.001958283700589777,-0.00012344590023052329,-1.3427041475209893,-0.15582859326870177,True
nested_free_pair,opening1.62,angular_Eg_radial,1.3227244611029163,0.0,0.0,0.013476872397591908,0.0009359307461367363,-0.005651550931735549,-1.2959509499386775e-05,-1.3427041475209893,-0.15582859326870177,True
nested_free_pair,opening1.62,angular_rank3_quartic,1.3227244611029163,0.0,0.0,0.0034278500257897953,-0.014156339566237394,0.09127398252758172,0.020885380284266914,-1.3427041475209893,-0.15582859326870177,True
