model,current_fit_count,current_fit_loss,heldout_count,heldout_normalized_rms,original_saved_fit_loss,original_target_generation,inherited_pair_control,perfect_Haa,source_perfect_Haa,perfect_Hxx,source_perfect_Hxx,perfect_Haa_relative_error,full_material_accepted,physical_yield_validated
positive_pair_refinement,104,1335.5595360094735,48,4.876512111445664,596.1441402500969,v16,True,27.91635928700533,19.660912863289713,4.762392405373351,4.3935930351233,0.41989130825811993,False,False
nested_range,104,1256.8219412157046,48,5.008900453200459,1256.8219412157046,v17,True,27.653670528668407,19.660912863289713,4.485427099189151,4.3935930351233,0.406530343781877,False,False
nested_free_pair,104,1254.6575056231463,48,5.004517677878438,1254.6575056231463,v17,False,27.54652410162377,19.660912863289713,4.522411350237564,4.3935930351233,0.40108062596919614,False,False
