model,a_over_h,energy_J_m2,source_energy_J_m2,traction_MPa,source_traction_MPa,Haa,source_Haa,rank1_Haa
nested_free_pair,1.1325,0.20752492770909625,0.21186703722604538,9953.899494439045,11912.300020621931,1.5433028067415537,6.945802461905725,3.400519933829296
nested_free_pair,1.135,0.21335085531468123,0.21886276533682072,9978.465657129573,12021.47137554333,1.5117678348785006,6.593412468349038,3.281763650765478
nested_free_pair,1.1375,0.21919098881383392,0.22592066376179507,10002.49090282333,12124.999049998165,1.4758705076369156,6.245362665151431,3.164790722512425
nested_free_pair,1.14,0.22504499027491506,0.23303736561665903,10025.89907382164,12222.729912701841,1.4349318568899758,5.897234123224321,3.049588732219185
nested_free_pair,1.1425,0.23091247466580436,0.24020957731145257,10048.606153440973,12314.82117054135,1.388636068986626,5.563587356470359,2.9361450574932637
nested_free_pair,1.145,0.23679300681241763,0.24743382126748298,10070.525328271631,12400.80265863789,1.336937135659053,5.20946471789603,2.824446880388086
nested_free_pair,1.1475,0.24268610090778123,0.25470662307612446,10091.570701051334,12480.805353767595,1.279983935504857,4.747879069403141,2.714481197173804
nested_free_pair,1.15,0.24859122186511404,0.26202437489653546,10111.659929708776,12554.650194900283,1.2180611418496452,4.364659136186859,2.6062348278951
nested_free_pair,1.1524999999999999,0.25450778795772583,0.26938345563027893,10130.716026077598,12622.246836385333,1.1515433698806186,4.023464419659517,2.4996944257173364
nested_free_pair,1.155,0.2604351743127176,0.276780254989302,10148.668507584085,12683.668571151395,1.0808601708248573,3.6368272652230926,2.3948464860642806
nested_free_pair,1.1575,0.26637271692793657,0.284211135989173,10165.45405893375,12738.816595855254,1.0064697612322653,3.241909258426227,2.2916773555484786
nested_free_pair,1.16,0.27231971696368273,0.2916723390938724,10181.016829324377,12787.34638586708,0.9288396827261347,2.8250324869521495,2.1901732406989414
nested_free_pair,1.1625,0.2782754451263821,0.2991601041580966,10195.308464134763,12829.753215098239,0.84843288733134,2.4164465991870117,2.0903202164855195
nested_free_pair,1.165,0.28423914601234557,0.3066706336065398,10208.287948083082,12865.285308388993,0.7656980171941639,2.026823569563918,1.9921042346457094
nested_free_pair,1.1675,0.29021004231957725,0.3142001514864824,10219.921319025427,12894.562468320006,0.6810628869433634,1.593323907681362,1.8955111318134945
nested_free_pair,1.17,0.29618733886563614,0.32174471895513707,10230.181297302348,12916.850981491885,0.5949303802003578,1.2303747955425741,1.8005266374548166
nested_free_pair,1.1724999999999999,0.3021702263726507,0.3293005119473412,10239.046864262677,12932.969925695443,0.5076761404640882,0.8621365529557,1.7071363816109923
nested_free_pair,1.175,0.30815788499725233,0.33686447270315106,10246.502814775353,12945.45700962511,0.4196475742348421,0.6661603150420149,1.6153259024534825
nested_free_pair,1.1775,0.31414948759588507,0.344435001231709,10252.539301709588,12955.339940013295,0.3311637949621278,0.5024883632071153,1.5250806536513115
nested_free_pair,1.18,0.3201442027246507,0.3520105539718861,10257.15138512822,12962.601211403824,0.24251622444740956,0.3124178426023018,1.4363860115553126
nested_free_pair,1.1824999999999999,0.32614119737930264,0.3595895955626425,10260.338594963552,12967.453702700934,0.15396963764610297,0.2011670920513273,1.3492272822004956
nested_free_pair,1.185,0.3321396394848838,0.3671706122075629,10262.104512953883,12969.427374825069,0.06576349091066089,0.04952703767215451,1.2635897081296037
nested_free_pair,1.1875,0.3381387001476451,0.3747520951315392,10262.456377400904,12968.92301510786,-0.021886584407732945,-0.07237070109793806,1.179458475040536
nested_free_pair,1.19,0.34413755568300314,0.3823325240627611,10261.404712678355,12965.855311290656,-0.10878720891174876,-0.22252360552712083,1.0968187182600355
nested_free_pair,1.1925,0.3501353894343607,0.38991044542034453,10258.962984246764,12960.260384293004,-0.19476566405152324,-0.4862121216836955,1.0156555290462357
nested_free_pair,1.195,0.35613139339782096,0.39748433498153335,10255.14727909936,12952.129728779706,-0.2796683257963859,-0.6315734260921765,0.9359539607227876
nested_free_pair,1.1975,0.3621247696672243,0.40505272019013205,10249.976010992055,12941.414009702583,-0.3633591520089467,-0.7762924788977392,0.8576990346469456
nested_free_pair,1.2,0.3681147317140096,0.4126141876413525,10243.469649432616,12928.465594755622,-0.44571824211113065,-0.8832002219470236,0.7808757460145401
nested_free_pair,1.2333333333333334,0.44729927036925476,0.5121882568149067,10041.788988334007,12570.928092940047,-1.3820739330562852,-2.3444503797252225,-0.11397747197842457
nested_free_pair,1.2666666666666666,0.5242213823877397,0.6078985375638233,9674.831324468432,11951.63004998433,-1.9875454539474222,-3.3115753834662636,-0.7924024536737212
nested_free_pair,1.3,0.5978628287804083,0.6979997592960416,9210.315168506091,11137.821303977431,-2.3039527233598087,-4.198665451601017,-1.2884875918548868
nested_free_pair,1.3333333333333333,0.6676839357363438,0.7810326607983819,8702.10141605609,10130.697380665124,-2.408417072777247,-5.401945961304207,-1.633826894130677
nested_free_pair,1.3666666666666667,0.7334997595141728,0.8552609817598595,8187.475645999916,8890.865402149533,-2.3750089841745936,-6.014994190790919,-1.8568376448748751
nested_free_pair,1.4,0.7953579224930316,0.9195258960506157,7689.378925060548,7604.612181660581,-2.2625582844016976,-5.941082605292661,-1.9824651057323925
nested_free_pair,1.4333333333333333,0.8534405501074642,0.9739474558870461,7220.001590890513,6420.4136281163,-2.112667053402423,-4.340149191562215,-2.032158458185393
nested_free_pair,1.4666666666666666,0.9079944257934407,1.020880193819076,6784.281043085713,5668.432928431972,-1.9519434075212752,-3.0410141681782554,-2.0240264569056294
nested_free_pair,1.5,0.9592860165016228,1.062550134543518,6382.737018145106,5024.927131548183,-1.7956212736010215,-3.006575578659488,-1.9731028816213976
nested_free_pair,1.5333333333333332,1.0075755129126474,1.0993538947293473,6013.51685672592,4446.977132152568,-1.6511547634254797,-2.187195372727722,-1.891670203419067
nested_free_pair,1.5666666666666667,1.0531039616932614,1.1326839516903817,5673.732813843415,4166.213234977462,-1.5211717641082134,-0.7287825559799308,-1.7896048200215384
nested_free_pair,1.6,1.0960885755965148,1.164630921727925,5360.252024054057,4046.7465610018535,-1.405624106216261,-0.3589732635471712,-1.6747189856569262
nested_free_pair,1.6333333333333333,1.1367226180055086,1.1959600873701521,5070.106632994792,4005.740873515181,-1.3032032668255285,0.0025272860484108184,-1.5530835509242786
