normalized_density,embedding_second_eV,auxiliary_source_gauge
0.05,63.6461661760461,True
0.1,51.70069449628419,True
0.2,27.805241005708446,True
0.4,3.4485380194090394,True
0.6,2.551318863552344,True
0.8,3.1998443690927103,True
1.0,3.803683764156906,True
1.1,0.3094368338451656,True
1.2,-3.1825677901013325,True
1.3,0.01899153658125754,True
1.5,3.2013632619409065,True
