radius_over_L0,energy_eV_per_row_period,linear_reference_work_eV,quadratic_remainder_energy_eV,site_count,inside_free_disk
1.0,0.34478310438227217,0.11227404147329535,0.23250906290897683,4,True
1.5,0.5923323407195251,0.18726791949390523,0.40506442122561986,10,True
2.0,0.716246364700965,0.20626016984699883,0.5099861948539661,18,True
2.5,0.7643332827698838,0.17169686323994893,0.5926364195299348,30,True
3.0,0.7729054842554441,0.12876511108246524,0.6441403731729789,40,True
3.5,0.7735714901165921,0.06503022894371585,0.7085412611728763,56,True
4.0,0.776523183943695,0.02369799943587847,0.7528251845078167,72,True
4.5,0.7844333432651625,-0.0024675614448054343,0.7869009047099679,90,True
5.0,0.7984816577720875,-0.024874330854781256,0.8233559886268687,112,True
5.5,0.8129584795274213,-0.04151309329501128,0.8544715728224326,136,True
6.0,0.8205101465183691,-0.053317364107315995,0.873827510625685,158,True
