radius_over_L0,energy_eV_per_row_period,linear_reference_work_eV,quadratic_remainder_energy_eV,site_count,inside_free_disk
1.0,0.3381597311482246,0.11061093313640033,0.22754879801182426,4,True
1.5,0.5820842930646581,0.18428481841042543,0.3977994746542327,10,True
2.0,0.7045386712674796,0.20283451282533513,0.5017041584421444,18,True
2.5,0.7536900746519759,0.16971998645680847,0.5839700881951674,30,True
3.0,0.7623432885074695,0.12758168982401286,0.6347615986834565,40,True
3.5,0.763517513770287,0.0661901465038873,0.6973273672663998,56,True
4.0,0.7704933439096077,0.030609704403694517,0.739883639505913,72,True
4.5,0.7866899592252838,0.012752925419959532,0.7739370338053242,90,True
5.0,0.8146024140084405,0.006136827647661608,0.808465586360779,112,True
5.5,0.8469837225840561,0.00860494978340538,0.8383787728006508,136,True
6.0,0.8685515547725169,0.009768774156050984,0.8587827806164658,158,True
6.5,0.8992013393244398,0.014250388532935088,0.8849509507915045,188,True
7.0,0.9265579052871191,0.018579756803000246,0.907978148484119,220,True
7.5,0.9449971216527074,0.016726384763993025,0.9282707368887143,254,True
8.0,0.9571294342607106,0.012054482407847211,0.9450749518528633,286,True
8.5,0.9665616512463904,0.003979654463418469,0.9625819967829718,320,True
9.0,0.9700518889685471,-0.009769260002604228,0.9798211489711514,360,True
9.5,0.9714788446236405,-0.02222283383822092,0.9937016784618614,400,True
10.0,0.974223963068988,-0.035417161568871605,1.0096411246378594,444,True
