time_s,step,element,x_mid_m,strain,stress_pa,applied_stress_pa
0,0,0,0.00078125000000000004,0.0017391304347826042,119999999.99999969,120000000
0,0,1,0.0023437500000000003,0.0017391304347826042,119999999.99999969,120000000
0,0,2,0.00390625,0.0017391304347826042,119999999.99999969,120000000
0,0,3,0.0054687500000000005,0.0017391304347826042,119999999.99999969,120000000
0,0,4,0.0070312500000000002,0.0017391304347826042,119999999.99999969,120000000
0,0,5,0.0085937500000000007,0.0017391304347826042,119999999.99999969,120000000
0,0,6,0.01015625,0.0017391304347826042,119999999.99999969,120000000
0,0,7,0.01171875,0.0017391304347826064,119999999.99999984,120000000
0,0,8,0.013281250000000001,0.0017391304347826064,119999999.99999984,120000000
0,0,9,0.014843750000000001,0.0017391304347826085,119999999.99999999,120000000
0,0,10,0.016406250000000001,0.0017391304347826085,119999999.99999999,120000000
0,0,11,0.017968750000000002,0.0017391304347826085,119999999.99999999,120000000
0,0,12,0.01953125,0.0017391304347826085,119999999.99999999,120000000
0,0,13,0.021093750000000001,0.0017391304347826085,119999999.99999999,120000000
0,0,14,0.022656250000000003,0.0017391304347826085,119999999.99999999,120000000
0,0,15,0.024218750000000001,0.0017391304347826085,119999999.99999999,120000000
0,0,16,0.025781250000000002,0.0017391304347826085,119999999.99999999,120000000
0,0,17,0.02734375,0.0017391304347826129,120000000.00000028,120000000
0,0,18,0.028906250000000001,0.0017391304347826085,119999999.99999999,120000000
0,0,19,0.030468750000000003,0.0017391304347826085,119999999.99999999,120000000
0,0,20,0.032031250000000004,0.0017391304347826085,119999999.99999999,120000000
0,0,21,0.033593749999999999,0.0017391304347826085,119999999.99999999,120000000
0,0,22,0.03515625,0.0017391304347826085,119999999.99999999,120000000
0,0,23,0.036718750000000001,0.0017391304347826129,120000000.00000028,120000000
0,0,24,0.038281250000000003,0.0017391304347826129,120000000.00000028,120000000
0,0,25,0.039843750000000004,0.0017391304347826129,120000000.00000028,120000000
0,0,26,0.041406250000000006,0.0017391304347826129,120000000.00000028,120000000
0,0,27,0.04296875,0.0017391304347826129,120000000.00000028,120000000
0,0,28,0.044531250000000001,0.0017391304347826129,120000000.00000028,120000000
0,0,29,0.046093750000000003,0.0017391304347826129,120000000.00000028,120000000
0,0,30,0.047656250000000004,0.0017391304347826129,120000000.00000028,120000000
0,0,31,0.049218750000000006,0.0017391304347826129,120000000.00000028,120000000
0.0025000000000000001,1,0,0.00078125000000000004,0.0018300975022931482,126276727.65822722,126276727.65822759
0.0025000000000000001,1,1,0.0023437500000000003,0.0018300975022931482,126276727.65822722,126276727.65822759
0.0025000000000000001,1,2,0.00390625,0.0018300975022931484,126276727.65822724,126276727.65822759
0.0025000000000000001,1,3,0.0054687500000000005,0.0018300975022931491,126276727.65822728,126276727.65822759
0.0025000000000000001,1,4,0.0070312500000000002,0.001830097502293148,126276727.65822721,126276727.65822759
0.0025000000000000001,1,5,0.0085937500000000007,0.001830097502293148,126276727.65822721,126276727.65822759
0.0025000000000000001,1,6,0.01015625,0.0018300975022931491,126276727.65822728,126276727.65822759
0.0025000000000000001,1,7,0.01171875,0.0018300975022931512,126276727.65822743,126276727.65822759
0.0025000000000000001,1,8,0.013281250000000001,0.0018300975022931512,126276727.65822743,126276727.65822759
0.0025000000000000001,1,9,0.014843750000000001,0.0018300975022931534,126276727.65822758,126276727.65822759
0.0025000000000000001,1,10,0.016406250000000001,0.0018300975022931534,126276727.65822758,126276727.65822759
0.0025000000000000001,1,11,0.017968750000000002,0.0018300975022931534,126276727.65822758,126276727.65822759
0.0025000000000000001,1,12,0.01953125,0.0018300975022931534,126276727.65822758,126276727.65822759
0.0025000000000000001,1,13,0.021093750000000001,0.0018300975022931534,126276727.65822758,126276727.65822759
0.0025000000000000001,1,14,0.022656250000000003,0.0018300975022931534,126276727.65822758,126276727.65822759
0.0025000000000000001,1,15,0.024218750000000001,0.0018300975022931534,126276727.65822758,126276727.65822759
0.0025000000000000001,1,16,0.025781250000000002,0.0018300975022931534,126276727.65822758,126276727.65822759
0.0025000000000000001,1,17,0.02734375,0.0018300975022931577,126276727.65822789,126276727.65822759
0.0025000000000000001,1,18,0.028906250000000001,0.0018300975022931534,126276727.65822758,126276727.65822759
0.0025000000000000001,1,19,0.030468750000000003,0.0018300975022931534,126276727.65822758,126276727.65822759
0.0025000000000000001,1,20,0.032031250000000004,0.0018300975022931534,126276727.65822758,126276727.65822759
0.0025000000000000001,1,21,0.033593749999999999,0.0018300975022931534,126276727.65822758,126276727.65822759
0.0025000000000000001,1,22,0.03515625,0.0018300975022931577,126276727.65822789,126276727.65822759
0.0025000000000000001,1,23,0.036718750000000001,0.0018300975022931577,126276727.65822789,126276727.65822759
0.0025000000000000001,1,24,0.038281250000000003,0.0018300975022931577,126276727.65822789,126276727.65822759
0.0025000000000000001,1,25,0.039843750000000004,0.0018300975022931577,126276727.65822789,126276727.65822759
0.0025000000000000001,1,26,0.041406250000000006,0.0018300975022931577,126276727.65822789,126276727.65822759
0.0025000000000000001,1,27,0.04296875,0.0018300975022931577,126276727.65822789,126276727.65822759
0.0025000000000000001,1,28,0.044531250000000001,0.0018300975022931577,126276727.65822789,126276727.65822759
0.0025000000000000001,1,29,0.046093750000000003,0.0018300975022931577,126276727.65822789,126276727.65822759
0.0025000000000000001,1,30,0.047656250000000004,0.0018300975022931577,126276727.65822789,126276727.65822759
0.0025000000000000001,1,31,0.049218750000000006,0.0018300975022931577,126276727.65822789,126276727.65822759
0.0050000000000000001,2,0,0.00078125000000000004,0.001920503727582872,132514757.20321818,132514757.20321847
0.0050000000000000001,2,1,0.0023437500000000003,0.001920503727582872,132514757.20321818,132514757.20321847
0.0050000000000000001,2,2,0.00390625,0.0019205037275828727,132514757.20321822,132514757.20321847
0.0050000000000000001,2,3,0.0054687500000000005,0.0019205037275828716,132514757.20321815,132514757.20321847
0.0050000000000000001,2,4,0.0070312500000000002,0.0019205037275828716,132514757.20321815,132514757.20321847
0.0050000000000000001,2,5,0.0085937500000000007,0.0019205037275828716,132514757.20321815,132514757.20321847
0.0050000000000000001,2,6,0.01015625,0.0019205037275828738,132514757.2032183,132514757.20321847
0.0050000000000000001,2,7,0.01171875,0.0019205037275828738,132514757.2032183,132514757.20321847
0.0050000000000000001,2,8,0.013281250000000001,0.0019205037275828759,132514757.20321845,132514757.20321847
0.0050000000000000001,2,9,0.014843750000000001,0.0019205037275828759,132514757.20321845,132514757.20321847
0.0050000000000000001,2,10,0.016406250000000001,0.0019205037275828759,132514757.20321845,132514757.20321847
