time_s,step,node,x_m,displacement_m,applied_stress_pa
0,0,0,0,0,120000000
0,0,1,0.0015625000000000001,2.7173913043478191e-06,120000000
0,0,2,0.0031250000000000002,5.4347826086956381e-06,120000000
0,0,3,0.0046875000000000007,8.1521739130434572e-06,120000000
0,0,4,0.0062500000000000003,1.0869565217391276e-05,120000000
0,0,5,0.0078125,1.3586956521739095e-05,120000000
0,0,6,0.0093750000000000014,1.6304347826086914e-05,120000000
0,0,7,0.010937500000000001,1.9021739130434734e-05,120000000
0,0,8,0.012500000000000001,2.1739130434782556e-05,120000000
0,0,9,0.0140625,2.4456521739130378e-05,120000000
0,0,10,0.015625,2.7173913043478204e-05,120000000
0,0,11,0.017187500000000001,2.989130434782603e-05,120000000
0,0,12,0.018750000000000003,3.2608695652173856e-05,120000000
0,0,13,0.020312500000000001,3.5326086956521682e-05,120000000
0,0,14,0.021875000000000002,3.8043478260869508e-05,120000000
0,0,15,0.0234375,4.0760869565217334e-05,120000000
0,0,16,0.025000000000000001,4.3478260869565159e-05,120000000
0,0,17,0.026562500000000003,4.6195652173912985e-05,120000000
0,0,18,0.028125000000000001,4.8913043478260818e-05,120000000
0,0,19,0.029687500000000002,5.1630434782608644e-05,120000000
0,0,20,0.03125,5.434782608695647e-05,120000000
0,0,21,0.032812500000000001,5.7065217391304295e-05,120000000
0,0,22,0.034375000000000003,5.9782608695652121e-05,120000000
0,0,23,0.035937500000000004,6.2499999999999947e-05,120000000
0,0,24,0.037500000000000006,6.521739130434778e-05,120000000
0,0,25,0.0390625,6.7934782608695612e-05,120000000
0,0,26,0.040625000000000001,7.0652173913043445e-05,120000000
0,0,27,0.042187500000000003,7.3369565217391278e-05,120000000
0,0,28,0.043750000000000004,7.608695652173911e-05,120000000
0,0,29,0.045312500000000006,7.8804347826086943e-05,120000000
0,0,30,0.046875,8.1521739130434775e-05,120000000
0,0,31,0.048437500000000001,8.4239130434782608e-05,120000000
0,0,32,0.050000000000000003,8.6956521739130441e-05,120000000
0.0025000000000000001,1,0,0,0,126276727.65822759
0.0025000000000000001,1,1,0.0015625000000000001,2.8595273473330441e-06,126276727.65822759
0.0025000000000000001,1,2,0.0031250000000000002,5.7190546946660883e-06,126276727.65822759
0.0025000000000000001,1,3,0.0046875000000000007,8.5785820419991328e-06,126276727.65822759
0.0025000000000000001,1,4,0.0062500000000000003,1.1438109389332178e-05,126276727.65822759
0.0025000000000000001,1,5,0.0078125,1.4297636736665222e-05,126276727.65822759
0.0025000000000000001,1,6,0.0093750000000000014,1.7157164083998266e-05,126276727.65822759
0.0025000000000000001,1,7,0.010937500000000001,2.0016691431331311e-05,126276727.65822759
0.0025000000000000001,1,8,0.012500000000000001,2.287621877866436e-05,126276727.65822759
0.0025000000000000001,1,9,0.0140625,2.5735746125997409e-05,126276727.65822759
0.0025000000000000001,1,10,0.015625,2.8595273473330461e-05,126276727.65822759
0.0025000000000000001,1,11,0.017187500000000001,3.1454800820663513e-05,126276727.65822759
