path,nominal_axial_amplitude_mpa,all_steps_stable,normal_min,normal_max,min_slip_over_period,max_slip_over_period,final_registry_shift,max_force_residual,min_hessian_eigenvalue,repeated_static_cycle_coordinate_error,kinetic_or_fatigue_validation
direct_110,10.0,True,-3.391776051682862e-05,3.3973296681908995e-05,-0.00012832427111838154,0.00012839329965264726,-1.2489734568505766e-16,1.1556510956522992e-14,4.943877833421691,4.440892098500626e-16,False
direct_110,20.0,True,-6.778006347908693e-05,6.800221344361804e-05,-0.0002565797367173749,0.0002568558514645976,-1.456557078548719e-15,1.2377685681963513e-14,4.9425371085258885,1.4261560761987335e-15,False
direct_110,30.0,True,-0.00010158699051414004,0.0001020868311874789,-0.00038476661920457394,0.00038538787967365673,-4.1206779764104873e-16,1.2483720654432595e-14,4.94118903433798,4.526009705801112e-16,False
direct_110,50.0,True,-0.00016903503844748548,0.00017042349812150387,-0.0006409355214613032,0.000642661265325729,-7.05918163177324e-16,1.874000087054295e-14,4.938470813109278,6.966165315134003e-16,False
shockley_112,10.0,True,-3.391776979623797e-05,3.397330599014484e-05,-7.405993978793994e-05,7.415608785279947e-05,-1.63675306980492e-16,9.020616285188021e-15,4.94012016242871,3.3306690738754696e-16,False
shockley_112,20.0,True,-6.778013760082345e-05,6.800228802861798e-05,-0.00014802406671511397,0.00014840866074018733,-1.3550893727060276e-15,1.873035147120783e-14,4.935019438795732,2.3053925130885574e-15,False
shockley_112,30.0,True,-0.00010158724028953156,0.00010208708330434262,-0.0002218927142330728,0.00022275805741048672,-4.0753232981280485e-16,1.52657834290304e-14,4.929909031872563,6.8314978472565e-16,False
shockley_112,50.0,True,-0.0001690361912536482,0.0001704246689949393,-0.00036934489616236797,0.0003717486860665858,-7.038419991557337e-16,1.3410605091690453e-14,4.919659117937133,1.1803431097814453e-15,False
