run,cycle,segment,excess_outside_mass,excess_net_transfer,cycle_net_transfer,cycle_work_ev,mean_n,P0,Pminus1,Pplus1
axial10_p40_a31_s25_w3_dt128_upper2,11.0,cyclic,4.3915143587390515e-07,5.056108576956264e-09,5.056108571752094e-09,1.732011519601395e-07,1.8100393528602198e-06,0.9846083126449849,0.007694938657781216,0.007696748697134076
axial10_p40_a31_s25_w3_dt128_upper2,12.0,cyclic,4.511083004157812e-07,5.047221323176143e-09,5.0472213119004405e-09,1.7320163401708237e-07,1.8150865741252963e-06,0.9832429991253668,0.008377592893976006,0.00837940798055013
axial10_p40_a31_s25_w3_dt128_upper2,13.0,cyclic,4.6301310431540177e-07,5.0383515172447435e-09,5.0383515137752966e-09,1.732021150634281e-07,1.8201249256043928e-06,0.9818805478084507,0.009058816033254185,0.009060636158179789
axial10_p40_a31_s25_w3_dt128_upper2,14.0,cyclic,4.748660133654936e-07,5.029499117528702e-09,5.029499112324531e-09,1.7320259510127137e-07,1.8251544246247937e-06,0.9805209526940003,0.009738611075725436,0.00974043623015006
axial10_p40_a31_s25_w3_dt128_upper2,15.0,cyclic,4.866671927915289e-07,5.020664075455761e-09,5.02066407025159e-09,1.7320307413288403e-07,1.8301750885944478e-06,0.9791642077943585,0.010416981015210047,0.010418811190298641
axial10_p40_a31_s25_w3_dt128_upper2,16.0,cyclic,4.984168073957074e-07,5.01184635112728e-09,5.011846342453663e-09,1.7320355216023347e-07,1.8351869348397701e-06,0.9778103071344211,0.011093928839252205,0.011095764026187045
axial10_p40_a31_s25_w3_dt128_upper2,17.0,zero_stress_hold,2.2085346320505073e-07,-1.7295469791241136e-06,-1.7295469791327872e-06,0.0,1.0563995585940402e-07,0.9764595340131064,0.011770180173366323,0.011770285813322182
axial10_p40_a31_s25_w3_dt128_upper2,18.0,zero_stress_hold,2.2033375392596644e-07,-4.668232340618306e-09,-4.668232345822476e-09,0.0,1.0097172368012084e-07,0.9751113161239613,0.012444291452021205,0.012444392423744885
axial10_p40_a31_s25_w3_dt128_upper2,19.0,zero_stress_hold,2.1987243925547517e-07,-8.176975416218646e-11,-8.176976630525079e-11,0.0,1.008899540872945e-07,0.9737659245147878,0.013116987297460228,0.013117088187414316
axial10_p40_a31_s25_w3_dt128_upper2,20.0,zero_stress_hold,2.1941151641738377e-07,-7.052042803878944e-11,-7.052043497768334e-11,0.0,1.00819433804979e-07,0.9724233533185904,0.013788272930786634,0.01378837375022044
axial10_p40_a31_s25_w3_dt128_upper2,21.0,zero_stress_hold,2.1895155431772562e-07,-7.041398193685655e-11,-7.041399754936783e-11,0.0,1.0074902003295018e-07,0.9710835966222252,0.014458151314143755,0.014458252063163788
axial10_p40_a31_s25_w3_dt128_upper2,22.0,zero_stress_hold,2.1849255641206988e-07,-7.036441047880704e-11,-7.036442262187137e-11,0.0,1.0067865589136002e-07,0.9697466485255082,0.015126625397651888,0.01512672607630778
axial10_p40_a31_s25_w3_dt128_upper2,23.0,zero_stress_hold,2.1803452069507623e-07,-7.031527096690304e-11,-7.031528310996737e-11,0.0,1.0060834089795534e-07,0.9684125031406303,0.015793698125215933,0.01579379873355683
axial10_p40_a31_s25_w3_dt128_upper2,24.0,zero_stress_hold,2.1757744518569044e-07,-7.0266171353639e-11,-7.026617482308595e-11,0.0,1.0053807504926658e-07,0.9670811545921264,0.01645937243456919,0.01645947297264424
axial10_p40_a61_s49_w3_dt128_upper2,1.0,cyclic,3.1257942049263063e-07,1.7427353911635439e-06,1.7427353911972625e-06,1.4676210662245846e-07,1.7427353911905312e-06,0.9984289029505422,0.0007846771570359321,0.0007864198924271227
axial10_p40_a61_s49_w3_dt128_upper2,2.0,cyclic,3.2514211483272715e-07,9.070464962782597e-09,9.070464996934965e-09,1.7251505301492018e-07,1.7518058561707605e-06,0.9970450250848737,0.0014766115546403194,0.0014783633604964902
axial10_p40_a61_s49_w3_dt128_upper2,3.0,cyclic,3.375543711188825e-07,5.163378317572451e-09,5.163378351616399e-09,1.7254428650149292e-07,1.7569692344972148e-06,0.995664040384194,0.00216710132329355,0.0021688582925280474
axial10_p40_a61_s49_w3_dt128_upper2,4.0,cyclic,3.4991360795162685e-07,5.1458031772276536e-09,5.145803209753719e-09,1.7254483537800576e-07,1.7621150376631608e-06,0.9942859291114867,0.0028561543867471418,0.002857916501784805
axial10_p40_a61_s49_w3_dt128_upper2,5.0,cyclic,3.6221995367360926e-07,5.136807484582007e-09,5.1368075184091144e-09,1.7254535416759203e-07,1.7672518451269185e-06,0.9929106852744934,0.0035437737368422964,0.0035455409886874234
axial10_p40_a61_s49_w3_dt128_upper2,6.0,cyclic,3.744735741859767e-07,5.1278720883222995e-09,5.127872119547322e-09,1.7254587202905612e-07,1.772379717181841e-06,0.9915383029068735,0.0042299623567178795,0.004231734736435061
axial10_p40_a61_s49_w3_dt128_upper2,7.0,cyclic,3.8667463564227844e-07,5.118954354149663e-09,5.118954396650388e-09,1.725463888160368e-07,1.7774986714856748e-06,0.9901687760547706,0.00491472322329449,0.004916500721965976
axial10_p40_a61_s49_w3_dt128_upper2,8.0,cyclic,3.988233036947286e-07,5.110053970247552e-09,5.110054001472575e-09,1.7254690452783047e-07,1.7826087253813244e-06,0.9888020987767114,0.005598059307298509,0.005599841916023891
axial10_p40_a61_s49_w3_dt128_upper2,9.0,cyclic,4.1091974351675775e-07,5.101170896283647e-09,5.101170933580201e-09,1.7254741916647633e-07,1.7877098962160224e-06,0.9874382651435889,0.00627997357327514,0.0062817612831713564
axial10_p40_a61_s49_w3_dt128_upper2,10.0,cyclic,4.2296411991403493e-07,5.092305088889859e-09,5.092305122716967e-09,1.72547932734372e-07,1.7928022012242427e-06,0.9860772692386343,0.006960468979601302,0.006962261781802526
axial10_p40_a61_s49_w3_dt128_upper2,11.0,cyclic,4.349565971614039e-07,5.083456506432826e-09,5.0834565454641045e-09,1.725484452336232e-07,1.7978856576265843e-06,0.9847191051573878,0.007639548478498393,0.00764134636415602
axial10_p40_a61_s49_w3_dt128_upper2,12.0,cyclic,4.468973390722719e-07,5.074625150647272e-09,5.074625180137571e-09,1.7254895666656275e-07,1.8029602826974305e-06,0.9833637670076716,0.008317215016045047,0.008319017976327744
axial10_p40_a61_s49_w3_dt128_upper2,13.0,cyclic,4.587865090679988e-07,5.065810907908808e-09,5.065810946072724e-09,1.725494670353081e-07,1.8080260935567615e-06,0.9820112489095737,0.008993471532190114,0.008995279558283671
axial10_p40_a61_s49_w3_dt128_upper2,14.0,cyclic,4.7062426996105633e-07,5.057013863218884e-09,5.0570138927091834e-09,1.7254997634220826e-07,1.8130831073540535e-06,0.9806615449954135,0.009668320960765187,0.009670134043872541
axial10_p40_a61_s49_w3_dt128_upper2,15.0,cyclic,4.824107843297287e-07,5.048233879534347e-09,5.048233907289923e-09,1.7255048458928733e-07,1.8181313411850092e-06,0.9793146494097185,0.010341766229497503,0.010343584360838688
axial10_p40_a61_s49_w3_dt128_upper2,16.0,cyclic,4.94146214075758e-07,5.039470946446856e-09,5.039470991549666e-09,1.7255099177899562e-07,1.8231708120898164e-06,0.9779705563092008,0.011013810260022554,0.011015633430834644
axial10_p40_a61_s49_w3_dt128_upper2,17.0,zero_stress_hold,2.2009935678884984e-07,-1.7180970120957845e-06,-1.7180970120472122e-06,0.0,1.050737989932018e-07,0.9766295455940364,0.011685174666083858,0.011685279739882851
axial10_p40_a61_s49_w3_dt128_upper2,18.0,zero_stress_hold,2.196012005503678e-07,-3.935890341075221e-09,-3.935890316789092e-09,0.0,1.0113790749854094e-07,0.9752910521144604,0.01235442337379064,0.012354524511698139
axial10_p40_a61_s49_w3_dt128_upper2,19.0,zero_stress_hold,2.191447843399863e-07,-7.871457305408391e-11,-7.871453489016744e-11,0.0,1.0105919166781767e-07,0.9739553435707051,0.013022277684999809,0.013022378744191477
axial10_p40_a61_s49_w3_dt128_upper2,20.0,zero_stress_hold,2.1868881998690637e-07,-7.009765858045913e-11,-7.009762388598961e-11,0.0,1.0098909269085277e-07,0.9726224142094096,0.013688742400670188,0.013688843389762879
axial10_p40_a61_s49_w3_dt128_upper2,21.0,zero_stress_hold,2.1823379988544778e-07,-7.00057945640653e-11,-7.000575293070188e-11,0.0,1.009190855119847e-07,0.9712922582474932,0.0143538204166055,0.014353921335691012
axial10_p40_a61_s49_w3_dt128_upper2,22.0,zero_stress_hold,2.177797265023873e-07,-6.995696209821656e-11,-6.995693087319399e-11,0.0,1.0084912712741864e-07,0.9699648699143937,0.015017514618107722,0.01501761546723485
axial10_p40_a61_s49_w3_dt128_upper2,23.0,zero_stress_hold,2.173265978983041e-07,-6.990849739374472e-11,-6.990844014787001e-11,0.0,1.0077921712775976e-07,0.9686402434515615,0.01567982788445187,0.015679928663668997
axial10_p40_a61_s49_w3_dt128_upper2,24.0,zero_stress_hold,2.1687441208173563e-07,-6.986001360731464e-11,-6.985998238229207e-11,0.0,1.007093555008648e-07,0.9673183731124312,0.016340763088922038,0.01634086379827754
axial10_p4_a31_s25_w3_dt128_upper2,1.0,cyclic,1.5662716062656273e-08,4.728765587322338e-08,4.728765587360285e-08,4.5469976175375785e-08,4.728765587344038e-08,0.9997096696927807,0.00014514150977992462,0.00014518879743579807
axial10_p4_a31_s25_w3_dt128_upper2,2.0,cyclic,2.956605086386517e-08,5.36770048871493e-08,5.367700488782693e-08,4.622484086675767e-08,1.0096466076083402e-07,0.9995491677206814,0.00022536565732613086,0.0002254666219868917
axial10_p4_a31_s25_w3_dt128_upper2,3.0,cyclic,3.858290329263915e-08,4.3365186923560685e-08,4.336518692450936e-08,4.640576376941802e-08,1.4432984768431402e-07,0.9994025674187327,0.0002986441257057548,0.00029878845555343913
axial10_p4_a31_s25_w3_dt128_upper2,4.0,cyclic,4.3244761122746e-08,2.8667463026371166e-08,2.866746302745537e-08,4.64879791382629e-08,1.7299731070998128e-07,0.9992602248859561,0.000369801058360763,0.000369974055671473
axial10_p4_a31_s25_w3_dt128_upper2,5.0,cyclic,4.543364677891699e-08,1.703251602768168e-08,1.7032516029091144e-08,4.652698680931402e-08,1.900298267367968e-07,0.9991194518844531,0.00044017904285164103,0.0004403690726783778
axial10_p4_a31_s25_w3_dt128_upper2,6.0,cyclic,4.6430221177333475e-08,9.547237170704891e-09,9.547237171518043e-09,4.65459811683068e-08,1.995770639071775e-07,0.9989793137359239,0.0005102433434954283,0.0005104429205593355
axial10_p4_a31_s25_w3_dt128_upper2,7.0,cyclic,4.6890993080171e-08,5.178717510270596e-09,5.178717511137958e-09,4.6555388784220306e-08,2.0475578141625667e-07,0.9988394531939442,0.000580171025123815,0.0005803757809052313
axial10_p4_a31_s25_w3_dt128_upper2,8.0,cyclic,4.711880879394725e-08,2.7577090678295585e-09,2.757709069130601e-09,4.656010190191709e-08,2.075134904833283e-07,0.9986997265470882,0.000650032969695003,0.0006502404831854864
axial10_p4_a31_s25_w3_dt128_upper2,9.0,cyclic,4.7247032899325886e-08,1.4548140459241105e-09,1.4548140471167328e-09,4.6562481513039685e-08,2.089683045280607e-07,0.9985600741230525,0.0007198584543037761,0.0007200674226083042
axial10_p4_a31_s25_w3_dt128_upper2,10.0,cyclic,4.7333114804601686e-08,7.655798697899993e-10,7.655798705489408e-10,4.6563689256757275e-08,2.097338843968759e-07,0.9984204705945807,0.0007896598357475974,0.0007898695696319943
axial10_p4_a31_s25_w3_dt128_upper2,11.0,cyclic,4.740152230561963e-08,4.0458330706916873e-10,4.0458330837021134e-10,4.656430436391931e-08,2.101384677024282e-07,0.9982809050274757,0.0008594424170059926,0.0008596525554736951
axial10_p4_a31_s25_w3_dt128_upper2,12.0,cyclic,4.746260025170583e-08,2.1651599903162871e-10,2.1651600033267132e-10,4.656461832581064e-08,2.103549837017861e-07,0.9981413726315838,0.0009292085066916424,0.0009294188616753441
axial10_p4_a31_s25_w3_dt128_upper2,13.0,cyclic,4.752069047032209e-08,1.187571381294425e-10,1.187571399725862e-10,4.65647787575018e-08,2.1047374084002496e-07,0.9980018712789821,0.000998959123611473,0.000999169597352313
axial10_p4_a31_s25_w3_dt128_upper2,14.0,cyclic,4.757759582835197e-08,6.793882362070292e-11,6.793882535542639e-11,4.656486073601526e-08,2.1054167966039393e-07,0.9978624000105986,0.0010686947238317257,0.001068905265511386
axial10_p4_a31_s25_w3_dt128_upper2,15.0,cyclic,4.7634051425493595e-08,4.1473695137905775e-11,4.1473696655788816e-11,4.6564902559171734e-08,2.1058315335314754e-07,0.99772295838692,0.00113841551493185,0.0011386260980852032
axial10_p4_a31_s25_w3_dt128_upper2,16.0,cyclic,4.769034743674905e-08,2.7645913553211998e-11,2.764591550477591e-11,4.6564923804120556e-08,2.10610799267352e-07,0.9975835462021889,0.001208121593472594,0.0012083322042718613
axial10_p4_a31_s25_w3_dt128_upper2,17.0,zero_stress_hold,3.5400559192377834e-08,-4.7232374726863605e-08,-4.723237472491204e-08,0.0,1.6337842454222332e-07,0.9974441757031103,0.0012778304591893562,0.0012779938376138984
axial10_p4_a31_s25_w3_dt128_upper2,18.0,zero_stress_hold,2.1919081905855814e-08,-5.361555056133602e-08,-5.3615550559601294e-08,0.0,1.0976287398695623e-07,0.9973048356851095,0.0013475272759555245,0.0013476370388295115
axial10_p4_a31_s25_w3_dt128_upper2,19.0,zero_stress_hold,1.3090038488913769e-08,-4.331431709006864e-08,-4.3314317088333915e-08,0.0,6.64485569051241e-08,0.9971655202767613,0.0014172066372797965,0.0014172730858367016
axial10_p4_a31_s25_w3_dt128_upper2,20.0,zero_stress_hold,8.54069976633648e-09,-2.8630808682639924e-08,-2.8630808679604158e-08,0.0,3.7817748232239104e-08,0.9970262298343284,0.0014868661738924667,0.001486903991640699
axial10_p4_a31_s25_w3_dt128_upper2,21.0,zero_stress_hold,6.433728409836054e-09,-1.7006799883732132e-08,-1.7006799880479526e-08,0.0,2.0810948356528016e-08,0.9968869661838904,0.0015565065025041325,0.001556527313452489
axial10_p4_a31_s25_w3_dt128_upper2,22.0,zero_stress_hold,5.505565785820371e-09,-9.528348039614457e-09,-9.528348037446052e-09,0.0,1.1282600324718523e-08,0.9967477305802834,0.00162612906847414,0.0016261403510744647
axial10_p4_a31_s25_w3_dt128_upper2,23.0,zero_stress_hold,5.1069195487057906e-09,-5.1636002752243615e-09,-5.163600273489638e-09,0.0,6.119000058600688e-09,0.9966085236653384,0.0016957351077394346,0.0016957412267394932
axial10_p4_a31_s25_w3_dt128_upper2,24.0,zero_stress_hold,4.938151246854788e-09,-2.7444840705603823e-09,-2.7444840696930206e-09,0.0,3.3745159951955836e-09,0.996469345731867,0.0017653254467103457,0.0017653288212263409
axial20_p40_a31_s25_w3_dt128_upper2,1.0,cyclic,6.651456823333381e-07,3.5221956761389726e-06,3.5221956761374547e-06,5.890440491001451e-07,3.5221956761349454e-06,0.9984198661850301,0.0007883058096336697,0.0007918280053098045
axial20_p40_a31_s25_w3_dt128_upper2,2.0,cyclic,7.167073458511607e-07,3.230085350483091e-08,3.230085349897622e-08,6.926487976481453e-07,3.554496529630759e-06,0.9970255422233186,0.0014854516400500794,0.00148900613657971
axial20_p40_a31_s25_w3_dt128_upper2,3.0,cyclic,7.676982161667831e-07,2.298248715187738e-08,2.2982487144504807e-08,6.927897011627006e-07,3.5774790167642966e-06,0.9956341582037376,0.0021811321585844447,0.0021847096376012088
axial20_p40_a31_s25_w3_dt128_upper2,4.0,cyclic,8.184711837019507e-07,2.292407951572789e-08,2.292407951009004e-08,6.927918379179715e-07,3.600403096273176e-06,0.9942456911420773,0.002875354227362628,0.0028789546304589008
axial20_p40_a31_s25_w3_dt128_upper2,5.0,cyclic,8.690278944477325e-07,2.2888234646554345e-08,2.2888234642217536e-08,6.927937941279753e-07,3.6232913309193854e-06,0.9928601349039747,0.0035681209022845614,0.0035717441936154804
axial20_p40_a31_s25_w3_dt128_upper2,6.0,cyclic,9.193690392178544e-07,2.2852570214643153e-08,2.2852570207270578e-08,6.927957468618935e-07,3.6461439011020218e-06,0.991477483386997,0.0042594352344768735,0.004263081378377975
axial20_p40_a31_s25_w3_dt128_upper2,7.0,cyclic,9.694952997421624e-07,2.2816972757369602e-08,2.2816972748695985e-08,6.927976955169137e-07,3.668960873841266e-06,0.9900977305015984,0.004949300268678146,0.004952969229551987
axial20_p40_a31_s25_w3_dt128_upper2,8.0,cyclic,1.019407355732152e-06,2.2781441334079888e-08,2.2781441328008356e-08,6.927996400870706e-07,3.6917423151580936e-06,0.9887208701710011,0.005637719043243897,0.005641410785559055
axial20_p40_a31_s25_w3_dt128_upper2,9.0,cyclic,1.0691058849703061e-06,2.2745975815537112e-08,2.2745975811200303e-08,6.928015805803986e-07,3.7144882909572483e-06,0.9873468963311683,0.006324694590159937,0.0063284090784508935
axial20_p40_a31_s25_w3_dt128_upper2,10.0,cyclic,1.1185915634141785e-06,2.271057605082033e-08,2.2710576043881436e-08,6.92803517005728e-07,3.7371988669838795e-06,0.9859758029307759,0.007010229935055749,0.007013967133922732
axial20_p40_a31_s25_w3_dt128_upper2,11.0,cyclic,1.1678650650246564e-06,2.2675241930641965e-08,2.2675241925437795e-08,6.928054493714592e-07,3.7598741088547667e-06,0.9846075839311867,0.007694328097217795,0.007698087971326649
axial20_p40_a31_s25_w3_dt128_upper2,12.0,cyclic,1.2169270619637185e-06,2.263997332749984e-08,2.2639973316224138e-08,6.92807377686079e-07,3.782514082119045e-06,0.9832422333064197,0.008376992089602783,0.008380774603684901
axial20_p40_a31_s25_w3_dt128_upper2,13.0,cyclic,1.2657782244331062e-06,2.2604770052309098e-08,2.260477004883965e-08,6.928093019582981e-07,3.8051188521402276e-06,0.9818797450431291,0.009058224918850976,0.009062030037703115
axial20_p40_a31_s25_w3_dt128_upper2,14.0,cyclic,1.3144192208998373e-06,2.25696320174662e-08,2.256963201226203e-08,6.928112221962204e-07,3.8276884840918785e-06,0.980520113140575,0.00973802958529947,0.009741857273783561
axial20_p40_a31_s25_w3_dt128_upper2,15.0,cyclic,1.3628507177787519e-06,2.2534559124959275e-08,2.2534559119755104e-08,6.928131384087063e-07,3.850223043152746e-06,0.979163331610602,0.010416409082995261,0.010420259306038413
axial20_p40_a31_s25_w3_dt128_upper2,16.0,cyclic,1.4110733796666997e-06,2.2499551182234012e-08,2.2499551173560395e-08,6.928150506039113e-07,3.872722594241399e-06,0.9778093944776018,0.011093366399708642,0.011097239122302881
axial20_p40_a31_s25_w3_dt128_upper2,17.0,zero_stress_hold,8.612843413191573e-07,-3.45658899177613e-06,-3.4565889917848036e-06,0.0,4.161336025888603e-07,0.9764588935819818,0.011770345141982016,0.011770761275584605
axial20_p40_a31_s25_w3_dt128_upper2,18.0,zero_stress_hold,8.593662478018071e-07,-9.476230038510391e-09,-9.476230043714562e-09,0.0,4.0665737270129305e-07,0.9751106770912237,0.012444458125443631,0.012444864782816333
axial20_p40_a31_s25_w3_dt128_upper2,19.0,zero_stress_hold,8.57565862925902e-07,-3.065035343585709e-10,-3.0650354650163525e-10,0.0,4.063508692779832e-07,0.97376528682112,0.01311715341371447,0.013117559764583748
axial20_p40_a31_s25_w3_dt128_upper2,20.0,zero_stress_hold,8.557681162833786e-07,-2.8391574681541076e-10,-2.8391575375430467e-10,0.0,4.060669536734423e-07,0.9724227169617441,0.013788438485326633,0.013788844552280306
axial20_p40_a31_s25_w3_dt128_upper2,21.0,zero_stress_hold,8.539741274127266e-07,-2.836031808700623e-10,-2.836031964825736e-10,0.0,4.057833507094387e-07,0.9710829615994055,0.014458316308264964,0.014458722091615674
axial20_p40_a31_s25_w3_dt128_upper2,22.0,zero_stress_hold,8.521838992699149e-07,-2.8340428094575376e-10,-2.834042930888181e-10,0.0,4.0549994665750275e-07,0.9697460148339184,0.015126789832677933,0.01512719533262459
axial20_p40_a31_s25_w3_dt128_upper2,23.0,zero_stress_hold,8.503974240556267e-07,-2.832063507318683e-10,-2.832063628749326e-10,0.0,4.0521674055833167e-07,0.9684118707774803,0.015793862002467785,0.015794267219208343
axial20_p40_a31_s25_w3_dt128_upper2,24.0,zero_stress_hold,8.486146939115646e-07,-2.830085714389252e-10,-2.8300857490837217e-10,0.0,4.049337323026379e-07,0.9670805235546309,0.016459535755364928,0.01645994068909723
axial20_p40_a61_s49_w3_dt128_upper2,1.0,cyclic,6.570524297253195e-07,3.4988291608092394e-06,3.498829160842958e-06,5.870989368788039e-07,3.4988291608375785e-06,0.9984285584775159,0.000783971346655725,0.0007874701758165626
axial20_p40_a61_s49_w3_dt128_upper2,2.0,cyclic,7.08455484720559e-07,3.089267559428996e-08,3.089267562844233e-08,6.90061115716176e-07,3.5297218364569585e-06,0.9970446417714687,0.0014759142533351203,0.0014794439751715772
axial20_p40_a61_s49_w3_dt128_upper2,3.0,cyclic,7.593379213024012e-07,2.3049224787911188e-08,2.3049224821955136e-08,6.90178008104618e-07,3.552771061253586e-06,0.9956636186005918,0.0021664143141552636,0.002169967085216517
axial20_p40_a61_s49_w3_dt128_upper2,4.0,cyclic,8.100046675540637e-07,2.2996346390503908e-08,2.2996346423029973e-08,6.90180203769347e-07,3.575767407635896e-06,0.9942854690203595,0.002855477606091957,0.0028590533734995927
axial20_p40_a61_s49_w3_dt128_upper2,5.0,cyclic,8.604572775830835e-07,2.2960751708354238e-08,2.2960751742181346e-08,6.90182279024396e-07,3.598728159333454e-06,0.9929101870370849,0.003543107117347148,0.003546705845506481
axial20_p40_a61_s49_w3_dt128_upper2,6.0,cyclic,9.106964296862891e-07,2.292530883098859e-08,2.292530886221361e-08,6.901843505651734e-07,3.621653468130228e-06,0.9915377666839175,0.004229305831270155,0.004232927484738285
axial20_p40_a61_s49_w3_dt128_upper2,7.0,cyclic,9.607227937739882e-07,2.2889931746913894e-08,2.288993178941462e-08,6.901864178073062e-07,3.644543399829483e-06,0.9901682020064956,0.004914076725009384,0.004917721268409213
axial20_p40_a61_s49_w3_dt128_upper2,8.0,cyclic,1.0105370378665074e-06,2.2854619752266103e-08,2.2854619783491126e-08,6.901884807482279e-07,3.6673980195158794e-06,0.9888014870628445,0.005597422769518528,0.005601090167538044
axial20_p40_a61_s49_w3_dt128_upper2,9.0,cyclic,1.0601398280681712e-06,2.2819372672705507e-08,2.281937271000206e-08,6.901905393967906e-07,3.690217392135718e-06,0.9874376159233592,0.006279346929569456,0.006283037146961591
axial20_p40_a61_s49_w3_dt128_upper2,10.0,cyclic,1.1095318286878653e-06,2.2784190422363293e-08,2.27841904561904e-08,6.901925937617193e-07,3.713001582476599e-06,0.9860765826707651,0.006959852163765063,0.006963565165347539
axial20_p40_a61_s49_w3_dt128_upper2,11.0,cyclic,1.1587137021627086e-06,2.274907283644073e-08,2.274907287547201e-08,6.901946438521268e-07,3.735750655239362e-06,0.9847183814001059,0.007638941424552088,0.007642677175207327
axial20_p40_a61_s49_w3_dt128_upper2,12.0,cyclic,1.2076861091100954e-06,2.2714019830803733e-08,2.2714019860294032e-08,6.901966896766829e-07,3.7584646749878116e-06,0.9833630062187115,0.008316617658233919,0.008320376122908906
axial20_p40_a61_s49_w3_dt128_upper2,13.0,cyclic,1.2564497083068782e-06,2.2679031210295908e-08,2.2679031248459824e-08,6.901987312444608e-07,3.7811437061218284e-06,0.9820104512461691,0.008992883804983452,0.008996664948689573
axial20_p40_a61_s49_w3_dt128_upper2,14.0,cyclic,1.3050051565696719e-06,2.26441068968547e-08,2.2644106926344998e-08,6.902007685641828e-07,3.803787812951086e-06,0.9806607106143039,0.009667742798855693,0.009671546586668644
axial20_p40_a61_s49_w3_dt128_upper2,15.0,cyclic,1.3533531091139417e-06,2.260924675777376e-08,2.2609246785529336e-08,6.902028016449088e-07,3.826397059684625e-06,0.979313778467155,0.010341197567800645,0.010345023964860329
axial20_p40_a61_s49_w3_dt128_upper2,16.0,cyclic,1.4014942191012403e-06,2.257445063345853e-08,2.2574450678561342e-08,6.902048304948675e-07,3.848971510266099e-06,0.9779696489609396,0.01101325103367598,0.011017100005186246
axial20_p40_a61_s49_w3_dt128_upper2,17.0,zero_stress_hold,8.587722734113012e-07,-3.4336937473154056e-06,-3.4336937472668333e-06,0.0,4.15277761907467e-07,0.9766289069208645,0.011685338900560713,0.01168575417832262
axial20_p40_a61_s49_w3_dt128_upper2,18.0,zero_stress_hold,8.569056511795181e-07,-8.011131400614824e-09,-8.011131376328695e-09,0.0,4.072666293897094e-07,0.9752904148097561,0.01235458896165501,0.0123549962282844
axial20_p40_a61_s49_w3_dt128_upper2,19.0,zero_stress_hold,8.551236976156451e-07,-2.9951979958753316e-10,-2.995197614236167e-10,0.0,4.0696710835328573e-07,0.9739547075915378,0.013022442720498104,0.013022849687606457
axial20_p40_a61_s49_w3_dt128_upper2,20.0,zero_stress_hold,8.533444687160163e-07,-2.8219610155588715e-10,-2.8219606686141763e-10,0.0,4.066849109559129e-07,0.9726217795535073,0.013688906880585421,0.013689313565496377
axial20_p40_a61_s49_w3_dt128_upper2,21.0,zero_stress_hold,8.515689330253207e-07,-2.8191398347698904e-10,-2.819139418436256e-10,0.0,4.064029955655967e-07,0.9712916249121062,0.014353984342217043,0.014354390745212608
axial20_p40_a61_s49_w3_dt128_upper2,22.0,zero_stress_hold,8.497970915878617e-07,-2.8171793717279847e-10,-2.817179059477759e-10,0.0,4.0612127618862514e-07,0.9699642378967743,0.015017677990715735,0.015018084111991924
