run,case,period_model,grid_a,grid_s,grid_ds,steps_per_cycle,wells,integrator,upper_a_over_h,driven_cycles,hold_cycles,central_initial,matched_zero_available,end_outside_mass,zero_end_outside_mass,excess_outside_mass,end_mean_n,excess_mean_n,final_hold_mean_n,hold_excess_mean_n,hold_intrawell_shear,cumulative_net_transfer,cumulative_gross_grid_traffic,last_cycle_net_transfer,last_cycle_gross_grid_traffic,last_cycle_external_work_ev,cycle1_external_work_ev,last_cycle_normal_amplitude,last_cycle_normal_phase_deg,last_cycle_registry_amplitude,last_cycle_registry_phase_deg,last_cycle_distribution_L1_change,mass_residual,well_balance,registry_balance,numerical_repair,upper_normal_edge_mass,outer_well_mass,crack_status,physical_plasticity_status,end_driven_vs_zero_L1,hold_driven_vs_zero_L1,last_cycle_excess_distribution_change_L1
zero_p40_a61_s49_w3_dt128_upper2_globalgibbs,zero,40.0,61,147,0.020408163265306145,128,3,implicit,2.0,16,8,False,True,0.6666666666671336,0.6666666666671336,0.0,-4.675149156695767e-13,0.0,-6.783462680458111e-13,0.0,-3.6364468408280964e-16,2.8295347361266716e-15,0.1781997747168234,3.2819985607262375e-16,0.011137485919800127,0.0,0.0,9.480125833781091e-18,,1.0159891986869205e-14,,4.387688819285975e-14,2.3514523661560816e-13,3.9060246736274257e-16,3.898528432044225e-16,0.0,1.0576887428399437e-11,0.6666666666671336,not evaluated in reflecting diagnostic,not validated: one-cell thermal normalization and material gates unresolved,0.0,0.0,0.0
zero_p40_a61_s49_w3_dt256_upper2,zero,40.0,61,147,0.020408163265306145,256,3,implicit,2.0,16,8,True,True,0.022029036938479896,0.022029036938479896,0.0,6.2345961726506995e-15,0.0,1.4911682999460993e-14,0.0,-4.451207898974127e-17,3.885780586188048e-16,0.2659867667891868,3.642919299551295e-17,0.016539186458544797,0.0,0.0,2.327684720806541e-17,,2.5016830949941036e-16,,0.002688268646190434,2.390088127413037e-12,8.923983378433462e-16,1.5546866230379056e-17,0.0,1.0576887428414356e-11,0.022029036938479896,not evaluated in reflecting diagnostic,not validated: one-cell thermal normalization and material gates unresolved,0.0,0.0,0.0
zero_p40_a61_s49_w3_dt512_upper2,zero,40.0,61,147,0.020408163265306145,512,3,implicit,2.0,16,8,True,True,0.02202908063569687,0.02202908063569687,0.0,5.065392549853402e-16,0.0,-2.046973701653286e-16,0.0,9.806271297907906e-16,9.992007221626409e-16,0.26598694240224935,5.724587470723463e-17,0.016539197091072544,0.0,0.0,1.2670800971580418e-17,,2.0034940628432075e-17,,0.002688273937808658,3.19300141882195e-13,5.149257281959925e-16,1.0541748545053395e-17,0.0,1.0576887428395224e-11,0.02202908063569687,not evaluated in reflecting diagnostic,not validated: one-cell thermal normalization and material gates unresolved,0.0,0.0,0.0
zero_p40_a61_s49_w3_dt64_upper2,zero,40.0,61,147,0.020408163265306145,64,3,implicit,2.0,16,8,True,True,0.02202877475985159,0.02202877475985159,0.0,2.532696274920699e-15,0.0,5.179884299250142e-15,0.0,-1.6422503568280952e-16,4.614364446098307e-16,0.26598571312922037,1.734723475976807e-17,0.016539122664390504,0.0,0.0,2.210455840700151e-17,,1.057176397576082e-16,,0.002688236897661315,3.205435916697752e-12,2.560583987681539e-15,1.3488152652077479e-17,0.0,1.0576887428420236e-11,0.02202877475985159,not evaluated in reflecting diagnostic,not validated: one-cell thermal normalization and material gates unresolved,0.0,0.0,0.0
zero_p40_a61_s49_w5_dt128_upper2,zero,40.0,61,245,0.020408163265305923,128,5,implicit,2.0,16,8,True,True,0.02202927526896709,0.02202927526896709,0.0,5.27561935112428e-15,0.0,1.1450963875119705e-14,0.0,-5.777295919357722e-17,-2.833765665698207e-16,0.2672958194428702,-1.6581516975450183e-17,0.016705479222718866,0.0,0.0,1.8244043849317413e-17,,2.1287963329247745e-16,,0.0026883859608450955,7.700395876497623e-12,2.9597126886913433e-15,1.7332941078783155e-17,0.0,1.0576887428344139e-11,0.00011020375870963323,not evaluated in reflecting diagnostic,not validated: one-cell thermal normalization and material gates unresolved,0.0,0.0,0.0
zero_p40_a61_s49_w7_dt128_upper2,zero,40.0,61,343,0.020408163265305923,128,7,implicit,2.0,16,8,True,True,0.022029275269826037,0.022029275269826037,0.0,-2.3208785340553843e-15,0.0,-4.727925729842789e-15,0.0,-2.0932058691938206e-16,-3.2872117838187917e-16,0.2672996546637642,-2.6256089070972387e-17,0.016706226912727384,0.0,0.0,2.6026427659200938e-17,,8.221239389738965e-17,,0.002688385961322276,4.774070028190636e-12,2.00612977293603e-15,1.3889165263549817e-17,0.0,1.0576887428364612e-11,3.263615831920651e-07,not evaluated in reflecting diagnostic,not validated: one-cell thermal normalization and material gates unresolved,0.0,0.0,0.0
zero_p40_a61_s49_w7_dt128_upper2_c16_h32,zero,40.0,61,343,0.020408163265305923,128,7,implicit,2.0,16,32,True,True,0.022029275269826037,0.022029275269826037,0.0,-2.3208785340553843e-15,0.0,-1.667709278524757e-14,0.0,-2.0042482344509038e-16,-3.2872117838187917e-16,0.2672996546637642,-2.6256089070972387e-17,0.016706226912727384,0.0,0.0,2.6026427659200938e-17,,8.221239389738965e-17,,0.002688385961322276,9.654055332930511e-12,2.00612977293603e-15,2.1018692865787242e-17,0.0,1.0576887428364612e-11,3.263615831920651e-07,not evaluated in reflecting diagnostic,not validated: one-cell thermal normalization and material gates unresolved,0.0,0.0,0.0
zero_p40_a85_s49_w3_dt128_upper2.5,zero,40.0,85,147,0.020408163265306145,128,3,implicit,2.4999999999999996,16,8,True,True,0.022028957536466914,0.022028957536466914,0.0,2.827599265839402e-15,0.0,6.109696082381324e-15,0.0,-4.615540279144303e-16,-1.9081958235744878e-17,0.2659864180994533,-3.469446951953614e-18,0.016539165319140015,0.0,0.0,5.71766981497712e-18,,1.3065571019134265e-16,,0.002688259042278933,1.4714895968381825e-12,9.79935804810289e-16,1.04591628326961e-17,0.0,1.9380791925016919e-13,0.022028957536466914,not evaluated in reflecting diagnostic,not validated: one-cell thermal normalization and material gates unresolved,0.0,0.0,0.0
zero_p40_a91_s73_w3_dt128_upper2,zero,40.0,91,219,0.013698630136986356,128,3,implicit,2.0,16,8,True,True,0.021998064664626255,0.021998064664626255,0.0,-7.88431819833352e-15,0.0,-1.6944778913401875e-14,0.0,-2.5196342157226722e-15,2.1163626406917047e-16,0.3950429069122773,2.0816681711721685e-17,0.024564140543162916,0.0,0.0,3.9186097988230737e-17,,3.6077693507422607e-16,,0.00268447553115966,3.5659253327935403e-12,1.7108862747751766e-15,1.7558992996581646e-17,0.0,6.779353164584412e-12,0.021998064664626255,not evaluated in reflecting diagnostic,not validated: one-cell thermal normalization and material gates unresolved,0.0,0.0,0.0
zero_p40_a91_s73_w3_dt256_upper2,zero,40.0,91,219,0.013698630136986356,256,3,implicit,2.0,16,8,True,True,0.021998151808811945,0.021998151808811945,0.0,-8.569533971318386e-16,0.0,-1.7347234759746665e-15,0.0,1.316185785058948e-15,1.0408340855860843e-15,0.39504342781171264,7.28583859910259e-17,0.024564172082690905,0.0,0.0,2.838574287577583e-17,,2.108148929704226e-17,,0.002684486084175117,1.234123914173324e-12,6.793737867736259e-16,1.0670921069509676e-17,0.0,6.779353164605973e-12,0.021998151808811945,not evaluated in reflecting diagnostic,not validated: one-cell thermal normalization and material gates unresolved,0.0,0.0,0.0
zero_p4_a31_s25_w3_dt128_upper2,zero,4.0,31,75,0.040000000000000036,128,3,implicit,2.0,16,8,True,True,0.0024164061073970186,0.0024164061073970186,0.0,2.710505431214436e-17,0.0,8.586881206088391e-17,0.0,2.060829935089945e-16,1.9081958235744878e-17,0.013856179425508635,1.951563910473908e-18,0.000865717181442311,0.0,0.0,1.5074935714374307e-17,,1.7426238801265195e-17,,0.0002788335240419764,3.7214675785435247e-13,6.147280204809409e-16,8.540209690691483e-19,0.0,2.3774627691196296e-11,0.0024164061073970186,not evaluated in reflecting diagnostic,not validated: one-cell thermal normalization and material gates unresolved,0.0,0.0,0.0
zero_p4_a61_s49_w3_dt128_upper2,zero,4.0,61,147,0.020408163265306145,128,3,implicit,2.0,16,8,True,True,0.002401471070121802,0.002401471070121802,0.0,1.2229800505636017e-16,0.0,1.658829323902718e-16,0.0,-2.1000916067589993e-17,4.662069341687669e-17,0.026726477317063013,2.168404344971009e-18,0.0016698387218553393,0.0,0.0,1.0617573865622524e-17,,4.4461013429631243e-17,,0.0002767529790636965,6.283862319378386e-14,4.1664830697433868e-16,8.470329472543003e-19,0.0,1.0576887428398085e-11,0.002401471070121802,not evaluated in reflecting diagnostic,not validated: one-cell thermal normalization and material gates unresolved,0.0,0.0,0.0
zero_p4_a61_s49_w3_dt128_upper2_c16_h80,zero,4.0,61,147,0.020408163265306145,128,3,implicit,2.0,16,80,True,True,0.002401471070121802,0.002401471070121802,0.0,1.2229800505636017e-16,0.0,-6.37510877421388e-16,0.0,-5.922797648999203e-17,4.662069341687669e-17,0.026726477317063013,2.168404344971009e-18,0.0016698387218553393,0.0,0.0,1.0617573865622524e-17,,4.4461013429631243e-17,,0.0002767529790636965,1.5076828674409626e-13,4.626739597457692e-16,3.4872346438459545e-18,0.0,1.0576887428398085e-11,0.002401471070121802,not evaluated in reflecting diagnostic,not validated: one-cell thermal normalization and material gates unresolved,0.0,0.0,0.0
