case,comparison,metric,coarse,fine,coarse_value,fine_value,absolute_change,relative_change,status
axial50,dt_64_128,last_cycle_registry_phase_deg,axial50_p40_a61_s49_w3_dt64_upper2,axial50_p40_a61_s49_w3_dt128_upper2,-43.091832359964215,-42.298449836445016,0.7933825235191989,0.018756775403991472,observed numerical change; not a physical certificate
axial50,dt_64_128,last_cycle_external_work_ev,axial50_p40_a61_s49_w3_dt64_upper2,axial50_p40_a61_s49_w3_dt128_upper2,4.370687899045141e-06,4.313817805690398e-06,5.687009335474256e-08,0.013183239514595326,observed numerical change; not a physical certificate
axial50,dt_64_128,cumulative_gross_grid_traffic,axial50_p40_a61_s49_w3_dt64_upper2,axial50_p40_a61_s49_w3_dt128_upper2,0.2660833402319038,0.26608394167682053,6.014449167590641e-07,2.260357814037366e-06,observed numerical change; not a physical certificate
axial50,dt_128_256,end_outside_mass,axial50_p40_a61_s49_w3_dt128_upper2,axial50_p40_a61_s49_w3_dt256_upper2,0.02203555258596701,0.022035581448072238,2.886210522662358e-08,1.3097954911985568e-06,observed numerical change; not a physical certificate
axial50,dt_128_256,excess_outside_mass,axial50_p40_a61_s49_w3_dt128_upper2,axial50_p40_a61_s49_w3_dt256_upper2,6.603041323886144e-06,6.5445095923412355e-06,5.853173154490854e-08,0.008943639048738773,observed numerical change; not a physical certificate
axial50,dt_128_256,hold_excess_mean_n,axial50_p40_a61_s49_w3_dt128_upper2,axial50_p40_a61_s49_w3_dt256_upper2,2.5449381778873393e-06,2.5362421856486087e-06,8.69599223873061e-09,0.0034286915847142295,observed numerical change; not a physical certificate
axial50,dt_128_256,last_cycle_net_transfer,axial50_p40_a61_s49_w3_dt128_upper2,axial50_p40_a61_s49_w3_dt256_upper2,1.5016253953129e-07,1.4958688455794789e-07,5.756549733421101e-10,0.0038482984323342157,observed numerical change; not a physical certificate
axial50,dt_128_256,last_cycle_registry_amplitude,axial50_p40_a61_s49_w3_dt128_upper2,axial50_p40_a61_s49_w3_dt256_upper2,0.0007680757610392036,0.0007723687548401698,4.292993800966249e-06,0.005558217851335299,observed numerical change; not a physical certificate
axial50,dt_128_256,last_cycle_registry_phase_deg,axial50_p40_a61_s49_w3_dt128_upper2,axial50_p40_a61_s49_w3_dt256_upper2,-42.298449836445016,-41.89897043977472,0.3994793966702943,0.00953434875552618,observed numerical change; not a physical certificate
axial50,dt_128_256,last_cycle_external_work_ev,axial50_p40_a61_s49_w3_dt128_upper2,axial50_p40_a61_s49_w3_dt256_upper2,4.313817805690398e-06,4.284714659680386e-06,2.91031460100124e-08,0.0067923183505954445,observed numerical change; not a physical certificate
axial50,dt_128_256,cumulative_gross_grid_traffic,axial50_p40_a61_s49_w3_dt128_upper2,axial50_p40_a61_s49_w3_dt256_upper2,0.26608394167682053,0.26608424980944034,3.081326198084433e-07,1.1580265274217336e-06,observed numerical change; not a physical certificate
axial50,dt_256_512,end_outside_mass,axial50_p40_a61_s49_w3_dt256_upper2,axial50_p40_a61_s49_w3_dt512_upper2,0.022035581448072238,0.022035595502027053,1.4053954815879122e-08,6.377842075829673e-07,observed numerical change; not a physical certificate
axial50,dt_256_512,excess_outside_mass,axial50_p40_a61_s49_w3_dt256_upper2,axial50_p40_a61_s49_w3_dt512_upper2,6.5445095923412355e-06,6.514866330183805e-06,2.9643262157430517e-08,0.004550095221461618,observed numerical change; not a physical certificate
axial50,dt_256_512,hold_excess_mean_n,axial50_p40_a61_s49_w3_dt256_upper2,axial50_p40_a61_s49_w3_dt512_upper2,2.5362421856486087e-06,2.5318877488612985e-06,4.3544367873101436e-09,0.0017198380099072424,observed numerical change; not a physical certificate
axial50,dt_256_512,last_cycle_net_transfer,axial50_p40_a61_s49_w3_dt256_upper2,axial50_p40_a61_s49_w3_dt512_upper2,1.4958688455794789e-07,1.492983511906104e-07,2.885333673374735e-10,0.00193259580589139,observed numerical change; not a physical certificate
axial50,dt_256_512,last_cycle_registry_amplitude,axial50_p40_a61_s49_w3_dt256_upper2,axial50_p40_a61_s49_w3_dt512_upper2,0.0007723687548401698,0.0007745507208005307,2.1819659603609324e-06,0.002817073048625891,observed numerical change; not a physical certificate
axial50,dt_256_512,last_cycle_registry_phase_deg,axial50_p40_a61_s49_w3_dt256_upper2,axial50_p40_a61_s49_w3_dt512_upper2,-41.89897043977472,-41.69850838431423,0.20046205546049123,0.004807415498245957,observed numerical change; not a physical certificate
axial50,dt_256_512,last_cycle_external_work_ev,axial50_p40_a61_s49_w3_dt256_upper2,axial50_p40_a61_s49_w3_dt512_upper2,4.284714659680386e-06,4.269993115449403e-06,1.4721544230982766e-08,0.0034476739968779483,observed numerical change; not a physical certificate
axial50,dt_256_512,cumulative_gross_grid_traffic,axial50_p40_a61_s49_w3_dt256_upper2,axial50_p40_a61_s49_w3_dt512_upper2,0.26608424980944034,0.2660844058142393,1.5600479896793473e-07,5.862981653905937e-07,observed numerical change; not a physical certificate
