cycle,segment,period_model,same_phase_L1,normal_mean,normal_amplitude,registry_shear_amplitude,registry_index_increment,cycle_net_transfer,cycle_gross_grid_traffic,external_work_ev_cell,raw_mass,mass_residual,mean_well_index,outside_central_mass,normal_strain,registry_shear,intrawell_shear,registry_index_shear,cumulative_net_transfer,cumulative_gross_grid_traffic,outer_well_mass,upper_normal_edge_mass,P_-1,P_+0,P_+1
1,cyclic,0.4,0.00013225130740341235,0.018403050418544932,3.400058012914542e-16,1.758693884927649e-16,4.0657581468206374e-20,1.2197274440461925e-19,8.661248519488052e-05,0.0,1.000000000000001,1.1102230246251565e-15,4.0657581468206374e-20,6.612565369898364e-05,0.018403050418544977,4.213661623378463e-16,4.2349023731870247e-16,4.979516438637147e-20,1.2197274440461925e-19,8.661248519488052e-05,6.612565369898364e-05,2.3774627691201362e-11,3.30628268494918e-05,0.9999338743463021,3.306282684949184e-05
2,cyclic,0.4,8.556701059272505e-05,0.018403050418544953,3.400058012914542e-16,1.2567339896806522e-16,1.1519648082658504e-19,2.371692252312041e-19,8.66124851948806e-05,0.0,0.999999999999999,-9.992007221626409e-16,1.558540622947914e-19,0.0001089091589944071,0.018403050418544977,6.744677211189676e-16,6.759707829689739e-16,1.90881463481091e-19,3.5914196963582334e-19,0.00017322497038976112,0.0001089091589944071,2.377462769120133e-11,5.4454579497203476e-05,0.9998910908410048,5.445457949720363e-05
3,cyclic,0.4,6.47421425455671e-05,0.018403050418544908,3.400058012914542e-16,1.4923947921354796e-16,-1.6940658945086033e-19,3.3203691532368573e-19,8.661248519487998e-05,0.0,0.9999999999999916,-8.43769498715119e-15,-1.355252715606892e-20,0.0001412802302634166,0.018403050418545112,9.745494613997496e-16,9.72803777798267e-16,-1.6598388128790647e-20,6.911788849595091e-19,0.0002598374555846411,0.0001412802302634166,2.377462769120129e-11,7.06401151317083e-05,0.9998587197697283,7.064011513170829e-05
4,cyclic,0.4,5.407212854632918e-05,0.01840305041854496,2.723515857283587e-16,1.2035724647019765e-16,-5.421010862427635e-20,3.2526065174565133e-19,8.661248519487713e-05,0.0,0.9999999999999816,-1.84297022087776e-14,-6.776263578034528e-20,0.00016831629453154613,0.018403050418544977,1.2178914273109697e-15,1.2186320007063096e-15,-8.299194064395406e-20,1.0164395367051604e-18,0.00034644994077951823,0.00016831629453154613,2.3774627691201226e-11,8.41581472657731e-05,0.9998316837054502,8.415814726577304e-05
5,cyclic,0.4,4.783726069083929e-05,0.01840305041854502,4.0766001685454967e-16,1.3231197617014747e-16,5.421010862427609e-20,5.55653613398821e-19,8.661248519487713e-05,0.0,0.9999999999999712,-2.8754776337791554e-14,-1.3552527156069197e-20,0.00019223492487178756,0.018403050418544977,1.4849493776604633e-15,1.4867962076896058e-15,-1.6598388128790987e-20,1.5720931501039814e-18,0.00043306242597439536,0.00019223492487178756,2.377462769120118e-11,9.611746243589379e-05,0.9998077650750994,9.611746243589378e-05
6,cyclic,0.4,4.3782032570549754e-05,0.01840305041854504,3.400058012914542e-16,1.143299567809332e-16,2.710505431213849e-20,4.607859233063394e-19,8.661248519487957e-05,0.0,0.9999999999999638,-3.6193270602780103e-14,1.3552527156069296e-20,0.00021412594115329843,0.018403050418544842,1.7219546495537083e-15,1.723020577291354e-15,1.6598388128791108e-20,2.032879073410321e-18,0.0005196749111692749,0.00021412594115329843,2.3774627691201117e-11,0.0001070629705766492,0.9997858740588106,0.00010706297057664921
7,cyclic,0.4,4.09280788103812e-05,0.018403050418545064,3.400058012914542e-16,7.30071024601431e-17,-8.131516293641625e-20,5.149960319306146e-19,8.661248519488407e-05,0.0,0.9999999999999569,-4.3076653355456074e-14,-6.776263578034695e-20,0.00023458998055504433,0.018403050418544977,1.864019734848415e-15,1.865323616040876e-15,-8.299194064395612e-20,2.5478751053409354e-18,0.000606287396364159,0.00023458998055504433,2.377462769120105e-11,0.00011729499027752221,0.9997654100194018,0.00011729499027752214
8,cyclic,0.4,3.880483290592025e-05,0.01840305041854511,4.0939474033052647e-16,7.973398827405802e-17,-1.7618285302890376e-19,4.87890977618477e-19,8.661248519488407e-05,0.0,0.9999999999999499,-5.007105841059456e-14,-2.4394548880925073e-19,0.00025399239700456277,0.018403050418544977,2.007512022172386e-15,2.0068001069315494e-15,-2.987709863182441e-19,3.0357660829594124e-18,0.0006928998815590431,0.00025399239700456277,2.3774627691200952e-11,0.00012699619850228152,0.9997460076029452,0.00012699619850228128
9,cyclic,0.4,3.71620766107659e-05,0.018403050418545064,3.400058012914542e-16,5.272931851286476e-17,-8.13151629364188e-20,4.336808689942018e-19,8.661248519488407e-05,0.0,0.999999999999944,-5.595524044110789e-14,-3.2526065174566953e-19,0.0002725734353070287,0.018403050418544977,2.0920258275279136e-15,2.0931694305350056e-15,-3.983613150909945e-19,3.469446951953614e-18,0.0007795123667539271,0.0002725734353070287,2.37746276912009e-11,0.00013628671765351453,0.9997274265646372,0.0001362867176535142
10,cyclic,0.4,3.585446634016968e-05,0.01840305041854509,3.400058012914542e-16,2.7504436853756018e-17,2.7105054312139094e-19,2.168404344971009e-19,8.661248519488407e-05,0.0,0.9999999999999378,-6.217248937900877e-14,-5.421010862427859e-20,0.00029050066847392727,0.018403050418545112,2.088299230043198e-15,2.087749927136061e-15,-6.639355251516615e-20,3.686287386450715e-18,0.0008661248519488112,0.00029050066847392727,2.377462769120085e-11,0.00014525033423696366,0.9997094993314639,0.0001452503342369636
