layer,additional_slip_x_over_L0,additional_slip_y_over_L0,opening_change_over_L0,x_phase_dispersion,transverse_row_dispersion,minimum_scalar_x_partition_margin,distance_to_perfect_extra_registry,distance_to_extra_tau,distance_to_extra_2tau,closest_extra_registry_class,scalar_x_partition_is_not_vector_plastic_strain
0,0.0012092282099666356,-0.0335445175499928,-0.007089482988612746,4.88245012732767e-11,1.2433997408078934e-11,0.4987907717827181,0.03356630588142749,0.5438070960820666,0.56025339425707,0,True
1,0.0012683930644062837,-0.03637439132113443,-0.0041075912715836955,9.603465374362027e-11,1.3114216310117222e-11,0.4987316069224565,0.03639649935019649,0.5409773648282806,0.5589175975159577,0,True
2,0.001329065778670136,-0.04147949141413298,0.006959594393993195,8.547638721196654e-11,8.784788001203747e-12,0.4986709342077259,0.04150077859292719,0.5358724259462839,0.5565773860342189,0,True
3,-0.49712874699970655,0.2557407243023585,0.015539716909099817,3.4712925226740537e-11,8.789746708259827e-12,0.002871252994768758,0.559053046821313,0.03305933264758105,0.5444234303485996,1,True
4,0.0013290657786689639,-0.04147949141411124,0.00695959439480735,8.567994554680422e-11,9.322074362438926e-12,0.49867093420769465,0.04150077859290542,0.5358724259463057,0.5565773860342296,0,True
5,0.001268393064408178,-0.03637439132116761,-0.004107591272802805,9.605553918588355e-11,1.28925897735499e-11,0.49873160692257157,0.03639649935022972,0.5409773648282474,0.5589175975159412,0,True
6,0.0012092282099652046,-0.03354451754996725,-0.007089482987714604,4.765343903955915e-11,1.1986554977749808e-11,0.4987907717827625,0.03356630588140191,0.5438070960820921,0.5602533942570829,0,True
7,0.0011988175944249758,-0.03294392373185215,-0.00706475717718651,8.308123362838668e-12,1.0488161554522701e-11,0.4988011824047116,0.03296572878725411,0.5444076653926847,0.5605364143199224,0,True
