step,applied_shear_mpa,internal_shear_mpa,energy_ev_per_line_repeat,line_energy_j_per_m,affine_shear,registry_shear,intrabond_shear,decomposition_residual,affine_change_from_initial,registry_change_from_initial,maximum_force_residual,scaled_stress_residual,force_converged,iterations,evaluations,optimizer_success,optimizer_message,newton_polish_steps,maximum_transverse_displacement,minimum_transverse_radius,minimum_site_density,reciprocal_modes,last_mode_envelope,positive_cores,negative_cores,core_separation_over_L0,core_positions,winding_integer_residual,minimum_half_period_margin,elapsed_seconds
0,0.0,2.7787337200124615e-10,0.585337628233541,3.274739903639713e-10,0.07654655446198418,0.07654655446197431,9.860903206656894e-15,6.2039246991845245e-18,0.0,0.0,1.3584877667227602e-09,2.8221314097426355e-13,True,1,3,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,1,0.12812432491860004,0.8486651247814587,57.47840173110032,10,1.4313367637093742e-14,0,0,,[],7.067899292141149e-17,0.3926990812407345,16.440017799999623
1,50.0,49.999999654545405,0.5856342967023085,3.2763996501278327e-10,0.07833520933416141,0.15309310892394862,-0.07475789958978722,1.3877787807814457e-17,0.0017886548721772338,0.07654655446197431,1.8468321316689185e-09,3.508498339598806e-10,True,1,3,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,2,0.12810620678897067,0.8486645285012991,57.478301728020284,10,1.4310075165610972e-14,0,0,,[],7.067899292141149e-17,0.38383462301008464,22.34191060000012
2,0.0,-9.53780110673521e-07,0.5853376282335483,3.2747399036397544e-10,0.07654655442248687,0.0,0.07654655442248687,0.0,-3.949730820185238e-11,-0.07654655446197431,1.9934729422743658e-09,9.686760515892396e-10,True,1,3,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,2,0.1281243249402811,0.8486651248145213,57.47840173364086,10,1.4313367670350963e-14,0,0,,[],7.067899292141149e-17,0.39269908214945115,21.923282099996868
