       Step     Time          Energy          fmax
LBFGS:    0 03:48:56    -1162.544617        1.588618
LBFGS:    1 03:49:00    -1163.088485        1.387273
LBFGS:    2 03:49:05    -1164.481511        0.726470
LBFGS:    3 03:49:10    -1165.133099        0.281276
LBFGS:    4 03:49:14    -1165.240174        0.260873
LBFGS:    5 03:49:19    -1165.306550        0.208043
LBFGS:    6 03:49:24    -1165.398674        0.136075
LBFGS:    7 03:49:29    -1165.423855        0.103631
LBFGS:    8 03:49:34    -1165.435109        0.087484
LBFGS:    9 03:49:39    -1165.446235        0.073640
LBFGS:   10 03:49:44    -1165.455585        0.076221
LBFGS:   11 03:49:50    -1165.460876        0.054640
LBFGS:   12 03:49:55    -1165.464106        0.047778
LBFGS:   13 03:49:59    -1165.467207        0.049359
LBFGS:   14 03:50:04    -1165.470067        0.041298
LBFGS:   15 03:50:09    -1165.471774        0.028372
LBFGS:   16 03:50:15    -1165.472718        0.025217
LBFGS:   17 03:50:20    -1165.473585        0.025009
LBFGS:   18 03:50:25    -1165.474541        0.030237
LBFGS:   19 03:50:30    -1165.475325        0.024572
LBFGS:   20 03:50:36    -1165.475860        0.018607
LBFGS:   21 03:50:40    -1165.476309        0.018031
LBFGS:   22 03:50:45    -1165.476784        0.018710
LBFGS:   23 03:50:49    -1165.477178        0.013377
LBFGS:   24 03:50:54    -1165.477415        0.010760
LBFGS:   25 03:50:58    -1165.477566        0.009232
LBFGS:   26 03:51:02    -1165.477699        0.009091
LBFGS:   27 03:51:06    -1165.477805        0.008339
LBFGS:   28 03:51:11    -1165.477867        0.006896
LBFGS:   29 03:51:15    -1165.477908        0.006794
LBFGS:   30 03:51:19    -1165.477949        0.007409
LBFGS:   31 03:51:22    -1165.477988        0.005406
LBFGS:   32 03:51:26    -1165.478012        0.004363
LBFGS:   33 03:51:30    -1165.478025        0.003448
LBFGS:   34 03:51:34    -1165.478034        0.003681
LBFGS:   35 03:51:38    -1165.478042        0.003041
LBFGS:   36 03:51:43    -1165.478047        0.001551
LBFGS:   37 03:51:47    -1165.478050        0.001519
LBFGS:   38 03:51:51    -1165.478052        0.001491
LBFGS:   39 03:51:56    -1165.478054        0.001483
LBFGS:   40 03:52:00    -1165.478056        0.001030
LBFGS:   41 03:52:04    -1165.478057        0.000807
LBFGS:   42 03:52:08    -1165.478057        0.000649
LBFGS:   43 03:52:12    -1165.478058        0.000702
LBFGS:   44 03:52:16    -1165.478058        0.000514
LBFGS:   45 03:52:21    -1165.478059        0.000453
LBFGS:   46 03:52:25    -1165.478059        0.000411
LBFGS:   47 03:52:28    -1165.478059        0.000441
LBFGS:   48 03:52:32    -1165.478060        0.000388
LBFGS:   49 03:52:36    -1165.478060        0.000328
LBFGS:   50 03:52:40    -1165.478060        0.000286
LBFGS:   51 03:52:44    -1165.478060        0.000363
LBFGS:   52 03:52:48    -1165.478060        0.000352
LBFGS:   53 03:52:51    -1165.478060        0.000245
LBFGS:   54 03:52:55    -1165.478060        0.000226
LBFGS:   55 03:52:59    -1165.478061        0.000223
LBFGS:   56 03:53:03    -1165.478061        0.000180
