       Step     Time          Energy          fmax
LBFGS:    0 22:25:13    -1160.183045       30.364644
LBFGS:    1 22:25:18    -1168.224621       12.674429
LBFGS:    2 22:25:23    -1170.389170        4.506047
LBFGS:    3 22:25:27    -1170.910600        2.001817
LBFGS:    4 22:25:32    -1171.140757        0.558768
LBFGS:    5 22:25:37    -1171.209480        0.791566
LBFGS:    6 22:25:43    -1171.250157        1.133308
LBFGS:    7 22:25:48    -1171.318886        1.592001
LBFGS:    8 22:25:53    -1171.427086        2.016531
LBFGS:    9 22:25:59    -1171.520618        2.053661
LBFGS:   10 22:26:04    -1171.612073        1.680292
LBFGS:   11 22:26:09    -1171.753346        0.980359
LBFGS:   12 22:26:15    -1171.952108        1.200494
LBFGS:   13 22:26:20    -1171.998050        0.801624
LBFGS:   14 22:26:25    -1172.040164        0.559990
LBFGS:   15 22:26:31    -1172.060631        0.371679
LBFGS:   16 22:26:36    -1172.079083        0.385029
LBFGS:   17 22:26:41    -1172.089100        0.235366
LBFGS:   18 22:26:47    -1172.097504        0.230296
LBFGS:   19 22:26:52    -1172.104375        0.242355
LBFGS:   20 22:26:57    -1172.112050        0.282166
LBFGS:   21 22:27:03    -1172.118441        0.162450
LBFGS:   22 22:27:08    -1172.122586        0.135790
LBFGS:   23 22:27:14    -1172.126085        0.167723
LBFGS:   24 22:27:20    -1172.129769        0.240473
LBFGS:   25 22:27:26    -1172.133128        0.200993
LBFGS:   26 22:27:32    -1172.135750        0.097734
LBFGS:   27 22:27:38    -1172.137854        0.101892
LBFGS:   28 22:27:44    -1172.140033        0.153519
LBFGS:   29 22:27:49    -1172.142314        0.144082
LBFGS:   30 22:27:55    -1172.144291        0.108508
LBFGS:   31 22:28:00    -1172.146100        0.103706
LBFGS:   32 22:28:06    -1172.148110        0.151855
LBFGS:   33 22:28:11    -1172.150414        0.177775
LBFGS:   34 22:28:17    -1172.152943        0.140733
LBFGS:   35 22:28:22    -1172.155596        0.152724
LBFGS:   36 22:28:28    -1172.158518        0.134433
LBFGS:   37 22:28:33    -1172.161950        0.179276
LBFGS:   38 22:28:39    -1172.165575        0.199076
LBFGS:   39 22:28:45    -1172.168822        0.137555
LBFGS:   40 22:28:51    -1172.171634        0.094298
LBFGS:   41 22:28:56    -1172.174221        0.159729
LBFGS:   42 22:29:01    -1172.176728        0.168950
LBFGS:   43 22:29:07    -1172.179089        0.113646
LBFGS:   44 22:29:12    -1172.181083        0.090049
LBFGS:   45 22:29:18    -1172.182765        0.093916
LBFGS:   46 22:29:23    -1172.184367        0.156289
LBFGS:   47 22:29:28    -1172.186159        0.147289
LBFGS:   48 22:29:34    -1172.187904        0.068156
LBFGS:   49 22:29:40    -1172.188836        0.052055
LBFGS:   50 22:29:46    -1172.189444        0.071643
LBFGS:   51 22:29:51    -1172.190028        0.061797
LBFGS:   52 22:29:56    -1172.190439        0.031868
LBFGS:   53 22:30:00    -1172.190706        0.024496
LBFGS:   54 22:30:05    -1172.190901        0.034418
LBFGS:   55 22:30:10    -1172.191089        0.036152
LBFGS:   56 22:30:15    -1172.191242        0.020858
LBFGS:   57 22:30:19    -1172.191340        0.012344
LBFGS:   58 22:30:24    -1172.191404        0.015191
LBFGS:   59 22:30:29    -1172.191457        0.015730
LBFGS:   60 22:30:34    -1172.191500        0.010487
LBFGS:   61 22:30:39    -1172.191528        0.008400
LBFGS:   62 22:30:44    -1172.191547        0.005427
LBFGS:   63 22:30:49    -1172.191565        0.007690
LBFGS:   64 22:30:54    -1172.191581        0.005408
LBFGS:   65 22:30:59    -1172.191592        0.004654
LBFGS:   66 22:31:04    -1172.191600        0.003248
LBFGS:   67 22:31:09    -1172.191606        0.003239
LBFGS:   68 22:31:14    -1172.191612        0.005132
LBFGS:   69 22:31:19    -1172.191617        0.004850
LBFGS:   70 22:31:24    -1172.191620        0.002611
LBFGS:   71 22:31:29    -1172.191623        0.003017
LBFGS:   72 22:31:34    -1172.191626        0.002636
LBFGS:   73 22:31:39    -1172.191628        0.002671
LBFGS:   74 22:31:45    -1172.191629        0.002065
LBFGS:   75 22:31:50    -1172.191630        0.001675
LBFGS:   76 22:31:55    -1172.191631        0.002132
LBFGS:   77 22:32:01    -1172.191633        0.002469
LBFGS:   78 22:32:07    -1172.191633        0.001555
LBFGS:   79 22:32:12    -1172.191634        0.001180
LBFGS:   80 22:32:17    -1172.191634        0.001137
LBFGS:   81 22:32:23    -1172.191635        0.001489
LBFGS:   82 22:32:29    -1172.191635        0.001009
LBFGS:   83 22:32:34    -1172.191635        0.000688
LBFGS:   84 22:32:40    -1172.191635        0.000647
LBFGS:   85 22:32:45    -1172.191635        0.000978
LBFGS:   86 22:32:51    -1172.191636        0.000744
LBFGS:   87 22:32:56    -1172.191636        0.000460
LBFGS:   88 22:33:02    -1172.191636        0.000387
LBFGS:   89 22:33:07    -1172.191636        0.000510
LBFGS:   90 22:33:13    -1172.191636        0.000379
LBFGS:   91 22:33:19    -1172.191636        0.000259
LBFGS:   92 22:33:25    -1172.191636        0.000241
LBFGS:   93 22:33:31    -1172.191636        0.000373
LBFGS:   94 22:33:36    -1172.191636        0.000309
LBFGS:   95 22:33:42    -1172.191636        0.000151
LBFGS:   96 22:33:47    -1172.191636        0.000127
LBFGS:   97 22:33:53    -1172.191636        0.000164
LBFGS:   98 22:33:58    -1172.191636        0.000138
LBFGS:   99 22:34:04    -1172.191636        0.000092
