       Step     Time          Energy          fmax
LBFGS:    0 22:20:17    -1161.513079       30.147913
LBFGS:    1 22:20:22    -1165.502019       12.255763
LBFGS:    2 22:20:27    -1166.527046        4.336935
LBFGS:    3 22:20:32    -1166.774447        1.836057
LBFGS:    4 22:20:37    -1166.874175        0.420834
LBFGS:    5 22:20:41    -1166.897788        0.263540
LBFGS:    6 22:20:46    -1166.906690        0.412989
LBFGS:    7 22:20:50    -1166.916666        0.526204
LBFGS:    8 22:20:55    -1166.928700        0.509905
LBFGS:    9 22:21:00    -1166.939095        0.324256
LBFGS:   10 22:21:04    -1166.945515        0.294738
LBFGS:   11 22:21:09    -1166.950591        0.398551
LBFGS:   12 22:21:14    -1166.956402        0.343265
LBFGS:   13 22:21:19    -1166.960096        0.150597
LBFGS:   14 22:21:23    -1166.961855        0.090006
LBFGS:   15 22:21:28    -1166.962986        0.102716
LBFGS:   16 22:21:33    -1166.964177        0.125707
LBFGS:   17 22:21:38    -1166.965235        0.091598
LBFGS:   18 22:21:43    -1166.965927        0.038516
LBFGS:   19 22:21:48    -1166.966400        0.062270
LBFGS:   20 22:21:53    -1166.966893        0.083109
LBFGS:   21 22:21:58    -1166.967363        0.063361
LBFGS:   22 22:22:03    -1166.967650        0.019565
LBFGS:   23 22:22:08    -1166.967798        0.012815
LBFGS:   24 22:22:13    -1166.967912        0.028976
LBFGS:   25 22:22:17    -1166.968020        0.028084
LBFGS:   26 22:22:22    -1166.968097        0.013390
LBFGS:   27 22:22:27    -1166.968143        0.006110
LBFGS:   28 22:22:31    -1166.968179        0.014625
LBFGS:   29 22:22:36    -1166.968216        0.016829
LBFGS:   30 22:22:41    -1166.968245        0.010599
LBFGS:   31 22:22:46    -1166.968262        0.003931
LBFGS:   32 22:22:50    -1166.968274        0.006279
LBFGS:   33 22:22:55    -1166.968284        0.008062
LBFGS:   34 22:23:00    -1166.968291        0.005049
LBFGS:   35 22:23:04    -1166.968296        0.002871
LBFGS:   36 22:23:09    -1166.968299        0.003017
LBFGS:   37 22:23:14    -1166.968303        0.004551
LBFGS:   38 22:23:18    -1166.968305        0.003401
LBFGS:   39 22:23:23    -1166.968307        0.001363
LBFGS:   40 22:23:28    -1166.968308        0.001687
LBFGS:   41 22:23:33    -1166.968309        0.002609
LBFGS:   42 22:23:37    -1166.968310        0.001972
LBFGS:   43 22:23:42    -1166.968310        0.000693
LBFGS:   44 22:23:47    -1166.968310        0.000805
LBFGS:   45 22:23:52    -1166.968311        0.001290
LBFGS:   46 22:23:56    -1166.968311        0.001138
LBFGS:   47 22:24:01    -1166.968311        0.000501
LBFGS:   48 22:24:06    -1166.968311        0.000486
LBFGS:   49 22:24:11    -1166.968311        0.000804
LBFGS:   50 22:24:15    -1166.968311        0.000690
LBFGS:   51 22:24:20    -1166.968311        0.000291
LBFGS:   52 22:24:25    -1166.968311        0.000254
LBFGS:   53 22:24:30    -1166.968311        0.000394
LBFGS:   54 22:24:34    -1166.968311        0.000320
LBFGS:   55 22:24:39    -1166.968311        0.000127
LBFGS:   56 22:24:44    -1166.968311        0.000190
LBFGS:   57 22:24:48    -1166.968311        0.000279
LBFGS:   58 22:24:53    -1166.968312        0.000238
LBFGS:   59 22:24:58    -1166.968312        0.000109
LBFGS:   60 22:25:03    -1166.968312        0.000085
