study,cutoff_ps,half,axis,temperature_K,variance_m2,correlation_integral_m2_s,integral_time_s,friction_J_s_per_m2,mobility_m2_per_J_s,cell_extensivity_hypothesis_mobility_m2_per_J_s,production_certified
nve_N6_serial_5000ps_dt2p5,25.6,0,direct110,299.0791718658181,3.0801972187415804e-24,3.782953333616435e-39,1.2281529606607354e-15,1.6464304411441272e-12,607374581403.5643,87461939722113.27,False
nve_N6_serial_5000ps_dt2p5,25.6,0,transverse,299.0791718658181,3.083686569783614e-24,3.740322193398201e-39,1.212938510044704e-15,1.6241943957985173e-12,615689847586.4775,88659338052452.77,False
nve_N6_serial_5000ps_dt2p5,25.6,0,transverse_symmetry_pooled,299.0791718658181,3.0819418942625976e-24,3.761361373236589e-39,1.2204517483729371e-15,1.6351801993865876e-12,611553393549.6127,88063688671144.22,False
nve_N6_serial_5000ps_dt2p5,25.6,1,normal,299.05725149816976,5.990737684804483e-25,4.012580095344684e-40,6.697973282192944e-16,4.61637124794344e-12,216620359648.3911,31193331789368.32,False
nve_N6_serial_5000ps_dt2p5,25.6,1,direct110,299.05725149816976,3.0641645690260864e-24,3.9091843776005885e-39,1.2757749427417611e-15,1.719093909779477e-12,581701787384.1917,83765057383323.6,False
nve_N6_serial_5000ps_dt2p5,25.6,1,transverse,299.05725149816976,3.035169871789483e-24,4.070636934277843e-39,1.341156214059896e-15,1.8244584777563088e-12,548107842514.33594,78927529322064.38,False
nve_N6_serial_5000ps_dt2p5,25.6,1,transverse_symmetry_pooled,299.05725149816976,3.049667220407785e-24,3.991547333940057e-39,1.3088468496593305e-15,1.772041956949533e-12,564320723941.2332,81262184247537.58,False
nve_N6_serial_5000ps_dt5,6.4,0,normal,297.99279137280143,6.132094737535152e-25,3.9448269337965575e-40,6.433082172801222e-16,4.316177376892187e-12,231686493088.48337,33362855004741.605,False
nve_N6_serial_5000ps_dt5,6.4,0,direct110,297.99279137280143,3.1804916912936953e-24,3.822279021482934e-39,1.2017887146022334e-15,1.5546151552115274e-12,643246012781.8167,92627425840581.6,False
nve_N6_serial_5000ps_dt5,6.4,0,transverse,297.99279137280143,3.070330056915711e-24,3.8154510195052545e-39,1.2426843201795875e-15,1.6651938393136142e-12,600530686813.1315,86476418901090.94,False
nve_N6_serial_5000ps_dt5,6.4,0,transverse_symmetry_pooled,297.99279137280143,3.125410874104703e-24,3.818082156404005e-39,1.2216256710560409e-15,1.6081259959942675e-12,621841822401.3119,89545222425788.9,False
nve_N6_serial_5000ps_dt5,6.4,1,normal,298.25828968969716,6.116523087992419e-25,4.04565362617089e-40,6.614302877582638e-16,4.453026343500695e-12,224566378651.5715,32337558525826.297,False
nve_N6_serial_5000ps_dt5,6.4,1,direct110,298.25828968969716,3.150209308686147e-24,3.817790310606483e-39,1.2119163955485749e-15,1.5841965247867044e-12,631234814843.8462,90897813337513.84,False
nve_N6_serial_5000ps_dt5,6.4,1,transverse,298.25828968969716,3.1334414780771265e-24,3.908944664700385e-39,1.2474924749828599e-15,1.639427261035353e-12,609969117732.2906,87835552953449.86,False
nve_N6_serial_5000ps_dt5,6.4,1,transverse_symmetry_pooled,298.25828968969716,3.141825393381637e-24,3.8672439260603914e-39,1.2308907854035663e-15,1.6132931166755737e-12,619850162170.5585,89258423352560.42,False
nve_N6_serial_5000ps_dt5,12.8,0,normal,297.99279137280143,6.132094737535152e-25,3.974600261075916e-40,6.481635446280696e-16,4.348753447729925e-12,229950953076.45135,33112937243008.996,False
nve_N6_serial_5000ps_dt5,12.8,0,direct110,297.99279137280143,3.1804916912936953e-24,3.697433440172893e-39,1.1625351672177854e-15,1.5038373779548369e-12,664965517322.0677,95755034494377.75,False
nve_N6_serial_5000ps_dt5,12.8,0,transverse,297.99279137280143,3.070330056915711e-24,3.729185563624207e-39,1.2145878438132306e-15,1.6275446321964626e-12,614422474332.052,88476836303815.48,False
nve_N6_serial_5000ps_dt5,12.8,0,transverse_symmetry_pooled,297.99279137280143,3.125410874104703e-24,3.7123951312159626e-39,1.1878102690352371e-15,1.5636120107833613e-12,639544844311.4768,92094457580852.66,False
nve_N6_serial_5000ps_dt5,12.8,1,normal,298.25828968969716,6.116523087992419e-25,4.035550353026934e-40,6.597784877080375e-16,4.441905732192158e-12,225128595762.99078,32418517789870.67,False
nve_N6_serial_5000ps_dt5,12.8,1,direct110,298.25828968969716,3.150209308686147e-24,3.753384740840612e-39,1.1914715414278396e-15,1.5574713587877913e-12,642066381739.6414,92457558970508.36,False
nve_N6_serial_5000ps_dt5,12.8,1,transverse,298.25828968969716,3.1334414780771265e-24,3.975935777004134e-39,1.2688718793127147e-15,1.667523605491092e-12,599691660560.0292,86355599120644.2,False
nve_N6_serial_5000ps_dt5,12.8,1,transverse_symmetry_pooled,298.25828968969716,3.141825393381637e-24,3.8736593557554996e-39,1.2329327288255725e-15,1.6159694331338886e-12,618823586322.8402,89110596430488.98,False
nve_N6_serial_5000ps_dt5,25.6,0,normal,297.99279137280143,6.132094737535152e-25,3.975747893555671e-40,6.483506964136951e-16,4.3500091138033005e-12,229884575833.8377,33103378920072.63,False
nve_N6_serial_5000ps_dt5,25.6,0,direct110,297.99279137280143,3.1804916912936953e-24,3.7077105386833026e-39,1.1657664595800772e-15,1.508017327405436e-12,663122353985.49,95489618973910.56,False
nve_N6_serial_5000ps_dt5,25.6,0,transverse,297.99279137280143,3.070330056915711e-24,3.7282464841713855e-39,1.2142819876233703e-15,1.6271347856772777e-12,614577236503.3427,88499122056481.34,False
nve_N6_serial_5000ps_dt5,25.6,0,transverse_symmetry_pooled,297.99279137280143,3.125410874104703e-24,3.718195786776878e-39,1.189666234792884e-15,1.5660551706262346e-12,638547107890.2793,91950783536200.22,False
nve_N6_serial_5000ps_dt5,25.6,1,normal,298.25828968969716,6.116523087992419e-25,4.024836219000173e-40,6.580268170492944e-16,4.430112750024745e-12,225727889204.26785,32504816045414.57,False
nve_N6_serial_5000ps_dt5,25.6,1,direct110,298.25828968969716,3.150209308686147e-24,3.792175092915748e-39,1.2037851207091204e-15,1.5735674604469002e-12,635498652034.9089,91511805893026.89,False
nve_N6_serial_5000ps_dt5,25.6,1,transverse,298.25828968969716,3.1334414780771265e-24,3.965957689024246e-39,1.2656874930557195e-15,1.6633387548855156e-12,601200445226.7019,86572864112645.08,False
nve_N6_serial_5000ps_dt5,25.6,1,transverse_symmetry_pooled,298.25828968969716,3.141825393381637e-24,3.903652733882629e-39,1.2424792103678987e-15,1.6284817316605657e-12,614068908823.6183,88425922870601.03,False
