case,species,count,arrangement,chemical_concentration_cm3,opening_A,energy_eV,delta_energy_eV,area_A2,separation_work_J_m2,conjugate_force_eV_A,rigid_traction_GPa,affine_stress_zz_GPa,nonaffine_correction_GPa,total_force_norm_eV_A
P_08_bulk_spread,P,8,bulk_spread,1.8093721815259373e+21,0.0,-1166.2740579008141,0.0,155.52997112368598,0.0,0.6431314434377835,0.6625155034892088,0.6617506358610178,0.0007648676281910257,3.0584696159009833e-16
P_08_bulk_spread,P,8,bulk_spread,1.8093721815259373e+21,0.03,-1166.222604345423,0.05145355539116281,155.52997112368598,0.005300437181871963,2.7440083755825007,2.826713122297394,0.8658411664875862,1.9608719558098073,1.3759207909381711e-15
P_08_bulk_spread,P,8,bulk_spread,1.8093721815259373e+21,0.1,-1165.8827739293151,0.39128397149897864,155.52997112368598,0.04030773180661336,6.791319296928066,6.996010487855341,1.2759902997371377,5.7200201881182045,6.626081619208795e-16
P_08_bulk_spread,P,8,bulk_spread,1.8093721815259373e+21,0.2,-1164.973913438013,1.3001444628011996,155.52997112368598,0.1339330975293501,11.170413028957222,11.507090638428634,1.7466587867187737,9.76043185170986,8.157269981540572e-16
P_08_bulk_spread,P,8,bulk_spread,1.8093721815259373e+21,0.35,-1162.9284135678072,3.3456443330069305,155.52997112368598,0.344648246076983,15.727814228587814,16.201852465398265,2.263379295325118,13.938473170073149,2.8347266696280994e-15
P_08_bulk_spread,P,8,bulk_spread,1.8093721815259373e+21,0.5,-1160.385328099354,5.888729801460158,155.52997112368598,0.6066216835040665,17.682479404314076,18.215431487638043,2.4993620362537516,15.71606945138429,8.520983742344361e-16
P_08_bulk_spread,P,8,bulk_spread,1.8093721815259373e+21,0.7,-1156.9612105883725,9.31284731244159,155.52997112368598,0.9593537664928743,15.833161257684552,16.310374666785346,2.2949605735012497,14.015414093284097,1.214044725043377e-15
P_08_bulk_spread,P,8,bulk_spread,1.8093721815259373e+21,0.9,-1154.2089717692456,12.065086131568478,155.52997112368598,1.2428729297341583,11.63848303526653,11.989268331748347,1.782848280528332,10.206420051220014,9.18548980295015e-16
P_08_bulk_spread,P,8,bulk_spread,1.8093721815259373e+21,1.1,-1152.240319304828,14.033738595986051,155.52997112368598,1.4456717186857757,8.313112054147028,8.56367026416153,1.3511890480936362,7.212481216067895,1.5439678480408694e-15
P_08_bulk_spread,P,8,bulk_spread,1.8093721815259373e+21,1.4,-1150.1985393576592,16.075518543154885,155.52997112368598,1.6560036630363695,5.54760226748825,5.7148076756387205,0.9607133090378595,4.754094366600861,7.946194573054287e-16
P_08_bulk_spread,P,8,bulk_spread,1.8093721815259373e+21,1.8,-1148.54501683852,17.729041062294073,155.52997112368598,1.8263396519661692,2.847756422443768,2.9335881479296364,0.5397861134086662,2.3938020345209705,1.0401451407317074e-15
P_08_bulk_spread,P,8,bulk_spread,1.8093721815259373e+21,2.3,-1147.6433818344558,18.63067606635832,155.52997112368598,1.9192206912585525,1.1761446728022502,1.2115938165183409,0.2700493643757859,0.941544452142555,1.2710156402894864e-15
P_08_bulk_spread,P,8,bulk_spread,1.8093721815259373e+21,3.0,-1146.9398580464126,19.334199854401504,155.52997112368598,1.991693499330353,0.6790044369784619,0.6994697134252479,0.181854266467909,0.5176154469573389,7.774776812213678e-16
P_08_bulk_spread,P,8,bulk_spread,1.8093721815259373e+21,4.0,-1146.773242933407,19.500814967407223,155.52997112368598,2.008857190611228,2.636779683484747e-16,2.7162525443572242e-16,0.04509191969513537,-0.045091919695135096,2.2074422796179734e-15
P_08_bulk_spread,P,8,bulk_spread,1.8093721815259373e+21,6.0,-1146.773242933407,19.500814967407223,155.52997112368598,2.008857190611228,-9.020562075079397e-17,-9.292442914906295e-17,0.04247243696783916,-0.042472436967839255,2.242194818845169e-15
P_08_bulk_spread,P,8,bulk_spread,1.8093721815259373e+21,8.0,-1146.773242933407,19.500814967407223,155.52997112368598,2.008857190611228,4.85722573273506e-17,5.003623108026466e-17,0.040140587360099435,-0.040140587360099386,2.2074422796179734e-15
P_08_bulk_spread,P,8,bulk_spread,1.8093721815259373e+21,10.0,-1146.773242933407,19.500814967407223,155.52997112368598,2.008857190611228,1.3877787807814457e-17,1.429606602293276e-17,0.03805146107232372,-0.038051461072323704,2.2074422796179734e-15
