radius_over_L0,energy_eV_per_row_period,linear_reference_work_eV,quadratic_remainder_energy_eV,site_count,inside_free_disk
1.0,0.3447831136195756,0.11227404875123732,0.2325090648683383,4,True
1.5,0.5923323688874755,0.18726793511661993,0.4050644337708557,10,True
2.0,0.716246363519049,0.20626016548914447,0.5099861980299046,18,True
2.5,0.7643332800537133,0.17169685473076282,0.5926364253229504,30,True
3.0,0.7729054898966043,0.12876511178977795,0.6441403781068265,40,True
3.5,0.773571487952419,0.06503022521831005,0.708541262734109,56,True
4.0,0.7765231996551578,0.023698014105494693,0.7528251855496632,72,True
4.5,0.7844333679689277,-0.0024675346962706106,0.7869009026651982,90,True
5.0,0.7984816784046344,-0.0248743079931555,0.82335598639779,112,True
5.5,0.8129584942874895,-0.04151307672062547,0.8544715710081147,136,True
6.0,0.8205101401317124,-0.05331736918549915,0.8738275093172114,158,True
