occupation,charge_rate,intervals,diffusion,length,mean_time_numerical,mean_time_discrete_exact,mean_time_continuum_exact,fast_absorbing_mean_time,discrete_formula_relative_error,linear_system_max_residual,continuum_relative_error,excess_over_fast_boundary,continuum_excess,charge_to_grid_rate_ratio,cells_across_charge_boundary_layer
0.02,100.0,64,0.4,1.0,8.9391388854187,8.939138885423478,8.997580267412815,1.25,5.345481213832046e-13,9.094947017729282e-12,-0.006495233191281006,7.6891388854187,7.747580267412815,0.06103515625,4.047715405015525
0.02,100.0,128,0.4,1.0,8.982845075127187,8.982845075129372,8.997580267412815,1.25,2.4323239398970046e-13,2.9103830456733704e-11,-0.0016376838936347,7.732845075127187,7.747580267412815,0.0152587890625,8.09543081003105
0.02,100.0,256,0.4,1.0,8.993888573522858,8.99388857355062,8.997580267412815,1.25,3.08683844768007e-12,1.1641532182693481e-10,-0.0004102985225180387,7.743888573522858,7.747580267412815,0.003814697265625,16.1908616200621
0.02,100.0,512,0.4,1.0,8.996656848912032,8.9966568489902,8.997580267412815,1.25,8.688625567238545e-12,4.656612873077393e-10,-0.00010262964856530523,7.746656848912032,7.747580267412815,0.00095367431640625,32.3817232401242
0.02,100.0,1024,0.4,1.0,8.997349381406119,8.9973493818493,8.997580267412815,1.25,4.9256894747154775e-11,2.0834782787915174e-09,-2.566089991238614e-05,7.747349381406119,7.747580267412815,0.0002384185791015625,64.7634464802484
0.02,10000.0,8,0.4,1.0,1.3280016487403126,1.328001648740321,2.024758026741253,1.25,6.35367809607374e-15,2.7178259642823832e-12,-0.34411834342612047,0.07800164874031257,0.774758026741253,390.625,0.05059644256269407
0.02,10000.0,16,0.4,1.0,1.4036841351702511,1.403684135170201,2.024758026741253,1.25,3.5750265644323427e-14,1.9326762412674725e-12,-0.3067398095813895,0.15368413517025115,0.774758026741253,97.65625,0.10119288512538814
0.02,10000.0,32,0.4,1.0,1.5406895464714891,1.5406895464715322,2.024758026741253,1.25,2.7959333828226253e-14,5.002220859751105e-12,-0.23907473084517064,0.29068954647148915,0.774758026741253,24.4140625,0.20238577025077628
0.02,10000.0,64,0.4,1.0,1.7374833885653733,1.737483388565394,2.024758026741253,1.25,1.1885091042555713e-14,6.821210263296962e-12,-0.14188097263070684,0.4874833885653733,0.774758026741253,6.103515625,0.40477154050155256
0.02,10000.0,128,0.4,1.0,1.9091669107066889,1.909166910706509,2.024758026741253,1.25,9.4206603404161e-14,1.4551915228366852e-11,-0.057088854326263525,0.6591669107066889,0.774758026741253,1.52587890625,0.8095430810031051
