observable,role,original_role,validation_status,source_target,imposed_target,prediction,units,scale,imposed_normalized_residual,source_normalized_residual
normal_strain_force_ev,exact,exact,development_or_control,0.0,0.0,2.220446049250313e-16,eV/strain,0.1,2.220446049250313e-15,2.220446049250313e-15
cohesive_ev_atom,exact,exact,development_or_control,3.36,3.36,3.360000000000004,eV/atom,0.0672,5.947623346206196e-14,5.947623346206196e-14
C11_GPa,exact,exact,development_or_control,113.99999999999996,113.99999999999996,114.00000000000006,GPa,5.699999999999998,1.7451926843230535e-14,1.7451926843230535e-14
C12_GPa,exact,exact,development_or_control,62.000000000000014,62.000000000000014,62.000000000000064,GPa,3.100000000000001,1.604451338813129e-14,1.604451338813129e-14
C44_GPa,exact,exact,development_or_control,32.0,32.0,32.000000000000156,GPa,1.6,9.769962616701378e-14,9.769962616701378e-14
perfect_Haa,exact,fit,development_or_control,19.66091286328976,21.691501602946694,21.69150160294668,eV/L0^2,1.9660912863289761,-7.227972990885924e-15,1.0328049128626027
perfect_Hxx,exact,fit,development_or_control,4.393593035123306,4.393593035123306,4.393593035123307,eV/L0^2,0.43935930351233066,2.021530926054917e-15,2.021530926054917e-15
saddle_energy_at_source_state,fit,fit,development_or_control,0.07624909750742465,0.07624909750742465,0.07312868794886287,eV/cell,0.007624909750742465,-0.4092388842055377,-0.4092388842055377
saddle_normal_force_at_source_state,fit,fit,development_or_control,1.4903612010162394e-15,1.4903612010162394e-15,0.06368204440326819,eV/L0,0.03173805605024358,2.0064884976714876,2.0064884976714876
fault_energy_at_source_state,fit,fit,development_or_control,0.06670794504308616,0.06670794504308616,0.059955825455543635,eV/cell,0.006670794504308616,-1.0121912139822904,-1.0121912139822904
fault_normal_force_at_source_state,fit,fit,development_or_control,5.29078226360765e-15,5.29078226360765e-15,-0.07145857850360252,eV/L0,0.03173805605024358,-2.25151087988766,-2.25151087988766
saddle_path_force_at_source_state,fit,fit,development_or_control,2.296700476743968e-16,2.296700476743968e-16,-0.06543881821089861,eV/L0,0.03173805605024358,-2.06184077901005,-2.06184077901005
opening_1.1h_energy,fit,fit,development_or_control,0.05670265774764735,0.05670265774764735,0.046643248038426184,eV/cell,0.005670265774764736,-1.774063176013745,-1.774063176013745
opening_1.5h_energy,fit,fit,development_or_control,0.4710312483934004,0.4710312483934004,0.362934504260055,eV/cell,0.04710312483934004,-2.294895391803477,-2.294895391803477
opening_2h_energy,fit,fit,development_or_control,0.7060534019484034,0.7060534019484034,0.618766972681667,eV/cell,0.07060534019484034,-1.2362581785720936,-1.2362581785720936
opening_40h_energy,fit,fit,development_or_control,0.7719163228888833,0.7719163228888833,0.831612610673722,eV/cell,0.07719163228888834,0.7733518001203342,0.7733518001203342
direct_quarter_energy,fit,fit,development_or_control,0.117221996542065,0.117221996542065,0.10632208719998905,eV/cell,0.0117221996542065,-0.9298518762359186,-0.9298518762359186
direct_half_energy,fit,fit,development_or_control,0.26732847628894163,0.26732847628894163,0.2596184826822201,eV/cell,0.026732847628894163,-0.28840899083224475,-0.28840899083224475
oblique_energy,fit,fit,development_or_control,0.13339289745734875,0.13339289745734875,0.11449804014893918,eV/cell,0.013339289745734876,-1.4164815120273586,-1.4164815120273586
opening_1.25h_energy,fit,fit,development_or_control,0.24853683654490819,0.24853683654490819,0.17291092080053333,eV/cell,0.02485368365449082,-3.042845350238856,-3.042845350238856
opening_3h_energy,fit,fit,development_or_control,0.7719163228888833,0.7719163228888833,0.7985576528077968,eV/cell,0.07719163228888834,0.3451323560461673,0.3451323560461673
saddle_Haa,fit,fit,development_or_control,12.717337762538286,12.717337762538286,17.66404344441719,eV/L0^2,1.2717337762538286,3.8897336645807368,3.8897336645807368
saddle_Hxx,fit,fit,development_or_control,-0.18642463121762062,-0.18642463121762062,0.16221070349952937,eV/L0^2,0.018642463121762064,18.70114117646689,18.70114117646689
fault_Haa,fit,fit,development_or_control,14.140554350039636,14.140554350039636,18.99400951739068,eV/L0^2,1.4140554350039638,3.4322948359782224,3.4322948359782224
fault_Hxx,fit,fit,development_or_control,2.4858929774856264,2.4858929774856264,2.8382984605041814,eV/L0^2,0.24858929774856264,1.4176212983030265,1.4176212983030265
saddle_normal_path_coupling,fit,fit,development_or_control,1.2055891043737141,1.2055891043737141,0.7510220543454577,eV/L0^2,0.12055891043737142,-3.7704973309658216,-3.7704973309658216
opening_1.1h_normal_force,fit,fit,development_or_control,1.2761663221727821,1.2761663221727821,0.9690989376165071,eV/L0,0.03173805605024358,-9.6750533199061,-9.6750533199061
opening_1.3h_normal_force,fit,fit,development_or_control,1.4139711872929317,1.4139711872929317,1.003546345508515,eV/L0,0.03173805605024358,-12.931631387085751,-12.931631387085751
opening_1.5h_normal_force,fit,fit,development_or_control,0.6379256757978651,0.6379256757978651,0.8165233506080403,eV/L0,0.03173805605024358,5.627240513011965,5.627240513011965
opening_2h_normal_force,fit,fit,development_or_control,0.5548811295393773,0.5548811295393773,0.4485376525377036,eV/L0,0.03173805605024358,-3.3506613269988703,-3.3506613269988703
opening_2.5h_normal_force,fit,fit,development_or_control,0.0005156382639574782,0.0005156382639574782,0.19791871481328474,eV/L0,0.03173805605024358,6.219759528964984,6.219759528964984
opening_3h_normal_force,fit,fit,development_or_control,0.0,0.0,0.07880561237095095,eV/L0,0.03173805605024358,2.4830006048951487,2.4830006048951487
shockley_0.15_energy,fit,fit,development_or_control,0.013715574532912111,0.013715574532912111,0.012115268804025548,eV/cell,0.004433026104653031,-0.36099623397363645,-0.36099623397363645
shockley_0.35_energy,fit,fit,development_or_control,0.04820527408303389,0.04820527408303389,0.04713635789768123,eV/cell,0.004820527408303389,-0.22174258018146417,-0.22174258018146417
shockley_0.75_energy,fit,fit,development_or_control,0.08334161260537679,0.08334161260537679,0.08226432675413822,eV/cell,0.00833416126053768,-0.12926145985913665,-0.12926145985913665
new_direct_017_energy,fit,fit,development_or_control,0.05826439239193282,0.05826439239193282,0.05127106450764218,eV/cell,0.0058264392391932825,-1.2002747470956063,-1.2002747470956063
new_direct_017_normal_force,fit,fit,development_or_control,-0.44118804525591643,-0.44118804525591643,-0.44872013512919734,eV/L0,0.03173805605024358,-0.2373204540743479,-0.2373204540743479
new_direct_017_Haa,fit,fit,development_or_control,26.109437232644353,26.109437232644353,22.38194863727408,eV/L0^2,2.6109437232644357,-1.4276403440476437,-1.4276403440476437
new_direct_039_energy,fit,fit,development_or_control,0.2262381941113307,0.2262381941113307,0.21977671175188945,eV/cell,0.022623819411133072,-0.28560528361809595,-0.28560528361809595
new_direct_039_normal_force,fit,fit,development_or_control,-1.9685101248020884,-1.9685101248020884,-1.8956190659797985,eV/L0,0.03173805605024358,2.296645349258262,2.296645349258262
new_direct_039_Haa,fit,fit,development_or_control,36.31678531793335,36.31678531793335,41.1560673566001,eV/L0^2,3.6316785317933356,1.3325193836132547,1.3325193836132547
new_raised_direct_energy,fit,fit,development_or_control,0.11960599647825673,0.11960599647825673,0.11194936941174619,eV/cell,0.011960599647825674,-0.640154113669581,-0.640154113669581
new_raised_direct_normal_force,fit,fit,development_or_control,0.08783049166112324,0.08783049166112324,-0.004023063680814509,eV/L0,0.03173805605024358,-2.894114094339209,-2.894114094339209
new_raised_direct_Haa,fit,fit,development_or_control,20.00400949091716,20.00400949091716,15.318864153289978,eV/L0^2,2.000400949091716,-2.3421031367508984,-2.3421031367508984
new_off_path_positive_energy,fit,fit,development_or_control,0.05360470506556986,0.05360470506556986,0.04887158666884099,eV/cell,0.0053604705065569865,-0.8829669692127331,-0.8829669692127331
new_off_path_positive_normal_force,fit,fit,development_or_control,0.35206897342006,0.35206897342006,0.2820917421920289,eV/L0,0.03173805605024358,-2.20483671455026,-2.20483671455026
new_off_path_positive_Haa,fit,fit,development_or_control,13.446420569551602,13.446420569551602,14.6245340637371,eV/L0^2,1.3446420569551603,0.8761539832044567,0.8761539832044567
new_off_path_negative_energy,fit,fit,development_or_control,0.21544733160917068,0.21544733160917068,0.20759931971683238,eV/cell,0.021544733160917068,-0.36426591286704274,-0.36426591286704274
new_off_path_negative_normal_force,fit,fit,development_or_control,-0.05312860042135701,-0.05312860042135701,-0.25008202952872216,eV/L0,0.03173805605024358,-6.205592075191183,-6.205592075191183
new_off_path_negative_Haa,fit,fit,development_or_control,13.5831841481301,13.5831841481301,13.512713899987942,eV/L0^2,1.35831841481301,-0.05188050708409109,-0.05188050708409109
new_shockley_058_energy,fit,fit,development_or_control,0.07969505412787091,0.07969505412787091,0.08140731650064478,eV/cell,0.007969505412787091,0.2148517736152791,0.2148517736152791
new_shockley_058_normal_force,fit,fit,development_or_control,-0.6123357455328253,-0.6123357455328253,-0.6924541607663254,eV/L0,0.03173805605024358,-2.5243642870460294,-2.5243642870460294
new_shockley_058_Haa,fit,fit,development_or_control,23.107568998056017,23.107568998056017,28.786326130487247,eV/L0^2,2.3107568998056016,2.4575311807611477,2.4575311807611477
new_opening_1.17h_energy,fit,fit,development_or_control,0.14263027381623705,0.14263027381623705,0.10431647418262852,eV/cell,0.014263027381623706,-2.686231934390838,-2.686231934390838
new_opening_1.17h_normal_force,fit,fit,development_or_control,1.6398229617729339,1.6398229617729339,1.0412551477264511,eV/L0,0.03173805605024358,-18.85962432919356,-18.85962432919356
new_opening_1.42h_energy,fit,fit,development_or_control,0.4226003973463561,0.4226003973463561,0.30734144298158916,eV/cell,0.042260039734635615,-2.727374491091703,-2.727374491091703
new_opening_1.42h_normal_force,fit,fit,development_or_control,0.8686291067124379,0.8686291067124379,0.8870365031367847,eV/L0,0.03173805605024358,0.5799786979771745,0.5799786979771745
new_opening_1.78h_energy,fit,fit,development_or_control,0.5953584311886578,0.5953584311886578,0.5246638717989527,eV/cell,0.05953584311886578,-1.1874285419719433,-1.1874285419719433
new_opening_1.78h_normal_force,fit,fit,development_or_control,0.5989965116849877,0.5989965116849877,0.6022248514168913,eV/L0,0.03173805605024358,0.10171825668191298,0.10171825668191298
new_opening_2.23h_energy,fit,fit,development_or_control,0.7765619947928292,0.7765619947928292,0.6898681551345447,eV/cell,0.07765619947928293,-1.1163801504529283,-1.1163801504529283
new_opening_2.23h_normal_force,fit,fit,development_or_control,0.15664558956102492,0.15664558956102492,0.3140150427063807,eV/L0,0.03173805605024358,4.958383490665869,4.958383490665869
new_opening_3.4h_energy,fit,fit,development_or_control,0.7719163228888833,0.7719163228888833,0.816548007730268,eV/cell,0.07719163228888834,0.5781933030558466,0.5781933030558466
new_opening_3.4h_normal_force,fit,fit,development_or_control,0.0,0.0,0.03654170192131394,eV/L0,0.03173805605024358,1.1513528699888187,1.1513528699888187
new_opening_5.5h_energy,fit,fit,development_or_control,0.7719163228888833,0.7719163228888833,0.8314017205560531,eV/cell,0.07719163228888834,0.7706197667196192,0.7706197667196192
new_opening_5.5h_normal_force,fit,fit,development_or_control,0.0,0.0,0.0005348007888084967,eV/L0,0.03173805605024358,0.01685045826253093,0.01685045826253093
v16_direct011_energy,fit,fit,development_or_control,0.025339211626875774,0.025339211626875774,0.023009843766847882,eV/cell,0.004433026104653031,-0.5254577358754826,-0.5254577358754826
v16_direct011_normal_force,fit,fit,development_or_control,-0.1684646879274777,-0.1684646879274777,-0.25074385924035475,eV/L0,0.03173805605024358,-2.5924452078168656,-2.5924452078168656
v16_direct011_Haa,fit,fit,development_or_control,23.17866876533168,23.17866876533168,20.834215649594146,eV/L0^2,2.317866876533168,-1.0114701320742503,-1.0114701320742503
v16_direct031_energy,fit,fit,development_or_control,0.16617323878813156,0.16617323878813156,0.15658334375984895,eV/cell,0.016617323878813157,-0.577102251735587,-0.577102251735587
v16_direct031_normal_force,fit,fit,development_or_control,-1.4977500080753077,-1.4977500080753077,-1.34079621830776,eV/L0,0.03173805605024358,4.945286803926453,4.945286803926453
v16_direct031_Haa,fit,fit,development_or_control,34.460781638400974,34.460781638400974,34.839829576302456,eV/L0^2,3.4460781638400975,0.10999400474395941,0.10999400474395941
v16_raised043_energy,fit,fit,development_or_control,0.1726273519698645,0.1726273519698645,0.1709858444829519,eV/cell,0.017262735196986453,-0.09508965225853462,-0.09508965225853462
v16_raised043_normal_force,fit,fit,development_or_control,-0.17083895700384927,-0.17083895700384927,-0.20392268726351553,eV/L0,0.03173805605024358,-1.0423993897828017,-1.0423993897828017
v16_raised043_Haa,fit,fit,development_or_control,18.238440853611248,18.238440853611248,15.01353239682311,eV/L0^2,1.8238440853611249,-1.7681930613874817,-1.7681930613874817
v16_off_plus_energy,fit,fit,development_or_control,0.0652424878354941,0.0652424878354941,0.06232289005378914,eV/cell,0.006524248783549411,-0.4474994560395363,-0.4474994560395363
v16_off_plus_normal_force,fit,fit,development_or_control,-0.08042066717244803,-0.08042066717244803,-0.1339639007269254,eV/L0,0.03173805605024358,-1.6870356983967343,-1.6870356983967343
v16_off_plus_Haa,fit,fit,development_or_control,20.981095919956758,20.981095919956758,19.887365101988024,eV/L0^2,2.098109591995676,-0.5212934644316651,-0.5212934644316651
