registry_content,x_relative_left_content_endpoint,relaxed_slip,arctangent_slip,holding_shear_MPa
32.0,-2.9375,0.02934195124849834,0.027643938098186938,115.20558962199686
32.0,-2.875,0.029884478979950353,0.028288277599464638,115.20558962199686
32.0,-2.8125,0.030447869291605513,0.028961160235763908,115.20558962199686
32.0,-2.75,0.031033331606241,0.029664522088702676,115.20558962199686
32.0,-2.6875,0.03164216886530504,0.030400446922588756,115.20558962199686
32.0,-2.625,0.03227578907503413,0.031171243567022222,115.20558962199686
32.0,-2.5625,0.03293571367525605,0.031979411055477,115.20558962199686
32.0,-2.5,0.033623591517669714,0.03282772516000483,115.20558962199686
32.0,-2.4375,0.03434121004015593,0.03371920801490142,115.20558962199686
32.0,-2.375,0.03509051241923296,0.03465722646970812,115.20558962199686
32.0,-2.3125,0.0358736124782092,0.035645468794259776,115.20558962199686
32.0,-2.25,0.03669281603467745,0.036688058643139614,115.20558962199686
32.0,-2.1875,0.03755064082733732,0.03778954273950592,115.20558962199686
32.0,-2.125,0.03844984348223189,0.03895502596237278,115.20558962199686
32.0,-2.0625,0.03939344626018982,0.0401901759407159,115.20558962199686
32.0,-2.0,0.0403847716566024,0.041501387452472664,115.20558962199686
32.0,-1.9375,0.041427478533687924,0.042895813104652375,115.20558962199686
32.0,-1.875,0.0425256072507159,0.04438156950474183,115.20558962199686
32.0,-1.8125,0.043683628888746266,0.045967808492926684,115.20558962199686
32.0,-1.75,0.044906505149141976,0.04766498453777113,115.20558962199686
32.0,-1.6875,0.04619975612704342,0.04948498982855806,115.20558962199686
32.0,-1.625,0.047569541296102705,0.05144151410958549,115.20558962199686
32.0,-1.5625,0.049022754018308176,0.05355028212585978,115.20558962199686
32.0,-1.5,0.05056713323234123,0.055829557504214394,115.20558962199686
32.0,-1.4375,0.052211397255125344,0.05830054791901761,115.20558962199686
32.0,-1.375,0.05396540115576669,0.06098814116031695,115.20558962199686
32.0,-1.3125,0.05584032957352792,0.06392159253270754,115.20558962199686
32.0,-1.25,0.057848923724790016,0.0671356490372896,115.20558962199686
32.0,-1.1875,0.06000576507861786,0.07067172664704227,115.20558962199686
32.0,-1.125,0.06232761139662307,0.07457970910426237,115.20558962199686
32.0,-1.0625,0.06483382426783453,0.07892000591601588,115.20558962199686
32.0,-1.0,0.06754688115551478,0.08376657358921141,115.20558962199686
32.0,-0.9375,0.07049303814538561,0.08921061912305166,115.20558962199686
32.0,-0.875,0.0737031361536014,0.09536593324016415,115.20558962199686
32.0,-0.8125,0.07721366274821534,0.10237579076981165,115.20558962199686
32.0,-0.75,0.08106807002380138,0.1104228332371215,115.20558962199686
32.0,-0.6875,0.08531854318994021,0.11974238125387568,115.20558962199686
32.0,-0.625,0.09002825061901762,0.13064147765649187,115.20558962199686
32.0,-0.5625,0.09527442836231623,0.14352506511543037,115.20558962199686
32.0,-0.5,0.10115242262195752,0.15893276461219344,115.20558962199686
32.0,-0.4375,0.1077813719045019,0.17758779099294186,115.20558962199686
32.0,-0.375,0.11531191935135501,0.20045814197386197,115.20558962199686
32.0,-0.3125,0.12393738145473014,0.2288163513610984,115.20558962199686
32.0,-0.25,0.13390953036144315,0.2642514690331743,115.20558962199686
32.0,-0.1875,0.1455622495823928,0.30850434507240804,115.20558962199686
32.0,-0.125,0.1593464213975595,0.3628763373694495,115.20558962199686
32.0,-0.0625,0.1758839707234263,0.4269863675402963,115.20558962199686
32.0,0.0,0.19604992696090862,0.4973785975692494,115.20558962199686
32.0,0.0625,0.22109884522312784,0.5677708071817259,115.20558962199686
32.0,0.125,0.25284093052720624,0.6318807735371288,115.20558962199686
32.0,0.1875,0.29382568627909744,0.6862526611819324,115.20558962199686
32.0,0.25,0.34722012799020147,0.7305053891621961,115.20558962199686
32.0,0.3125,0.4153249283761301,0.7659403179269844,115.20558962199686
32.0,0.375,0.495271921996342,0.7942982949846689,115.20558962199686
32.0,0.4375,0.5759922431789202,0.8171683727685066,115.20558962199686
32.0,0.5,0.6457500688182266,0.8358230825066012,115.20558962199686
32.0,0.5625,0.7007577323894505,0.8512304244662701,115.20558962199686
32.0,0.625,0.7429956765834321,0.8641136109114501,115.20558962199686
32.0,0.6875,0.7756503026997208,0.8750122653712478,115.20558962199686
32.0,0.75,0.8013602162587665,0.8843313279296268,115.20558962199686
32.0,0.8125,0.822011966606617,0.8923778439671557,115.20558962199686
32.0,0.875,0.8389139579965634,0.8993871315047555,115.20558962199686
32.0,0.9375,0.8529771508154004,0.9055418346083243,115.20558962199686
32.0,1.0,0.864847674178988,0.9109852255118045,115.20558962199686
32.0,1.0625,0.8749927210563728,0.9158310974752858,115.20558962199686
32.0,1.125,0.8837575755131616,0.9201706548980957,115.20558962199686
32.0,1.1875,0.8914019716828256,0.9240778568213639,115.20558962199686
32.0,1.25,0.8981250446396905,0.9276131101476299,115.20558962199686
32.0,1.3125,0.9040816368507102,0.9308263011502385,115.20558962199686
32.0,1.375,0.9093940842075373,0.9337588431928905,115.20558962199686
32.0,1.4375,0.9141601006550361,0.9364454858046265,115.20558962199686
32.0,1.5,0.9184587923046992,0.9389154816759104,115.20558962199686
32.0,1.5625,0.9223547385767074,0.9411937211216863,115.20558962199686
32.0,1.625,0.9259012767337522,0.9433014091972347,115.20558962199686
32.0,1.6875,0.9291427391823548,0.9452568120513041,115.20558962199686
32.0,1.75,0.9321163547669608,0.9470756518047505,115.20558962199686
