registry_content,x_relative_left_content_endpoint,relaxed_slip,arctangent_slip,holding_shear_MPa
32.0,1.8125,0.9348535349464847,0.948771620720867,115.20558962199686
32.0,1.875,0.9373810306666239,0.9503566083596156,115.20558962199686
32.0,1.9375,0.939721701204329,0.9518410717056935,115.20558962199686
32.0,2.0,0.9418952490980528,0.9532341599646856,115.20558962199686
32.0,2.0625,0.9439186946585474,0.954543992257407,115.20558962199686
32.0,2.125,0.945806860777553,0.9557777185508746,115.20558962199686
32.0,2.1875,0.9475726734499136,0.9569417361336041,115.20558962199686
32.0,2.25,0.9492274924101849,0.9580417099890729,115.20558962199686
32.0,2.3125,0.9507813053949492,0.9590827475041785,115.20558962199686
32.0,2.375,0.952242960432142,0.9600693927509574,115.20558962199686
32.0,2.4375,0.9536202933714839,0.9610057718892324,115.20558962199686
32.0,2.5,0.9549202954993796,0.9618955705319763,115.20558962199686
32.0,2.5625,0.9561491981481796,0.9627421580313764,115.20558962199686
32.0,2.625,0.9573125966073378,0.9635485538590028,115.20558962199686
32.0,2.6875,0.9584155065568059,0.9643175362870094,115.20558962199686
32.0,2.75,0.9594624577123537,0.9650516016801584,115.20558962199686
32.0,2.8125,0.9604575314388984,0.9657530613656535,115.20558962199686
32.0,2.875,0.9614044329644769,0.9664239964329794,115.20558962199686
32.0,2.9375,0.9623065162380001,0.967066345458904,115.20558962199686
128.0,-2.9375,0.029124723223884395,0.029383520755809772,28.23148974141777
128.0,-2.875,0.02967440218168579,0.030031888431732885,28.23148974141777
128.0,-2.8125,0.030245102132438792,0.030708806197005126,28.23148974141777
128.0,-2.75,0.030838040313637793,0.031416210584710225,28.23148974141777
128.0,-2.6875,0.03145453484279443,0.03215618391284657,28.23148974141777
128.0,-2.625,0.03209600354877233,0.032931035366905725,28.23148974141777
128.0,-2.5625,0.03276398584729237,0.03374326241243167,28.23148974141777
128.0,-2.5,0.033460142976141964,0.03459564105720664,28.23148974141777
128.0,-2.4375,0.03418628385676765,0.03549119171734795,28.23148974141777
128.0,-2.375,0.034944367350728096,0.03643328132605934,28.23148974141777
128.0,-2.3125,0.03573653320412535,0.037425596247530266,28.23148974141777
128.0,-2.25,0.036565107202584636,0.03847226002613152,28.23148974141777
128.0,-2.1875,0.03743263868741186,0.039577817243023325,28.23148974141777
128.0,-2.125,0.0383419098674899,0.040747372417796725,28.23148974141777
128.0,-2.0625,0.039295981959532496,0.0419865907361895,28.23148974141777
128.0,-2.0,0.040298210481905065,0.04330186629349762,28.23148974141777
128.0,-1.9375,0.04135230289508224,0.044700348865195666,28.23148974141777
128.0,-1.875,0.042462342557948125,0.0461901539528936,28.23148974141777
128.0,-1.8125,0.04363286197140272,0.0477804300589048,28.23148974141777
128.0,-1.75,0.04486887939188028,0.04948162998616183,28.23148974141777
128.0,-1.6875,0.04617599364571757,0.051305641918127906,28.23148974141777
128.0,-1.625,0.0475604394522325,0.05326615318575298,28.23148974141777
128.0,-1.5625,0.04902921267425461,0.055378883637327764,28.23148974141777
128.0,-1.5,0.05059015369410778,0.05766209347840645,28.23148974141777
128.0,-1.4375,0.052252116580396794,0.06013698428724125,28.23148974141777
128.0,-1.375,0.05402509525111772,0.06282843906485072,28.23148974141777
128.0,-1.3125,0.0559204575870164,0.06576570539632152,28.23148974141777
128.0,-1.25,0.05795113818663811,0.06898352363628368,28.23148974141777
128.0,-1.1875,0.06013197118696408,0.07252329984891114,28.23148974141777
128.0,-1.125,0.062479989145926625,0.07643490863975061,28.23148974141777
128.0,-1.0625,0.06501491053101763,0.08077874672687449,28.23148974141777
128.0,-1.0,0.06775961249759699,0.08562875829476214,28.23148974141777
128.0,-0.9375,0.07074086921731168,0.09107613406346682,28.23148974141777
128.0,-0.875,0.07399011900959117,0.09723464893799813,28.23148974141777
128.0,-0.8125,0.07754462571828266,0.10424755835933264,28.23148974141777
128.0,-0.75,0.08144876347534023,0.112297486404742,28.23148974141777
128.0,-0.6875,0.08575592433236749,0.12161973602134316,28.23148974141777
128.0,-0.625,0.09053075512887018,0.1325213416666835,28.23148974141777
128.0,-0.5625,0.09585245167101937,0.1454072521537128,28.23148974141777
128.0,-0.5,0.10181884208987185,0.1608171332543584,28.23148974141777
128.0,-0.4375,0.10855241716372502,0.17947431591842883,28.23148974141777
128.0,-0.375,0.11620822407771401,0.2023470604833323,28.23148974141777
128.0,-0.3125,0.12498568308826637,0.23070842954249074,28.23148974141777
128.0,-0.25,0.13514492150354493,0.26614846483739296,28.23148974141777
128.0,-0.1875,0.1470317901632164,0.3104096581424098,28.23148974141777
128.0,-0.125,0.16111430040711913,0.364795516773761,28.23148974141777
128.0,-0.0625,0.17803980666292415,0.4289263976627876,28.23148974141777
128.0,0.0,0.1987211103464371,0.4993448365042772,28.23148974141777
128.0,0.0625,0.2244694110805141,0.5697632751778222,28.23148974141777
128.0,0.125,0.25717529680831697,0.6338941549189114,28.23148974141777
128.0,0.1875,0.299482231172274,0.6882800120664323,28.23148974141777
128.0,0.25,0.3545781051883238,0.732541202907617,28.23148974141777
128.0,0.3125,0.42442740402200274,0.767981235402784,28.23148974141777
128.0,0.375,0.5051958191089478,0.796342600682189,28.23148974141777
128.0,0.4375,0.5851143122696766,0.819215341131418,28.23148974141777
128.0,0.5,0.6531468726760249,0.8378725186997718,28.23148974141777
128.0,0.5625,0.7064697712977136,0.8532823943687555,28.23148974141777
128.0,0.625,0.7473993984960078,0.8661682984440481,28.23148974141777
128.0,0.6875,0.779102296972785,0.8770698973416757,28.23148974141777
128.0,0.75,0.8041239863806147,0.8863921392304478,28.23148974141777
128.0,0.8125,0.8242711474778912,0.8944420592120146,28.23148974141777
128.0,0.875,0.8407958015693825,0.9014549595893411,28.23148974141777
128.0,0.9375,0.8545712653245933,0.9076134650838057,28.23148974141777
128.0,1.0,0.8662182962032752,0.913060830492221,28.23148974141777
128.0,1.0625,0.8761869828604972,0.9179108313637091,28.23148974141777
128.0,1.125,0.8848106491906348,0.9222546577741453,28.23148974141777
128.0,1.1875,0.8923406739262276,0.9261662545521283,28.23148974141777
128.0,1.25,0.898970084041671,0.9297060177715373,28.23148974141777
128.0,1.3125,0.9048493125993677,0.9329238226820464,28.23148974141777
128.0,1.375,0.910097337244466,0.9358610747036205,28.23148974141777
128.0,1.4375,0.9148093844853077,0.9385525148350262,28.23148974141777
128.0,1.5,0.9190625954113542,0.9410273900171238,28.23148974141777
128.0,1.5625,0.9229200664106911,0.9433105838950784,28.23148974141777
128.0,1.625,0.9264339237241077,0.9454232974028971,28.23148974141777
128.0,1.6875,0.9296475741699752,0.9473837913902937,28.23148974141777
128.0,1.75,0.9325974671130336,0.9492077850612924,28.23148974141777
128.0,1.8125,0.935314413908144,0.9509089663910165,28.23148974141777
128.0,1.875,0.9378246449884938,0.9524992229186413,28.23148974141777
128.0,1.9375,0.9401506179016206,0.9539890080912867,28.23148974141777
128.0,2.0,0.9423116764771992,0.9553874697669562,28.23148974141777
128.0,2.0625,0.944324564698847,0.956702724091463,28.23148974141777
128.0,2.125,0.9462038514130147,0.9579419201959467,28.23148974141777
128.0,2.1875,0.9479622680868323,0.9591114528199242,28.23148974141777
128.0,2.25,0.9496109901806571,0.9602169865047732,28.23148974141777
128.0,2.3125,0.9511598657309615,0.9612636264143242,28.23148974141777
128.0,2.375,0.9526176062453396,0.9622559164853501,28.23148974141777
128.0,2.4375,0.9539919455053185,0.9631979809064813,28.23148974141777
128.0,2.5,0.9552897717319535,0.9640935053974922,28.23148974141777
128.0,2.5625,0.9565172405636306,0.9649458575358663,28.23148974141777
128.0,2.625,0.9576798681535307,0.9657580570932771,28.23148974141777
128.0,2.6875,0.9587826133167012,0.9665328807218094,28.23148974141777
128.0,2.75,0.9598299440697933,0.967272825242532,28.23148974141777
128.0,2.8125,0.960825898578198,0.9679802004852633,28.23148974141777
128.0,2.875,0.9617741332927005,0.9686570881234943,28.23148974141777
128.0,2.9375,0.9626779690274985,0.9693054253346602,28.23148974141777
