atomic_row_period,wavelength_over_b,shear_amplitude_MPa,constraint,slip_amplitude_over_b,continuum_local_amplitude_over_b,zero_stress_harmonic_slip,opening_dynamics_computed,status
4,3.4641016151377544,4.0,logical_rows,3.451473141374673e-05,0.00010268699853326531,0.0,False,exact harmonic discrete static response; not nonlinear plasticity or fatigue
4,3.4641016151377544,15.0,logical_rows,0.00012943024280155023,0.0003850762444997449,0.0,False,exact harmonic discrete static response; not nonlinear plasticity or fatigue
4,3.4641016151377544,25.0,logical_rows,0.00021571707133591705,0.0006417937408329081,0.0,False,exact harmonic discrete static response; not nonlinear plasticity or fatigue
4,3.4641016151377544,50.0,logical_rows,0.0004314341426718341,0.0012835874816658163,0.0,False,exact harmonic discrete static response; not nonlinear plasticity or fatigue
4,3.4641016151377544,4.0,spectral_same_y,3.840346675233884e-05,0.00010268699853326531,0.0,False,exact harmonic discrete static response; not nonlinear plasticity or fatigue
4,3.4641016151377544,15.0,spectral_same_y,0.00014401300032127064,0.0003850762444997449,0.0,False,exact harmonic discrete static response; not nonlinear plasticity or fatigue
4,3.4641016151377544,25.0,spectral_same_y,0.00024002166720211773,0.0006417937408329081,0.0,False,exact harmonic discrete static response; not nonlinear plasticity or fatigue
4,3.4641016151377544,50.0,spectral_same_y,0.00048004333440423546,0.0012835874816658163,0.0,False,exact harmonic discrete static response; not nonlinear plasticity or fatigue
8,6.928203230275509,4.0,logical_rows,6.113393541563052e-05,0.00010268699853326531,0.0,False,exact harmonic discrete static response; not nonlinear plasticity or fatigue
8,6.928203230275509,15.0,logical_rows,0.00022925225780861446,0.0003850762444997449,0.0,False,exact harmonic discrete static response; not nonlinear plasticity or fatigue
8,6.928203230275509,25.0,logical_rows,0.00038208709634769076,0.0006417937408329081,0.0,False,exact harmonic discrete static response; not nonlinear plasticity or fatigue
8,6.928203230275509,50.0,logical_rows,0.0007641741926953815,0.0012835874816658163,0.0,False,exact harmonic discrete static response; not nonlinear plasticity or fatigue
8,6.928203230275509,4.0,spectral_same_y,6.661316124560077e-05,0.00010268699853326531,0.0,False,exact harmonic discrete static response; not nonlinear plasticity or fatigue
8,6.928203230275509,15.0,spectral_same_y,0.0002497993546710029,0.0003850762444997449,0.0,False,exact harmonic discrete static response; not nonlinear plasticity or fatigue
8,6.928203230275509,25.0,spectral_same_y,0.0004163322577850048,0.0006417937408329081,0.0,False,exact harmonic discrete static response; not nonlinear plasticity or fatigue
8,6.928203230275509,50.0,spectral_same_y,0.0008326645155700096,0.0012835874816658163,0.0,False,exact harmonic discrete static response; not nonlinear plasticity or fatigue
16,13.856406460551018,4.0,logical_rows,8.227342876883637e-05,0.00010268699853326531,0.0,False,exact harmonic discrete static response; not nonlinear plasticity or fatigue
16,13.856406460551018,15.0,logical_rows,0.0003085253578831364,0.0003850762444997449,0.0,False,exact harmonic discrete static response; not nonlinear plasticity or fatigue
16,13.856406460551018,25.0,logical_rows,0.0005142089298052273,0.0006417937408329081,0.0,False,exact harmonic discrete static response; not nonlinear plasticity or fatigue
16,13.856406460551018,50.0,logical_rows,0.0010284178596104547,0.0012835874816658163,0.0,False,exact harmonic discrete static response; not nonlinear plasticity or fatigue
16,13.856406460551018,4.0,spectral_same_y,8.756421706976196e-05,0.00010268699853326531,0.0,False,exact harmonic discrete static response; not nonlinear plasticity or fatigue
16,13.856406460551018,15.0,spectral_same_y,0.00032836581401160736,0.0003850762444997449,0.0,False,exact harmonic discrete static response; not nonlinear plasticity or fatigue
16,13.856406460551018,25.0,spectral_same_y,0.0005472763566860123,0.0006417937408329081,0.0,False,exact harmonic discrete static response; not nonlinear plasticity or fatigue
16,13.856406460551018,50.0,spectral_same_y,0.0010945527133720246,0.0012835874816658163,0.0,False,exact harmonic discrete static response; not nonlinear plasticity or fatigue
