radius_over_L0,energy_eV_per_row_period,linear_reference_work_eV,quadratic_remainder_energy_eV,site_count,inside_free_disk
1.0,0.34373851564494395,0.11178359998064033,0.23195491566430365,4,True
1.5,0.5882938575055755,0.18558485783392017,0.4027089996716553,10,True
2.0,0.7110572979994457,0.20385179970996875,0.5072054982894769,18,True
2.5,0.7591138766170615,0.16920310580903344,0.5899107708080279,30,True
3.0,0.76716633447553,0.12608421301074987,0.6410821214647802,40,True
3.5,0.7684213535721881,0.06416176627253252,0.7042595872996557,56,True
4.0,0.7758666630864643,0.02847264734203958,0.7473940157444248,72,True
4.5,0.7916371693981605,0.010096428669691102,0.7815407407284695,90,True
5.0,0.8196037009900878,0.002811089836593464,0.8167926111534944,112,True
5.5,0.8498813140172929,0.002480059037094416,0.8474012549801986,136,True
6.0,0.8670780348098637,-0.0010225697375178895,0.8681006045473817,158,True
6.5,0.8886030024645732,-0.006700883767482008,0.8953038862320554,188,True
7.0,0.9030341545005026,-0.01625306260653437,0.919287217107037,220,True
7.5,0.9090727362928239,-0.031127880313336322,0.9402006166061603,254,True
8.0,0.9137585147369807,-0.04322289518017122,0.9569814099171519,286,True
