candidate,path,a_over_h,s_over_period,energy_ev_cell,energy_J_m2,normal_traction_GPa,shear_traction_GPa,min_hessian_eigenvalue,coordinate_length_scale_m
angular_even_odd,direct_110,0.9,0.0,0.11595283366184186,0.2615658715389346,-27.22133545099626,7.008641919834055e-15,13.23192352884447,2.863782463805517e-10
angular_even_odd,direct_110,0.9,0.05,0.13252534398726515,0.29895006449017464,-29.05106490944941,5.23138833480792,11.933914855204852,2.863782463805517e-10
angular_even_odd,direct_110,0.9,0.1,0.18255310282477993,0.411802453933594,-34.66934330860515,10.544762209326263,8.627209047468217,2.863782463805517e-10
angular_even_odd,direct_110,0.9,0.15000000000000002,0.26637957105595544,0.6008978173540548,-44.36905468416776,15.840574380406462,4.162727721972561,2.863782463805517e-10
angular_even_odd,direct_110,0.9,0.2,0.3827578885401803,0.8634234933523776,-58.33871887521879,20.701021485302892,-1.03544030229639,2.863782463805517e-10
angular_even_odd,direct_110,0.9,0.25,0.526647356442522,1.1880086965644934,-76.27752194316669,24.354316554225292,-6.733127758884463,2.863782463805517e-10
angular_even_odd,direct_110,0.9,0.30000000000000004,0.6872624166182814,1.5503234142855846,-97.01575010453809,25.798172101982505,-12.621134884110829,2.863782463805517e-10
angular_even_odd,direct_110,0.9,0.35000000000000003,0.8474845419523619,1.9117517513890065,-118.32815595970904,24.103101901432133,-18.219786539261825,2.863782463805517e-10
angular_even_odd,direct_110,0.9,0.4,0.9856163014762549,2.223348742390043,-137.1315276515439,18.826052912352623,-22.909064675022737,2.863782463805517e-10
angular_even_odd,direct_110,0.9,0.45,1.0796681464080102,2.4355104637772373,-150.13712546213267,10.35889842514677,-26.050552935439747,2.863782463805517e-10
angular_even_odd,direct_110,0.9,0.5,1.113077667111408,2.510875507687829,-154.79383058644675,4.667723029451941e-15,-27.158421338300567,2.863782463805517e-10
angular_even_odd,direct_110,0.9,0.55,1.07966814640801,2.4355104637772365,-150.13712546213273,-10.358898425146757,-26.05055293543975,2.863782463805517e-10
angular_even_odd,direct_110,0.9,0.6000000000000001,0.985616301476255,2.2233487423900433,-137.13152765154393,-18.82605291235263,-22.90906467502273,2.863782463805517e-10
angular_even_odd,direct_110,0.9,0.65,0.847484541952362,1.911751751389007,-118.3281559597091,-24.103101901432133,-18.219786539261854,2.863782463805517e-10
angular_even_odd,direct_110,0.9,0.7000000000000001,0.6872624166182814,1.5503234142855846,-97.01575010453797,-25.798172101982534,-12.621134884110846,2.863782463805517e-10
angular_even_odd,direct_110,0.9,0.75,0.5266473564425219,1.188008696564493,-76.27752194316672,-24.354316554225292,-6.733127758884471,2.863782463805517e-10
angular_even_odd,direct_110,0.9,0.8,0.3827578885401803,0.8634234933523776,-58.33871887521879,-20.701021485302892,-1.0354403022963954,2.863782463805517e-10
angular_even_odd,direct_110,0.9,0.8500000000000001,0.26637957105595533,0.6008978173540546,-44.36905468416768,-15.840574380406462,4.162727721972559,2.863782463805517e-10
angular_even_odd,direct_110,0.9,0.9,0.1825531028247805,0.41180245393359516,-34.66934330860518,-10.544762209326311,8.62720904746814,2.863782463805517e-10
angular_even_odd,direct_110,0.9,0.9500000000000001,0.13252534398726484,0.298950064490174,-29.051064909449362,-5.231388334807927,11.933914855204831,2.863782463805517e-10
angular_even_odd,direct_110,0.9,1.0,0.11595283366184231,0.2615658715389357,-27.22133545099626,-8.123790105189837e-15,13.231923528844472,2.863782463805517e-10
angular_even_odd,direct_110,0.9500000000000001,0.0,0.023448868786794606,0.05289585090009283,-9.986563713770037,2.856502084710918e-15,7.6781745894941835,2.863782463805517e-10
