model,unique_quarter_crossings,span_over_L0,crossing_75_over_L0,crossing_25_over_L0,bracket_75_lower,bracket_75_upper,bracket_25_lower,bracket_25_upper,used_for_fitting,continuum_core_radius,physical_yield_inferred
source_R8,True,2.7603265164605273,-0.9212618557064793,1.839064660754048,-1.5877132402714706,-0.7216878364870323,1.010362971081845,1.8763883748662837,False,False,False
v22_wider_R8,True,0.8816617268832976,0.1219620590956445,1.003623785978942,-0.7216878364870323,0.14433756729740643,0.14433756729740643,1.010362971081845,False,False,False
v23_radial_R8,True,0.8856640690811012,-0.7148009997987189,0.17086306928238224,-0.7216878364870323,0.14433756729740643,0.14433756729740643,1.010362971081845,False,False,False
