model,index,name,role,units,state,target,scale,prediction,residual,diagonal_curvature_opposite_beyond_discrepancy_scale
baseline,136,v32_q2_H22,fit,eV/L0^2,,11.054750979095974,0.581483715936639,11.169996695914904,0.19819250936940605,False
baseline,137,v32_q2_H01,fit,eV/L0^2,,-6.305904423508818e-34,0.581483715936639,-8.696745482288515e-17,-1.4956129026382144e-16,False
baseline,138,v32_q2_H02,fit,eV/L0^2,,-6.040516937618709e-17,0.581483715936639,1.2713131011156361e-14,2.1967143413392526e-14,False
baseline,139,v32_q2_H12,fit,eV/L0^2,,-1.5741639952321403e-15,0.581483715936639,4.193384878623243e-15,9.918676509393155e-15,False
baseline,140,v32_q3_H00,fit,eV/L0^2,,15.117824325030192,3.6510653206716435,15.07463312837124,-0.01182975183007875,False
baseline,141,v32_q3_H11,fit,eV/L0^2,,15.117824325030208,3.6510653206716435,15.074633128371843,-0.011829751829917709,False
baseline,142,v32_q3_H22,fit,eV/L0^2,,69.82130022908126,3.6510653206716435,69.41415468112343,-0.11151417797228755,False
baseline,143,v32_q3_H01,fit,eV/L0^2,,-2.6155839077835e-16,3.6510653206716435,4.4583394962829646e-15,1.292745396895022e-15,False
baseline,144,v32_q3_H02,fit,eV/L0^2,,-1.2237589896675819e-15,3.6510653206716435,-1.5756046680179834e-14,-3.980286961242019e-15,False
baseline,145,v32_q3_H12,fit,eV/L0^2,,-1.066647511748027e-14,3.6510653206716435,-1.1351475455161431e-14,-1.8761656599316879e-16,False
local,0,normal_strain_force_ev,exact,eV/strain,,0.0,0.1,-5.773159728050814e-15,-5.773159728050814e-14,False
local,1,cohesive_ev_atom,exact,eV/atom,,3.36,0.0672,3.3599999999999985,-1.9825411154020654e-14,False
local,2,C11_GPa,exact,GPa,,113.99999999999996,5.699999999999998,113.99999999999987,-1.4958794437054746e-14,False
local,3,C12_GPa,exact,GPa,,62.000000000000014,3.100000000000001,61.99999999999989,-3.896524679974742e-14,False
local,4,C44_GPa,exact,GPa,,32.0,1.6,32.00000000000003,1.7763568394002505e-14,False
local,5,perfect_Haa,exact,eV/L0^2,"[0.816496580927726, 0.0, 0.0]",19.66091286328976,1.9660912863289761,19.660912863289738,-1.0841959486328886e-14,False
local,6,perfect_Hxx,exact,eV/L0^2,"[0.816496580927726, 0.0, 0.0]",4.393593035123306,0.43935930351233066,4.3935930351233,-1.4150716482384421e-14,False
local,7,saddle_Haa,fit,eV/L0^2,"[0.8492922641076963, 0.3714061259442337, 0.2144314267925794]",12.717337762538286,1.2717337762538286,12.654371091793141,-0.04951246237292395,False
local,8,saddle_Hxx,fit,eV/L0^2,"[0.8492922641076963, 0.3714061259442337, 0.2144314267925794]",-0.18642463121762062,0.018642463121762064,-0.3929407778590113,-11.077728586214365,False
local,9,fault_Haa,fit,eV/L0^2,"[0.8356612484876702, 0.5, 0.28867513459481275]",14.140554350039636,1.4140554350039638,13.1877855594789,-0.6737846105432671,False
local,10,fault_Hxx,fit,eV/L0^2,"[0.8356612484876702, 0.5, 0.28867513459481275]",2.4858929774856264,0.24858929774856264,-0.12670847920596434,-10.509710113643447,False
local,11,saddle_normal_path_coupling,fit,eV/L0^2,"[0.8492922641076963, 0.3714061259442337, 0.2144314267925794]",1.2055891043737141,0.12055891043737142,0.36555714920968096,-6.967813097484963,False
local,12,new_direct_017_Haa,fit,eV/L0^2,"[0.816496580927726, 0.17, 0.0]",26.109437232644353,2.6109437232644357,23.16580561364735,-1.1274205540196827,False
local,13,new_direct_039_Haa,fit,eV/L0^2,"[0.816496580927726, 0.39, 0.0]",36.31678531793335,3.6316785317933356,64.71086922382614,7.818446389821758,False
local,14,new_raised_direct_Haa,fit,eV/L0^2,"[0.8695688586880281, 0.29, 0.0]",20.00400949091716,2.000400949091716,16.708968878112067,-1.6471900867179696,False
local,15,new_off_path_positive_Haa,fit,eV/L0^2,"[0.8532389270694737, 0.19, 0.085]",13.446420569551602,1.3446420569551603,10.804510749939478,-1.9647681001399941,False
local,16,new_off_path_negative_Haa,fit,eV/L0^2,"[0.9144761706390533, 0.37, -0.095]",13.5831841481301,1.35831841481301,17.252957519838723,2.7017033205824683,False
local,17,new_shockley_058_Haa,fit,eV/L0^2,"[0.816496580927726, 0.29, 0.16743157806499145]",23.107568998056017,2.3107568998056016,24.149181033256326,0.4507666017519789,False
local,18,v16_direct011_Haa,fit,eV/L0^2,"[0.816496580927726, 0.11, 0.0]",23.17866876533168,2.317866876533168,17.077909915262193,-2.6320574800199,False
local,19,v16_direct031_Haa,fit,eV/L0^2,"[0.816496580927726, 0.31, 0.0]",34.460781638400974,3.4460781638400975,48.63563135074269,4.113327974124109,False
