model,index,name,role,units,state,target,scale,prediction,residual,diagonal_curvature_opposite_beyond_discrepancy_scale
local,20,v16_raised043_Haa,fit,eV/L0^2,"[0.8899812732112214, 0.43, 0.0]",18.238440853611248,1.8238440853611249,18.63836101389557,0.21927321720877022,False
local,21,v16_off_plus_Haa,fit,eV/L0^2,"[0.8369089954509191, 0.23, 0.065]",20.981095919956758,2.098109591995676,17.365952027689335,-1.7230481696758158,False
local,22,v16_off_minus_Haa,fit,eV/L0^2,"[0.9471360338761622, 0.32, -0.12]",5.497617912510364,0.5497617912510364,7.929621733864804,4.423741082151559,False
local,23,v16_shockley043_Haa,fit,eV/L0^2,"[0.816496580927726, 0.215, 0.12413030787576952]",25.03469226049791,2.5034692260497913,22.484028842752597,-1.018851516609209,False
local,24,v16_opening1.21_Haa,fit,eV/L0^2,"[0.9879608629225485, 0.0, 0.0]",-1.3832350292334812,0.13832350292334814,-0.8306110536971575,3.9951560209009447,False
local,25,v16_opening1.62_Haa,fit,eV/L0^2,"[1.3227244611029163, 0.0, 0.0]",-0.15582859326870177,0.1,-0.3096608799119823,-1.5383228664328055,False
local,26,v16_opening1.93_Haa,fit,eV/L0^2,"[1.575838401190511, 0.0, 0.0]",-0.6638075680371565,0.1,-0.06715443646687295,5.966531315702835,False
local,27,v16_opening2.71_Haa,fit,eV/L0^2,"[2.2127057343141376, 0.0, 0.0]",0.0,0.1,-0.17698669056872726,-1.7698669056872725,False
local,28,v16_opening4.3_Haa,fit,eV/L0^2,"[3.5109352979892217, 0.0, 0.0]",0.0,0.1,-0.04599117845880435,-0.4599117845880435,False
local,29,v16_opening6.2_Haa,fit,eV/L0^2,"[5.062278801751901, 0.0, 0.0]",0.0,0.1,-0.008479864823034533,-0.08479864823034533,False
local,30,v17_near_0.985_Haa,fit,eV/L0^2,"[0.8042491322138101, 0.0, 0.0]",20.878110673451364,2.0878110673451364,15.87480090824223,-2.3964379935830826,False
local,31,v17_near_1.015_Haa,fit,eV/L0^2,"[0.8287440296416418, 0.0, 0.0]",18.39295935022696,1.839295935022696,10.593070406077075,-4.240692754020379,False
local,32,v17_near_1.065_Haa,fit,eV/L0^2,"[0.8695688586880281, 0.0, 0.0]",14.605604041867348,1.4605604041867348,4.8235798927622255,-6.697445803038815,False
local,33,v17_near_1.095_Haa,fit,eV/L0^2,"[0.89406375611586, 0.0, 0.0]",11.545874277606002,1.1545874277606003,2.6656088907136333,-7.691288830432043,False
local,34,v17_direct023_Haa,heldout,eV/L0^2,"[0.816496580927726, 0.23, 0.0]",29.67272464413389,2.967272464413389,32.46409389639347,0.9407188877113843,False
local,35,v17_direct023_Hxx,heldout,eV/L0^2,"[0.816496580927726, 0.23, 0.0]",1.5318476269016676,0.1531847626901668,2.6724863515619335,7.446163081946567,False
local,36,v17_direct047_Haa,heldout,eV/L0^2,"[0.816496580927726, 0.47, 0.0]",35.337517734960244,3.5337517734960247,74.23435421024041,11.007235077182177,False
local,37,v17_direct047_Hxx,heldout,eV/L0^2,"[0.816496580927726, 0.47, 0.0]",-7.290154929569364,0.7290154929569365,-5.632487927107377,2.27384331125581,False
local,38,v17_off_plus_Haa,heldout,eV/L0^2,"[0.8777338244973054, 0.27, 0.095]",13.145916399036436,1.3145916399036437,8.48571849005971,-3.544977594196709,False
local,39,v17_off_plus_Hxx,heldout,eV/L0^2,"[0.8777338244973054, 0.27, 0.095]",0.5867789207029961,0.1,0.1785560688952059,-4.082228518077901,False
local,40,v17_off_minus_Haa,heldout,eV/L0^2,"[0.9267236193529691, 0.41, -0.07]",11.464221151869252,1.1464221151869252,13.554365232923992,1.8231889051738508,False
local,41,v17_off_minus_Hxx,heldout,eV/L0^2,"[0.9267236193529691, 0.41, -0.07]",-2.835312235036081,0.2835312235036081,-0.38347555923166443,8.647501483282724,False
local,42,v17_shockley067_Haa,heldout,eV/L0^2,"[0.8450739612601964, 0.335, 0.19341234017852463]",14.560238367523052,1.4560238367523053,14.301434174458226,-0.17774722262933185,False
local,43,v17_shockley067_Hxx,heldout,eV/L0^2,"[0.8450739612601964, 0.335, 0.19341234017852463]",0.4530475235373633,0.1,-0.27836269829605126,-7.314102218334145,True
local,44,v17_compression_Haa,heldout,eV/L0^2,"[0.7944511732426774, 0.08, -0.025]",26.962376342241654,2.6962376342241656,22.683671035589168,-1.5869169884514545,False
local,45,v17_compression_Hxx,heldout,eV/L0^2,"[0.7944511732426774, 0.08, -0.025]",5.568444170552721,0.5568444170552721,3.3909501460448226,-3.9104172688360834,False
local,46,v17_opening1.045_Haa,heldout,eV/L0^2,"[0.8532389270694737, 0.0, 0.0]",16.173163667497242,1.6173163667497243,6.735384370408315,-5.835456495166601,False
local,47,v17_opening1.045_Hxx,heldout,eV/L0^2,"[0.8532389270694737, 0.0, 0.0]",3.5468340021412335,0.35468340021412337,0.4365116088151015,-8.769292251761492,False
local,48,v17_opening1.255_Haa,heldout,eV/L0^2,"[1.024703209064296, 0.0, 0.0]",-3.07660296796585,0.307660296796585,-1.1255535026256107,6.341570510250823,False
local,49,v17_opening1.255_Hxx,heldout,eV/L0^2,"[1.024703209064296, 0.0, 0.0]",-0.8591645505462155,0.1,-0.21980093332525846,6.393636172209571,False
local,50,v17_opening1.555_Haa,heldout,eV/L0^2,"[1.269652183342614, 0.0, 0.0]",-0.9598397042596563,0.1,-0.45221991812489537,5.076197861347609,False
local,51,v17_opening1.555_Hxx,heldout,eV/L0^2,"[1.269652183342614, 0.0, 0.0]",-0.8905810007935903,0.1,-0.07003055712510538,8.205504436684848,False
local,52,v17_opening1.855_Haa,heldout,eV/L0^2,"[1.5146011576209317, 0.0, 0.0]",0.33758173393615254,0.1,-0.07848458493741646,-4.16066318873569,False
local,53,v17_opening1.855_Hxx,heldout,eV/L0^2,"[1.5146011576209317, 0.0, 0.0]",-0.0764657682265532,0.1,-0.011330648206309323,0.6513512002024388,False
local,54,v17_opening2.455_Haa,heldout,eV/L0^2,"[2.0044991061775677, 0.0, 0.0]",1.5212189106347462,0.15212189106347462,-0.16394611058804318,-11.077728586214029,True
local,55,v17_opening2.455_Hxx,heldout,eV/L0^2,"[2.0044991061775677, 0.0, 0.0]",0.04446583977668427,0.1,-0.00015292054391515548,-0.44618760320599427,False
local,56,v17_opening3.75_Haa,heldout,eV/L0^2,"[3.0618621784789726, 0.0, 0.0]",0.0,0.1,-0.08157633682681005,-0.8157633682681005,False
local,57,v17_opening3.75_Hxx,heldout,eV/L0^2,"[3.0618621784789726, 0.0, 0.0]",0.0,0.1,1.2908891601219552e-09,1.2908891601219552e-08,False
local,58,v19_new_0_Haa,heldout,eV/L0^2,"[0.8099646082803043, 0.0, 0.0]",20.302032153219432,2.030203215321943,14.316143132053003,-2.9484186489268294,False
local,59,v19_new_0_Hxx,heldout,eV/L0^2,"[0.8099646082803043, 0.0, 0.0]",4.57090105595751,0.45709010559575103,1.5327228402077415,-6.646781845758707,False
local,60,v19_new_1_Haa,heldout,eV/L0^2,"[0.8393584851937024, 0.0, 0.0]",17.415188636660293,1.7415188636660295,8.725201389449719,-4.98988981888918,False
local,61,v19_new_1_Hxx,heldout,eV/L0^2,"[0.8393584851937024, 0.0, 0.0]",3.8361643120715834,0.3836164312071584,0.6708372086767395,-8.251281347449693,False
local,62,v19_new_2_Haa,heldout,eV/L0^2,"[0.9348885851622464, 0.0, 0.0]",5.20946471789603,0.5209464717896031,0.44644880657759306,-9.14300445294521,False
local,63,v19_new_2_Hxx,heldout,eV/L0^2,"[0.9348885851622464, 0.0, 0.0]",0.9642979846199059,0.1,-0.14347487400149722,-11.07772858621403,True
local,64,v19_new_3_Haa,heldout,eV/L0^2,"[1.081857969729237, 0.0, 0.0]",-4.940080180276789,0.4940080180276789,-1.1412888426177066,7.6897361966425395,False
local,65,v19_new_3_Hxx,heldout,eV/L0^2,"[1.081857969729237, 0.0, 0.0]",-1.007259835979608,0.10072598359796081,-0.19170922606115126,8.096725202244315,False
local,66,v19_new_4_Haa,heldout,eV/L0^2,"[1.392126670481773, 0.0, 0.0]",0.9032785116339533,0.1,-0.18096733973994436,-10.842458513738977,True
local,67,v19_new_4_Hxx,heldout,eV/L0^2,"[1.392126670481773, 0.0, 0.0]",0.6453579543796875,0.1,-0.029415244769959017,-6.747731991496464,False
local,68,v19_new_5_Haa,heldout,eV/L0^2,"[1.775880063517804, 0.0, 0.0]",-2.478203100860398,0.2478203100860398,-0.10725025708977169,9.567225716679411,False
local,69,v19_new_5_Hxx,heldout,eV/L0^2,"[1.775880063517804, 0.0, 0.0]",0.0933444416558671,0.1,-0.0012297076341127038,-0.9457414928997979,False
local,70,v19_new_6_Haa,heldout,eV/L0^2,"[0.8638533826215342, 0.173, -0.043]",16.75498366183509,1.6754983661835092,11.40936592990908,-3.190464305914179,False
local,71,v19_new_6_Hxx,heldout,eV/L0^2,"[0.8638533826215342, 0.173, -0.043]",1.866294182504276,0.18662941825042761,1.5446545703733292,-1.7234132493482703,False
local,72,v19_new_7_Haa,heldout,eV/L0^2,"[0.9716309313039939, 0.367, 0.081]",3.3869832062735408,0.3386983206273541,1.2913335507469397,-6.187363585520392,False
local,73,v19_new_7_Hxx,heldout,eV/L0^2,"[0.9716309313039939, 0.367, 0.081]",-0.5656137494473082,0.1,-0.10748264381800657,4.581311056293017,False
local,74,v19_new_8_Haa,heldout,eV/L0^2,"[0.816496580927726, 0.317, 0.0]",34.71656366870985,3.4716563668709854,50.136021967800595,4.44152780967442,False
local,75,v19_new_8_Hxx,heldout,eV/L0^2,"[0.816496580927726, 0.317, 0.0]",-0.974896485841256,0.1,0.1328763722870922,11.07772858128348,True
local,76,v19_new_9_Haa,heldout,eV/L0^2,"[0.8287440296416418, 0.413, 0.219]",14.396252629283666,1.4396252629283666,17.177497780987107,1.9319229964373246,False
local,77,v19_new_9_Hxx,heldout,eV/L0^2,"[0.8287440296416418, 0.413, 0.219]",-0.11946413441426519,0.1,-0.4494841584742532,-3.3002002405998803,False
local,78,v19_power_new_0_Haa,heldout,eV/L0^2,"[0.801799642471027, 0.0, 0.0]",21.133296310436656,2.1133296310436656,16.536450562775286,-2.1751674136094055,False
local,79,v19_power_new_0_Hxx,heldout,eV/L0^2,"[0.801799642471027, 0.0, 0.0]",4.803281906544594,0.4803281906544594,1.7475043038490037,-6.361853545451945,False
local,80,v19_power_new_1_Haa,heldout,eV/L0^2,"[0.8589544031359678, 0.0, 0.0]",15.66515497295868,1.5665154972958681,6.016811516265597,-6.159111399375322,False
local,81,v19_power_new_1_Hxx,heldout,eV/L0^2,"[0.8589544031359678, 0.0, 0.0]",3.4372637547611467,0.3437263754761147,0.35787678269966344,-8.95883234970273,False
local,82,v19_power_new_2_Haa,heldout,eV/L0^2,"[0.953668006523584, 0.0, 0.0]",1.5124016664736504,0.15124016664736506,-0.16299585083666568,-11.077728585268689,True
local,83,v19_power_new_2_Hxx,heldout,eV/L0^2,"[0.953668006523584, 0.0, 0.0]",0.07390822082095283,0.1,-0.18290713554996918,-2.56815356370922,False
local,84,v19_power_new_3_Haa,heldout,eV/L0^2,"[1.1308477645849007, 0.0, 0.0]",-6.006053628734572,0.6006053628734572,-0.9793850489528783,8.369336823322326,False
local,85,v19_power_new_3_Hxx,heldout,eV/L0^2,"[1.1308477645849007, 0.0, 0.0]",-1.4153601110072371,0.14153601110072372,-0.156485360739213,8.894377766320893,False
local,86,v19_power_new_4_Haa,heldout,eV/L0^2,"[1.4411164653374364, 0.0, 0.0]",0.9838769358246306,0.1,-0.12389592287770117,-11.077728587023318,True
local,87,v19_power_new_4_Hxx,heldout,eV/L0^2,"[1.4411164653374364, 0.0, 0.0]",0.5300888191539206,0.1,-0.020256684056487635,-5.503455032104082,False
local,88,v19_power_new_5_Haa,heldout,eV/L0^2,"[1.8656946874198541, 0.0, 0.0]",-2.5224317074829634,0.25224317074829633,-0.13373098903644942,9.469833063707027,False
local,89,v19_power_new_5_Hxx,heldout,eV/L0^2,"[1.8656946874198541, 0.0, 0.0]",-0.10536285587305545,0.1,-0.0005493786889132697,1.0481347718414218,False
local,90,v19_power_new_6_Haa,heldout,eV/L0^2,"[0.8507894373266905, 0.193, -0.063]",22.032873653678617,2.2032873653678617,18.284830364216536,-1.701114138979464,False
local,91,v19_power_new_6_Hxx,heldout,eV/L0^2,"[0.8507894373266905, 0.193, -0.063]",1.976588687531336,0.19765886875313363,2.3442305104561196,1.85998141770178,False
local,92,v19_power_new_7_Haa,heldout,eV/L0^2,"[0.9593834825900781, 0.347, 0.061]",3.6257942400934606,0.36257942400934606,2.0229737590645,-4.420605183011283,False
local,93,v19_power_new_7_Hxx,heldout,eV/L0^2,"[0.9593834825900781, 0.347, 0.061]",-0.7324824081355719,0.1,-0.0501275967230878,6.823548114124841,False
local,94,v19_power_new_8_Haa,heldout,eV/L0^2,"[0.816496580927726, 0.337, 0.0]",35.390692237109825,3.5390692237109826,54.38764287399087,5.367781593421703,False
local,95,v19_power_new_8_Hxx,heldout,eV/L0^2,"[0.816496580927726, 0.337, 0.0]",-1.532495429303305,0.15324954293033052,-0.7341804455833084,5.20924870936106,False
local,96,v19_power_new_9_Haa,heldout,eV/L0^2,"[0.834459505708136, 0.393, 0.229]",13.640977289265752,1.3640977289265752,15.75543686168481,1.5500792410841058,False
local,97,v19_power_new_9_Hxx,heldout,eV/L0^2,"[0.834459505708136, 0.393, 0.229]",-0.0018561341338510467,0.1,-0.31115364585037275,-3.0929751171652167,False
local,98,v20_new_0_Haa,heldout,eV/L0^2,"[0.8189460706705092, 0.0, 0.0]",19.407850341619266,1.9407850341619266,11.783677316771733,-3.9283964430093707,False
local,99,v20_new_0_Hxx,heldout,eV/L0^2,"[0.8189460706705092, 0.0, 0.0]",4.329394100444026,0.4329394100444026,2.1294704324366864,-5.081366161102575,False
local,100,v20_new_1_Haa,heldout,eV/L0^2,"[0.8360924988699915, 0.0, 0.0]",17.703231197779825,1.7703231197779825,9.234967143445923,-4.783456737206207,False
local,101,v20_new_1_Hxx,heldout,eV/L0^2,"[0.8360924988699915, 0.0, 0.0]",3.9093512902826126,0.3909351290282613,0.7408565670640987,-8.104911756317144,False
local,102,v20_new_2_Haa,heldout,eV/L0^2,"[0.8793668176591609, 0.0, 0.0]",13.514055878705095,1.3514055878705096,3.8687026147496106,-7.137274960623956,False
local,103,v20_new_2_Hxx,heldout,eV/L0^2,"[0.8793668176591609, 0.0, 0.0]",2.9805611045837717,0.29805611045837715,0.14041442805040924,-9.528899347728629,False
local,104,v20_new_3_Haa,heldout,eV/L0^2,"[1.0067402842838862, 0.0, 0.0]",-2.2820717486649773,0.22820717486649775,-1.0221448807352673,5.520978333248168,False
local,105,v20_new_3_Hxx,heldout,eV/L0^2,"[1.0067402842838862, 0.0, 0.0]",-0.8053213981525169,0.1,-0.22144179749244852,5.838796006600684,False
local,106,v20_new_4_Haa,heldout,eV/L0^2,"[1.254955244885915, 0.0, 0.0]",-1.9854681988380205,0.19854681988380207,-0.4988037709563211,7.487727220973661,False
local,107,v20_new_4_Hxx,heldout,eV/L0^2,"[1.254955244885915, 0.0, 0.0]",-1.0730096719553677,0.10730096719553678,-0.07709940088228692,9.281465928058344,False
local,108,v20_new_5_Haa,heldout,eV/L0^2,"[1.486840273869389, 0.0, 0.0]",0.4318686304614479,0.1,-0.09082390279875671,-5.226925332602046,False
local,109,v20_new_5_Hxx,heldout,eV/L0^2,"[1.486840273869389, 0.0, 0.0]",0.05966529359502488,0.1,-0.014150633824562914,-0.7381592741958778,False
local,110,v20_new_6_Haa,heldout,eV/L0^2,"[1.6795334669683324, 0.0, 0.0]",-1.7417609490586863,0.17417609490586863,-0.07989596815183955,9.541291999943974,False
local,111,v20_new_6_Hxx,heldout,eV/L0^2,"[1.6795334669683324, 0.0, 0.0]",0.20899465255336805,0.1,-0.002855884924777644,-2.118505374781457,False
local,112,v20_new_7_Haa,heldout,eV/L0^2,"[0.8271110364797863, 0.083, -0.041]",21.501318205218237,2.150131820521824,13.582495316905733,-3.6829476280159668,False
local,113,v20_new_7_Hxx,heldout,eV/L0^2,"[0.8271110364797863, 0.083, -0.041]",4.662002299739686,0.4662002299739686,1.8480931178647118,-6.035838253516296,False
local,114,v20_new_8_Haa,heldout,eV/L0^2,"[0.8548719202313291, 0.213, 0.079]",14.458727489192233,1.4458727489192233,11.341176105296977,-2.1561727242079893,False
local,115,v20_new_8_Hxx,heldout,eV/L0^2,"[0.8548719202313291, 0.213, 0.079]",0.86111106885732,0.1,0.7328180541815805,-1.282930146757395,False
local,116,v20_new_9_Haa,heldout,eV/L0^2,"[0.9005957287632818, 0.383, 0.183]",11.056850642860084,1.1056850642860085,5.006932434336849,-5.471646858529236,False
local,117,v20_new_9_Hxx,heldout,eV/L0^2,"[0.9005957287632818, 0.383, 0.183]",0.0757661767331005,0.1,-0.5063281980627234,-5.820943747958239,False
local,118,v20_new_10_Haa,heldout,eV/L0^2,"[0.8107811048612319, 0.123, -0.021]",26.40271381173358,2.640271381173358,20.9317070386554,-2.072138043115409,False
local,119,v20_new_10_Hxx,heldout,eV/L0^2,"[0.8107811048612319, 0.123, -0.021]",4.254835571305176,0.42548355713051766,3.113184560736179,-2.683184793951495,False
local,120,v20_new_11_Haa,heldout,eV/L0^2,"[1.0230702159024407, 0.443, 0.163]",2.8654264155114735,0.28654264155114734,-0.251885556047889,-10.879050861974163,False
local,121,v20_new_11_Hxx,heldout,eV/L0^2,"[1.0230702159024407, 0.443, 0.163]",-0.12044589256531853,0.1,-0.2858583674100797,-1.6541247484476118,False
local,122,v32_q0_H00,fit,eV/L0^2,,1.6071853175180872,0.3871874135709727,1.4945035612585449,-0.29102639267194935,False
local,123,v32_q0_H11,fit,eV/L0^2,,3.778484710232485,0.3871874135709727,3.986266436309701,0.5366438029606271,False
local,124,v32_q0_H22,fit,eV/L0^2,,5.5400914279154465,0.3871874135709727,5.8337318298712,0.758393459248976,False
local,125,v32_q0_H01,fit,eV/L0^2,,-1.5177286414361958e-17,0.3871874135709727,-1.7235006388697985e-16,-4.0593462484494636e-16,False
local,126,v32_q0_H02,fit,eV/L0^2,,-9.45828328360523e-17,0.3871874135709727,6.942975887363469e-17,4.2360000857730096e-16,False
local,127,v32_q0_H12,fit,eV/L0^2,,-3.523213435365955,0.3871874135709727,-3.6949307871240915,-0.44349931257943687,False
local,128,v32_q1_H00,fit,eV/L0^2,,11.020541195662586,2.565934883399439,7.48928466882496,-1.3762066020004746,False
local,129,v32_q1_H11,fit,eV/L0^2,,27.51034114112903,2.565934883399439,48.508371697792924,8.183384033832137,False
local,130,v32_q1_H22,fit,eV/L0^2,,37.17324859129323,2.565934883399439,65.59797879299254,11.077728583681454,False
local,131,v32_q1_H01,fit,eV/L0^2,,-8.047950485487693e-17,2.565934883399439,-6.197883693763613e-17,7.21010811183582e-18,False
local,132,v32_q1_H02,fit,eV/L0^2,,1.6095900970975385e-16,2.565934883399439,3.5058297385267877e-15,1.3035680486114417e-15,False
local,133,v32_q1_H12,fit,eV/L0^2,,-19.325814900328513,2.565934883399439,-34.17921419040056,-5.788689099699112,False
local,134,v32_q2_H00,fit,eV/L0^2,,2.553605837827099,0.581483715936639,2.561216997725723,0.01308920557880812,False
local,135,v32_q2_H11,fit,eV/L0^2,,2.5536058378271016,0.581483715936639,2.561216997725711,0.013089205578782919,False
local,136,v32_q2_H22,fit,eV/L0^2,,11.054750979095974,0.581483715936639,11.10304290594243,0.08304949136652769,False
local,137,v32_q2_H01,fit,eV/L0^2,,-6.305904423508818e-34,0.581483715936639,-9.945026234687372e-16,-1.7102845638021317e-15,False
local,138,v32_q2_H02,fit,eV/L0^2,,-6.040516937618709e-17,0.581483715936639,8.720320119629883e-15,1.5100552342832687e-14,False
local,139,v32_q2_H12,fit,eV/L0^2,,-1.5741639952321403e-15,0.581483715936639,1.4631990700171218e-15,5.223470549569486e-15,False
local,140,v32_q3_H00,fit,eV/L0^2,,15.117824325030192,3.6510653206716435,15.07370888445695,-0.012082895456147625,False
local,141,v32_q3_H11,fit,eV/L0^2,,15.117824325030208,3.6510653206716435,15.073708884457668,-0.012082895455955445,False
local,142,v32_q3_H22,fit,eV/L0^2,,69.82130022908126,3.6510653206716435,69.78430081095094,-0.010133869126043166,False
local,143,v32_q3_H01,fit,eV/L0^2,,-2.6155839077835e-16,3.6510653206716435,-3.0309738784989946e-15,-7.585225802564354e-16,False
local,144,v32_q3_H02,fit,eV/L0^2,,-1.2237589896675819e-15,3.6510653206716435,-3.5212171228026076e-15,-6.292569240345417e-16,False
local,145,v32_q3_H12,fit,eV/L0^2,,-1.066647511748027e-14,3.6510653206716435,4.4090739448163736e-14,1.4997599263869365e-14,False
full_saturation,0,normal_strain_force_ev,exact,eV/strain,,0.0,0.1,8.881784197001252e-16,8.881784197001252e-15,False
full_saturation,1,cohesive_ev_atom,exact,eV/atom,,3.36,0.0672,3.3599999999999977,-3.304235192336776e-14,False
full_saturation,2,C11_GPa,exact,GPa,,113.99999999999996,5.699999999999998,114.00000000000014,3.241072128028528e-14,False
full_saturation,3,C12_GPa,exact,GPa,,62.000000000000014,3.100000000000001,62.00000000000004,9.16829336464645e-15,False
full_saturation,4,C44_GPa,exact,GPa,,32.0,1.6,32.00000000000003,1.7763568394002505e-14,False
full_saturation,5,perfect_Haa,exact,eV/L0^2,"[0.816496580927726, 0.0, 0.0]",19.66091286328976,1.9660912863289761,19.660912863289756,-1.806993247721481e-15,False
full_saturation,6,perfect_Hxx,exact,eV/L0^2,"[0.816496580927726, 0.0, 0.0]",4.393593035123306,0.43935930351233066,4.393593035123317,2.4258371112659008e-14,False
full_saturation,7,saddle_Haa,fit,eV/L0^2,"[0.8492922641076963, 0.3714061259442337, 0.2144314267925794]",12.717337762538286,1.2717337762538286,14.614901813093512,1.492107928551618,False
full_saturation,8,saddle_Hxx,fit,eV/L0^2,"[0.8492922641076963, 0.3714061259442337, 0.2144314267925794]",-0.18642463121762062,0.018642463121762064,-0.3913456844560161,-10.992166212155906,False
full_saturation,9,fault_Haa,fit,eV/L0^2,"[0.8356612484876702, 0.5, 0.28867513459481275]",14.140554350039636,1.4140554350039638,14.235639117938634,0.06724260276170228,False
full_saturation,10,fault_Hxx,fit,eV/L0^2,"[0.8356612484876702, 0.5, 0.28867513459481275]",2.4858929774856264,0.24858929774856264,0.20527626104027052,-9.174235323485652,False
full_saturation,11,saddle_normal_path_coupling,fit,eV/L0^2,"[0.8492922641076963, 0.3714061259442337, 0.2144314267925794]",1.2055891043737141,0.12055891043737142,0.2418318073168952,-7.9940776966251414,False
full_saturation,12,new_direct_017_Haa,fit,eV/L0^2,"[0.816496580927726, 0.17, 0.0]",26.109437232644353,2.6109437232644357,16.52570776061826,-3.6705997860588337,False
full_saturation,13,new_direct_039_Haa,fit,eV/L0^2,"[0.816496580927726, 0.39, 0.0]",36.31678531793335,3.6316785317933356,39.44718611477326,0.8619707855293307,False
full_saturation,14,new_raised_direct_Haa,fit,eV/L0^2,"[0.8695688586880281, 0.29, 0.0]",20.00400949091716,2.000400949091716,9.800096018262355,-5.1009341288744645,False
full_saturation,15,new_off_path_positive_Haa,fit,eV/L0^2,"[0.8532389270694737, 0.19, 0.085]",13.446420569551602,1.3446420569551603,11.914304869262516,-1.1394227128061472,False
full_saturation,16,new_off_path_negative_Haa,fit,eV/L0^2,"[0.9144761706390533, 0.37, -0.095]",13.5831841481301,1.35831841481301,7.720999473341175,-4.315766178871932,False
full_saturation,17,new_shockley_058_Haa,fit,eV/L0^2,"[0.816496580927726, 0.29, 0.16743157806499145]",23.107568998056017,2.3107568998056016,17.16447657985254,-2.5719245580110375,False
full_saturation,18,v16_direct011_Haa,fit,eV/L0^2,"[0.816496580927726, 0.11, 0.0]",23.17866876533168,2.317866876533168,12.390453769380377,-4.654372132055845,False
full_saturation,19,v16_direct031_Haa,fit,eV/L0^2,"[0.816496580927726, 0.31, 0.0]",34.460781638400974,3.4460781638400975,30.684401969868155,-1.0958485237388387,False
full_saturation,20,v16_raised043_Haa,fit,eV/L0^2,"[0.8899812732112214, 0.43, 0.0]",18.238440853611248,1.8238440853611249,10.07768780071492,-4.474479544823857,False
full_saturation,21,v16_off_plus_Haa,fit,eV/L0^2,"[0.8369089954509191, 0.23, 0.065]",20.981095919956758,2.098109591995676,11.850597287316086,-4.351773933770514,False
full_saturation,22,v16_off_minus_Haa,fit,eV/L0^2,"[0.9471360338761622, 0.32, -0.12]",5.497617912510364,0.5497617912510364,8.86941904291392,6.133203842214452,False
full_saturation,23,v16_shockley043_Haa,fit,eV/L0^2,"[0.816496580927726, 0.215, 0.12413030787576952]",25.03469226049791,2.5034692260497913,15.715138203670993,-3.722655729038932,False
full_saturation,24,v16_opening1.21_Haa,fit,eV/L0^2,"[0.9879608629225485, 0.0, 0.0]",-1.3832350292334812,0.13832350292334814,-0.740080404882889,4.649640955861246,False
full_saturation,25,v16_opening1.62_Haa,fit,eV/L0^2,"[1.3227244611029163, 0.0, 0.0]",-0.15582859326870177,0.1,-0.2877550891693161,-1.319264959006143,False
full_saturation,26,v16_opening1.93_Haa,fit,eV/L0^2,"[1.575838401190511, 0.0, 0.0]",-0.6638075680371565,0.1,-0.06015826332758658,6.036493047095699,False
full_saturation,27,v16_opening2.71_Haa,fit,eV/L0^2,"[2.2127057343141376, 0.0, 0.0]",0.0,0.1,-0.166244185109031,-1.6624418510903098,False
full_saturation,28,v16_opening4.3_Haa,fit,eV/L0^2,"[3.5109352979892217, 0.0, 0.0]",0.0,0.1,-0.04486270367192558,-0.4486270367192558,False
full_saturation,29,v16_opening6.2_Haa,fit,eV/L0^2,"[5.062278801751901, 0.0, 0.0]",0.0,0.1,-0.008293106223010027,-0.08293106223010026,False
full_saturation,30,v17_near_0.985_Haa,fit,eV/L0^2,"[0.8042491322138101, 0.0, 0.0]",20.878110673451364,2.0878110673451364,23.149060805408396,1.087718217168365,False
full_saturation,31,v17_near_1.015_Haa,fit,eV/L0^2,"[0.8287440296416418, 0.0, 0.0]",18.39295935022696,1.839295935022696,11.930048154457541,-3.5137962699241596,False
full_saturation,32,v17_near_1.065_Haa,fit,eV/L0^2,"[0.8695688586880281, 0.0, 0.0]",14.605604041867348,1.4605604041867348,2.1869462700488356,-8.50266633014294,False
full_saturation,33,v17_near_1.095_Haa,fit,eV/L0^2,"[0.89406375611586, 0.0, 0.0]",11.545874277606002,1.1545874277606003,1.8075443067339825,-8.434467357539276,False
full_saturation,34,v17_direct023_Haa,heldout,eV/L0^2,"[0.816496580927726, 0.23, 0.0]",29.67272464413389,2.967272464413389,21.82582835252486,-2.644481214892517,False
full_saturation,35,v17_direct023_Hxx,heldout,eV/L0^2,"[0.816496580927726, 0.23, 0.0]",1.5318476269016676,0.1531847626901668,1.5053195815887959,-0.17317678891162108,False
full_saturation,36,v17_direct047_Haa,heldout,eV/L0^2,"[0.816496580927726, 0.47, 0.0]",35.337517734960244,3.5337517734960247,44.641904824968364,2.6330052834478153,False
full_saturation,37,v17_direct047_Hxx,heldout,eV/L0^2,"[0.816496580927726, 0.47, 0.0]",-7.290154929569364,0.7290154929569365,-3.112641307150052,5.730349577997352,False
full_saturation,38,v17_off_plus_Haa,heldout,eV/L0^2,"[0.8777338244973054, 0.27, 0.095]",13.145916399036436,1.3145916399036437,9.204148904891085,-2.998472966429539,False
full_saturation,39,v17_off_plus_Hxx,heldout,eV/L0^2,"[0.8777338244973054, 0.27, 0.095]",0.5867789207029961,0.1,0.11448704975117983,-4.722918709518162,False
full_saturation,40,v17_off_minus_Haa,heldout,eV/L0^2,"[0.9267236193529691, 0.41, -0.07]",11.464221151869252,1.1464221151869252,4.9715611791116565,-5.66341130962827,False
