profile,configuration,force_rms_eV_L0,maximum_force_error_eV_L0,used_in_loss
sign_only,R10_zero,0.11530920107697505,0.2825596098792974,False
sign_only,R8_perturbed_minus,0.11397161674286006,0.2905766174897179,False
sign_only,R8_perturbed_plus,0.12302261019003433,0.32302378430496503,False
sign_only,R8_zero,0.11524310923980216,0.2819528769191631,True
sign_and_sampled_spectrum,R10_zero,0.11530920107697505,0.2825596098792974,False
sign_and_sampled_spectrum,R8_perturbed_minus,0.11397161674286006,0.2905766174897179,False
sign_and_sampled_spectrum,R8_perturbed_plus,0.12302261019003433,0.32302378430496503,False
sign_and_sampled_spectrum,R8_zero,0.11524310923980216,0.2819528769191631,True
