state,neighborhood_cutoff_A,atom,neighbors,rank,residual_degrees_of_freedom,condition,D2_A2,free,initial_coordination,initial_surface,initial_grip_neighbor,x_A,y_A,z_A,green_min,green_middle,green_max
loading_0pct,2.8,28,3,3,0,1.9999999999999984,4.755412525519426e-31,False,3,True,False,-2.4178598530986504,2.0516221177017187,18.85930685416947,-1.6393409801552204e-16,1.1999107646107851e-17,2.629572928319299e-16
loading_0pct,2.8,29,3,3,0,1.9999999999999998,1.0082192507071384e-31,False,3,True,False,-2.4178598530986504,0.6838740392339062,-17.89216291293001,0.0,1.679509535662223e-16,2.761382562838403e-16
loading_0pct,2.8,30,3,3,0,1.9999999999999971,4.27864250231236e-31,False,3,True,False,-0.4835719706197299,4.7871182746373435,-17.89216291293001,-4.441954653218376e-16,-2.6492749390454874e-17,2.4864360978726135e-16
loading_0pct,2.8,31,4,3,3,1.0000000000000002,2.9723140847815086e-31,False,4,False,False,-0.4835719706197299,3.419370196169531,-15.95787503045109,-6.279891180789519e-17,2.3108964375217794e-16,2.757984779057799e-16
loading_0pct,2.8,32,3,3,0,1.9999999999999971,6.462429368115901e-31,False,3,True,False,1.4507159118591897,2.0516221177017187,18.85930685416947,-1.2900071906953666e-16,-4.521665749060045e-17,5.072842839476841e-16
loading_0pct,2.8,33,3,3,0,2.0,9.201873905121572e-31,False,3,True,False,1.4507159118591897,0.6838740392339062,-17.89216291293001,-1.1321680571671948e-16,3.873085491474916e-16,7.251089787318689e-16
loading_0pct,2.8,34,3,3,0,1.9999999999999987,9.337326890116431e-31,False,3,True,False,3.3850037943381093,4.7871182746373435,-17.89216291293001,-4.696490251360659e-17,1.609474840984289e-16,7.741958381153029e-16
loading_0pct,2.8,35,4,3,3,1.0000000000000002,6.162975822039155e-31,False,4,False,False,3.3850037943381093,3.419370196169531,-15.95787503045109,-3.130757958925115e-16,-8.225356675473193e-17,3.9532936264724333e-16
loading_0pct,2.8,36,2,2,0,,1.0107280348144214e-30,False,2,True,False,5.319291676817031,7.522614431572965,-15.957875030451088,,,
loading_0pct,2.8,37,3,3,0,1.9999999999999964,3.3533120759355246e-30,False,3,True,False,5.319291676817031,6.154866353105152,-14.023587147972169,-8.087012078742371e-16,2.4922556973693986e-17,1.0058232558255741e-15
loading_0pct,2.8,38,3,3,0,1.9999999999999987,1.5066902785509117e-31,False,3,True,False,-4.352147735577571,-6.154866353105152,-14.023587147972169,-3.232264768532165e-16,1.300942354990571e-17,8.817244837827955e-17
loading_0pct,2.8,39,2,2,0,,2.3975192160907258e-31,False,2,True,False,-4.352147735577571,-7.522614431572965,-12.08929926549325,,,
loading_0pct,2.8,40,2,2,0,,1.0107280348144214e-30,False,2,True,False,-2.4178598530986504,7.522614431572965,-15.957875030451088,,,
loading_0pct,2.8,41,4,3,3,1.0000000000000013,1.2387581402298687e-30,False,4,False,False,-2.4178598530986504,6.154866353105152,-14.023587147972169,-5.253622907058812e-16,-1.8948677329978398e-16,2.707598541556028e-16
loading_0pct,2.8,42,4,3,3,1.0,1.43157012927172e-31,False,4,False,False,-0.4835719706197299,-6.154866353105152,-14.023587147972169,-2.3140098759469417e-16,-1.659907800376557e-17,2.5955460673428443e-17
loading_0pct,2.8,43,2,2,0,,1.5659140832339123e-31,False,2,True,False,-0.4835719706197299,-7.522614431572965,-12.08929926549325,,,
loading_0pct,2.8,44,2,2,0,,1.0107280348144214e-30,False,2,True,False,1.4507159118591897,7.522614431572965,-15.957875030451088,,,
loading_0pct,2.8,45,4,3,3,1.0000000000000009,8.289202480642653e-31,False,4,False,False,1.4507159118591897,6.154866353105152,-14.023587147972169,-3.911796519740436e-16,6.204649423909998e-18,2.739527000876177e-16
loading_0pct,2.8,46,4,3,3,1.0000000000000004,5.053640174072107e-31,False,4,False,False,3.3850037943381093,-6.154866353105152,-14.023587147972169,-3.868447741864546e-16,-1.9754444044506698e-16,1.4030000478145899e-16
loading_0pct,2.8,47,2,2,0,,8.139044423387683e-31,False,2,True,False,3.3850037943381093,-7.522614431572965,-12.08929926549325,,,
loading_0pct,2.8,48,3,3,0,2.0000000000000018,3.564723646197162e-30,False,3,True,False,5.319291676817031,-3.4193701961695293,-15.95787503045109,-8.738837580517809e-16,-1.3487335750733288e-17,1.1094156987275454e-15
loading_0pct,2.8,49,3,3,0,1.9999999999999998,1.6665265511559489e-32,False,3,True,False,5.319291676817031,-4.787118274637341,-14.023587147972169,-5.186650212568396e-17,0.0,5.186650212568396e-17
loading_0pct,2.8,50,3,3,0,2.0000000000000004,3.945594048703849e-31,False,3,True,False,-4.352147735577571,-0.6838740392339062,-14.023587147972169,-1.985461210976223e-16,5.434236850385277e-17,3.662483575188008e-16
loading_0pct,2.8,51,3,3,0,2.055213573391414,1.0009097079484818e-30,False,3,True,False,-4.352147735577571,-2.051622117701717,-12.08929926549325,-8.480018579016838e-17,4.4389955797777243e-16,5.290790475125212e-16
loading_0pct,2.8,52,4,3,3,1.0000000000000009,2.2679751025104103e-30,False,4,False,False,-2.4178598530986504,-3.4193701961695293,-15.95787503045109,-1.853864303664097e-17,2.220446049250313e-16,9.067170627367662e-16
loading_0pct,2.8,53,4,3,3,1.0000000000000004,1.7865619722775777e-31,False,4,False,False,-2.4178598530986504,-4.787118274637341,-14.023587147972169,0.0,1.8057982378346003e-16,2.635093860666026e-16
loading_0pct,2.8,54,4,3,3,1.0000000000000002,1.1353961202754759e-30,False,4,False,False,-0.4835719706197299,-0.6838740392339062,-14.023587147972169,-8.935335668458193e-17,-3.1825477131167937e-18,7.586697191727928e-16
loading_0pct,2.8,55,4,3,3,1.0082545213955745,2.9520897070309118e-31,False,4,False,False,-0.4835719706197299,-2.051622117701717,-12.08929926549325,-3.4607228324589895e-16,0.0,1.3005375858352017e-17
loading_0pct,2.8,56,4,3,3,1.0000000000000009,2.304952957442653e-30,False,4,False,False,1.4507159118591897,-3.4193701961695293,-15.95787503045109,-2.28234696619531e-16,-1.2728312279266643e-17,9.070968236738916e-16
loading_0pct,2.8,57,4,3,3,1.0000000000000002,8.004858407513128e-32,False,4,False,False,1.4507159118591897,-4.787118274637341,-14.023587147972169,-5.802185202163824e-17,1.2518544638517033e-32,5.802185202163823e-17
loading_0pct,2.8,58,4,3,3,1.0000000000000007,8.504906634414034e-31,False,4,False,False,3.3850037943381093,-0.6838740392339062,-14.023587147972169,-3.7251305743637275e-16,1.3306788554211564e-16,4.614897768192883e-16
loading_0pct,2.8,59,4,3,3,1.0261639035343415,1.5782070738935615e-30,False,4,False,False,3.3850037943381093,-2.051622117701717,-12.08929926549325,-7.879902043226856e-16,-2.278837973221568e-16,-9.434902298031389e-17
loading_0pct,2.8,60,3,3,0,2.0000000000000004,3.4908546656417485e-31,False,3,True,False,5.319291676817031,2.0516221177017187,-15.95787503045109,-3.697651443726756e-16,0.0,2.5874284191015995e-16
loading_0pct,2.8,61,3,3,0,2.0,6.306590587208836e-31,False,3,True,False,5.319291676817031,0.6838740392339062,-14.023587147972169,-4.2646704146078536e-16,1.3847999539162081e-17,4.1261904192162317e-16
loading_0pct,2.8,62,3,3,0,1.9999999999999984,6.054772553873429e-31,False,3,True,False,-4.352147735577571,4.7871182746373435,-14.02358714797217,-3.707451808229032e-16,1.1895782272109884e-16,4.73831963026836e-16
loading_0pct,2.8,63,3,3,0,2.055989914770929,9.697314115694328e-31,False,3,True,False,-4.352147735577571,3.419370196169531,-12.08929926549325,-3.174165339549929e-17,4.4141392576483397e-16,7.005507522558219e-16
loading_0pct,2.8,64,4,3,3,1.0000000000000004,1.5407439555097887e-31,False,4,False,False,-2.4178598530986504,2.0516221177017187,-15.95787503045109,-3.2494952365154947e-18,2.220446049250313e-16,2.252941001615468e-16
loading_0pct,2.8,65,4,3,3,1.0000000000000002,3.1060880888744105e-31,False,4,False,False,-2.4178598530986504,0.6838740392339062,-14.023587147972169,-9.545574071241628e-17,0.0,3.175003456374476e-16
loading_0pct,2.8,66,4,3,3,1.0000000000000013,3.280462875883463e-31,False,4,False,False,-0.4835719706197299,4.7871182746373435,-14.02358714797217,-3.127678286002145e-16,-5.770353042163914e-18,9.649357671734699e-17
