state,neighborhood_cutoff_A,atom,neighbors,rank,residual_degrees_of_freedom,condition,D2_A2,free,initial_coordination,initial_surface,initial_grip_neighbor,x_A,y_A,z_A,green_min,green_middle,green_max
loading_0pct,4.2,146,8,3,15,2.3005007324688997,2.9765668587680065e-30,True,3,True,False,-3.045635444876049,-7.1254383454885915,-2.519958756828993,-2.6764373619378376e-16,4.3139715874461736e-17,6.685932301693848e-16
loading_0pct,4.2,147,7,3,12,2.6612453002361773,3.5662719913067646e-31,True,2,True,False,-2.088433578934869,-8.068264004143916,-0.5222661419008168,-2.2156020760182622e-16,-8.559796040934262e-17,-2.590873937637815e-17
loading_0pct,4.2,148,9,3,18,1.7470987866155028,1.5072127127071967e-30,True,2,True,False,-1.5228713128993956,7.456550230937462,-4.388128444109412,-4.504918163951971e-16,-3.322500305995566e-16,-1.0543657270537167e-16
loading_0pct,4.2,149,11,3,24,1.2826501990196708,2.581178980969593e-30,True,4,False,False,-2.1595497287178738,6.241632844011494,-2.4300527749054908,-5.256531958280542e-16,-4.040983814805468e-16,4.856623674585381e-16
loading_0pct,4.2,150,12,3,27,1.2799212037205794,6.144862551221044e-31,True,4,False,False,-0.23018377473023863,-5.825916553928334,-2.4590716219761166,-3.450302606123215e-16,-6.618118801324511e-19,2.3466977002993822e-16
loading_0pct,4.2,151,10,3,21,1.4604676416130238,3.302541711369676e-30,True,2,True,False,0.04583722269954613,-7.057759189194733,-0.5008462212162598,-6.920632042869952e-16,-1.676977869773577e-17,4.867883780596996e-16
loading_0pct,4.2,152,10,3,21,1.4674915216037863,2.8341533671771847e-30,True,2,True,False,0.8508340874147695,7.072564608907473,-4.4037172408091285,-6.68682784301892e-16,1.7821836380703056e-16,2.6841981556982994e-16
loading_0pct,4.2,153,12,3,27,1.2798114040527893,8.002023881829055e-31,True,4,False,False,1.1984826478551955,5.8293054518744585,-2.459744761840437,-3.3306690794896596e-16,1.6749089495212593e-16,2.765983154593557e-16
loading_0pct,4.2,154,11,3,24,1.282732193690905,7.467627165832925e-31,True,4,False,False,3.12762329229274,-6.239456932089188,-2.4292663177633753,-1.220882470122976e-16,1.4079070286749015e-16,3.143644515323543e-16
loading_0pct,4.2,155,9,3,18,1.750898302978175,2.424396077353112e-30,True,2,True,False,2.412260520141028,-7.470327293595699,-0.49998852483994777,-2.2397339118312816e-16,3.6900613032297633e-16,7.43145680560277e-16
loading_0pct,4.2,156,10,3,21,1.338798185748571,1.95728408388186e-30,True,3,True,False,5.230422206653227,-3.598469082239783,-4.3392915986375264,-5.595598969920678e-16,1.9913421024880306e-18,4.465462524270645e-16
loading_0pct,4.2,157,10,3,21,1.3013358964021746,6.2547779811773566e-30,True,3,True,False,5.124018117363705,-4.956005262707785,-2.41936024754839,-8.892109274672776e-16,-4.611480932015562e-16,5.732029034312249e-16
loading_0pct,4.2,158,10,3,21,1.3188346174111798,2.048008023177759e-30,True,3,True,False,-4.372467071873933,-0.8870014115230064,-2.457099854084514,-4.573916276125038e-16,-3.780234909733347e-16,2.803036062732602e-16
loading_0pct,4.2,159,10,3,21,1.3008443634992997,9.78239788949573e-31,True,3,True,False,-4.359386058106085,-2.175821055145933,-0.5059076439076284,-3.0648745834767033e-16,2.220446049250313e-16,3.0648745834767013e-16
loading_0pct,4.2,160,15,3,36,1.2618724458563295,5.137992394826474e-31,True,4,False,False,-2.3836411787771308,-3.5297268614401633,-4.413801898738072,-2.2587884364919156e-16,-1.1674560397098112e-16,2.3160214515765697e-16
loading_0pct,4.2,161,15,3,36,1.340217580549555,3.191891042610766e-30,True,4,False,False,-2.337939649678227,-4.862242860535449,-2.466006860996447,-3.463177349262336e-16,4.416660095348093e-16,6.818078426290343e-16
loading_0pct,4.2,162,16,3,39,1.0655396180607868,5.579999836340856e-31,True,4,False,False,-0.5124956539807234,-0.6544403919020588,-2.4464006689254774,-2.753417671975014e-16,-1.3209734979003797e-16,7.437220959999237e-17
loading_0pct,4.2,163,16,3,39,1.0654761384383729,3.1992343714446314e-30,True,4,False,False,-0.5200486599594459,-2.004424462100184,-0.5049557190764354,-7.809295231225065e-16,-2.708722319061561e-16,-5.842126959649388e-17
loading_0pct,4.2,164,16,3,39,1.0285685294707883,5.183872185213302e-30,True,4,False,False,1.5581932402727607,-3.1520631889498616,-4.374103040553351,-9.159065393690875e-16,-5.422720325487113e-16,1.4888639905095717e-17
loading_0pct,4.2,165,16,3,39,1.1009215826697336,1.1861569338789141e-30,True,4,False,False,1.613266415147156,-4.459988968782985,-2.435766825618928,-2.3319149666863524e-16,3.592576998242358e-18,4.516435245954241e-16
loading_0pct,4.2,166,15,3,36,1.1483738561368113,2.223611920633163e-30,True,4,False,False,3.513867590032462,-0.5853356985118702,-2.4363896820217694,-6.661454408764121e-16,-1.552813218308798e-16,-6.675165699283331e-17
loading_0pct,4.2,167,15,3,36,1.164467009990957,3.0975057299346544e-31,True,4,False,False,3.5415911329181107,-1.9426110727574992,-0.49842737421072886,-1.1111411831455826e-16,-5.542012679223699e-17,5.55119426442796e-17
loading_0pct,4.2,168,10,3,21,1.3029585721833519,2.5324535073550246e-30,True,3,True,False,5.297145987628812,2.2113223099808756,-4.391364257502703,-7.815375809149092e-16,-2.2083606685183618e-16,3.1729256041045375e-18
loading_0pct,4.2,169,10,3,21,1.3188954138652098,1.4588934375061002e-30,True,3,True,False,5.341414945617385,0.8903424506040847,-2.457055710238756,-4.491197420243366e-16,-2.7968424782688396e-16,1.7369247753864234e-16
loading_0pct,4.2,170,10,3,21,1.301182066682736,2.45999061889237e-30,True,3,True,False,-4.155919780231586,4.958197000947498,-2.4201285773707064,-3.481236011557539e-16,4.2013385059757873e-16,4.8310126287075375e-16
loading_0pct,4.2,171,10,3,21,1.340683883743276,2.2161543462380246e-30,True,3,True,False,-4.226774923765613,3.6435593979004928,-0.47483064042073253,-4.709620294022678e-16,-4.2884965242411007e-16,-3.2143364526129416e-16
loading_0pct,4.2,172,15,3,36,1.1625208961002473,1.5686074002692883e-30,True,4,False,False,-2.5815131547773555,1.9282539814889073,-4.375668433502768,-5.621594221380499e-16,-1.0775418094430743e-16,3.779788307263445e-18
loading_0pct,4.2,173,15,3,36,1.1482366908731882,1.9108839301618707e-30,True,4,False,False,-2.5444961923000347,0.5880641080575886,-2.4365166911822387,-4.726570694864222e-16,-4.163425097457328e-16,8.21159532029753e-19
loading_0pct,4.2,174,16,3,39,1.1008970377824157,6.68887659562105e-31,True,4,False,False,-0.6444603110511415,4.462712705206748,-2.4365264389511254,-3.4107379278163285e-16,6.621541414377781e-18,2.234299489047395e-16
loading_0pct,4.2,175,16,3,39,1.0270613216462923,9.59468752243213e-31,True,4,False,False,-0.5670902673025434,3.1535223712014213,-0.497711585648732,-3.514954493775005e-16,1.8738002062425154e-16,2.7513773121576465e-16
loading_0pct,4.2,176,16,3,39,1.0593707233110776,3.2665237463164125e-30,True,4,False,False,1.4712674792201843,2.019590229387636,-4.384944521418938,-6.765952483487152e-16,-4.751301990431733e-16,4.1502422766732143e-17
loading_0pct,4.2,177,16,3,39,1.0654259594177025,4.9274093658027276e-30,True,4,False,False,1.4819192437499966,0.6573687895688692,-2.4463877094427877,-2.549812471190146e-16,3.0929554675684873e-16,9.448864225248066e-16
loading_0pct,4.2,178,15,3,36,1.3405584430688373,2.761380750059021e-30,True,4,False,False,3.3064605073463023,4.8660308383084026,-2.466720533030702,-2.755541858180981e-16,2.3703293331531796e-16,7.046550672778745e-16
loading_0pct,4.2,179,15,3,36,1.2530801922069097,2.959883089389347e-30,True,4,False,False,3.387565642591172,3.5041446783155643,-0.5215502954487975,7.268730051076836e-17,3.5428933495255214e-16,6.832463891618363e-16
