model,stretch,radius,qx,qy,qz,minimum_H,tail_bound,margin,radius_change
shape_refinement/old_family,1.007,16.0,0.8,0.32,0.16,54.17404141083472,5.2527394338004825e-06,54.174036158095284,1.1701384231450584e-06
shape_refinement/old_family,1.007,16.0,0.8,0.32,0.24,36.22325136839684,5.25452933906334e-06,36.223246113867496,1.173771117552763e-06
shape_refinement/old_family,1.007,16.0,0.8,0.32,0.32,28.404508428248725,5.257023720109335e-06,28.404503171225006,1.1589007761116064e-06
shape_refinement/old_family,1.007,16.0,0.8,0.4,0.0,105.41626397009809,5.245662061579808e-06,105.41625872443602,1.154676232065901e-06
shape_refinement/old_family,1.007,16.0,0.8,0.4,0.08,92.3054575704074,5.246827950764827e-06,92.30545232357944,1.1686958676188906e-06
shape_refinement/old_family,1.007,16.0,0.8,0.4,0.16,66.67563696672815,5.250069396689659e-06,66.67563171665876,1.1635183602629038e-06
shape_refinement/old_family,1.007,16.0,0.8,0.4,0.24,43.65961828970738,5.2546857445241955e-06,43.659613035021636,1.1566871122087222e-06
shape_refinement/old_family,1.007,16.0,0.8,0.48,0.0,101.71414272562765,5.239303549003692e-06,101.7141374863241,1.1636031092407273e-06
shape_refinement/old_family,1.007,16.0,0.8,0.48,0.08,92.58398253909212,5.242024133296018e-06,92.58397729706799,1.1575645461934544e-06
shape_refinement/old_family,1.007,16.0,0.8,0.48,0.16,71.86267626792312,5.248141546978088e-06,71.86267101978157,1.1574478597059566e-06
shape_refinement/old_family,1.007,16.0,0.8,0.56,0.0,86.34736769117646,5.232576885793311e-06,86.34736245859958,1.1613088476650585e-06
shape_refinement/old_family,1.007,16.0,0.8,0.56,0.08,80.63804010722914,5.23874273716716e-06,80.63803486848641,1.153331998917303e-06
shape_refinement/old_family,1.007,16.0,0.8,0.64,0.0,65.07199138208136,5.233468075011638e-06,65.07198614861329,1.1715927930891874e-06
shape_refinement/old_family,1.007,16.0,0.88,0.0,0.0,41.90612430654052,5.261997642630023e-06,41.906119044542876,1.174873793137904e-06
shape_refinement/old_family,1.007,16.0,0.88,0.08,0.0,50.37875277778367,5.260893873823433e-06,50.378747516889796,1.174940044828832e-06
shape_refinement/old_family,1.007,16.0,0.88,0.08,0.08,41.590413835753345,5.2598284259957034e-06,41.59040857592492,1.1772553328106545e-06
shape_refinement/old_family,1.007,16.0,0.88,0.16,0.0,74.63796663780909,5.25769695476143e-06,74.63796138011213,1.1725058129983013e-06
shape_refinement/old_family,1.007,16.0,0.88,0.16,0.08,50.49873222817066,5.25675138000999e-06,50.49872697141928,1.165974924878005e-06
shape_refinement/old_family,1.007,16.0,0.88,0.16,0.16,40.032685464790866,5.2540546202258126e-06,40.032680210736245,1.171278046412091e-06
shape_refinement/old_family,1.007,16.0,0.88,0.24,0.0,108.17059773897422,5.252727927173818e-06,108.17059248624629,1.1686882295733315e-06
shape_refinement/old_family,1.007,16.0,0.88,0.24,0.08,74.59841219895779,5.252003919669274e-06,74.59840694695387,1.1622362690317913e-06
shape_refinement/old_family,1.007,16.0,0.88,0.24,0.16,46.789542625300356,5.2500305879602895e-06,46.78953737526977,1.16305845801753e-06
shape_refinement/old_family,1.007,16.0,0.88,0.24,0.24,36.11385067230225,5.2474479405071565e-06,36.11384542485431,1.1517965897729463e-06
shape_refinement/old_family,1.007,16.0,0.88,0.32,0.0,139.87802223123694,5.246453080348873e-06,139.87801698478387,1.1515200688351792e-06
shape_refinement/old_family,1.007,16.0,0.88,0.32,0.08,105.02006066572035,5.246112307484038e-06,105.02005541960804,1.1586913522973295e-06
shape_refinement/old_family,1.007,16.0,0.88,0.32,0.16,65.02534394520188,5.245432775957807e-06,65.02533869976911,1.1548675156257112e-06
shape_refinement/old_family,1.007,16.0,0.88,0.32,0.24,39.768373642235986,5.2454223670286265e-06,39.76836839681362,1.1585545313280041e-06
shape_refinement/old_family,1.007,16.0,0.88,0.4,0.0,159.37877123226514,5.2393965797997e-06,159.37876599286855,1.1598178918254655e-06
shape_refinement/old_family,1.007,16.0,0.88,0.4,0.08,130.0379794845753,5.2398014174374796e-06,130.03797424477386,1.158012214427737e-06
shape_refinement/old_family,1.007,16.0,0.88,0.4,0.16,85.71823828803835,5.2415347325956225e-06,85.71823304650361,1.1517825336647017e-06
shape_refinement/old_family,1.007,16.0,0.88,0.48,0.0,160.7239693295829,5.232046670689317e-06,160.72396409753622,1.165856065766969e-06
shape_refinement/old_family,1.007,16.0,0.88,0.48,0.08,139.5147423790267,5.234495002474866e-06,139.5147371445317,1.1596943757571487e-06
shape_refinement/old_family,1.007,16.0,0.88,0.56,0.0,143.70558291626,5.22886183201496e-06,143.70557768739818,1.1558868802336e-06
shape_refinement/old_family,1.007,16.0,0.96,0.0,0.0,43.780586804059425,5.26090922571472e-06,43.7805815431502,1.1446680012678652e-06
shape_refinement/old_family,1.007,16.0,0.96,0.08,0.0,55.1945129102793,5.25967861308656e-06,55.194507650600684,1.1591637453710709e-06
shape_refinement/old_family,1.007,16.0,0.96,0.08,0.08,43.37824777130448,5.258468875140925e-06,43.378242512835605,1.1481997326585516e-06
shape_refinement/old_family,1.007,16.0,0.96,0.16,0.0,87.84771122055272,5.256105681920984e-06,87.84770596444704,1.1489646001672185e-06
shape_refinement/old_family,1.007,16.0,0.96,0.16,0.08,54.394097987662995,5.254957767153644e-06,54.394092732705225,1.1641388993154007e-06
shape_refinement/old_family,1.007,16.0,0.96,0.16,0.16,41.560616395312586,5.251631426171727e-06,41.56061114368116,1.1487990545989843e-06
shape_refinement/old_family,1.007,16.0,0.96,0.24,0.0,136.90572965171543,5.25052734645142e-06,136.90572440118808,1.1583153221176498e-06
shape_refinement/old_family,1.007,16.0,0.96,0.24,0.08,84.03378726134814,5.249481391480845e-06,84.03378201186675,1.1538265690635527e-06
shape_refinement/old_family,1.007,16.0,0.96,0.24,0.16,49.76124321737663,5.246468734257636e-06,49.7612379709079,1.1604978787766816e-06
shape_refinement/old_family,1.007,16.0,0.96,0.24,0.24,37.22350735900833,5.2418953387103375e-06,37.22350211711299,1.1650607738074674e-06
shape_refinement/old_family,1.007,16.0,0.96,0.32,0.0,189.0764336144515,5.243444692617333e-06,189.0764283710068,1.1542608511157567e-06
shape_refinement/old_family,1.007,16.0,0.96,0.32,0.08,122.95883766081153,5.242547768032885e-06,122.95883241826375,1.1688925349181902e-06
shape_refinement/old_family,1.007,16.0,0.96,0.32,0.16,71.95394781159843,5.240040307377453e-06,71.95394257155812,1.1605858463471025e-06
shape_refinement/old_family,1.007,16.0,0.96,0.4,0.0,221.74299139593703,5.2354494917274395e-06,221.74298616048753,1.1568761199962687e-06
shape_refinement/old_family,1.007,16.0,0.96,0.4,0.08,159.53044689474825,5.234808307928685e-06,159.53044165993995,1.1657573757129961e-06
shape_refinement/old_family,1.007,16.0,0.96,0.48,0.0,232.39335158404776,5.227148419985833e-06,232.39334635689934,1.1528913802306613e-06
shape_refinement/old_family,1.02,12.0,0.01,0.0,0.0,0.007545913307436617,2.245827724478492e-06,0.0075436674797121385,
shape_refinement/old_family,1.02,12.0,0.01,0.01,0.0,0.005989433322065462,4.491660736539682e-06,0.005984941661328922,
shape_refinement/old_family,1.02,12.0,0.01,0.01,0.01,0.013538799487745681,6.737493644361605e-06,0.01353206199410132,
shape_refinement/old_family,1.02,12.0,0.08,0.0,0.0,0.4843800988617904,2.5767963079350423e-05,0.48435433089871105,
shape_refinement/old_family,1.02,12.0,0.08,0.08,0.0,0.36004723461069527,2.577218544916204e-05,0.36002146242524613,
shape_refinement/old_family,1.02,12.0,0.08,0.08,0.08,0.8570858172692446,2.5776115853439064e-05,0.8570600411533912,
shape_refinement/old_family,1.02,12.0,0.16,0.0,0.0,1.9527043069157848,2.5778751135533295e-05,1.9526785281646493,
shape_refinement/old_family,1.02,12.0,0.16,0.08,0.0,1.397396425896065,2.5782351044595812e-05,1.3973706435450204,
shape_refinement/old_family,1.02,12.0,0.16,0.08,0.08,1.8814941710351882,2.5785717537139844e-05,1.881468385317651,
shape_refinement/old_family,1.02,12.0,0.16,0.16,0.0,1.2097373216987266,2.5791102485665605e-05,1.209711530596241,
shape_refinement/old_family,1.02,12.0,0.16,0.16,0.08,1.7326029949127273,2.5793984661197795e-05,1.732577200928066,
shape_refinement/old_family,1.02,12.0,0.16,0.16,0.16,3.2992555527846563,2.5801115527103196e-05,3.299229751669129,
shape_refinement/old_family,1.02,12.0,0.24,0.0,0.0,4.433234804569358,2.5792268906559614e-05,4.433209012300452,
shape_refinement/old_family,1.02,12.0,0.24,0.08,0.0,3.7022811619141,2.5794994911812787e-05,3.7022553669191884,
shape_refinement/old_family,1.02,12.0,0.24,0.08,0.08,4.850818123586785,2.579759038208724e-05,4.8507923259964025,
shape_refinement/old_family,1.02,12.0,0.24,0.16,0.0,2.468429783659179,2.5801740359566865e-05,2.4684039819188195,
shape_refinement/old_family,1.02,12.0,0.24,0.16,0.08,3.1935734402629414,2.580402714951277e-05,3.1935476362357917,
shape_refinement/old_family,1.02,12.0,0.24,0.16,0.16,5.117998753886773,2.5809707521616347e-05,5.117972944179251,
shape_refinement/old_family,1.02,12.0,0.24,0.24,0.0,2.1934222677133928,2.5809851373240092e-05,2.1933964578620193,
shape_refinement/old_family,1.02,12.0,0.24,0.24,0.08,2.725829543720341,2.5811753493430933e-05,2.7258037319668476,
shape_refinement/old_family,1.02,12.0,0.24,0.24,0.16,4.304062704821908,2.5816477102307577e-05,4.304036888344806,
shape_refinement/old_family,1.02,12.0,0.24,0.24,0.24,6.86690350297872,2.5822046167989754e-05,6.866877680932552,
shape_refinement/old_family,1.02,12.0,0.32,0.0,0.0,7.920554875688348,2.580501186876424e-05,7.920529070676479,
shape_refinement/old_family,1.02,12.0,0.32,0.08,0.0,7.137179338746972,2.5806878405386196e-05,7.137153531868567,
shape_refinement/old_family,1.02,12.0,0.32,0.08,0.08,8.40415296005779,2.580869487128789e-05,8.404127151362918,
shape_refinement/old_family,1.02,12.0,0.32,0.16,0.0,5.3565460052106655,2.5811547104282065e-05,5.356520193663561,
shape_refinement/old_family,1.02,12.0,0.32,0.16,0.08,6.507703324679046,2.5813233073862055e-05,6.507677511445972,
shape_refinement/old_family,1.02,12.0,0.32,0.16,0.16,9.451812024938786,2.5817432440899154e-05,9.451786207506345,
shape_refinement/old_family,1.02,12.0,0.32,0.24,0.0,3.743218092285847,2.5817110186526316e-05,3.7431922751756606,
shape_refinement/old_family,1.02,12.0,0.32,0.24,0.08,4.419780153038952,2.5818622642394877e-05,4.41975433441631,
shape_refinement/old_family,1.02,12.0,0.32,0.24,0.16,6.49919039886279,2.5822377275642616e-05,6.499164576485515,
shape_refinement/old_family,1.02,12.0,0.32,0.24,0.24,10.004255915655241,2.582675538584214e-05,10.004230088899856,
shape_refinement/old_family,1.02,12.0,0.32,0.32,0.0,3.492056038479881,2.5821873790026387e-05,3.492030216606091,
shape_refinement/old_family,1.02,12.0,0.32,0.32,0.08,3.9865458307856314,2.5823204978187744e-05,3.986520007580653,
shape_refinement/old_family,1.02,12.0,0.32,0.32,0.16,5.4345381352053215,2.582650366053545e-05,5.434512308701661,
shape_refinement/old_family,1.02,12.0,0.32,0.32,0.24,7.732765405096817,2.5830324615128602e-05,7.732739574772202,
shape_refinement/old_family,1.02,12.0,0.32,0.32,0.32,10.717556318880192,2.5833381863711782e-05,10.717530485498328,
shape_refinement/old_family,1.02,12.0,0.375,0.375,0.0,5.05253707839898,2.582545654433237e-05,5.052511252942436,
shape_refinement/old_family,1.02,12.0,0.4,0.0,0.0,12.315936546736559,2.581479692364823e-05,12.315910731939635,
shape_refinement/old_family,1.02,12.0,0.4,0.08,0.0,11.725175558887107,2.5815948977752316e-05,11.725149742938129,
shape_refinement/old_family,1.02,12.0,0.4,0.08,0.08,12.815664652677658,2.5817105132353276e-05,12.815638835572525,
shape_refinement/old_family,1.02,12.0,0.4,0.16,0.0,10.090926639166804,2.5818832414940927e-05,10.09090082033439,
shape_refinement/old_family,1.02,12.0,0.4,0.16,0.08,11.45145889645248,2.5819994905308733e-05,11.451433076457576,
shape_refinement/old_family,1.02,12.0,0.4,0.16,0.16,13.83096739388043,2.582289149337292e-05,13.830941570988937,
shape_refinement/old_family,1.02,12.0,0.4,0.24,0.0,7.8587076327778576,2.5822187769022347e-05,7.858681810590088,
shape_refinement/old_family,1.02,12.0,0.4,0.24,0.08,8.75381949852484,2.5823352433917895e-05,8.753793675172405,
shape_refinement/old_family,1.02,12.0,0.4,0.24,0.16,11.44283447964506,2.582624589560493e-05,11.442808653399164,
shape_refinement/old_family,1.02,12.0,0.4,0.24,0.24,14.41341393372095,2.5829590428151716e-05,14.413388104130522,
shape_refinement/old_family,1.02,12.0,0.4,0.32,0.0,5.96965078945224,2.5824812023627564e-05,5.969624964640216,
shape_refinement/old_family,1.02,12.0,0.4,0.32,0.08,6.502935617983952,2.5825977042578046e-05,6.50290979200691,
shape_refinement/old_family,1.02,12.0,0.4,0.32,0.16,8.109299129244855,2.5828867235433335e-05,8.10927330037762,
shape_refinement/old_family,1.02,12.0,0.4,0.32,0.24,10.831231917485857,2.5832215800685047e-05,10.831206085270056,
shape_refinement/old_family,1.02,12.0,0.4,0.32,0.32,14.173243778105745,2.5834883404520956e-05,14.17321794322234,
shape_refinement/old_family,1.02,12.0,0.4,0.4,0.0,6.0755225448523795,2.5825938768425434e-05,6.0754967189136115,
shape_refinement/old_family,1.02,12.0,0.4,0.4,0.08,6.465515749564036,2.5827106277506718e-05,6.465489922457758,
shape_refinement/old_family,1.02,12.0,0.4,0.4,0.16,7.589394067428997,2.5830003596340377e-05,7.589368237425401,
shape_refinement/old_family,1.02,12.0,0.4,0.4,0.24,9.318658490565392,2.5833385066046162e-05,9.318632657180325,
shape_refinement/old_family,1.02,12.0,0.4,0.4,0.32,11.467091713890762,2.5836151235352978e-05,11.467065877739525,
shape_refinement/old_family,1.02,12.0,0.4,0.4,0.4,13.820161340348896,2.583760524248191e-05,13.820135502743653,
shape_refinement/old_family,1.02,12.0,0.48,0.0,0.0,17.382184343027706,2.5820963305004395e-05,17.3821585220644,
shape_refinement/old_family,1.02,12.0,0.48,0.08,0.0,17.310991937811107,2.5821568998292458e-05,17.31096611624211,
shape_refinement/old_family,1.02,12.0,0.48,0.08,0.08,17.872881263449592,2.5822211673632152e-05,17.87285544123792,
shape_refinement/old_family,1.02,12.0,0.48,0.16,0.0,16.775123820349734,2.5823056349967075e-05,16.775097997293383,
shape_refinement/old_family,1.02,12.0,0.48,0.16,0.08,17.59044826644571,2.582379618005917e-05,17.59042244264953,
shape_refinement/old_family,1.02,12.0,0.48,0.16,0.16,18.774033643196773,2.5825632903942414e-05,18.77400781756387,
shape_refinement/old_family,1.02,12.0,0.48,0.24,0.0,15.218597801811525,2.582465824285708e-05,15.218571977153282,
shape_refinement/old_family,1.02,12.0,0.48,0.24,0.08,15.869722235190466,2.5825529264076878e-05,15.869696409661202,
shape_refinement/old_family,1.02,12.0,0.48,0.24,0.16,17.650350488266252,2.5827700620314e-05,17.65032466056563,
shape_refinement/old_family,1.02,12.0,0.48,0.24,0.24,18.945103558240483,2.5830202751107504e-05,18.94507772803773,
shape_refinement/old_family,1.02,12.0,0.48,0.32,0.0,12.688045500490812,2.5825583997068394e-05,12.688019674906815,
shape_refinement/old_family,1.02,12.0,0.48,0.32,0.08,13.10573139475613,2.5826601398921632e-05,13.10570556815473,
shape_refinement/old_family,1.02,12.0,0.48,0.32,0.16,14.406837052414991,2.582913863933163e-05,14.406811223276351,
shape_refinement/old_family,1.02,12.0,0.48,0.32,0.24,16.531859455205325,2.5832107367741704e-05,16.531833623097956,
shape_refinement/old_family,1.02,12.0,0.48,0.32,0.32,17.842891702469718,2.583451263654959e-05,17.84286586795708,
shape_refinement/old_family,1.02,12.0,0.48,0.4,0.0,10.449177693758742,2.5825291147228418e-05,10.449151868467595,
shape_refinement/old_family,1.02,12.0,0.48,0.4,0.08,10.73125275354217,2.5826460589023982e-05,10.73122692708158,
shape_refinement/old_family,1.02,12.0,0.48,0.4,0.16,11.565546873576903,2.5829367423321422e-05,11.56552104420948,
shape_refinement/old_family,1.02,12.0,0.48,0.4,0.24,12.921984860587463,2.5832798675401388e-05,12.921959027788787,
shape_refinement/old_family,1.02,12.0,0.48,0.4,0.32,14.749997641167136,2.5835706197690714e-05,14.749971805460937,
shape_refinement/old_family,1.02,12.0,0.48,0.4,0.4,16.161770992541626,2.583742186110944e-05,16.161745155119764,
shape_refinement/old_family,1.02,12.0,0.48,0.48,0.0,11.092049806442462,2.582356083236107e-05,11.09202398288163,
shape_refinement/old_family,1.02,12.0,0.48,0.48,0.08,11.310734595185616,2.5824882262651752e-05,11.310708770303354,
shape_refinement/old_family,1.02,12.0,0.48,0.48,0.16,11.919588293296638,2.582814158523877e-05,11.919562465155053,
shape_refinement/old_family,1.02,12.0,0.48,0.48,0.24,12.791630804709218,2.583200021685994e-05,12.791604972709,
shape_refinement/old_family,1.02,12.0,0.48,0.48,0.32,13.756843368508395,2.583538055211353e-05,13.756817533127844,
shape_refinement/old_family,1.02,12.0,0.48,0.48,0.4,14.644818422713994,2.583761316132406e-05,14.644792585100832,
shape_refinement/old_family,1.02,12.0,0.48,0.48,0.48,15.319025681556095,2.5838346469423673e-05,15.318999843209626,
shape_refinement/old_family,1.02,12.0,0.56,0.0,0.0,22.742097882880337,2.5823899238223387e-05,22.742072058981098,
shape_refinement/old_family,1.02,12.0,0.56,0.08,0.0,23.549530330766846,2.582409601790048e-05,23.54950450667083,
shape_refinement/old_family,1.02,12.0,0.56,0.08,0.08,23.201363047850705,2.5824346711218534e-05,23.201337223503995,
shape_refinement/old_family,1.02,12.0,0.56,0.16,0.0,25.281549895330148,2.5824519754007698e-05,25.281524070810395,
shape_refinement/old_family,1.02,12.0,0.56,0.16,0.08,24.40930817592311,2.582491953003159e-05,24.40928235100358,
shape_refinement/old_family,1.02,12.0,0.56,0.16,0.16,23.918372309124152,2.5825897641005537e-05,23.91834648322651,
shape_refinement/old_family,1.02,12.0,0.56,0.24,0.0,26.276245209500583,2.5824761571003684e-05,26.27621938473901,
shape_refinement/old_family,1.02,12.0,0.56,0.24,0.08,25.523169549104875,2.5825377752428202e-05,25.523143723727124,
shape_refinement/old_family,1.02,12.0,0.56,0.24,0.16,24.269488755326165,2.5826927173905123e-05,24.26946292839899,
shape_refinement/old_family,1.02,12.0,0.56,0.24,0.24,23.560345603825184,2.582872621680313e-05,23.560319775098968,
shape_refinement/old_family,1.02,12.0,0.56,0.32,0.0,25.05488367656992,2.582436341929054e-05,25.0548578522065,
shape_refinement/old_family,1.02,12.0,0.56,0.32,0.08,24.54328103064687,2.582523757860699e-05,24.54325520540929,
shape_refinement/old_family,1.02,12.0,0.56,0.32,0.16,23.427042340515495,2.582744191831151e-05,23.42701651307358,
shape_refinement/old_family,1.02,12.0,0.56,0.32,0.24,22.443832172226674,2.583007863028372e-05,22.443806342148044,
shape_refinement/old_family,1.02,12.0,0.56,0.32,0.32,21.447943333587627,2.5832303746001373e-05,21.447917501283882,
shape_refinement/old_family,1.02,12.0,0.56,0.4,0.0,21.625101901857853,2.582298044591328e-05,21.625076078877406,
shape_refinement/old_family,1.02,12.0,0.56,0.4,0.08,21.348482484871926,2.582413925790293e-05,21.34845666073267,
shape_refinement/old_family,1.02,12.0,0.56,0.4,0.16,20.67040209530759,2.582702804055812e-05,20.67037626827955,
shape_refinement/old_family,1.02,12.0,0.56,0.4,0.24,19.9267981353167,2.5830488638387797e-05,19.926772304828063,
shape_refinement/old_family,1.02,12.0,0.56,0.4,0.32,19.30984245762543,2.583354281516601e-05,19.309816624082615,
shape_refinement/old_family,1.02,12.0,0.56,0.4,0.4,18.29802570209753,2.5835562987345022e-05,18.297999866534543,
shape_refinement/old_family,1.02,12.0,0.56,0.48,0.0,18.14953664847513,2.582045601266131e-05,18.149510828019118,
shape_refinement/old_family,1.02,12.0,0.56,0.48,0.08,18.088059646774703,2.5821923913078566e-05,18.08803382485079,
shape_refinement/old_family,1.02,12.0,0.56,0.48,0.16,17.915418758465837,2.58254951210159e-05,17.915392932970715,
shape_refinement/old_family,1.02,12.0,0.56,0.48,0.24,17.648378518799436,2.5829710873176055e-05,17.648352689088565,
shape_refinement/old_family,1.02,12.0,0.56,0.48,0.32,17.272260544445924,2.583350067359914e-05,17.272234710945252,
shape_refinement/old_family,1.02,12.0,0.56,0.48,0.4,16.691640095238704,2.583622446595628e-05,16.691614259014237,
shape_refinement/old_family,1.02,12.0,0.56,0.56,0.0,18.730596913988315,2.5816823777502797e-05,18.730571097164535,
shape_refinement/old_family,1.02,12.0,0.56,0.56,0.08,18.731391347431824,2.581863881999971e-05,18.731365528793003,
shape_refinement/old_family,1.02,12.0,0.56,0.56,0.16,18.695195992166283,2.5822871695928633e-05,18.695170169294588,
shape_refinement/old_family,1.02,12.0,0.56,0.56,0.24,18.523721365346482,2.5827729351518747e-05,18.52369553761713,
shape_refinement/old_family,1.02,12.0,0.56,0.56,0.32,18.1019588984657,2.5832130481290743e-05,18.101933066335217,
shape_refinement/old_family,1.02,12.0,0.64,0.0,0.0,27.934142989700856,2.5824472626744577e-05,27.93411716522823,
shape_refinement/old_family,1.02,12.0,0.64,0.08,0.0,30.01136531805871,2.5824355424438062e-05,30.011339493703286,
shape_refinement/old_family,1.02,12.0,0.64,0.08,0.08,28.34900517625372,2.5824296818733057e-05,28.3489793519569,
shape_refinement/old_family,1.02,12.0,0.64,0.16,0.0,35.38770953530353,2.582394724565891e-05,35.38768371135628,
shape_refinement/old_family,1.02,12.0,0.64,0.16,0.08,31.43313603838285,2.5824057442409697e-05,31.43311021432541,
shape_refinement/old_family,1.02,12.0,0.64,0.16,0.16,28.843686224940306,2.5824295780896377e-05,28.843660400644527,
shape_refinement/old_family,1.02,12.0,0.64,0.24,0.0,41.33074668498412,2.582309945016791e-05,41.33072086188467,
shape_refinement/old_family,1.02,12.0,0.64,0.24,0.08,37.26901845179171,2.5823471534703973e-05,37.26899262832018,
shape_refinement/old_family,1.02,12.0,0.64,0.24,0.16,30.920154521234178,2.5824425831828795e-05,30.920128696808344,
shape_refinement/old_family,1.02,12.0,0.64,0.24,0.24,27.89982165626139,2.5825565934143018e-05,27.899795830695457,
shape_refinement/old_family,1.02,12.0,0.64,0.32,0.0,44.25937412934487,2.582162540997882e-05,44.25934830771946,
shape_refinement/old_family,1.02,12.0,0.64,0.32,0.08,41.11071535424564,2.5822334519709406e-05,41.11068953191112,
shape_refinement/old_family,1.02,12.0,0.64,0.32,0.16,34.292499238625695,2.582416263271444e-05,34.29247341446306,
shape_refinement/old_family,1.02,12.0,0.64,0.32,0.24,28.14003309323119,2.5826442064300533e-05,28.140007266789123,
shape_refinement/old_family,1.02,12.0,0.64,0.32,0.32,24.72179025326376,2.5828504846091957e-05,24.721764424758913,
shape_refinement/old_family,1.02,12.0,0.64,0.4,0.0,42.01007706830667,2.581936531724976e-05,42.01005124894135,
shape_refinement/old_family,1.02,12.0,0.64,0.4,0.08,39.946251828499314,2.5820478945225165e-05,39.94622600802037,
shape_refinement/old_family,1.02,12.0,0.64,0.4,0.16,34.765697964085845,2.5823274013139236e-05,34.76567214081183,
shape_refinement/old_family,1.02,12.0,0.64,0.4,0.24,28.64332313235929,2.5826694452927363e-05,28.643297305664834,
shape_refinement/old_family,1.02,12.0,0.64,0.4,0.32,23.45674967472087,2.582986180561777e-05,23.456723844859066,
shape_refinement/old_family,1.02,12.0,0.64,0.4,0.4,20.08085202660954,2.583221081633732e-05,20.080826194398725,
shape_refinement/old_family,1.02,12.0,0.64,0.48,0.0,35.42602506070378,2.5816238690017138e-05,35.42599924446509,
shape_refinement/old_family,1.02,12.0,0.64,0.48,0.08,34.29309560005881,2.58178407514356e-05,34.29306978221806,
shape_refinement/old_family,1.02,12.0,0.64,0.48,0.16,31.258105852206306,2.582165518340277e-05,31.258080030551124,
shape_refinement/old_family,1.02,12.0,0.64,0.48,0.24,27.148064848829787,2.5826124661715815e-05,27.148039022705124,
shape_refinement/old_family,1.02,12.0,0.64,0.48,0.32,22.772453655223718,2.5830243048102428e-05,22.77242782498067,
shape_refinement/old_family,1.02,12.0,0.64,0.56,0.0,28.527395586012705,2.581227176411482e-05,28.52736977374094,
shape_refinement/old_family,1.02,12.0,0.64,0.56,0.08,28.070142320510822,2.581451479900563e-05,28.070116505996022,
shape_refinement/old_family,1.02,12.0,0.64,0.56,0.16,26.776539149525572,2.581937294463322e-05,26.77651333015263,
shape_refinement/old_family,1.02,12.0,0.64,0.56,0.24,24.818888661091624,2.582472072747829e-05,24.818862836370897,
shape_refinement/old_family,1.02,12.0,0.64,0.64,0.0,27.540654141638615,2.5807599566892044e-05,27.54062833403905,
shape_refinement/old_family,1.02,12.0,0.64,0.64,0.08,27.314836867938958,2.5810840509528857e-05,27.31481105709845,
shape_refinement/old_family,1.02,12.0,0.64,0.64,0.16,26.61328310764166,2.5816689694789115e-05,26.613257290951964,
shape_refinement/old_family,1.02,12.0,0.72,0.0,0.0,32.50883648201231,2.5823635076151667e-05,32.508810658377236,
shape_refinement/old_family,1.02,12.0,0.72,0.08,0.0,36.34079733775807,2.5823266711622195e-05,36.34077151449136,
shape_refinement/old_family,1.02,12.0,0.72,0.08,0.08,32.87799290406275,2.5822951616012127e-05,32.87796708111114,
shape_refinement/old_family,1.02,12.0,0.72,0.16,0.0,47.034349737284344,2.5822177238102407e-05,47.03432391510711,
shape_refinement/old_family,1.02,12.0,0.72,0.16,0.08,38.25542547383093,2.5822021853777778e-05,38.25539965180908,
shape_refinement/old_family,1.02,12.0,0.72,0.16,0.16,33.15167353372471,2.5821564591248494e-05,33.15164771216012,
shape_refinement/old_family,1.02,12.0,0.72,0.24,0.0,60.77486447383619,2.5820403549419345e-05,60.77483865343264,
shape_refinement/old_family,1.02,12.0,0.72,0.24,0.08,50.59790498361304,2.582051459134959e-05,50.59787916309845,
shape_refinement/old_family,1.02,12.0,0.72,0.24,0.16,37.28556733662418,2.5820821332476653e-05,37.28554151580285,
shape_refinement/old_family,1.02,12.0,0.72,0.24,0.24,31.640312664695507,2.582123595758491e-05,31.64028684345955,
shape_refinement/old_family,1.02,12.0,0.72,0.32,0.0,71.33484927752767,2.5817982739775167e-05,71.33482345954492,
shape_refinement/old_family,1.02,12.0,0.72,0.32,0.08,62.61675256075136,2.581847113888845e-05,62.61672674228022,
shape_refinement/old_family,1.02,12.0,0.72,0.32,0.16,46.30322025381859,2.581979749397932e-05,46.303194434021094,
shape_refinement/old_family,1.02,12.0,0.72,0.32,0.24,33.44534916170694,2.5821607082731876e-05,33.44532334009986,
shape_refinement/old_family,1.02,12.0,0.72,0.32,0.32,27.451590036901074,2.5823466139001727e-05,27.451564213434935,
shape_refinement/old_family,1.02,12.0,0.72,0.4,0.0,73.60055532000922,2.5814939475444353e-05,73.60052950506974,
shape_refinement/old_family,1.02,12.0,0.72,0.4,0.08,67.38334046942335,2.5815936899939963e-05,67.38331465348645,
shape_refinement/old_family,1.02,12.0,0.72,0.4,0.16,53.10942963818585,2.5818495105897994e-05,53.10940381969075,
shape_refinement/old_family,1.02,12.0,0.72,0.4,0.24,38.17291542728989,2.582175861939933e-05,38.17288960553127,
shape_refinement/old_family,1.02,12.0,0.72,0.4,0.32,27.13771118230199,2.5824991600908256e-05,27.137685357310392,
shape_refinement/old_family,1.02,12.0,0.72,0.48,0.0,66.27677577683455,2.5811295716609166e-05,66.27674996553884,
shape_refinement/old_family,1.02,12.0,0.72,0.48,0.08,62.3920051846519,2.5813007361977925e-05,62.39197937164454,
shape_refinement/old_family,1.02,12.0,0.72,0.48,0.16,52.51374427449151,2.581696245182173e-05,52.51371845752906,
shape_refinement/old_family,1.02,12.0,0.72,0.48,0.24,40.31823715200772,2.5821563991617913e-05,40.318211330443724,
