model,field,count,normalized_rms,maximum_absolute_normalized_error,within_declared_scale
shape_refinement/old_family,energy,12,0.878558752701505,1.9757057112117449,8
shape_refinement/old_family,force,12,7.864933610736051,15.20610801601844,1
shape_refinement/old_family,Haa,12,6.059558913399627,15.677968284273192,2
shape_refinement/old_family,Hxx,12,5.133547855409945,12.972955234410023,4
