site_count,chemical_density_cm3,site_fraction,expected_count,variance_count,probability_no_dopant,probability_at_least_one,one_dopant_concentration_cm3,material_volume_A3,assumption
1904,100000000000000.0,2.0023934748875e-09,3.8125571761858003e-06,3.8125571685515605e-06,0.9999961874500878,3.812549912216031e-06,2.622911483783781e+19,38125.571761858,independent uniform substitution; not crack probability
1904,1e+19,0.00020023934748875002,0.38125571761858,0.38117937522245776,0.6829771372980384,0.31702286270196156,2.622911483783781e+19,38125.571761858,independent uniform substitution; not crack probability
1904,1.7782794100389229e+19,0.00035608150871887324,0.6779791926007347,0.6777377767469533,0.5075805156160276,0.49241948438397243,2.622911483783781e+19,38125.571761858,independent uniform substitution; not crack probability
1904,3.162277660168379e+19,0.0006332124152503674,1.2056364386366996,1.2048730146754765,0.2993869749360961,0.7006130250639039,2.622911483783781e+19,38125.571761858,independent uniform substitution; not crack probability
1904,5.6234132519034905e+19,0.0011260286002207447,2.143958454820298,2.1415442962824853,0.11704855374532505,0.8829514462546749,2.622911483783781e+19,38125.571761858,independent uniform substitution; not crack probability
1904,1e+20,0.0020023934748875,3.8125571761857997,3.8049229365735697,0.022007336603471955,0.977992663396528,2.622911483783781e+19,38125.571761858,independent uniform substitution; not crack probability
1904,1.778279410038923e+20,0.0035608150871887325,6.779791926007347,6.755650340629219,0.0011228429630375908,0.9988771570369624,2.622911483783781e+19,38125.571761858,independent uniform substitution; not crack probability
1904,3.1622776601683794e+20,0.006332124152503674,12.056364386366996,11.980021990244696,5.589070911385077e-06,0.9999944109290886,2.622911483783781e+19,38125.571761858,independent uniform substitution; not crack probability
1904,5.6234132519034906e+20,0.011260286002207447,21.43958454820298,21.198168694421707,4.326005485448798e-10,0.9999999995673995,2.622911483783781e+19,38125.571761858,independent uniform substitution; not crack probability
1904,1e+21,0.020023934748875,38.125571761858,37.362147800635,1.8804093314869342e-17,1.0,2.622911483783781e+19,38125.571761858,independent uniform substitution; not crack probability
7600,100000000000000.0,2.0023934748875e-09,1.5218190409145002e-05,1.5218190378672197e-05,0.9999847819253717,1.5218074628308911e-05,6.571083506742526e+18,152181.90409145,independent uniform substitution; not crack probability
7600,177827941003892.28,3.5608150871887323e-09,2.7062194662634366e-05,2.7062194566270894e-05,0.999972938171467,2.7061828532928016e-05,6.571083506742526e+18,152181.90409145,independent uniform substitution; not crack probability
7600,316227766016837.94,6.332124152503675e-09,4.812414355902793e-05,4.812414325429988e-05,0.9999518770142366,4.812298576336314e-05,6.571083506742526e+18,152181.90409145,independent uniform substitution; not crack probability
7600,562341325190349.06,1.1260286002207447e-08,8.55781736167766e-05,8.557817265314188e-05,0.9999144254876089,8.557451239110776e-05,6.571083506742526e+18,152181.90409145,independent uniform substitution; not crack probability
7600,1000000000000000.0,2.0023934748875e-08,0.00015218190409145,0.00015218190104416946,0.9998478296734638,0.00015217032653627483,6.571083506742526e+18,152181.90409145,independent uniform substitution; not crack probability
7600,1778279410038922.8,3.560815087188732e-08,0.00027062194662634363,0.0002706219369899965,0.9997294146633728,0.00027058533662721444,6.571083506742526e+18,152181.90409145,independent uniform substitution; not crack probability
7600,3162277660168379.5,6.332124152503675e-08,0.0004812414355902793,0.00048124140511747416,0.9995188743272672,0.0004811256727328364,6.571083506742526e+18,152181.90409145,independent uniform substitution; not crack probability
7600,5623413251903491.0,1.1260286002207449e-07,0.0008557817361677661,0.0008557816398042951,0.999144584292447,0.0008554157075530245,6.571083506742526e+18,152181.90409145,independent uniform substitution; not crack probability
7600,1e+16,2.0023934748875001e-07,0.0015218190409145,0.0015218187361864485,0.998479338186368,0.0015206618136319992,6.571083506742526e+18,152181.90409145,independent uniform substitution; not crack probability
7600,1.7782794100389228e+16,3.560815087188732e-07,0.0027062194662634364,0.002706218502628726,0.9972974385641324,0.002702561435867586,6.571083506742526e+18,152181.90409145,independent uniform substitution; not crack probability
7600,3.162277660168379e+16,6.332124152503674e-07,0.004812414355902793,0.004812411308622275,0.9951991452406805,0.004800854759319426,6.571083506742526e+18,152181.90409145,independent uniform substitution; not crack probability
7600,5.623413251903491e+16,1.126028600220745e-06,0.00855781736167766,0.008557807725330555,0.9914786917462413,0.008521308253758774,6.571083506742526e+18,152181.90409145,independent uniform substitution; not crack probability
7600,1e+17,2.0023934748875e-06,0.015218190409144999,0.015218159936339824,0.9848970060670332,0.015102993932966787,6.571083506742526e+18,152181.90409145,independent uniform substitution; not crack probability
7600,1.778279410038923e+17,3.5608150871887326e-06,0.02706219466263437,0.02706209829916332,0.9733006586373988,0.026699341362601263,6.571083506742526e+18,152181.90409145,independent uniform substitution; not crack probability
7600,3.1622776601683795e+17,6.332124152503675e-06,0.04812414355902793,0.048123838830976186,0.9530153237954372,0.04698467620456282,6.571083506742526e+18,152181.90409145,independent uniform substitution; not crack probability
7600,5.6234132519034906e+17,1.1260286002207447e-05,0.0855781736167766,0.08557720998206612,0.9179809360220904,0.08201906397790959,6.571083506742526e+18,152181.90409145,independent uniform substitution; not crack probability
7600,1e+18,2.0023934748875e-05,0.15218190409145002,0.15217885681093254,0.8588307329015158,0.14116926709848415,6.571083506742526e+18,152181.90409145,independent uniform substitution; not crack probability
7600,1.7782794100389228e+18,3.560815087188732e-05,0.27062194662634365,0.27061231027923893,0.7629011847630123,0.23709881523698775,6.571083506742526e+18,152181.90409145,independent uniform substitution; not crack probability
7600,3.1622776601683794e+18,6.332124152503675e-05,0.48124143559027927,0.4812109627851044,0.6180062720448317,0.3819937279551682,6.571083506742526e+18,152181.90409145,independent uniform substitution; not crack probability
7600,5.623413251903491e+18,0.00011260286002207449,0.8557817361677661,0.8556853726967188,0.4249303858302613,0.5750696141697387,6.571083506742526e+18,152181.90409145,independent uniform substitution; not crack probability
7600,1e+19,0.00020023934748875002,1.5218190409145,1.5215143128627515,0.21828113754324385,0.7817188624567561,6.571083506742526e+18,152181.90409145,independent uniform substitution; not crack probability
7600,1.7782794100389229e+19,0.00035608150871887324,2.7062194662634367,2.705255831552965,0.06675664754129744,0.9332433524587026,6.571083506742526e+18,152181.90409145,independent uniform substitution; not crack probability
7600,3.162277660168379e+19,0.0006332124152503674,4.812414355902792,4.809367075385305,0.00811583132984216,0.9918841686701578,6.571083506742526e+18,152181.90409145,independent uniform substitution; not crack probability
7600,5.6234132519034905e+19,0.0011260286002207447,8.55781736167766,8.548181014572945,0.00019111424732206367,0.9998088857526779,6.571083506742526e+18,152181.90409145,independent uniform substitution; not crack probability
7600,1e+20,0.0020023934748875,15.218190409144999,15.187717603970132,2.422132787331058e-07,0.9999997577867212,6.571083506742526e+18,152181.90409145,independent uniform substitution; not crack probability
7600,1.778279410038923e+20,0.0035608150871887325,27.06219466263437,26.96583119158722,1.6829194177532093e-12,0.9999999999983171,6.571083506742526e+18,152181.90409145,independent uniform substitution; not crack probability
7600,3.1622776601683794e+20,0.006332124152503674,48.12414355902793,47.81941550727925,1.080185845918614e-21,1.0,6.571083506742526e+18,152181.90409145,independent uniform substitution; not crack probability
7600,5.6234132519034906e+20,0.011260286002207447,85.5781736167766,84.61453890630513,4.1979436743865244e-38,1.0,6.571083506742526e+18,152181.90409145,independent uniform substitution; not crack probability
7600,1e+21,0.020023934748875,152.18190409145,149.13462357396327,1.728073027709283e-67,1.0,6.571083506742526e+18,152181.90409145,independent uniform substitution; not crack probability
