site_count,chemical_density_cm3,site_fraction,expected_count,variance_count,probability_no_dopant,probability_at_least_one,one_dopant_concentration_cm3,material_volume_A3,assumption
1904,100000000000000.0,2.0023934748875e-09,3.8125571761858003e-06,3.8125571685515605e-06,0.9999961874500878,3.812549912216031e-06,2.622911483783781e+19,38125.571761858,independent uniform substitution; not crack probability
1904,177827941003892.28,3.5608150871887323e-09,6.779791926007347e-06,6.779791901865762e-06,0.9999932202310446,6.7797689553407165e-06,2.622911483783781e+19,38125.571761858,independent uniform substitution; not crack probability
1904,316227766016837.94,6.332124152503675e-09,1.2056364386366996e-05,1.20563643100246e-05,0.9999879437082532,1.2056291746868703e-05,2.622911483783781e+19,38125.571761858,independent uniform substitution; not crack probability
1904,562341325190349.06,1.1260286002207447e-08,2.143958454820298e-05,2.1439584306787124e-05,0.9999785606451573,2.1439354842657982e-05,2.622911483783781e+19,38125.571761858,independent uniform substitution; not crack probability
1904,1000000000000000.0,2.0023934748875e-08,3.8125571761858005e-05,3.8125570998434046e-05,0.9999618751546269,3.812484537318056e-05,2.622911483783781e+19,38125.571761858,independent uniform substitution; not crack probability
1904,1778279410038922.8,3.560815087188732e-08,6.779791926007346e-05,6.779791684591492e-05,0.9999322043777599,6.779562224008155e-05,2.622911483783781e+19,38125.571761858,independent uniform substitution; not crack probability
1904,3162277660168379.5,6.332124152503675e-08,0.00012056364386366997,0.00012056363622943036,0.9998794436198237,0.00012055638017628745,2.622911483783781e+19,38125.571761858,independent uniform substitution; not crack probability
1904,5623413251903491.0,1.1260286002207449e-07,0.00021439584548202983,0.00021439582134044445,0.9997856271235966,0.00021437287640333925,2.622911483783781e+19,38125.571761858,independent uniform substitution; not crack probability
1904,1e+16,2.0023934748875001e-07,0.00038125571761858,0.0003812556412761839,0.9996188169129505,0.0003811830870495403,2.622911483783781e+19,38125.571761858,independent uniform substitution; not crack probability
1904,1.7782794100389228e+16,3.560815087188732e-07,0.0006779791926007346,0.0006779789511848808,0.9993222504627353,0.0006777495372647882,2.622911483783781e+19,38125.571761858,independent uniform substitution; not crack probability
1904,3.162277660168379e+16,6.332124152503674e-07,0.0012056364386366996,0.0012056356752127384,0.9987950896677329,0.001204910332267142,2.622911483783781e+19,38125.571761858,independent uniform substitution; not crack probability
1904,5.623413251903491e+16,1.126028600220745e-06,0.0021439584548202982,0.0021439560406617602,0.9978583369780212,0.00214166302197886,2.622911483783781e+19,38125.571761858,independent uniform substitution; not crack probability
1904,1e+17,2.0023934748875e-06,0.0038125571761857997,0.0038125495419461873,0.9961946975898262,0.003805302410173856,2.622911483783781e+19,38125.571761858,independent uniform substitution; not crack probability
1904,1.778279410038923e+17,3.5608150871887326e-06,0.006779791926007347,0.006779767784421968,0.993243127022418,0.00675687297758198,2.622911483783781e+19,38125.571761858,independent uniform substitution; not crack probability
1904,3.1622776601683795e+17,6.332124152503675e-06,0.012056364386366997,0.012056288043970876,0.9880159846617295,0.011984015338270487,2.622911483783781e+19,38125.571761858,independent uniform substitution; not crack probability
1904,5.6234132519034906e+17,1.1260286002207447e-05,0.02143958454820298,0.0214393431323492,0.9787884914905226,0.02121150850947739,2.622911483783781e+19,38125.571761858,independent uniform substitution; not crack probability
1904,1e+18,2.0023934748875e-05,0.038125571761858004,0.03812480833789678,0.962591691483132,0.03740830851686809,2.622911483783781e+19,38125.571761858,independent uniform substitution; not crack probability
1904,1.7782794100389228e+18,3.560815087188732e-05,0.06779791926007346,0.06779550510153565,0.9344481607218453,0.06555183927815471,2.622911483783781e+19,38125.571761858,independent uniform substitution; not crack probability
1904,3.1622776601683794e+18,6.332124152503675e-05,0.12056364386366997,0.12055600962405773,0.8864172866035223,0.1135827133964777,2.622911483783781e+19,38125.571761858,independent uniform substitution; not crack probability
1904,5.623413251903491e+18,0.00011260286002207449,0.21439584548202983,0.2143717038966517,0.8070191209062433,0.1929808790937567,2.622911483783781e+19,38125.571761858,independent uniform substitution; not crack probability
