dt_ps,prefix_ps,parts,block,nw,lower_cycle_THz,upper_cycle_THz,axis,mobility_m2_per_J_s,normalized_collective_energy_mobility_m2_per_J_s,temperature_K
0.0025,2000,4,0,3.0,0.02,0.04,normal,60783943200.667206,8752887820896.078,299.0815468261454
0.0025,2000,4,0,3.0,0.02,0.04,direct110,233901568332.02844,33681825839812.094,299.0815468261454
0.0025,2000,4,0,3.0,0.02,0.04,transverse,241690847865.9861,34803482092702.0,299.0815468261454
0.0025,2000,4,0,3.0,0.04,0.08,normal,73247990196.68695,10547710588322.922,299.0815468261454
0.0025,2000,4,0,3.0,0.04,0.08,direct110,309325543705.6239,44542878293609.84,299.0815468261454
0.0025,2000,4,0,3.0,0.04,0.08,transverse,254763678786.48895,36685969745254.41,299.0815468261454
0.0025,2000,4,0,3.0,0.08,0.16,normal,85489900262.38873,12310545637783.977,299.0815468261454
0.0025,2000,4,0,3.0,0.08,0.16,direct110,243993940851.40646,35135127482602.53,299.0815468261454
0.0025,2000,4,0,3.0,0.08,0.16,transverse,259844056819.92612,37417544182069.36,299.0815468261454
0.0025,2000,4,1,2.0,0.01,0.02,normal,118670958018.16101,17088617954615.186,299.0556589943258
0.0025,2000,4,1,2.0,0.01,0.02,direct110,178163739568.92874,25655578497925.74,299.0556589943258
0.0025,2000,4,1,2.0,0.01,0.02,transverse,327722856023.73944,47192091267418.48,299.0556589943258
0.0025,2000,4,1,2.0,0.02,0.04,normal,93606450941.08148,13479328935515.734,299.0556589943258
0.0025,2000,4,1,2.0,0.02,0.04,direct110,136228250090.00995,19616868012961.434,299.0556589943258
0.0025,2000,4,1,2.0,0.02,0.04,transverse,240678888041.28455,34657759877944.977,299.0556589943258
0.0025,2000,4,1,2.0,0.04,0.08,normal,76742879069.33958,11050974585984.9,299.0556589943258
0.0025,2000,4,1,2.0,0.04,0.08,direct110,194184470738.62848,27962563786362.5,299.0556589943258
0.0025,2000,4,1,2.0,0.04,0.08,transverse,220223298254.22183,31712154948607.945,299.0556589943258
0.0025,2000,4,1,2.0,0.08,0.16,normal,77428290872.26955,11149673885606.814,299.0556589943258
0.0025,2000,4,1,2.0,0.08,0.16,direct110,223504087416.4453,32184588587968.125,299.0556589943258
0.0025,2000,4,1,2.0,0.08,0.16,transverse,260716082196.3364,37543115836272.44,299.0556589943258
0.0025,2000,4,1,3.0,0.01,0.02,normal,119975843543.17094,17276521470216.615,299.0556589943258
0.0025,2000,4,1,3.0,0.01,0.02,direct110,165005398458.7431,23760777378059.008,299.0556589943258
0.0025,2000,4,1,3.0,0.01,0.02,transverse,351427899678.09,50605617553644.96,299.0556589943258
0.0025,2000,4,1,3.0,0.02,0.04,normal,87212085352.29408,12558540290730.348,299.0556589943258
0.0025,2000,4,1,3.0,0.02,0.04,direct110,130897078150.85274,18849179253722.793,299.0556589943258
0.0025,2000,4,1,3.0,0.02,0.04,transverse,245540350080.8733,35357810411645.75,299.0556589943258
0.0025,2000,4,1,3.0,0.04,0.08,normal,75317478082.98668,10845716843950.082,299.0556589943258
0.0025,2000,4,1,3.0,0.04,0.08,direct110,204267420704.93686,29414508581510.906,299.0556589943258
0.0025,2000,4,1,3.0,0.04,0.08,transverse,218394499723.18784,31448807960139.047,299.0556589943258
0.0025,2000,4,1,3.0,0.08,0.16,normal,76862762945.21536,11068237864111.012,299.0556589943258
0.0025,2000,4,1,3.0,0.08,0.16,direct110,225952759152.4961,32537197317959.438,299.0556589943258
0.0025,2000,4,1,3.0,0.08,0.16,transverse,261051473783.35242,37591412224802.75,299.0556589943258
0.0025,2000,4,2,2.0,0.01,0.02,normal,90932053884.49312,13094215759367.01,299.0843312783451
0.0025,2000,4,2,2.0,0.01,0.02,direct110,279519131518.0019,40250754938592.27,299.0843312783451
0.0025,2000,4,2,2.0,0.01,0.02,transverse,195431407196.63113,28142122636314.883,299.0843312783451
0.0025,2000,4,2,2.0,0.02,0.04,normal,68693536050.600105,9891869191286.416,299.0843312783451
0.0025,2000,4,2,2.0,0.02,0.04,direct110,247443694299.8122,35631891979172.95,299.0843312783451
0.0025,2000,4,2,2.0,0.02,0.04,transverse,200149088457.5981,28821468737894.13,299.0843312783451
0.0025,2000,4,2,2.0,0.04,0.08,normal,71158379217.62451,10246806607337.93,299.0843312783451
0.0025,2000,4,2,2.0,0.04,0.08,direct110,221183015942.56235,31850354295728.977,299.0843312783451
0.0025,2000,4,2,2.0,0.04,0.08,transverse,217990430832.83322,31390622039927.984,299.0843312783451
0.0025,2000,4,2,2.0,0.08,0.16,normal,86306902378.37964,12428193942486.668,299.0843312783451
0.0025,2000,4,2,2.0,0.08,0.16,direct110,270035016108.47458,38885042319620.336,299.0843312783451
0.0025,2000,4,2,2.0,0.08,0.16,transverse,199303852720.63052,28699754791770.797,299.0843312783451
0.0025,2000,4,2,3.0,0.01,0.02,normal,90233195450.11032,12993580144815.887,299.0843312783451
0.0025,2000,4,2,3.0,0.01,0.02,direct110,293742375378.35266,42298902054482.78,299.0843312783451
0.0025,2000,4,2,3.0,0.01,0.02,transverse,199182930352.84012,28682341970808.977,299.0843312783451
0.0025,2000,4,2,3.0,0.02,0.04,normal,68521463487.01505,9867090742130.168,299.0843312783451
0.0025,2000,4,2,3.0,0.02,0.04,direct110,262233762216.5439,37761661759182.32,299.0843312783451
0.0025,2000,4,2,3.0,0.02,0.04,transverse,203074118457.64502,29242673057900.883,299.0843312783451
0.0025,2000,4,2,3.0,0.04,0.08,normal,72136342183.31583,10387633274397.479,299.0843312783451
0.0025,2000,4,2,3.0,0.04,0.08,direct110,227514140747.861,32762036267691.984,299.0843312783451
0.0025,2000,4,2,3.0,0.04,0.08,transverse,208481004784.80807,30021264689012.363,299.0843312783451
0.0025,2000,4,2,3.0,0.08,0.16,normal,88638258674.63918,12763909249148.041,299.0843312783451
0.0025,2000,4,2,3.0,0.08,0.16,direct110,271610677007.36026,39111937489059.875,299.0843312783451
0.0025,2000,4,2,3.0,0.08,0.16,transverse,200498350436.76215,28871762462893.75,299.0843312783451
0.0025,2000,4,3,2.0,0.01,0.02,normal,151651059409.2612,21837752554933.613,299.0855307661001
0.0025,2000,4,3,2.0,0.01,0.02,direct110,247545428969.05435,35646541771543.83,299.0855307661001
0.0025,2000,4,3,2.0,0.01,0.02,transverse,142112741872.6442,20464234829660.766,299.0855307661001
0.0025,2000,4,3,2.0,0.02,0.04,normal,117523409562.8306,16923370977047.605,299.0855307661001
0.0025,2000,4,3,2.0,0.02,0.04,direct110,278706404447.07623,40133722240378.98,299.0855307661001
0.0025,2000,4,3,2.0,0.02,0.04,transverse,184409182975.439,26554922348463.215,299.0855307661001
0.0025,2000,4,3,2.0,0.04,0.08,normal,79860307373.57422,11499884261794.688,299.0855307661001
0.0025,2000,4,3,2.0,0.04,0.08,direct110,211581477412.32742,30467732747375.15,299.0855307661001
0.0025,2000,4,3,2.0,0.04,0.08,transverse,187839318589.33398,27048861876864.094,299.0855307661001
0.0025,2000,4,3,2.0,0.08,0.16,normal,90315016271.65105,13005362343117.75,299.0855307661001
0.0025,2000,4,3,2.0,0.08,0.16,direct110,245959155928.4343,35418118453694.54,299.0855307661001
0.0025,2000,4,3,2.0,0.08,0.16,transverse,182353571294.86414,26258914266460.438,299.0855307661001
0.0025,2000,4,3,3.0,0.01,0.02,normal,149366121904.7583,21508721554285.195,299.0855307661001
0.0025,2000,4,3,3.0,0.01,0.02,direct110,265243618128.6236,38195081010521.8,299.0855307661001
0.0025,2000,4,3,3.0,0.01,0.02,transverse,146587226998.0634,21108560687721.13,299.0855307661001
0.0025,2000,4,3,3.0,0.02,0.04,normal,116535434369.26389,16781102549174.0,299.0855307661001
0.0025,2000,4,3,3.0,0.02,0.04,direct110,271412450377.56857,39083392854369.875,299.0855307661001
0.0025,2000,4,3,3.0,0.02,0.04,transverse,187284528747.02762,26968972139571.977,299.0855307661001
0.0025,2000,4,3,3.0,0.04,0.08,normal,85109393592.76395,12255752677358.008,299.0855307661001
0.0025,2000,4,3,3.0,0.04,0.08,direct110,200166321171.06137,28823950248632.836,299.0855307661001
0.0025,2000,4,3,3.0,0.04,0.08,transverse,182902539043.27774,26337965622231.996,299.0855307661001
0.0025,2000,4,3,3.0,0.08,0.16,normal,90817709051.16179,13077750103367.297,299.0855307661001
0.0025,2000,4,3,3.0,0.08,0.16,direct110,249326351467.45557,35902994611313.6,299.0855307661001
0.0025,2000,4,3,3.0,0.08,0.16,transverse,177747466142.6379,25595635124539.86,299.0855307661001
0.0025,5000,1,0,2.0,0.001,0.002,normal,62993241865.03212,9071026828564.625,299.0682116269179
0.0025,5000,1,0,2.0,0.001,0.002,direct110,202216758448.45572,29119213216577.625,299.0682116269179
0.0025,5000,1,0,2.0,0.001,0.002,transverse,223085448237.42487,32124304546189.18,299.0682116269179
0.0025,5000,1,0,2.0,0.002,0.005,normal,70308525930.71994,10124427734023.672,299.0682116269179
0.0025,5000,1,0,2.0,0.002,0.005,direct110,212933632139.5751,30662443028098.816,299.0682116269179
0.0025,5000,1,0,2.0,0.002,0.005,transverse,173331614868.1029,24959752541006.82,299.0682116269179
0.0025,5000,1,0,2.0,0.005,0.01,normal,70826475500.22946,10199012472033.043,299.0682116269179
0.0025,5000,1,0,2.0,0.005,0.01,direct110,147888423232.67728,21295932945505.527,299.0682116269179
0.0025,5000,1,0,2.0,0.005,0.01,transverse,198714807903.23856,28614932338066.35,299.0682116269179
0.0025,5000,1,0,2.0,0.01,0.02,normal,75141472085.36702,10820371980292.852,299.0682116269179
0.0025,5000,1,0,2.0,0.01,0.02,direct110,191838671871.3142,27624768749469.246,299.0682116269179
0.0025,5000,1,0,2.0,0.01,0.02,transverse,206759000213.35864,29773296030723.645,299.0682116269179
0.0025,5000,1,0,2.0,0.02,0.04,normal,72146275286.79698,10389063641298.766,299.0682116269179
0.0025,5000,1,0,2.0,0.02,0.04,direct110,200431156627.45795,28862086554353.945,299.0682116269179
0.0025,5000,1,0,2.0,0.02,0.04,transverse,188902888475.9095,27202015940530.965,299.0682116269179
0.0025,5000,1,0,2.0,0.04,0.08,normal,67889242578.61984,9776050931321.258,299.0682116269179
0.0025,5000,1,0,2.0,0.04,0.08,direct110,203684422218.4824,29330556799461.465,299.0682116269179
0.0025,5000,1,0,2.0,0.04,0.08,transverse,205855372893.12534,29643173696610.047,299.0682116269179
0.0025,5000,1,0,2.0,0.08,0.16,normal,79129115901.16447,11394592689767.684,299.0682116269179
0.0025,5000,1,0,2.0,0.08,0.16,direct110,227522468112.0195,32763235408130.81,299.0682116269179
0.0025,5000,1,0,2.0,0.08,0.16,transverse,236037301861.78104,33989371468096.47,299.0682116269179
0.0025,5000,1,0,3.0,0.001,0.002,normal,60084060580.1122,8652104723536.156,299.0682116269179
0.0025,5000,1,0,3.0,0.001,0.002,direct110,200233428392.12717,28833613688466.312,299.0682116269179
0.0025,5000,1,0,3.0,0.001,0.002,transverse,221922350585.33966,31956818484288.91,299.0682116269179
0.0025,5000,1,0,3.0,0.002,0.005,normal,69420136351.74022,9996499634650.592,299.0682116269179
0.0025,5000,1,0,3.0,0.002,0.005,direct110,215755593159.9941,31068805415039.152,299.0682116269179
0.0025,5000,1,0,3.0,0.002,0.005,transverse,179036300499.94373,25781227271991.9,299.0682116269179
0.0025,5000,1,0,3.0,0.005,0.01,normal,70209770208.16423,10110206909975.648,299.0682116269179
0.0025,5000,1,0,3.0,0.005,0.01,direct110,142821688174.909,20566323097186.895,299.0682116269179
0.0025,5000,1,0,3.0,0.005,0.01,transverse,214366927609.16568,30868837575719.86,299.0682116269179
0.0025,5000,1,0,3.0,0.01,0.02,normal,74744118820.68604,10763153110178.79,299.0682116269179
0.0025,5000,1,0,3.0,0.01,0.02,direct110,189471277286.90198,27283863929313.883,299.0682116269179
0.0025,5000,1,0,3.0,0.01,0.02,transverse,209264734696.98712,30134121796366.145,299.0682116269179
0.0025,5000,1,0,3.0,0.02,0.04,normal,71921184274.54092,10356650535533.893,299.0682116269179
0.0025,5000,1,0,3.0,0.02,0.04,direct110,202969608163.2254,29227623575504.457,299.0682116269179
0.0025,5000,1,0,3.0,0.02,0.04,transverse,189331011708.7254,27263665686056.457,299.0682116269179
0.0025,5000,1,0,3.0,0.04,0.08,normal,67015450648.90071,9650224893441.703,299.0682116269179
0.0025,5000,1,0,3.0,0.04,0.08,direct110,202342160621.8834,29137271129551.207,299.0682116269179
0.0025,5000,1,0,3.0,0.04,0.08,transverse,205787664071.38007,29633423626278.73,299.0682116269179
0.0025,5000,1,0,3.0,0.08,0.16,normal,78406441974.415,11290527644315.76,299.0682116269179
0.0025,5000,1,0,3.0,0.08,0.16,direct110,226506576670.17007,32616947040504.492,299.0682116269179
0.0025,5000,1,0,3.0,0.08,0.16,transverse,238710987434.0105,34374382190497.51,299.0682116269179
0.0025,5000,2,0,2.0,0.002,0.005,normal,74732176916.22765,10761433475936.781,299.0791718658181
0.0025,5000,2,0,2.0,0.002,0.005,direct110,215909068785.0487,31090905905047.016,299.0791718658181
0.0025,5000,2,0,2.0,0.002,0.005,transverse,149338289285.53802,21504713657117.477,299.0791718658181
0.0025,5000,2,0,2.0,0.005,0.01,normal,93316669659.91763,13437600431028.139,299.0791718658181
0.0025,5000,2,0,2.0,0.005,0.01,direct110,141188478693.9857,20331140931933.938,299.0791718658181
0.0025,5000,2,0,2.0,0.005,0.01,transverse,204191313091.66608,29403549085199.914,299.0791718658181
0.0025,5000,2,0,2.0,0.01,0.02,normal,95568893401.39726,13761920649801.205,299.0791718658181
0.0025,5000,2,0,2.0,0.01,0.02,direct110,196680779985.1419,28322032317860.434,299.0791718658181
0.0025,5000,2,0,2.0,0.01,0.02,transverse,192234191531.19876,27681723580492.62,299.0791718658181
0.0025,5000,2,0,2.0,0.02,0.04,normal,85353107559.90186,12290847488625.867,299.0791718658181
0.0025,5000,2,0,2.0,0.02,0.04,direct110,198582772855.00854,28595919291121.23,299.0791718658181
0.0025,5000,2,0,2.0,0.02,0.04,transverse,195207054019.1185,28109815778753.062,299.0791718658181
0.0025,5000,2,0,2.0,0.04,0.08,normal,71009578992.9597,10225379374986.197,299.0791718658181
0.0025,5000,2,0,2.0,0.04,0.08,direct110,196985440499.62912,28365903431946.594,299.0791718658181
0.0025,5000,2,0,2.0,0.04,0.08,transverse,215457831750.54248,31025927772078.117,299.0791718658181
0.0025,5000,2,0,2.0,0.08,0.16,normal,82577244852.76695,11891123258798.441,299.0791718658181
0.0025,5000,2,0,2.0,0.08,0.16,direct110,235005515948.16956,33840794296536.414,299.0791718658181
0.0025,5000,2,0,2.0,0.08,0.16,transverse,217537095619.33435,31325341769184.15,299.0791718658181
0.0025,5000,2,0,3.0,0.002,0.005,normal,76139551208.81378,10964095374069.184,299.0791718658181
0.0025,5000,2,0,3.0,0.002,0.005,direct110,226992648375.11182,32686941366016.1,299.0791718658181
0.0025,5000,2,0,3.0,0.002,0.005,transverse,140170359519.87613,20184531770862.164,299.0791718658181
0.0025,5000,2,0,3.0,0.005,0.01,normal,99629836774.75565,14346696495564.812,299.0791718658181
0.0025,5000,2,0,3.0,0.005,0.01,direct110,153534892116.35327,22109024464754.87,299.0791718658181
0.0025,5000,2,0,3.0,0.005,0.01,transverse,188396271186.74866,27129063050891.805,299.0791718658181
0.0025,5000,2,0,3.0,0.01,0.02,normal,101318397374.51859,14589849221930.676,299.0791718658181
0.0025,5000,2,0,3.0,0.01,0.02,direct110,198700558784.54102,28612880464973.906,299.0791718658181
0.0025,5000,2,0,3.0,0.01,0.02,transverse,190675187123.48856,27457226945782.35,299.0791718658181
0.0025,5000,2,0,3.0,0.02,0.04,normal,88610552931.67052,12759919622160.555,299.0791718658181
0.0025,5000,2,0,3.0,0.02,0.04,direct110,197455569905.79877,28433602066435.023,299.0791718658181
0.0025,5000,2,0,3.0,0.02,0.04,transverse,197014029970.69626,28370020315780.26,299.0791718658181
0.0025,5000,2,0,3.0,0.04,0.08,normal,71013687309.85426,10225970972619.014,299.0791718658181
0.0025,5000,2,0,3.0,0.04,0.08,direct110,197396225215.46524,28425056431026.996,299.0791718658181
0.0025,5000,2,0,3.0,0.04,0.08,transverse,216631740467.75345,31194970627356.496,299.0791718658181
0.0025,5000,2,0,3.0,0.08,0.16,normal,83133714710.81488,11971254918357.344,299.0791718658181
0.0025,5000,2,0,3.0,0.08,0.16,direct110,235960041135.85794,33978245923563.543,299.0791718658181
0.0025,5000,2,0,3.0,0.08,0.16,transverse,213220578423.64722,30703763293005.2,299.0791718658181
0.0025,5000,2,1,2.0,0.002,0.005,normal,72607637458.50037,10455499794024.053,299.0572828343875
0.0025,5000,2,1,2.0,0.002,0.005,direct110,204994591651.73285,29519221197849.53,299.0572828343875
0.0025,5000,2,1,2.0,0.002,0.005,transverse,193183712808.14014,27818454644372.18,299.0572828343875
0.0025,5000,2,1,2.0,0.005,0.01,normal,59281481590.90275,8536533349089.996,299.0572828343875
0.0025,5000,2,1,2.0,0.005,0.01,direct110,191435448259.2883,27566704549337.516,299.0572828343875
0.0025,5000,2,1,2.0,0.005,0.01,transverse,158491372952.7666,22822757705198.39,299.0572828343875
0.0025,5000,2,1,2.0,0.01,0.02,normal,67267515176.23939,9686522185378.473,299.0572828343875
0.0025,5000,2,1,2.0,0.01,0.02,direct110,206960967147.69217,29802379269267.67,299.0572828343875
0.0025,5000,2,1,2.0,0.01,0.02,transverse,216551073317.0296,31183354557652.26,299.0572828343875
0.0025,5000,2,1,2.0,0.02,0.04,normal,65370715923.593,9413383092997.393,299.0572828343875
0.0025,5000,2,1,2.0,0.02,0.04,direct110,192247008563.34634,27683569233121.875,299.0572828343875
0.0025,5000,2,1,2.0,0.02,0.04,transverse,188277239525.61514,27111922491688.582,299.0572828343875
0.0025,5000,2,1,2.0,0.04,0.08,normal,71215532235.2384,10255036641874.33,299.0572828343875
0.0025,5000,2,1,2.0,0.04,0.08,direct110,220286492401.3047,31721254905787.875,299.0572828343875
0.0025,5000,2,1,2.0,0.04,0.08,transverse,190588602156.46063,27444758710530.332,299.0572828343875
0.0025,5000,2,1,2.0,0.08,0.16,normal,76773854493.59822,11055435047078.145,299.0572828343875
0.0025,5000,2,1,2.0,0.08,0.16,direct110,224983672299.30505,32397648811099.93,299.0572828343875
0.0025,5000,2,1,2.0,0.08,0.16,transverse,242343567458.2226,34897473713984.055,299.0572828343875
0.0025,5000,2,1,3.0,0.002,0.005,normal,84717308451.79356,12199292417058.273,299.0572828343875
0.0025,5000,2,1,3.0,0.002,0.005,direct110,199596026536.19116,28741827821211.527,299.0572828343875
0.0025,5000,2,1,3.0,0.002,0.005,transverse,191653211947.485,27598062520437.836,299.0572828343875
0.0025,5000,2,1,3.0,0.005,0.01,normal,58033253277.10884,8356788471903.673,299.0572828343875
0.0025,5000,2,1,3.0,0.005,0.01,direct110,192460395406.0618,27714296938472.9,299.0572828343875
0.0025,5000,2,1,3.0,0.005,0.01,transverse,154982113657.75174,22317424366716.25,299.0572828343875
0.0025,5000,2,1,3.0,0.01,0.02,normal,63795910550.00551,9186611119200.793,299.0572828343875
0.0025,5000,2,1,3.0,0.01,0.02,direct110,205546202087.24792,29598653100563.703,299.0572828343875
0.0025,5000,2,1,3.0,0.01,0.02,transverse,207360323171.9817,29859886536765.363,299.0572828343875
0.0025,5000,2,1,3.0,0.02,0.04,normal,65977691818.15298,9500787621814.03,299.0572828343875
0.0025,5000,2,1,3.0,0.02,0.04,direct110,193284907786.88074,27833026721310.83,299.0572828343875
0.0025,5000,2,1,3.0,0.02,0.04,transverse,187125821806.6183,26946118340153.03,299.0572828343875
0.0025,5000,2,1,3.0,0.04,0.08,normal,70584539519.0929,10164173690749.377,299.0572828343875
0.0025,5000,2,1,3.0,0.04,0.08,direct110,218494223355.02502,31463168163123.6,299.0572828343875
0.0025,5000,2,1,3.0,0.04,0.08,transverse,194713607545.03064,28038759486484.414,299.0572828343875
0.0025,5000,2,1,3.0,0.08,0.16,normal,76282368277.23618,10984661031922.01,299.0572828343875
0.0025,5000,2,1,3.0,0.08,0.16,direct110,227731139333.38416,32793284064007.32,299.0572828343875
0.0025,5000,2,1,3.0,0.08,0.16,transverse,247815186344.15988,35685386833559.02,299.0572828343875
0.0025,5000,4,0,2.0,0.002,0.005,normal,90321146985.71172,13006245165942.486,299.070973881468
0.0025,5000,4,0,2.0,0.002,0.005,direct110,149060001151.7106,21464640165846.33,299.070973881468
0.0025,5000,4,0,2.0,0.002,0.005,transverse,273157495332.92264,39334679327940.86,299.070973881468
0.0025,5000,4,0,2.0,0.005,0.01,normal,95788609207.7489,13793559725915.842,299.070973881468
0.0025,5000,4,0,2.0,0.005,0.01,direct110,162960856869.62344,23466363389225.777,299.070973881468
0.0025,5000,4,0,2.0,0.005,0.01,transverse,267663703413.12442,38543573291489.914,299.070973881468
0.0025,5000,4,0,2.0,0.01,0.02,normal,76942274621.06161,11079687545432.873,299.070973881468
0.0025,5000,4,0,2.0,0.01,0.02,direct110,189143122802.2285,27236609683520.902,299.070973881468
0.0025,5000,4,0,2.0,0.01,0.02,transverse,210021183403.37378,30243050410085.824,299.070973881468
0.0025,5000,4,0,2.0,0.02,0.04,normal,78715281780.86072,11335000576443.943,299.070973881468
0.0025,5000,4,0,2.0,0.02,0.04,direct110,180048071654.75995,25926922318285.434,299.070973881468
0.0025,5000,4,0,2.0,0.02,0.04,transverse,202802841942.8234,29203609239766.57,299.070973881468
0.0025,5000,4,0,2.0,0.04,0.08,normal,71473508263.33049,10292185189919.59,299.070973881468
0.0025,5000,4,0,2.0,0.04,0.08,direct110,209787851801.67264,30209450659440.86,299.070973881468
0.0025,5000,4,0,2.0,0.04,0.08,transverse,229001661055.42053,32976239191980.555,299.070973881468
0.0025,5000,4,0,2.0,0.08,0.16,normal,80290140891.47374,11561780288372.219,299.070973881468
0.0025,5000,4,0,2.0,0.08,0.16,direct110,231662911652.82132,33359459278006.27,299.070973881468
0.0025,5000,4,0,2.0,0.08,0.16,transverse,246786698510.01242,35537284585441.79,299.070973881468
0.0025,5000,4,0,3.0,0.005,0.01,normal,99638113979.77385,14347888413087.434,299.070973881468
0.0025,5000,4,0,3.0,0.005,0.01,direct110,160717466134.80972,23143315123412.6,299.070973881468
0.0025,5000,4,0,3.0,0.005,0.01,transverse,266121788380.20203,38321537526749.09,299.070973881468
0.0025,5000,4,0,3.0,0.01,0.02,normal,74533976859.04056,10732892667701.84,299.070973881468
0.0025,5000,4,0,3.0,0.01,0.02,direct110,183777082608.1323,26463899895571.05,299.070973881468
0.0025,5000,4,0,3.0,0.01,0.02,transverse,214786248457.52444,30929219777883.52,299.070973881468
0.0025,5000,4,0,3.0,0.02,0.04,normal,79733889793.93646,11481680130326.852,299.070973881468
0.0025,5000,4,0,3.0,0.02,0.04,direct110,175541331861.8961,25277951788113.035,299.070973881468
0.0025,5000,4,0,3.0,0.02,0.04,transverse,197610753088.49124,28455948444742.74,299.070973881468
0.0025,5000,4,0,3.0,0.04,0.08,normal,70003825438.83632,10080550863192.43,299.070973881468
0.0025,5000,4,0,3.0,0.04,0.08,direct110,205794345254.5356,29634385716653.13,299.070973881468
0.0025,5000,4,0,3.0,0.04,0.08,transverse,222616418573.88602,32056764274639.586,299.070973881468
0.0025,5000,4,0,3.0,0.08,0.16,normal,79099257390.05109,11390293064167.355,299.070973881468
0.0025,5000,4,0,3.0,0.08,0.16,direct110,227969814703.6466,32827653317325.11,299.070973881468
0.0025,5000,4,0,3.0,0.08,0.16,transverse,249750266788.78122,35964038417584.49,299.070973881468
0.0025,5000,4,1,2.0,0.002,0.005,normal,76207939478.63487,10973943284923.422,299.0873698501682
0.0025,5000,4,1,2.0,0.002,0.005,direct110,221044628279.90475,31830426472306.285,299.0873698501682
0.0025,5000,4,1,2.0,0.002,0.005,transverse,125484954831.7316,18069833495769.35,299.0873698501682
0.0025,5000,4,1,2.0,0.005,0.01,normal,72935997264.7888,10502783606129.588,299.0873698501682
0.0025,5000,4,1,2.0,0.005,0.01,direct110,116915289789.95549,16835801729753.59,299.0873698501682
0.0025,5000,4,1,2.0,0.005,0.01,transverse,212522612395.05502,30603256184887.92,299.0873698501682
0.0025,5000,4,1,2.0,0.01,0.02,normal,94316461408.01373,13581570442753.977,299.0873698501682
0.0025,5000,4,1,2.0,0.01,0.02,direct110,195150234591.6618,28101633781199.3,299.0873698501682
0.0025,5000,4,1,2.0,0.01,0.02,transverse,185981940450.35846,26781399424851.617,299.0873698501682
0.0025,5000,4,1,2.0,0.02,0.04,normal,81132820740.84892,11683126186682.244,299.0873698501682
0.0025,5000,4,1,2.0,0.02,0.04,direct110,253707059742.79883,36533816602963.03,299.0873698501682
0.0025,5000,4,1,2.0,0.02,0.04,transverse,185545766386.4314,26718590359646.12,299.0873698501682
0.0025,5000,4,1,2.0,0.04,0.08,normal,70529845956.15672,10156297817686.568,299.0873698501682
0.0025,5000,4,1,2.0,0.04,0.08,direct110,194662180724.79395,28031354024370.33,299.0873698501682
0.0025,5000,4,1,2.0,0.04,0.08,transverse,197085621136.26938,28380329443622.79,299.0873698501682
0.0025,5000,4,1,2.0,0.08,0.16,normal,82659077372.70744,11902907141669.871,299.0873698501682
0.0025,5000,4,1,2.0,0.08,0.16,direct110,233743686941.401,33659090919561.742,299.0873698501682
0.0025,5000,4,1,2.0,0.08,0.16,transverse,213183536445.56705,30698429248161.656,299.0873698501682
0.0025,5000,4,1,3.0,0.005,0.01,normal,73417059241.20042,10572056530732.861,299.0873698501682
0.0025,5000,4,1,3.0,0.005,0.01,direct110,114857772589.9215,16539519252948.695,299.0873698501682
0.0025,5000,4,1,3.0,0.005,0.01,transverse,220162792090.55154,31703442061039.42,299.0873698501682
0.0025,5000,4,1,3.0,0.01,0.02,normal,104267396435.0594,15014505086648.555,299.0873698501682
0.0025,5000,4,1,3.0,0.01,0.02,direct110,196928815964.3527,28357749498866.79,299.0873698501682
0.0025,5000,4,1,3.0,0.01,0.02,transverse,190512203968.92816,27433757371525.656,299.0873698501682
0.0025,5000,4,1,3.0,0.02,0.04,normal,83308561419.53207,11996432844412.62,299.0873698501682
0.0025,5000,4,1,3.0,0.02,0.04,direct110,262934488026.92358,37862566275877.0,299.0873698501682
0.0025,5000,4,1,3.0,0.02,0.04,transverse,193953551673.56137,27929311440992.836,299.0873698501682
0.0025,5000,4,1,3.0,0.04,0.08,normal,75261481452.39551,10837653329144.953,299.0873698501682
0.0025,5000,4,1,3.0,0.04,0.08,direct110,192403269831.6096,27706070855751.78,299.0873698501682
0.0025,5000,4,1,3.0,0.04,0.08,transverse,197828733566.07394,28487337633514.65,299.0873698501682
0.0025,5000,4,1,3.0,0.08,0.16,normal,82395414363.83966,11864939668392.91,299.0873698501682
0.0025,5000,4,1,3.0,0.08,0.16,direct110,233566666437.66135,33633599967023.234,299.0873698501682
0.0025,5000,4,1,3.0,0.08,0.16,transverse,211996482706.14758,30527493509685.25,299.0873698501682
0.0025,5000,4,2,2.0,0.002,0.005,normal,69607920472.3242,10023540548014.686,299.0619175714782
0.0025,5000,4,2,2.0,0.002,0.005,direct110,175356324295.83908,25251310698600.83,299.0619175714782
0.0025,5000,4,2,2.0,0.002,0.005,transverse,237719122135.50662,34231553587512.953,299.0619175714782
0.0025,5000,4,2,2.0,0.005,0.01,normal,58191841577.80664,8379625187204.156,299.0619175714782
0.0025,5000,4,2,2.0,0.005,0.01,direct110,157150323839.57468,22629646632898.754,299.0619175714782
0.0025,5000,4,2,2.0,0.005,0.01,transverse,258817663435.36768,37269743534692.945,299.0619175714782
0.0025,5000,4,2,2.0,0.01,0.02,normal,68932184208.66779,9926234526048.16,299.0619175714782
0.0025,5000,4,2,2.0,0.01,0.02,direct110,178862956019.6475,25756265666829.24,299.0619175714782
0.0025,5000,4,2,2.0,0.01,0.02,transverse,230623209496.94336,33209742167559.844,299.0619175714782
