dt_ps,prefix_ps,parts,block,nw,lower_cycle_THz,upper_cycle_THz,axis,mobility_m2_per_J_s,normalized_collective_energy_mobility_m2_per_J_s,temperature_K
0.0025,5000,4,2,2.0,0.02,0.04,normal,69418100415.87575,9996206459886.107,299.0619175714782
0.0025,5000,4,2,2.0,0.02,0.04,direct110,172162904741.10406,24791458282718.984,299.0619175714782
0.0025,5000,4,2,2.0,0.02,0.04,transverse,187003893726.14334,26928560696564.64,299.0619175714782
0.0025,5000,4,2,2.0,0.04,0.08,normal,69572076948.43863,10018379080575.162,299.0619175714782
0.0025,5000,4,2,2.0,0.04,0.08,direct110,206503635592.6813,29736523525346.11,299.0619175714782
0.0025,5000,4,2,2.0,0.04,0.08,transverse,180457303659.88348,25985851727023.223,299.0619175714782
0.0025,5000,4,2,2.0,0.08,0.16,normal,73753170609.36618,10620456567748.73,299.0619175714782
0.0025,5000,4,2,2.0,0.08,0.16,direct110,210243728694.81784,30275096932053.77,299.0619175714782
0.0025,5000,4,2,2.0,0.08,0.16,transverse,238638345439.09308,34363921743229.402,299.0619175714782
0.0025,5000,4,2,3.0,0.005,0.01,normal,54158630165.75299,7798842743868.431,299.0619175714782
0.0025,5000,4,2,3.0,0.005,0.01,direct110,166317634090.70096,23949739309060.938,299.0619175714782
0.0025,5000,4,2,3.0,0.005,0.01,transverse,282748192207.57465,40715739677890.75,299.0619175714782
0.0025,5000,4,2,3.0,0.01,0.02,normal,73041711355.56033,10518006435200.688,299.0619175714782
0.0025,5000,4,2,3.0,0.01,0.02,direct110,176521021239.272,25419027058455.168,299.0619175714782
0.0025,5000,4,2,3.0,0.01,0.02,transverse,221701280246.41315,31924984355483.492,299.0619175714782
0.0025,5000,4,2,3.0,0.02,0.04,normal,70040572481.67151,10085842437360.697,299.0619175714782
0.0025,5000,4,2,3.0,0.02,0.04,direct110,169227798203.61395,24368802941320.41,299.0619175714782
0.0025,5000,4,2,3.0,0.02,0.04,transverse,185709857984.8948,26742219549824.85,299.0619175714782
0.0025,5000,4,2,3.0,0.04,0.08,normal,71991159964.3822,10366727034871.037,299.0619175714782
0.0025,5000,4,2,3.0,0.04,0.08,direct110,212209910066.76614,30558227049614.324,299.0619175714782
0.0025,5000,4,2,3.0,0.04,0.08,transverse,173999203712.9248,25055885334661.17,299.0619175714782
0.0025,5000,4,2,3.0,0.08,0.16,normal,73578165716.45633,10595255863169.71,299.0619175714782
0.0025,5000,4,2,3.0,0.08,0.16,direct110,206028824483.7141,29668150725654.832,299.0619175714782
0.0025,5000,4,2,3.0,0.08,0.16,transverse,234417419386.75006,33756108391692.008,299.0619175714782
0.0025,5000,4,3,2.0,0.002,0.005,normal,51555423588.51627,7423980996746.344,299.05264809729675
0.0025,5000,4,3,2.0,0.002,0.005,direct110,220755171047.9815,31788744630909.336,299.05264809729675
0.0025,5000,4,3,2.0,0.002,0.005,transverse,168340299723.195,24241003160140.082,299.05264809729675
0.0025,5000,4,3,2.0,0.005,0.01,normal,61757960807.75303,8893146356316.436,299.05264809729675
0.0025,5000,4,3,2.0,0.005,0.01,direct110,279773206294.3393,40287341706384.86,299.05264809729675
0.0025,5000,4,3,2.0,0.005,0.01,transverse,137773647542.9866,19839405246190.07,299.05264809729675
0.0025,5000,4,3,2.0,0.01,0.02,normal,86237084418.3802,12418140156246.75,299.05264809729675
0.0025,5000,4,3,2.0,0.01,0.02,direct110,248486670505.9046,35782080552850.266,299.05264809729675
0.0025,5000,4,3,2.0,0.01,0.02,transverse,262109258988.03485,37743733294277.016,299.05264809729675
0.0025,5000,4,3,2.0,0.02,0.04,normal,59974701364.44972,8636356996480.76,299.05264809729675
0.0025,5000,4,3,2.0,0.02,0.04,direct110,216783110413.28876,31216767899513.582,299.05264809729675
0.0025,5000,4,3,2.0,0.02,0.04,transverse,201829020447.8907,29063378944496.258,299.05264809729675
0.0025,5000,4,3,2.0,0.04,0.08,normal,75386473994.35275,10855652255186.797,299.05264809729675
0.0025,5000,4,3,2.0,0.04,0.08,direct110,233697806307.46228,33652484108274.57,299.05264809729675
0.0025,5000,4,3,2.0,0.04,0.08,transverse,188048797407.27023,27079026826646.914,299.05264809729675
0.0025,5000,4,3,2.0,0.08,0.16,normal,80002871268.86237,11520413462716.18,299.05264809729675
0.0025,5000,4,3,2.0,0.08,0.16,direct110,252031344697.47357,36292513636436.195,299.05264809729675
0.0025,5000,4,3,2.0,0.08,0.16,transverse,233877891793.67902,33678416418289.777,299.05264809729675
0.0025,5000,4,3,3.0,0.005,0.01,normal,68063819323.28969,9801189982553.715,299.05264809729675
0.0025,5000,4,3,3.0,0.005,0.01,direct110,278214928713.5219,40062949734747.16,299.05264809729675
0.0025,5000,4,3,3.0,0.005,0.01,transverse,139233025845.74942,20049555721787.918,299.05264809729675
0.0025,5000,4,3,3.0,0.01,0.02,normal,89316904005.4793,12861634176789.018,299.05264809729675
0.0025,5000,4,3,3.0,0.01,0.02,direct110,270390111458.38733,38936176050007.77,299.05264809729675
0.0025,5000,4,3,3.0,0.01,0.02,transverse,276579057381.5746,39827384262946.74,299.05264809729675
0.0025,5000,4,3,3.0,0.02,0.04,normal,58374640765.17869,8405948270185.731,299.05264809729675
0.0025,5000,4,3,3.0,0.02,0.04,direct110,224357640851.44635,32307500282608.273,299.05264809729675
0.0025,5000,4,3,3.0,0.02,0.04,transverse,197361208523.98383,28420014027453.67,299.05264809729675
0.0025,5000,4,3,3.0,0.04,0.08,normal,76255382800.0228,10980775123203.283,299.05264809729675
0.0025,5000,4,3,3.0,0.04,0.08,direct110,236440981768.2389,34047501374626.4,299.05264809729675
0.0025,5000,4,3,3.0,0.04,0.08,transverse,186938557273.38373,26919152247367.258,299.05264809729675
0.0025,5000,4,3,3.0,0.08,0.16,normal,80038188989.24821,11525499214451.742,299.05264809729675
0.0025,5000,4,3,3.0,0.08,0.16,direct110,255697758390.4489,36820477208224.64,299.05264809729675
0.0025,5000,4,3,3.0,0.08,0.16,transverse,229544830660.30176,33054455615083.453,299.05264809729675
0.005,1000,1,0,2.0,0.005,0.01,normal,59636585512.52555,8587668313803.68,297.9445198425352
0.005,1000,1,0,2.0,0.005,0.01,direct110,259690678814.48862,37395457749286.36,297.9445198425352
0.005,1000,1,0,2.0,0.005,0.01,transverse,236121896191.782,34001553051616.61,297.9445198425352
0.005,1000,1,0,2.0,0.01,0.02,normal,68266474111.93735,9830372272118.979,297.9445198425352
0.005,1000,1,0,2.0,0.01,0.02,direct110,212960975193.64908,30666380427885.47,297.9445198425352
0.005,1000,1,0,2.0,0.01,0.02,transverse,170937274974.58234,24614967596339.855,297.9445198425352
0.005,1000,1,0,2.0,0.02,0.04,normal,60359619923.79924,8691785269027.091,297.9445198425352
0.005,1000,1,0,2.0,0.02,0.04,direct110,273583574729.7829,39396034761088.734,297.9445198425352
0.005,1000,1,0,2.0,0.02,0.04,transverse,187897234244.80597,27057201731252.06,297.9445198425352
0.005,1000,1,0,2.0,0.04,0.08,normal,76439805417.55571,11007331980128.021,297.9445198425352
0.005,1000,1,0,2.0,0.04,0.08,direct110,229079541864.7794,32987454028528.23,297.9445198425352
0.005,1000,1,0,2.0,0.04,0.08,transverse,235264577926.3849,33878099221399.42,297.9445198425352
0.005,1000,1,0,2.0,0.08,0.16,normal,75194610869.38866,10828023965191.967,297.9445198425352
0.005,1000,1,0,2.0,0.08,0.16,direct110,258078233841.4571,37163265673169.82,297.9445198425352
0.005,1000,1,0,2.0,0.08,0.16,transverse,232033507870.5411,33412825133357.918,297.9445198425352
0.005,1000,1,0,3.0,0.005,0.01,normal,59647790970.06362,8589281899689.161,297.9445198425352
0.005,1000,1,0,3.0,0.005,0.01,direct110,292711703121.76086,42150485249533.56,297.9445198425352
0.005,1000,1,0,3.0,0.005,0.01,transverse,253439841341.5294,36495337153180.234,297.9445198425352
0.005,1000,1,0,3.0,0.01,0.02,normal,66909513947.747154,9634970008475.59,297.9445198425352
0.005,1000,1,0,3.0,0.01,0.02,direct110,231179579647.00034,33289859469168.047,297.9445198425352
0.005,1000,1,0,3.0,0.01,0.02,transverse,175972586289.94226,25340052425751.688,297.9445198425352
0.005,1000,1,0,3.0,0.02,0.04,normal,59506231045.31557,8568897270525.441,297.9445198425352
0.005,1000,1,0,3.0,0.02,0.04,direct110,280178999503.7703,40345775928542.93,297.9445198425352
0.005,1000,1,0,3.0,0.02,0.04,transverse,186703537602.98688,26885309414830.11,297.9445198425352
0.005,1000,1,0,3.0,0.04,0.08,normal,77191800223.18927,11115619232139.254,297.9445198425352
0.005,1000,1,0,3.0,0.04,0.08,direct110,235123924207.7877,33857845085921.426,297.9445198425352
0.005,1000,1,0,3.0,0.04,0.08,transverse,233223293118.71954,33584154209095.613,297.9445198425352
0.005,1000,1,0,3.0,0.08,0.16,normal,75625785710.96997,10890113142379.676,297.9445198425352
0.005,1000,1,0,3.0,0.08,0.16,direct110,254985081383.3557,36717851719203.22,297.9445198425352
0.005,1000,1,0,3.0,0.08,0.16,transverse,229494861052.9477,33047259991624.47,297.9445198425352
0.005,1000,2,0,2.0,0.01,0.02,normal,63807209322.61178,9188238142456.096,297.921735686166
0.005,1000,2,0,2.0,0.01,0.02,direct110,220170410884.94528,31704539167432.12,297.921735686166
0.005,1000,2,0,2.0,0.01,0.02,transverse,195783795320.2778,28192866526120.004,297.921735686166
0.005,1000,2,0,2.0,0.02,0.04,normal,60839929671.315636,8760949872669.451,297.921735686166
0.005,1000,2,0,2.0,0.02,0.04,direct110,364232397824.92676,52449465286789.45,297.921735686166
0.005,1000,2,0,2.0,0.02,0.04,transverse,200876418172.26355,28926204216805.953,297.921735686166
0.005,1000,2,0,2.0,0.04,0.08,normal,71789788077.13857,10337729483107.953,297.921735686166
0.005,1000,2,0,2.0,0.04,0.08,direct110,215754949584.1004,31068712740110.457,297.921735686166
0.005,1000,2,0,2.0,0.04,0.08,transverse,240391556867.54755,34616384188926.848,297.921735686166
0.005,1000,2,0,2.0,0.08,0.16,normal,68281380367.68622,9832518772946.816,297.921735686166
0.005,1000,2,0,2.0,0.08,0.16,direct110,287844499978.70715,41449607996933.83,297.921735686166
0.005,1000,2,0,2.0,0.08,0.16,transverse,268557826727.95352,38672327048825.305,297.921735686166
0.005,1000,2,0,3.0,0.01,0.02,normal,71098139486.00432,10238132085984.621,297.921735686166
0.005,1000,2,0,3.0,0.01,0.02,direct110,208360562159.29312,30003920950938.21,297.921735686166
0.005,1000,2,0,3.0,0.01,0.02,transverse,213492792166.30682,30742962071948.184,297.921735686166
0.005,1000,2,0,3.0,0.02,0.04,normal,58975161886.91763,8492423311716.139,297.921735686166
0.005,1000,2,0,3.0,0.02,0.04,direct110,378323733170.3531,54478617576530.84,297.921735686166
0.005,1000,2,0,3.0,0.02,0.04,transverse,208071400798.1296,29962281714930.664,297.921735686166
0.005,1000,2,0,3.0,0.04,0.08,normal,67348736560.89694,9698218064769.16,297.921735686166
0.005,1000,2,0,3.0,0.04,0.08,direct110,206252117979.1137,29700304988992.375,297.921735686166
0.005,1000,2,0,3.0,0.04,0.08,transverse,245798189321.78152,35394939262336.54,297.921735686166
0.005,1000,2,0,3.0,0.08,0.16,normal,66303608904.82529,9547719682294.842,297.921735686166
0.005,1000,2,0,3.0,0.08,0.16,direct110,298917793170.09827,43044162216494.15,297.921735686166
0.005,1000,2,0,3.0,0.08,0.16,transverse,265468178051.784,38227417639456.9,297.921735686166
0.005,1000,2,1,2.0,0.01,0.02,normal,85252540154.11429,12276365782192.457,297.9673338003896
0.005,1000,2,1,2.0,0.01,0.02,direct110,160758109548.51627,23149167774986.344,297.9673338003896
0.005,1000,2,1,2.0,0.01,0.02,transverse,187171748922.4913,26952731844838.746,297.9673338003896
0.005,1000,2,1,2.0,0.02,0.04,normal,63731855268.728264,9177387158696.87,297.9673338003896
0.005,1000,2,1,2.0,0.02,0.04,direct110,196502653721.23242,28296382135857.47,297.9673338003896
0.005,1000,2,1,2.0,0.02,0.04,transverse,181198761645.52075,26092621676954.99,297.9673338003896
0.005,1000,2,1,2.0,0.04,0.08,normal,93998231151.103,13535745285758.832,297.9673338003896
0.005,1000,2,1,2.0,0.04,0.08,direct110,229690114614.43445,33075376504478.562,297.9673338003896
0.005,1000,2,1,2.0,0.04,0.08,transverse,238300106594.45306,34315215349601.242,297.9673338003896
0.005,1000,2,1,2.0,0.08,0.16,normal,79615301741.06335,11464603450713.123,297.9673338003896
0.005,1000,2,1,2.0,0.08,0.16,direct110,240627798325.65823,34650402958894.785,297.9673338003896
0.005,1000,2,1,2.0,0.08,0.16,transverse,211568913380.7928,30465923526834.16,297.9673338003896
0.005,1000,2,1,3.0,0.01,0.02,normal,88544209535.94946,12750366173176.723,297.9673338003896
0.005,1000,2,1,3.0,0.01,0.02,direct110,149394023959.2294,21512739450129.035,297.9673338003896
0.005,1000,2,1,3.0,0.01,0.02,transverse,195804566813.28714,28195857621113.348,297.9673338003896
0.005,1000,2,1,3.0,0.02,0.04,normal,64188816761.24417,9243189613619.16,297.9673338003896
0.005,1000,2,1,3.0,0.02,0.04,direct110,204340435731.19748,29425022745292.438,297.9673338003896
0.005,1000,2,1,3.0,0.02,0.04,transverse,198966368269.00897,28651157030737.293,297.9673338003896
0.005,1000,2,1,3.0,0.04,0.08,normal,93905890812.18094,13522448276954.055,297.9673338003896
0.005,1000,2,1,3.0,0.04,0.08,direct110,227971866949.38953,32827948840712.094,297.9673338003896
0.005,1000,2,1,3.0,0.04,0.08,transverse,236027233385.77844,33987921607552.094,297.9673338003896
0.005,1000,2,1,3.0,0.08,0.16,normal,78016994036.03123,11234447141188.498,297.9673338003896
0.005,1000,2,1,3.0,0.08,0.16,direct110,246056357676.8545,35432115505467.05,297.9673338003896
0.005,1000,2,1,3.0,0.08,0.16,transverse,213864588261.77646,30796500709695.81,297.9673338003896
0.005,1000,4,0,2.0,0.02,0.04,normal,66944707518.6923,9640037882691.691,297.92907360394946
0.005,1000,4,0,2.0,0.02,0.04,direct110,324788443591.1114,46769535877120.04,297.92907360394946
0.005,1000,4,0,2.0,0.02,0.04,transverse,174613916146.87936,25144403925150.63,297.92907360394946
0.005,1000,4,0,2.0,0.04,0.08,normal,87698367255.64735,12628564884813.219,297.92907360394946
0.005,1000,4,0,2.0,0.04,0.08,direct110,220547099437.08453,31758782318940.17,297.92907360394946
0.005,1000,4,0,2.0,0.04,0.08,transverse,198228739924.60104,28544938549142.55,297.92907360394946
0.005,1000,4,0,2.0,0.08,0.16,normal,84575361109.08215,12178851999707.83,297.92907360394946
0.005,1000,4,0,2.0,0.08,0.16,direct110,289417389804.3879,41676104131831.85,297.92907360394946
0.005,1000,4,0,2.0,0.08,0.16,transverse,225757623416.12177,32509097771921.535,297.92907360394946
0.005,1000,4,0,3.0,0.02,0.04,normal,69501638378.43835,10008235926495.123,297.92907360394946
0.005,1000,4,0,3.0,0.02,0.04,direct110,305779831365.3122,44032295716604.95,297.92907360394946
0.005,1000,4,0,3.0,0.02,0.04,transverse,168220886855.8242,24223807707238.684,297.92907360394946
0.005,1000,4,0,3.0,0.04,0.08,normal,89331788600.72177,12863777558503.936,297.92907360394946
0.005,1000,4,0,3.0,0.04,0.08,direct110,215251399121.99603,30996201473567.43,297.92907360394946
0.005,1000,4,0,3.0,0.04,0.08,transverse,198353943805.62408,28562967908009.867,297.92907360394946
0.005,1000,4,0,3.0,0.08,0.16,normal,87687814547.53018,12627045294844.346,297.92907360394946
0.005,1000,4,0,3.0,0.08,0.16,direct110,306223609741.64435,44096199802796.79,297.92907360394946
0.005,1000,4,0,3.0,0.08,0.16,transverse,235651150791.60275,33933765713990.797,297.92907360394946
0.005,1000,4,1,2.0,0.02,0.04,normal,69844101777.8918,10057550656016.42,297.91439776838257
0.005,1000,4,1,2.0,0.02,0.04,direct110,336117418330.9024,48400908239649.945,297.91439776838257
0.005,1000,4,1,2.0,0.02,0.04,transverse,222112909377.64386,31984258950380.715,297.91439776838257
0.005,1000,4,1,2.0,0.04,0.08,normal,92067589849.86913,13257732938381.154,297.91439776838257
0.005,1000,4,1,2.0,0.04,0.08,direct110,268115245913.07452,38608595411482.734,297.91439776838257
0.005,1000,4,1,2.0,0.04,0.08,transverse,295838390603.81665,42600728246949.59,297.91439776838257
0.005,1000,4,1,2.0,0.08,0.16,normal,69490620750.72995,10006649388105.113,297.91439776838257
0.005,1000,4,1,2.0,0.08,0.16,direct110,251658286045.96075,36238793190618.35,297.91439776838257
0.005,1000,4,1,2.0,0.08,0.16,transverse,316877495120.63635,45630359297371.63,297.91439776838257
0.005,1000,4,1,3.0,0.02,0.04,normal,69887390551.63765,10063784239435.822,297.91439776838257
0.005,1000,4,1,3.0,0.02,0.04,direct110,312061417535.72186,44936844125143.945,297.91439776838257
0.005,1000,4,1,3.0,0.02,0.04,transverse,208946441086.16742,30088287516408.11,297.91439776838257
0.005,1000,4,1,3.0,0.04,0.08,normal,104837878558.18999,15096654512379.357,297.91439776838257
0.005,1000,4,1,3.0,0.04,0.08,direct110,265887308120.31284,38287772369325.05,297.91439776838257
0.005,1000,4,1,3.0,0.04,0.08,transverse,278384936059.4527,40087430792561.19,297.91439776838257
0.005,1000,4,1,3.0,0.08,0.16,normal,66976105300.89857,9644559163329.395,297.91439776838257
0.005,1000,4,1,3.0,0.08,0.16,direct110,246727291136.15085,35528729923605.72,297.91439776838257
0.005,1000,4,1,3.0,0.08,0.16,transverse,328115841397.699,47248681161268.66,297.91439776838257
0.005,1000,4,2,2.0,0.02,0.04,normal,51776901789.92976,7455873857749.886,297.97065195211826
0.005,1000,4,2,2.0,0.02,0.04,direct110,240662486191.01794,34655398011506.586,297.97065195211826
0.005,1000,4,2,2.0,0.02,0.04,transverse,186410829686.62027,26843159474873.32,297.97065195211826
0.005,1000,4,2,2.0,0.04,0.08,normal,88935467190.6896,12806707275459.303,297.97065195211826
0.005,1000,4,2,2.0,0.04,0.08,direct110,246619415140.35532,35513195780211.164,297.97065195211826
0.005,1000,4,2,2.0,0.04,0.08,transverse,231656142305.1441,33358484491940.75,297.97065195211826
0.005,1000,4,2,2.0,0.08,0.16,normal,86049762155.4145,12391165750379.69,297.97065195211826
0.005,1000,4,2,2.0,0.08,0.16,direct110,227401010618.51425,32745745529066.05,297.97065195211826
0.005,1000,4,2,2.0,0.08,0.16,transverse,204474422855.2183,29444316891151.434,297.97065195211826
0.005,1000,4,2,3.0,0.02,0.04,normal,50187682482.356514,7227026277459.338,297.97065195211826
0.005,1000,4,2,3.0,0.02,0.04,direct110,226602678767.2479,32630785742483.695,297.97065195211826
0.005,1000,4,2,3.0,0.02,0.04,transverse,195249530024.93753,28115932323591.004,297.97065195211826
0.005,1000,4,2,3.0,0.04,0.08,normal,89343773120.91002,12865503329411.043,297.97065195211826
0.005,1000,4,2,3.0,0.04,0.08,direct110,239578156380.34912,34499254518770.273,297.97065195211826
0.005,1000,4,2,3.0,0.04,0.08,transverse,232063275854.2411,33417111723010.72,297.97065195211826
0.005,1000,4,2,3.0,0.08,0.16,normal,85105457016.10344,12255185810318.895,297.97065195211826
0.005,1000,4,2,3.0,0.08,0.16,direct110,229942693600.85364,33111747878522.92,297.97065195211826
0.005,1000,4,2,3.0,0.08,0.16,transverse,192675826237.99078,27745318978270.67,297.97065195211826
0.005,1000,4,3,2.0,0.02,0.04,normal,86834016890.67143,12504098432256.686,297.96401564866085
0.005,1000,4,3,2.0,0.02,0.04,direct110,168882949335.03314,24319144704244.773,297.96401564866085
0.005,1000,4,3,2.0,0.02,0.04,transverse,160915494070.69812,23171831146180.53,297.96401564866085
0.005,1000,4,3,2.0,0.04,0.08,normal,95010007079.16405,13681441019399.623,297.96401564866085
0.005,1000,4,3,2.0,0.04,0.08,direct110,209654484443.0329,30190245759796.74,297.96401564866085
0.005,1000,4,3,2.0,0.04,0.08,transverse,224187535331.26416,32283005087702.04,297.96401564866085
0.005,1000,4,3,2.0,0.08,0.16,normal,75307036378.64442,10844213238524.797,297.96401564866085
0.005,1000,4,3,2.0,0.08,0.16,direct110,236185425899.95554,34010701329593.598,297.96401564866085
0.005,1000,4,3,2.0,0.08,0.16,transverse,215738683066.6136,31066370361592.355,297.96401564866085
0.005,1000,4,3,3.0,0.02,0.04,normal,88560784307.23602,12752752940241.988,297.96401564866085
0.005,1000,4,3,3.0,0.02,0.04,direct110,162988677563.4825,23470369569141.48,297.96401564866085
0.005,1000,4,3,3.0,0.02,0.04,transverse,147822776752.65643,21286479852382.527,297.96401564866085
0.005,1000,4,3,3.0,0.04,0.08,normal,97895263372.58743,14096917925652.59,297.96401564866085
0.005,1000,4,3,3.0,0.04,0.08,direct110,211813192667.98663,30501099744190.074,297.96401564866085
0.005,1000,4,3,3.0,0.04,0.08,transverse,214185788243.62756,30842753507082.367,297.96401564866085
0.005,1000,4,3,3.0,0.08,0.16,normal,77598250339.99672,11174148048959.527,297.96401564866085
0.005,1000,4,3,3.0,0.08,0.16,direct110,232101205911.29126,33422573651225.94,297.96401564866085
0.005,1000,4,3,3.0,0.08,0.16,transverse,216540417311.7704,31181820092894.938,297.96401564866085
0.005,2000,1,0,2.0,0.002,0.005,normal,79160340803.11787,11399089075648.975,297.9785088035653
0.005,2000,1,0,2.0,0.002,0.005,direct110,222344486100.07782,32017605998411.207,297.9785088035653
0.005,2000,1,0,2.0,0.002,0.005,transverse,190526667889.41263,27435840176075.418,297.9785088035653
0.005,2000,1,0,2.0,0.005,0.01,normal,80675653238.33434,11617294066320.145,297.9785088035653
0.005,2000,1,0,2.0,0.005,0.01,direct110,260960261183.6358,37578277610443.555,297.9785088035653
0.005,2000,1,0,2.0,0.005,0.01,transverse,223785254642.6183,32225076668537.03,297.9785088035653
0.005,2000,1,0,2.0,0.01,0.02,normal,76367429331.45204,10996909823729.094,297.9785088035653
0.005,2000,1,0,2.0,0.01,0.02,direct110,218889382744.28983,31520071115177.734,297.9785088035653
0.005,2000,1,0,2.0,0.01,0.02,transverse,194379948646.54462,27990712605102.426,297.9785088035653
0.005,2000,1,0,2.0,0.02,0.04,normal,74502664421.58052,10728383676707.596,297.9785088035653
0.005,2000,1,0,2.0,0.02,0.04,direct110,204425442585.04068,29437263732245.86,297.9785088035653
0.005,2000,1,0,2.0,0.02,0.04,transverse,176641362808.32785,25436356244399.21,297.9785088035653
0.005,2000,1,0,2.0,0.04,0.08,normal,78542053563.03383,11310055713076.871,297.9785088035653
0.005,2000,1,0,2.0,0.04,0.08,direct110,220807243813.77402,31796243109183.457,297.9785088035653
0.005,2000,1,0,2.0,0.04,0.08,transverse,229537956177.98807,33053465689630.28,297.9785088035653
0.005,2000,1,0,2.0,0.08,0.16,normal,85570160712.63379,12322103142619.266,297.9785088035653
0.005,2000,1,0,2.0,0.08,0.16,direct110,249634734658.91583,35947401790883.88,297.9785088035653
0.005,2000,1,0,2.0,0.08,0.16,transverse,223163313155.30063,32135517094363.29,297.9785088035653
0.005,2000,1,0,3.0,0.002,0.005,normal,84898861464.3794,12225436050870.633,297.9785088035653
0.005,2000,1,0,3.0,0.002,0.005,direct110,222179562183.1543,31993856954374.22,297.9785088035653
0.005,2000,1,0,3.0,0.002,0.005,transverse,199448418802.84122,28720572307609.137,297.9785088035653
0.005,2000,1,0,3.0,0.005,0.01,normal,84366965777.35072,12148843071938.504,297.9785088035653
0.005,2000,1,0,3.0,0.005,0.01,direct110,240428873061.40335,34621757720842.082,297.9785088035653
0.005,2000,1,0,3.0,0.005,0.01,transverse,218287051647.18063,31433335437194.01,297.9785088035653
0.005,2000,1,0,3.0,0.01,0.02,normal,79718354852.68694,11479443098786.918,297.9785088035653
0.005,2000,1,0,3.0,0.01,0.02,direct110,210849875803.0057,30362382115632.82,297.9785088035653
0.005,2000,1,0,3.0,0.01,0.02,transverse,200819875611.67465,28918062088081.15,297.9785088035653
0.005,2000,1,0,3.0,0.02,0.04,normal,73595750858.44724,10597788123616.402,297.9785088035653
0.005,2000,1,0,3.0,0.02,0.04,direct110,202528038925.2015,29164037605229.016,297.9785088035653
0.005,2000,1,0,3.0,0.02,0.04,transverse,171059707376.811,24632597862260.785,297.9785088035653
0.005,2000,1,0,3.0,0.04,0.08,normal,80858800881.51442,11643667326938.076,297.9785088035653
0.005,2000,1,0,3.0,0.04,0.08,direct110,223257485861.42667,32149077964045.44,297.9785088035653
0.005,2000,1,0,3.0,0.04,0.08,transverse,227117756166.6651,32704956887999.773,297.9785088035653
0.005,2000,1,0,3.0,0.08,0.16,normal,87112220612.30835,12544159768172.402,297.9785088035653
0.005,2000,1,0,3.0,0.08,0.16,direct110,250654132119.5302,36094195025212.35,297.9785088035653
0.005,2000,1,0,3.0,0.08,0.16,transverse,221141883738.43826,31844431258335.11,297.9785088035653
0.005,2000,2,0,2.0,0.005,0.01,normal,59327794278.0153,8543202376034.203,297.94545057364616
0.005,2000,2,0,2.0,0.005,0.01,direct110,259687174939.4478,37394953191280.484,297.94545057364616
0.005,2000,2,0,2.0,0.005,0.01,transverse,235743468343.55722,33947059441472.24,297.94545057364616
0.005,2000,2,0,2.0,0.01,0.02,normal,70934271170.10272,10214535048494.793,297.94545057364616
0.005,2000,2,0,2.0,0.01,0.02,direct110,209578371294.46957,30179285466403.617,297.94545057364616
0.005,2000,2,0,2.0,0.01,0.02,transverse,172989622598.59827,24910505654198.15,297.94545057364616
0.005,2000,2,0,2.0,0.02,0.04,normal,60020728948.46499,8642984968578.958,297.94545057364616
0.005,2000,2,0,2.0,0.02,0.04,direct110,272293514839.66614,39210266136911.92,297.94545057364616
0.005,2000,2,0,2.0,0.02,0.04,transverse,186591441441.7351,26869167567609.855,297.94545057364616
0.005,2000,2,0,2.0,0.04,0.08,normal,76340878755.5138,10993086540793.986,297.94545057364616
0.005,2000,2,0,2.0,0.04,0.08,direct110,227697311597.31,32788412870012.64,297.94545057364616
0.005,2000,2,0,2.0,0.04,0.08,transverse,237872931199.30853,34253702092700.43,297.94545057364616
0.005,2000,2,0,2.0,0.08,0.16,normal,75220216605.63914,10831711191212.037,297.94545057364616
0.005,2000,2,0,2.0,0.08,0.16,direct110,258140743225.34058,37172267024449.05,297.94545057364616
0.005,2000,2,0,2.0,0.08,0.16,transverse,231687976485.26038,33363068613877.492,297.94545057364616
0.005,2000,2,0,3.0,0.005,0.01,normal,59178969172.37013,8521771560821.299,297.94545057364616
0.005,2000,2,0,3.0,0.005,0.01,direct110,293158357573.91113,42214803490643.2,297.94545057364616
0.005,2000,2,0,3.0,0.005,0.01,transverse,252804777195.8898,36403887916208.13,297.94545057364616
0.005,2000,2,0,3.0,0.01,0.02,normal,69057545801.28555,9944286595385.12,297.94545057364616
0.005,2000,2,0,3.0,0.01,0.02,direct110,224626066819.66785,32346153622032.17,297.94545057364616
0.005,2000,2,0,3.0,0.01,0.02,transverse,178362705092.40512,25684229533306.336,297.94545057364616
0.005,2000,2,0,3.0,0.02,0.04,normal,58833704420.86377,8472053436604.383,297.94545057364616
0.005,2000,2,0,3.0,0.02,0.04,direct110,278431170367.80853,40094088532964.43,297.94545057364616
0.005,2000,2,0,3.0,0.02,0.04,transverse,185812122662.25006,26756945663364.008,297.94545057364616
0.005,2000,2,0,3.0,0.04,0.08,normal,77554709581.82607,11167878179782.953,297.94545057364616
0.005,2000,2,0,3.0,0.04,0.08,direct110,235427709711.29694,33901590198426.758,297.94545057364616
0.005,2000,2,0,3.0,0.04,0.08,transverse,237271179531.2255,34167049852496.473,297.94545057364616
0.005,2000,2,0,3.0,0.08,0.16,normal,75592208610.09735,10885278039854.02,297.94545057364616
0.005,2000,2,0,3.0,0.08,0.16,direct110,254834275767.3776,36696135710502.375,297.94545057364616
0.005,2000,2,0,3.0,0.08,0.16,transverse,228424072705.44168,32893066469583.6,297.94545057364616
0.005,2000,2,1,2.0,0.005,0.01,normal,84504712925.04012,12168678661205.777,298.01169055807225
