observable,role,original_role,validation_status,source_target,imposed_target,prediction,units,scale,imposed_normalized_residual,source_normalized_residual
normal_strain_force_ev,exact,exact,development_or_control,0.0,0.0,6.661338147750939e-16,eV/strain,0.1,6.661338147750939e-15,6.661338147750939e-15
cohesive_ev_atom,exact,exact,development_or_control,3.36,3.36,3.359999999999996,eV/atom,0.0672,-5.947623346206196e-14,-5.947623346206196e-14
C11_GPa,exact,exact,development_or_control,113.99999999999996,113.99999999999996,114.0,GPa,5.699999999999998,7.479397218527373e-15,7.479397218527373e-15
C12_GPa,exact,exact,development_or_control,62.000000000000014,62.000000000000014,61.99999999999982,GPa,3.100000000000001,-6.188598021136355e-14,-6.188598021136355e-14
C44_GPa,exact,exact,development_or_control,32.0,32.0,32.00000000000009,GPa,1.6,5.773159728050814e-14,5.773159728050814e-14
perfect_Haa,exact,fit,development_or_control,19.66091286328976,25.752679082260563,25.752679082260553,eV/L0^2,1.9660912863289761,-5.420979743164443e-15,3.0984147385878242
perfect_Hxx,exact,fit,development_or_control,4.393593035123306,4.393593035123306,4.393593035123306,eV/L0^2,0.43935930351233066,0.0,0.0
saddle_energy_at_source_state,fit,fit,development_or_control,0.07624909750742465,0.07624909750742465,0.0831889428253984,eV/cell,0.007624909750742465,0.9101544208176366,0.9101544208176366
saddle_normal_force_at_source_state,fit,fit,development_or_control,1.4903612010162394e-15,1.4903612010162394e-15,0.09771536117337838,eV/L0,0.03173805605024358,3.0788073793393833,3.0788073793393833
fault_energy_at_source_state,fit,fit,development_or_control,0.06670794504308616,0.06670794504308616,0.07192600589099035,eV/cell,0.006670794504308616,0.7822247926440968,0.7822247926440968
fault_normal_force_at_source_state,fit,fit,development_or_control,5.29078226360765e-15,5.29078226360765e-15,-0.08970649614944054,eV/L0,0.03173805605024358,-2.8264647339280677,-2.8264647339280677
saddle_path_force_at_source_state,fit,fit,development_or_control,2.296700476743968e-16,2.296700476743968e-16,-0.036866013878840614,eV/L0,0.03173805605024358,-1.1615712638631472,-1.1615712638631472
opening_1.1h_energy,fit,fit,development_or_control,0.05670265774764735,0.05670265774764735,0.055188684167650465,eV/cell,0.005670265774764736,-0.26700222531627305,-0.26700222531627305
opening_1.5h_energy,fit,fit,development_or_control,0.4710312483934004,0.4710312483934004,0.4062514883360061,eV/cell,0.04710312483934004,-1.375275213233643,-1.375275213233643
opening_2h_energy,fit,fit,development_or_control,0.7060534019484034,0.7060534019484034,0.6508216139062226,eV/cell,0.07060534019484034,-0.7822607736152083,-0.7822607736152083
opening_40h_energy,fit,fit,development_or_control,0.7719163228888833,0.7719163228888833,0.8493938884028324,eV/cell,0.07719163228888834,1.0037041997504417,1.0037041997504417
direct_quarter_energy,fit,fit,development_or_control,0.117221996542065,0.117221996542065,0.10638018861091326,eV/cell,0.0117221996542065,-0.9248953482259757,-0.9248953482259757
direct_half_energy,fit,fit,development_or_control,0.26732847628894163,0.26732847628894163,0.2700997515263483,eV/cell,0.026732847628894163,0.10366554569410474,0.10366554569410474
oblique_energy,fit,fit,development_or_control,0.13339289745734875,0.13339289745734875,0.1190064291080159,eV/cell,0.013339289745734876,-1.0785033254062724,-1.0785033254062724
opening_1.25h_energy,fit,fit,development_or_control,0.24853683654490819,0.24853683654490819,0.20199757616658182,eV/cell,0.02485368365449082,-1.8725296831368163,-1.8725296831368163
opening_3h_energy,fit,fit,development_or_control,0.7719163228888833,0.7719163228888833,0.8162014227988059,eV/cell,0.07719163228888834,0.5737033742749001,0.5737033742749001
saddle_Haa,fit,fit,development_or_control,12.717337762538286,12.717337762538286,21.10896368718355,eV/L0^2,1.2717337762538286,6.598571242925264,6.598571242925264
saddle_Hxx,fit,fit,development_or_control,-0.18642463121762062,-0.18642463121762062,-0.001281157382311715,eV/L0^2,0.018642463121762064,9.93127746189203,9.93127746189203
fault_Haa,fit,fit,development_or_control,14.140554350039636,14.140554350039636,23.099030918811316,eV/L0^2,1.4140554350039638,6.335307900249729,6.335307900249729
fault_Hxx,fit,fit,development_or_control,2.4858929774856264,2.4858929774856264,2.727122931059763,eV/L0^2,0.24858929774856264,0.970395571164654,0.970395571164654
saddle_normal_path_coupling,fit,fit,development_or_control,1.2055891043737141,1.2055891043737141,0.6317678797346726,eV/L0^2,0.12055891043737142,-4.7596749386444825,-4.7596749386444825
opening_1.1h_normal_force,fit,fit,development_or_control,1.2761663221727821,1.2761663221727821,1.1377694558227822,eV/L0,0.03173805605024358,-4.360596822026778,-4.360596822026778
opening_1.3h_normal_force,fit,fit,development_or_control,1.4139711872929317,1.4139711872929317,1.1154205207837378,eV/L0,0.03173805605024358,-9.406709284165583,-9.406709284165583
opening_1.5h_normal_force,fit,fit,development_or_control,0.6379256757978651,0.6379256757978651,0.8257644875576193,eV/L0,0.03173805605024358,5.918409478589116,5.918409478589116
opening_2h_normal_force,fit,fit,development_or_control,0.5548811295393773,0.5548811295393773,0.4135490827810889,eV/L0,0.03173805605024358,-4.453078239402874,-4.453078239402874
opening_2.5h_normal_force,fit,fit,development_or_control,0.0005156382639574782,0.0005156382639574782,0.1818400080455813,eV/L0,0.03173805605024358,5.7131529887833885,5.7131529887833885
opening_3h_normal_force,fit,fit,development_or_control,0.0,0.0,0.07350334242846329,eV/L0,0.03173805605024358,2.315937129611918,2.315937129611918
shockley_0.15_energy,fit,fit,development_or_control,0.013715574532912111,0.013715574532912111,0.011951174066149015,eV/cell,0.004433026104653031,-0.39801264984907964,-0.39801264984907964
shockley_0.35_energy,fit,fit,development_or_control,0.04820527408303389,0.04820527408303389,0.048062650571615115,eV/cell,0.004820527408303389,-0.02958670272740425,-0.02958670272740425
shockley_0.75_energy,fit,fit,development_or_control,0.08334161260537679,0.08334161260537679,0.09357099144687267,eV/cell,0.00833416126053768,1.227403516888025,1.227403516888025
new_direct_017_energy,fit,fit,development_or_control,0.05826439239193282,0.05826439239193282,0.050305268969895116,eV/cell,0.0058264392391932825,-1.366035600010772,-1.366035600010772
new_direct_017_normal_force,fit,fit,development_or_control,-0.44118804525591643,-0.44118804525591643,-0.44635648324987853,eV/L0,0.03173805605024358,-0.1628467095079832,-0.1628467095079832
new_direct_017_Haa,fit,fit,development_or_control,26.109437232644353,26.109437232644353,25.64721020081881,eV/L0^2,2.6109437232644357,-0.1770344675401981,-0.1770344675401981
new_direct_039_energy,fit,fit,development_or_control,0.2262381941113307,0.2262381941113307,0.2269079718064907,eV/cell,0.022623819411133072,0.0296049788494334,0.0296049788494334
new_direct_039_normal_force,fit,fit,development_or_control,-1.9685101248020884,-1.9685101248020884,-1.9361772889008604,eV/L0,0.03173805605024358,1.0187402735077058,1.0187402735077058
new_direct_039_Haa,fit,fit,development_or_control,36.31678531793335,36.31678531793335,44.88127054968207,eV/L0^2,3.6316785317933356,2.3582718450356746,2.3582718450356746
new_raised_direct_energy,fit,fit,development_or_control,0.11960599647825673,0.11960599647825673,0.1170469141961985,eV/cell,0.011960599647825674,-0.21395936302603738,-0.21395936302603738
new_raised_direct_normal_force,fit,fit,development_or_control,0.08783049166112324,0.08783049166112324,0.11726014616478536,eV/L0,0.03173805605024358,0.9272670782694726,0.9272670782694726
new_raised_direct_Haa,fit,fit,development_or_control,20.00400949091716,20.00400949091716,16.925651561280567,eV/L0^2,2.000400949091716,-1.5388704604616008,-1.5388704604616008
new_off_path_positive_energy,fit,fit,development_or_control,0.05360470506556986,0.05360470506556986,0.05144951850250086,eV/cell,0.0053604705065569865,-0.402051752814002,-0.402051752814002
new_off_path_positive_normal_force,fit,fit,development_or_control,0.35206897342006,0.35206897342006,0.3793633458995333,eV/L0,0.03173805605024358,0.8599887918864466,0.8599887918864466
new_off_path_positive_Haa,fit,fit,development_or_control,13.446420569551602,13.446420569551602,17.223068784880848,eV/L0^2,1.3446420569551603,2.8086643547957877,2.8086643547957877
new_off_path_negative_energy,fit,fit,development_or_control,0.21544733160917068,0.21544733160917068,0.22326767942479858,eV/cell,0.021544733160917068,0.3629818831924222,0.3629818831924222
new_off_path_negative_normal_force,fit,fit,development_or_control,-0.05312860042135701,-0.05312860042135701,-0.1319208671917087,eV/L0,0.03173805605024358,-2.4825801128341944,-2.4825801128341944
new_off_path_negative_Haa,fit,fit,development_or_control,13.5831841481301,13.5831841481301,14.205069258462958,eV/L0^2,1.35831841481301,0.45783455745792023,0.45783455745792023
new_shockley_058_energy,fit,fit,development_or_control,0.07969505412787091,0.07969505412787091,0.08834932493293113,eV/cell,0.007969505412787091,1.085923198091367,1.085923198091367
