cycle,segment,period_model,same_phase_L1,normal_mean,normal_amplitude,registry_shear_amplitude,registry_index_increment,cycle_net_transfer,cycle_gross_grid_traffic,external_work_ev_cell,raw_mass,mass_residual,mean_well_index,outside_central_mass,normal_strain,registry_shear,intrawell_shear,registry_index_shear,cumulative_net_transfer,cumulative_gross_grid_traffic,outer_well_mass,upper_normal_edge_mass,P_-1,P_+0,P_+1
1,cyclic,4.0,0.0010030109958080854,0.018403259924233716,0.00011989659972247262,8.0264298129087e-05,1.396541305461367e-07,1.3965413054589236e-07,0.001670865621353203,4.1507302536742535e-07,0.9999999999999971,-2.886579864025407e-15,1.396541305461367e-07,0.0002929707894450904,0.01838747810813491,-3.758587138866759e-05,-3.775691206882254e-05,1.710406801550324e-07,1.3965413054589236e-07,0.001670865621353203,0.0002929707894450904,1.0195094354885466e-11,0.00014641556765727213,0.9997070292105521,0.00014655522178781826
2,cyclic,4.0,0.0004128367885834799,0.018402499346316457,0.00011973284585672928,7.603143833315397e-05,1.6304709784162448e-07,1.6304709784094535e-07,0.0016709947881452672,4.2194270226855946e-07,0.9999999999999937,-6.328271240363392e-15,3.027012283877612e-07,0.00045130610057897576,0.018387200290899307,-5.483813645679969e-05,-5.5208868233831765e-05,3.707317770318446e-07,3.027012283868377e-07,0.00334186040949847,0.00045130610057897576,1.0194562931388436e-11,0.000225501699675294,0.9995486938994145,0.00022580440090368175
3,cyclic,4.0,0.0002903430052166023,0.018402331423808926,0.00011969013141435551,7.414385444707983e-05,1.319874580648382e-07,1.3198745806391435e-07,0.0016709771153304229,4.237009102190166e-07,0.9999999999999903,-9.658940314238862e-15,4.346886864525994e-07,0.0005964776031856603,0.018387106099408784,-6.303385030357557e-05,-6.356623304296025e-05,5.323827393847676e-07,4.3468868645075206e-07,0.005012837524828893,0.0005964776031856603,1.0194171779169395e-11,0.00029802145724960383,0.9994035223968047,0.00029845614593605643
4,cyclic,4.0,0.0002822556335267866,0.01840227028889828,0.00011967666463142193,7.32552965941446e-05,8.606132376187877e-08,8.60613237607384e-08,0.0016708877222099587,4.2447914401562825e-07,0.9999999999999881,-1.1879386363489175e-14,5.207500102144781e-07,0.0007376054199479186,0.0183870686400161,-6.700399610794296e-05,-6.764178201223005e-05,6.377859042872998e-07,5.207500102114905e-07,0.006683725247038852,0.0007376054199479186,1.0193913466298086e-11,0.00036854233496885205,0.9992623945800401,0.0003690630849790665
5,cyclic,4.0,0.00027929416335768987,0.018402244389592946,0.00011967175606012771,7.282759860581555e-05,5.018217604218552e-08,5.018217604093678e-08,0.0016707993924093669,4.248399554534691e-07,0.9999999999999859,-1.4099832412739488e-14,5.709321862566637e-07,0.0008772525016256505,0.018387051526770934,-6.895119626628954e-05,-6.965044253332014e-05,6.992462670302364e-07,5.709321862524272e-07,0.008354524639448219,0.0008772525016256505,1.0193750622266532e-11,0.00043834078471969695,0.9991227474983602,0.0004389117169059536
6,cyclic,4.0,0.0002781078462452489,0.018402231929628934,0.00011966970508766293,7.261874234297542e-05,2.7575170208872278e-08,2.7575170207568694e-08,0.0016707289107309245,4.250119259851957e-07,0.9999999999999822,-1.7763568394002505e-14,5.985073564655359e-07,0.0010163064247463941,0.018387042799630573,-6.991403136395995e-05,-7.064705017928061e-05,7.330188153213028e-07,5.985073564599959e-07,0.010025253550179143,0.0010163064247463941,1.0193650131294816e-11,0.0005078539586949643,0.9989836935752358,0.0005084524660514298
7,cyclic,4.0,0.0002775969280609074,0.01840222534260831,0.0001196687345721148,7.251683034920048e-05,1.4667960903500051e-08,1.466796090252194e-08,0.0016706687697500694,4.250953833607443e-07,0.9999999999999789,-2.1094237467877974e-14,6.13175317369036e-07,0.0011551033010425145,0.018387038001747617,-7.039268415154526e-05,-7.114366747675654e-05,7.509833252116368e-07,6.131753173625179e-07,0.011695922319929213,0.0011551033010425145,1.0193588748804294e-11,0.0005772450628625728,0.9988448966989363,0.0005778582381799418
8,cyclic,4.0,0.0002773511422557573,0.018402221642480406,0.00011966822832066952,7.246666516618722e-05,7.66845132110051e-09,7.668451319363563e-09,0.0016706080112583385,4.251363791008998e-07,0.9999999999999756,-2.4424906541753444e-14,6.208437686901365e-07,0.0012937766713348763,0.0183870352421823,-7.063146165766635e-05,-7.139183687930542e-05,7.603752216386707e-07,6.208437686818814e-07,0.013366530331187551,0.0012937766713348763,1.019355144141997e-11,0.0006465779137830931,0.9987062233286408,0.0006471987575517832
9,cyclic,4.0,0.0002772134478601779,0.018402219489806478,0.0001196679464894098,7.244166662791101e-05,3.980466944012141e-09,3.9804669435756015e-09,0.0016705395752023185,4.251566820617029e-07,0.9999999999999712,-2.8754776337791554e-14,6.248242356341486e-07,0.0014323811905569061,0.018387033615012226,-7.075083005806846e-05,-7.151608033618235e-05,7.652502781140933e-07,6.24824235625457e-07,0.01503706990638987,0.0014323811905569061,1.0193528822283807e-11,0.000715878183160636,0.9985676188094144,0.0007165030073962702
10,cyclic,4.0,0.00027712204692662213,0.01840221821346765,0.00011966778343095591,7.242917450510727e-05,2.069262000248539e-09,2.0692619989454847e-09,0.0016704609147677567,4.251667922513939e-07,0.9999999999999681,-3.186340080674199e-14,6.268934976343972e-07,0.0015709396956676857,0.018387032643012998,-7.081056995868247e-05,-7.157835455481887e-05,7.677845961364633e-07,6.268934976244025e-07,0.016707530821157626,0.0015709396956676857,1.019351512523278e-11,0.0007851564010850257,0.9984290603043005,0.0007857832945826601
11,cyclic,4.0,0.000277050479878791,0.018402217449232018,0.00011966768707468399,7.24229208110451e-05,1.0880590957323703e-09,1.0880590937782653e-09,0.0016703724166175077,4.2517184511282067e-07,0.9999999999999641,-3.5860203695392556e-14,6.279815567301296e-07,0.001709461885752038,0.01838703205855747,-7.084047323944257e-05,-7.160959043037581e-05,7.691171909337325e-07,6.279815567181808e-07,0.018377903237775134,0.001709461885752038,1.0193506835995738e-11,0.0008544169520976538,0.9982905381142121,0.000855044933654384
12,cyclic,4.0,0.0002769871211227136,0.018402216989332358,0.00011966762949737995,7.241978668162715e-05,5.866997704749039e-10,5.86699769821418e-10,0.0016702757825262336,4.2517437628346554e-07,0.9999999999999594,-4.063416270128073e-14,6.285682565006045e-07,0.0018479519397186456,0.018387031705985737,-7.085542844685105e-05,-7.162526419531911e-05,7.698357484686682e-07,6.285682564880022e-07,0.020048179020301368,0.0018479519397186456,1.0193501820994982e-11,0.0009236616857310725,0.9981520480602408,0.0009242902539875731
13,cyclic,4.0,0.00027692721996188323,0.018402216711876605,0.00011966759489430955,7.241821501399628e-05,3.3092325993468166e-10,3.309232573297377e-10,0.0016701729930654712,4.251756458290565e-07,0.9999999999999549,-4.5075054799781356e-14,6.288991797605391e-07,0.0019864116833890415,0.01838703149296235,-7.086288975170794e-05,-7.163313079674186e-05,7.702410450340974e-07,6.288991797453319e-07,0.02171835201336684,0.0019864116833890415,1.019349878736458e-11,0.0009928913921046405,0.9980135883165658,0.000993520291284401
14,cyclic,4.0,0.00027686899906621267,0.018402216544277074,0.00011966757403678203,7.241742669577021e-05,2.003299941326502e-10,2.0032999261190843e-10,0.001670065810052624,4.251762826767796e-07,0.9999999999999504,-4.96269692007445e-14,6.290995097546718e-07,0.0021248419264682196,0.018387031364158805,-7.086659348556585e-05,-7.163707988373228e-05,7.704863981669972e-07,6.290995097379438e-07,0.023388417823419463,0.0021248419264682196,1.0193496952419348e-11,0.0010621064134792326,0.9978751580734824,0.0010627355129889872
