       Step     Time          Energy          fmax
LBFGS:    0 04:37:42    -1164.680125        0.116743
LBFGS:    1 04:37:46    -1164.692041        0.090814
LBFGS:    2 04:37:51    -1164.712693        0.036469
LBFGS:    3 04:37:55    -1164.713738        0.032879
LBFGS:    4 04:38:00    -1164.717075        0.024676
LBFGS:    5 04:38:04    -1164.717382        0.021494
LBFGS:    6 04:38:09    -1164.717910        0.014227
LBFGS:    7 04:38:14    -1164.718226        0.012936
LBFGS:    8 04:38:19    -1164.718432        0.010551
LBFGS:    9 04:38:23    -1164.718526        0.010830
LBFGS:   10 04:38:28    -1164.718620        0.008054
LBFGS:   11 04:38:32    -1164.718703        0.007145
LBFGS:   12 04:38:37    -1164.718758        0.005992
LBFGS:   13 04:38:42    -1164.718793        0.004602
LBFGS:   14 04:38:46    -1164.718833        0.005734
LBFGS:   15 04:38:51    -1164.718883        0.006463
LBFGS:   16 04:38:55    -1164.718932        0.005824
LBFGS:   17 04:39:00    -1164.718967        0.004959
LBFGS:   18 04:39:04    -1164.718991        0.004135
LBFGS:   19 04:39:08    -1164.719012        0.004028
LBFGS:   20 04:39:12    -1164.719028        0.003283
LBFGS:   21 04:39:17    -1164.719037        0.002566
LBFGS:   22 04:39:20    -1164.719042        0.002062
LBFGS:   23 04:39:24    -1164.719046        0.001602
LBFGS:   24 04:39:28    -1164.719050        0.001544
LBFGS:   25 04:39:32    -1164.719051        0.001273
LBFGS:   26 04:39:36    -1164.719052        0.000971
LBFGS:   27 04:39:39    -1164.719053        0.000636
LBFGS:   28 04:39:43    -1164.719053        0.000557
LBFGS:   29 04:39:47    -1164.719054        0.000446
LBFGS:   30 04:39:51    -1164.719054        0.000434
LBFGS:   31 04:39:54    -1164.719054        0.000369
LBFGS:   32 04:39:58    -1164.719054        0.000279
LBFGS:   33 04:40:02    -1164.719055        0.000242
LBFGS:   34 04:40:06    -1164.719055        0.000178
