case,winding,y_reference,z_reference,y_displaced,z_displaced,all_rows_free
escaped_minus_R8r5,1.0,-0.09622504486493766,0.5443310539518175,-0.07380000640691282,0.5534442980094085,True
escaped_plus_R8r5,1.0000000000000002,0.38490017945975047,0.27216552697590873,0.36247514100172423,0.2630522829183169,True
pilot_R4r5,1.0000000000000002,-0.09622504486493766,0.5443310539518175,-0.07563409712709604,0.5443477207456529,True
stable_plus_R10r5,1.0,0.38490017945975047,0.27216552697590873,0.36256737248463544,0.2621065700568722,True
stable_plus_R12r5,1.0,0.38490017945975047,0.27216552697590873,0.3626457018716522,0.26160780262308897,True
stable_plus_R16r5,1.0000000000000002,0.38490017945975047,0.27216552697590873,0.36273022802527527,0.26113699175653293,True
stable_R6r5,1.0,-0.09622504486493766,0.5443310539518175,-0.0738862184477513,0.544192196110384,True
stable_R8r5,1.0,-0.09622504486493766,0.5443310539518175,-0.07319450293296186,0.5441156356697608,True
