case,radius,ring,shear_MPa,free_rows,energy_eV_per_row_repeat,maximum_force_eV_L0,minimum_H_eV_L0sq,eigenpair_residual,stable_fixed_boundary,method,iterations,elapsed_seconds,winding,energy_replay_error_eV,affine_bulk_error_eV_L0cubed,reciprocal_modes,last_mode_envelope,material_accepted,actual_yield_calibrated
escaped_minus_R8r5,8.0,5,0.0,286,1.2328094816359965,9.477069979474395e-10,0.14244589519487724,7.995075124111633e-10,True,newton_cg,10,23.854321000020718,0.9999999999999999,0.0,4.440892098500626e-15,0,0.0,False,False
escaped_plus_R8r5,8.0,5,0.0,286,1.2328094816359978,9.485236901474181e-10,0.1424458951948701,1.1582206537023287e-09,True,newton_cg,10,21.757060300005833,0.9999999999999999,0.0,4.440892098500626e-15,0,0.0,False,False
pilot_R4r5,4.0,5,0.0,72,1.1157719737174525,7.014478824174386e-10,0.2996780793469993,1.8408129518216353e-10,True,newton_cg,13,7.141079199995147,1.0,0.0,4.440892098500626e-15,0,0.0,False,False
stable_plus_R10r5,10.0,5,0.0,444,1.2791772931206702,5.89439688031268e-10,0.13715989944533666,1.1389680472639972e-09,True,newton_cg,9,22.742743699986022,0.9999999999999997,0.0,4.440892098500626e-15,0,0.0,False,False
stable_plus_R12r5,12.0,5,0.0,644,1.3208692888728497,6.775167926686976e-10,0.11399063803389993,4.4976048264695906e-10,True,newton_cg,9,58.10692319998634,1.0,0.0,4.440892098500626e-15,0,0.0,False,False
stable_plus_R16r5,16.0,5,0.0,1140,1.3902285442246662,2.959353595510805e-10,0.06518348382842074,6.129240454868465e-10,True,newton_cg,8,116.09815339997294,1.0,0.0,4.440892098500626e-15,0,0.0,False,False
stable_R6r5,6.0,5,0.0,158,1.1780089498011654,9.286681423859022e-10,0.02659591891071244,1.0091500500914902e-10,True,newton_cg,9,8.877471200015862,1.0,0.0,4.440892098500626e-15,0,0.0,False,False
stable_R8r5,8.0,5,0.0,286,1.2331457803071304,4.740567860760407e-09,-0.01736522532701348,9.288332905695115e-11,False,newton_cg,8,16.201964600011706,0.9999999999999999,0.0,4.440892098500626e-15,0,0.0,False,False
