case,radius_over_L0,inner_fraction,weighted_remainder_eV,continuum_subtraction_eV,finite_part_at_reference_b_eV,window_constant,window_series_tail,window_series_terms,log_coefficient_eV,core_radius_fitted,convergence_certified
escaped_minus_R8r5,2.0,0.5,0.35504652361162986,0.13206328608946968,0.22298323752216018,-0.29906923613305847,1.512673100661835e-15,36,0.3351197090756531,False,False
escaped_minus_R8r5,2.0,0.75,0.43381005810910755,0.18685134854975743,0.24695870955935012,-0.1355812019275878,7.189681436940145e-16,19,0.3351197090756531,False,False
escaped_minus_R8r5,2.5,0.5,0.46919372566919104,0.20684308808799576,0.26235063758119526,-0.29906923613305847,1.512673100661835e-15,36,0.3351197090756531,False,False
escaped_minus_R8r5,2.5,0.75,0.5534069262865488,0.2616311505482835,0.29177577573826524,-0.1355812019275878,7.189681436940145e-16,19,0.3351197090756531,False,False
escaped_minus_R8r5,3.0,0.5,0.5613905161980921,0.267942635159006,0.2934478810390861,-0.29906923613305847,1.512673100661835e-15,36,0.3351197090756531,False,False
escaped_minus_R8r5,3.0,0.75,0.6395834114080201,0.32273069761929374,0.31685271378872637,-0.1355812019275878,7.189681436940145e-16,19,0.3351197090756531,False,False
escaped_minus_R8r5,3.5,0.5,0.6340282216259431,0.31960156613653096,0.3144266554894121,-0.29906923613305847,1.512673100661835e-15,36,0.3351197090756531,False,False
escaped_minus_R8r5,3.5,0.75,0.7081529657451261,0.37438962859681874,0.33376333714830736,-0.1355812019275878,7.189681436940145e-16,19,0.3351197090756531,False,False
escaped_minus_R8r5,4.0,0.5,0.6927400601830412,0.36435056758532774,0.3283894925977135,-0.29906923613305847,1.512673100661835e-15,36,0.3351197090756531,False,False
escaped_minus_R8r5,4.0,0.75,0.7628641038631119,0.4191386300456155,0.34372547381749635,-0.1355812019275878,7.189681436940145e-16,19,0.3351197090756531,False,False
escaped_minus_R8r5,4.5,0.5,0.7430595541746716,0.40382198422854226,0.33923756994612936,-0.29906923613305847,1.512673100661835e-15,36,0.3351197090756531,False,False
escaped_minus_R8r5,4.5,0.75,0.8089785041747264,0.45861004668883004,0.35036845748589635,-0.1355812019275878,7.189681436940145e-16,19,0.3351197090756531,False,False
escaped_minus_R8r5,5.0,0.5,0.7853398691382225,0.43913036958385376,0.34620949955436875,-0.29906923613305847,1.512673100661835e-15,36,0.3351197090756531,False,False
escaped_minus_R8r5,5.0,0.75,0.848305982125766,0.49391843204414154,0.3543875500816245,-0.1355812019275878,7.189681436940145e-16,19,0.3351197090756531,False,False
escaped_minus_R8r5,5.5,0.5,0.8217856618798398,0.47107068931182733,0.3507149725680125,-0.29906923613305847,1.512673100661835e-15,36,0.3351197090756531,False,False
escaped_minus_R8r5,5.5,0.75,0.8831323191184001,0.5258587517721152,0.3572735673462849,-0.1355812019275878,7.189681436940145e-16,19,0.3351197090756531,False,False
