radius_over_L0,energy_eV_per_row_period,site_count,inside_free_disk
1.0,0.3803908372744056,4,True
1.5,0.5919292264909725,10,True
2.0,0.7457594093301572,18,True
2.5,0.7894273679706396,30,True
3.0,0.7952135247533002,40,True
3.5,0.8015844213423939,56,True
4.0,0.8052407195375371,72,True
4.5,0.8193820895273529,90,True
5.0,0.8325663125488902,112,True
5.5,0.842343092327521,136,True
6.0,0.8479385847210832,158,True
