label,eta,max_excluded_q_error,positive_LJ,exact_residual,duality_gap,conditional_rank,coefficient_count,material_accepted
baseline,12.507384978807881,2.100801577303527,True,3.801403636316536e-13,-5.329070518200751e-15,3,10,False
rank_four_nonnegative,12.507384978807881,2.100801577303527,True,3.801403636316536e-13,-5.329070518200751e-15,4,11,False
rank_four_signed_DIAGNOSTIC,12.45012700465492,2.0855741252438054,True,6.750155989720952e-14,-5.3290705182007514e-14,4,11,False
